chr	start	end	8Cell_Klf5_ds
chr8	61539808	61540079	13.125782002382174
chr8	61549714	61550546	10.360316707537724
chr8	61574836	61575155	9.114728948539327
chr8	61590975	61591193	14.063693064068435
chr8	61603558	61604195	14.897558181963312
chr8	61646729	61647015	9.889704689279302
chr8	61713473	61713707	17.450647468240852
chr8	61875441	61875690	14.24511090627157
chr8	61961253	61961470	14.915848024429813
chr8	61964471	61965388	25.2333084658162
chr8	64184445	64185498	23.305719766634933
chr8	64423563	64424346	13.49710724027982
chr8	64424611	64424982	16.976361161615007
chr8	64548426	64548706	15.804118326732091
chr8	64596867	64597449	11.903109435772977
chr8	64616825	64617153	16.291100004824198
chr8	64676573	64676858	13.878307305720815
chr8	64692803	64693106	11.020210037923881
chr8	64710870	64711930	21.40372428804074
chr8	64728559	64728865	27.376895860908856
chr8	64733214	64733876	25.902170630740255
chr8	64757802	64758211	12.918836761511917
chr8	64778266	64778572	10.16086831903146
chr8	64788417	64788765	19.143436574387824
chr8	64847593	64847884	9.648551432947112
chr8	64868150	64868502	12.919417083263397
chr8	64879809	64880742	27.114476454347404
chr8	64888630	64889182	8.777849044488823
chr8	64900450	64900708	8.793773442275764
chr8	64938094	64938592	13.178061341664877
chr8	64941223	64941580	23.41312965692258
chr8	64946910	64947577	25.43773405912934
chr8	64959644	64961109	31.913561115655476
chr8	64969687	64970078	10.139992360263834
chr8	64978851	64979415	10.357408664750714
chr8	65007134	65007952	12.207779967114512
chr8	65022441	65023315	12.823410934387137
chr8	65043960	65044279	16.331303438049126
chr8	65046297	65046672	21.33286787923177
chr8	65047049	65047345	16.704791265564996
chr8	65047675	65048009	16.93874913632513
chr8	65056677	65057073	16.24406553037239
chr8	65066207	65066761	17.814311469935337
chr8	65085844	65086127	14.102902678634589
chr8	65088051	65088507	14.132850663703785
chr8	65088815	65089151	18.011904872599104
chr8	65314180	65314622	10.011665305400866
chr8	65315036	65315401	13.28703445277802
chr8	66486135	66486487	20.635397011583503
chr8	66487797	66489122	22.12666390976816
chr8	66495517	66496170	13.999635489027131
chr8	66497218	66497483	16.56121979119643
chr8	66789807	66790100	14.558387128159454
chr8	67431153	67431625	15.110983870797238
chr8	67448406	67448809	15.823185170554641
chr8	67452109	67452407	18.64567539355899
chr8	67930783	67931019	15.149561259706141
chr8	67994863	67995284	11.127252501716523
chr8	68092499	68093411	12.120373223957262
chr8	68793650	68794342	11.086627831348794
chr8	68836519	68836779	11.492302736869226
chr8	68837927	68838246	9.035969116844727
chr8	68875882	68876357	11.864336128234862
chr8	69007952	69008536	14.31463499918376
chr8	69018551	69018833	19.2781602169605
chr8	69020295	69020697	26.034449653245915
chr8	69023641	69024334	43.719628266613896
chr8	69027611	69027861	48.423556427001955
chr8	69028190	69028401	33.41575279959005
chr8	69028721	69029186	39.935369007561796
chr8	69035883	69036535	21.237818711008764
chr8	69039566	69040213	17.7953187907129
chr8	69088198	69088911	21.127256576008417
chr8	69095176	69095844	11.74352148692765
chr8	69103420	69104203	14.933858362346468
chr8	69114142	69114452	10.570764543164161
chr8	69118818	69119239	15.22423684851857
chr8	69133717	69134578	15.961418831943773
chr8	69155939	69156524	12.623740288335034
chr8	69170953	69171224	8.902722240813985
chr8	69183816	69184508	14.545856185731171
chr8	69206465	69207071	14.062371622217764
chr8	69214923	69215182	12.552840766759452
chr8	69233846	69234249	10.272915365678205
chr8	69245395	69245650	12.193068448235007
chr8	69251392	69252009	13.18964268129494
chr8	69256638	69256855	14.009838772259549
chr8	69270842	69271287	16.447047786498338
chr8	69272038	69272398	13.455874321195815
chr8	69289348	69289571	12.407611453479715
chr8	69291916	69292353	12.609975987222702
chr8	69314408	69314821	9.31543906260345
chr8	69324545	69324825	15.63586631843022
chr8	69328534	69329142	23.348140954971313
chr8	69395179	69395668	13.59142371335644
chr8	69548761	69549664	9.825351805914016
chr8	69553634	69553886	9.67863330954597
chr8	69624908	69625780	22.018303331978824
chr8	69654339	69655048	12.847806717343996
chr8	69680712	69680939	12.147477141560962
chr8	69698695	69700200	36.11625818715143
chr8	69709781	69710011	13.777830123901367
chr8	69716485	69717402	28.52806321667221
chr8	69749399	69749994	20.441032041020755
chr8	69774604	69775330	17.077094875419764
chr8	69776078	69776315	12.347868621600831
chr8	69790804	69791142	12.309793889875243
chr8	69808065	69809081	16.03331123750041
chr8	69813884	69814694	12.800605386569176
chr8	69822713	69822929	13.176116135385302
chr8	69824382	69824895	17.354914754454853
chr8	69832495	69832973	18.521868111199414
chr8	69842262	69843089	34.73079402328547
chr8	69843626	69844173	51.03102079736685
chr8	69847596	69848322	46.281540305818076
chr8	69850315	69850712	45.997245577180415
chr8	69852904	69853883	48.55184678670943
chr8	69859372	69860208	27.114644862818377
chr8	69860615	69860932	32.55363333187645
chr8	69874323	69874577	20.431427906817337
chr8	69875383	69875662	14.088954802482359
chr8	69887101	69887327	20.11949978043548
chr8	69888255	69888584	18.108780533347087
chr8	69901448	69902123	18.48554280457673
chr8	69902918	69903677	14.980710275245436
chr8	69918784	69919165	10.645181729724714
chr8	69920165	69920658	15.5999754408552
chr8	69935114	69935786	16.833239700113023
chr8	69959148	69959661	20.544529189840397
chr8	69974473	69974892	31.77813241362287
chr8	69977518	69978639	25.89664857712949
chr8	69988664	69989128	28.991288495474848
chr8	69996269	69996984	35.99123587975135
chr8	70001422	70003947	52.301931253539806
chr8	70012489	70012896	16.732549388519963
chr8	70017070	70018194	30.756429117345302
chr8	70032048	70032394	18.35547749293333
chr8	70042079	70043002	22.79562445038189
chr8	70072398	70072924	13.870140088375077
chr8	70081146	70082852	38.07569007521358
chr8	70086673	70087884	31.008514634249725
chr8	70093774	70094636	25.417288630855055
chr8	70104707	70105963	22.485545834158636
chr8	70111169	70111727	18.44644398159451
chr8	70113455	70114181	17.84019334782582
chr8	70131335	70132628	22.38861946126609
chr8	70138975	70139685	30.667633889426646
chr8	70143836	70144656	19.69867852780877
chr8	70157830	70158762	23.56756240410866
chr8	70166562	70167209	17.575900076345828
chr8	70178903	70179201	11.35266172965901
chr8	70195749	70196504	15.857916677550763
chr8	70205952	70207087	17.211782990258172
chr8	70212084	70213153	33.89770576059539
chr8	70217744	70218021	23.7667746733242
chr8	70218355	70218700	20.637147944906484
chr8	70233870	70234755	28.262166702141197
chr8	70254555	70255345	19.754190668275086
chr8	70274679	70274941	13.859549453240314
chr8	70275368	70275587	13.626632594626788
chr8	70286800	70287222	18.135310945917645
chr8	70287711	70287941	13.201590168994406
chr8	70300073	70301525	20.674548268646575
chr8	70312130	70312709	11.333407136854524
chr8	70325683	70326041	26.88838627884508
chr8	70329472	70329990	18.950524873254842
chr8	70353321	70353743	24.267729856391654
chr8	70354930	70356249	26.587053314856817
chr8	70360894	70361112	24.23187114995554
chr8	70374062	70375194	32.188180956739416
chr8	70375586	70376756	32.58529641159579
chr8	70392929	70393160	12.529895274670093
chr8	70415311	70415622	13.608752241471956
chr8	70432888	70433595	14.952443811310063
chr8	70439240	70439656	19.761847959114956
chr8	70448621	70448954	17.055617117666984
chr8	70452160	70452912	20.701468065698098
chr8	70476832	70478340	55.28350183691839
chr8	70491233	70491707	15.601130602228993
chr8	70502815	70503231	29.786199927330017
chr8	70506447	70507401	28.03988184019205
chr8	70527082	70527621	38.080339810401476
chr8	70528357	70528857	32.19528519821167
chr8	70529161	70529451	20.483441767199285
chr8	70538384	70539941	45.29776645457048
chr8	70559908	70560289	14.148508414821675
chr8	70588142	70588753	47.453914561170215
chr8	70589616	70589923	44.37399791506292
chr8	70590172	70590460	39.637445529301964
chr8	70590846	70591395	54.250045884068115
chr8	70594574	70594819	44.2585893436354
chr8	70603173	70604370	35.85623566030759
chr8	70608991	70609342	28.394568945947196
chr8	70609743	70610026	28.130319534679185
chr8	70610693	70611094	33.57268962717413
chr8	70611661	70612104	30.894490549849603
chr8	70618662	70619914	19.291822322641316
chr8	70625458	70625903	20.122657246536082
chr8	70629498	70630797	21.97622443016352
chr8	70643804	70644213	15.736966231050001
chr8	70650196	70650528	14.927470686924027
chr8	70659659	70660848	25.418266833780994
chr8	70672905	70673647	44.10772410493013
chr8	70681956	70682752	17.668834428691383
chr8	70695276	70695515	29.435240079169493
chr8	70696738	70697044	32.00984750386157
chr8	70698071	70698701	51.62704967317127
chr8	70718486	70718702	25.817179794664735
chr8	70719177	70720756	31.394810869242285
chr8	70725162	70726042	27.830307911742818
chr8	70730176	70730599	18.15034290746594
chr8	70744371	70744711	26.82656187730677
chr8	70751264	70752560	48.95561620777036
chr8	70761036	70761541	30.028201076771953
chr8	70766287	70766941	19.65058178857926
chr8	70769077	70769575	22.945544390314556
chr8	70776817	70777252	37.81756198049962
chr8	70788126	70788623	45.8064912109068
chr8	70790445	70791037	49.87455958289069
chr8	70792469	70793242	65.573863144217
chr8	70797319	70797553	75.84767468770345
chr8	70802688	70803699	27.784831714913118
chr8	70804338	70805514	27.46238905880727
chr8	70811209	70811890	24.09019424561712
chr8	70816503	70817249	23.650751034631806
chr8	70820294	70820774	27.981746447086334
chr8	70821502	70822579	25.053933275553952
chr8	70822816	70823083	25.275640966293963
chr8	70840042	70840408	51.29704757857193
chr8	70840858	70842444	39.09199822174496
chr8	70849296	70849732	20.42566163605506
chr8	70849975	70850191	16.89253505954036
chr8	70865246	70866318	36.913006864376925
chr8	70869187	70869613	29.433482492473765
chr8	70876075	70876556	56.45568700144048
chr8	70876913	70877353	36.8353609085083
chr8	70891052	70891374	23.31872420577529
chr8	70891619	70892240	42.908862324344554
chr8	70893346	70894119	35.79023897879182
chr8	70897667	70898144	40.73475774129232
chr8	70899918	70900489	26.281222542196563
chr8	70901780	70902014	28.43482124296009
chr8	70902433	70902848	34.811855842406494
chr8	70913168	70913634	19.101264329427302
chr8	70927457	70927673	17.142627199490864
chr8	70931434	70931828	18.738579781527445
chr8	71147994	71148519	10.836094009762718
chr8	71224549	71225041	12.016111475665396
chr8	71264279	71265963	25.22504403358967
chr8	71266281	71267143	29.231218204005966
chr8	71271788	71273378	27.169061055573277
chr8	71333610	71334155	11.600178880429048
chr8	71334790	71335006	15.569408500636065
chr8	71366892	71367438	35.06812199742803
chr8	71371042	71371575	46.39654429365949
chr8	71375114	71375969	33.90343528992948
chr8	71377432	71377694	24.101369850508128
chr8	71385272	71385701	22.83658910408998
chr8	71396567	71397127	22.729219450269426
chr8	71403060	71403545	32.6302321915774
chr8	71405739	71406883	25.81743769962471
chr8	71411250	71412009	24.55654371460122
chr8	71417666	71419239	53.89273978522532
chr8	71428173	71428499	11.784105034693619
chr8	71441271	71442239	21.06692253853664
chr8	71454560	71455188	32.50955633676735
chr8	71456910	71457548	22.90792226791382
chr8	71457885	71458245	35.035546117358734
chr8	71464311	71464690	28.413205390869784
chr8	71464924	71465165	39.94993636420159
chr8	71468733	71468975	23.38606257872148
chr8	71477139	71478061	27.946205338790463
chr8	71487817	71488529	34.12087223770913
chr8	71493461	71493909	26.572024762630463
chr8	71499620	71500084	20.71736122410873
chr8	71507335	71508107	15.546146037665055
chr8	71512232	71512550	20.374625457907623
chr8	71518891	71519141	23.265823249816894
chr8	71521373	71521681	26.448631066780585
chr8	71521956	71522265	29.605311094364303
chr8	71522772	71523102	27.980198230165424
chr8	71530403	71531193	44.99854618265659
chr8	71531451	71531839	36.874942401020796
chr8	71542245	71542752	39.05537211401223
chr8	71549028	71549407	13.936454244528093
chr8	71554220	71554452	16.726593449197967
chr8	71559207	71559559	30.16079717874527
chr8	71563307	71564196	35.04721831953566
chr8	71569598	71570669	73.49611412710836
chr8	71577133	71577386	42.50903481645546
chr8	71580461	71581807	40.83805564324888
chr8	71595882	71596096	21.227171367573963
chr8	71596986	71597215	28.1806632629128
chr8	71602291	71603582	29.55796900246145
chr8	71610463	71611515	33.79766259537904
chr8	71619034	71619271	13.442462848711617
chr8	71629519	71630273	43.41574515335123
chr8	71631057	71631759	37.67509093108001
chr8	71633767	71634404	40.44369541868872
chr8	71654187	71654749	28.302593784400152
chr8	71660542	71661207	24.072851345951396
chr8	71665747	71666174	32.527276945895835
chr8	71674334	71674700	25.663959482328487
chr8	71676354	71677064	25.597512007431245
chr8	71677335	71677593	29.31989183351975
chr8	71685796	71686144	14.717661591781967
chr8	71707671	71708540	19.623720878012847
chr8	71709496	71710177	20.63226583595668
chr8	71716460	71716802	11.998700339891757
chr8	71774919	71775387	13.436281100297586
chr8	71794366	71795247	14.891101768014108
chr8	71881714	71882186	9.561633263604115
chr8	71896788	71897345	16.90190804882152
chr8	71897928	71899583	19.864758213193035
chr8	71908226	71909182	13.67424996976573
chr8	71922290	71923242	19.81174028220297
chr8	71940742	71941225	16.605691481574475
chr8	71951094	71951772	24.348720359239607
chr8	71952469	71953673	27.369428970488993
chr8	71968273	71969247	26.173035880133845
chr8	71974076	71974322	24.479078680519166
chr8	71984239	71985013	21.9349383075724
chr8	71988318	71988590	29.205602323307712
chr8	71995345	71996800	22.68163998266266
chr8	72014389	72015234	21.667029613291724
chr8	72036302	72036595	8.821642395579367
chr8	72059462	72059730	8.784406668214656
chr8	72061210	72061948	14.909070496313618
chr8	72107897	72108804	25.10637972767587
chr8	72115484	72115771	13.827538074932033
chr8	72127060	72128399	25.06456280680536
chr8	72134704	72135048	21.531605093978172
chr8	72136179	72136834	37.68571180969704
chr8	72147013	72148094	30.421450772845667
chr8	72157297	72157770	39.25196810555004
chr8	72160547	72160884	29.644985244252915
chr8	72161129	72161355	38.7270770030739
chr8	72161601	72162166	27.284047707414206
chr8	72177617	72177894	17.31317815539639
chr8	72178813	72179075	16.877900669592936
chr8	72189653	72191357	35.95068797259263
chr8	72192004	72192722	53.12919923787661
chr8	72197930	72198405	18.79090570148669
chr8	72203455	72204235	18.71899526852828
chr8	72223603	72224562	18.215681598134285
chr8	72239567	72240806	68.32743370234726
chr8	72245643	72246089	21.898549278755358
chr8	72260875	72261529	21.201690178034138
chr8	72269357	72272491	42.696048535672766
chr8	72277289	72277836	42.549577775777365
chr8	72278623	72279028	30.848026897289134
chr8	72291940	72292193	40.7736555860919
chr8	72293251	72293478	24.336440762759306
chr8	72296444	72297156	17.066174231888205
chr8	72307592	72309550	28.03086963688633
chr8	72310497	72311375	37.038744135706736
chr8	72318474	72319005	40.42014230487486
chr8	72328802	72329823	30.521669737155477
chr8	72334284	72334585	31.093336003959376
chr8	72336427	72336866	26.551605867633516
chr8	72344379	72344607	12.014308615734702
chr8	72354272	72354700	11.215297481724035
chr8	72368689	72369008	9.723177090707617
chr8	72392797	72393009	13.72693463991273
chr8	72401630	72402563	20.283865049593192
chr8	72421639	72422083	29.499326134587193
chr8	72422884	72423649	17.28457140081069
chr8	72429894	72431219	30.479086058994508
chr8	72443547	72444094	16.120006003371106
chr8	72448799	72449028	16.99234480212349
chr8	72451819	72452103	20.41856372860116
chr8	72453836	72454049	22.630246283302846
chr8	72455750	72456036	29.300134658813477
chr8	72456314	72456630	32.78583790380743
chr8	72456890	72457705	26.466114289921485
chr8	72475164	72475410	23.894353742521954
chr8	72476599	72477483	23.131973385271444
chr8	72492978	72493407	19.51293177704711
chr8	72521386	72522712	15.52932354695477
chr8	72534158	72534561	17.272718964380307
chr8	72538706	72539356	15.738941899813138
chr8	72548532	72548870	24.45049390849277
chr8	72560892	72561707	33.336970442789465
chr8	72564080	72564317	25.43250450102086
chr8	72570461	72571399	37.202794687071844
chr8	72576628	72577902	22.961643010892523
chr8	72590004	72590594	12.606187375117157
chr8	72642781	72643401	14.977790984799785
chr8	72654794	72655160	15.148845297391297
chr8	72661895	72662648	22.797754917170106
chr8	72662911	72663239	27.53225715567426
chr8	72668058	72668454	27.201380944011188
chr8	72668962	72670036	32.05670273725769
chr8	72680749	72681060	9.577425308166209
chr8	72737535	72738666	26.691231087601153
chr8	72772993	72774267	20.717342835580535
chr8	72779921	72780257	22.472362049988337
chr8	72780506	72781508	33.774681523412525
chr8	72940967	72941294	9.377711856037106
chr8	72941553	72941832	14.982739393856363
chr8	72975582	72976819	14.468244456242628
chr8	73096050	73097104	13.221054680659604
chr8	73350328	73350603	8.96508013118397
chr8	73353722	73353938	13.882757014698452
chr8	74712263	74713280	13.015263229696448
chr8	74933897	74935463	18.130647616977132
chr8	74971394	74972871	33.20312798628552
chr8	74974131	74974541	43.59354930970727
chr8	74980821	74981203	22.336320260432377
chr8	74984456	74984734	20.01645683727676
chr8	74987163	74987533	12.969959996197675
chr8	74994351	74994997	19.802537172571423
chr8	74996088	74996946	18.624193987368425
chr8	75003947	75004367	31.488588060651505
chr8	75005549	75006070	29.585861736890678
chr8	75007461	75007754	32.450365619854715
chr8	75015617	75016008	19.433384944106002
chr8	75018164	75018794	28.711387022714767
chr8	75025897	75026306	31.22359194673944
chr8	75026580	75026930	29.77322300502232
chr8	75033279	75034313	39.181399394280675
chr8	75050796	75051080	10.069929865044607
chr8	75071469	75071747	9.47161729044194
chr8	75078983	75079317	11.56016435880147
chr8	75083972	75084339	10.530955221087796
chr8	75093594	75093949	11.07802810131664
chr8	75107852	75108466	16.296522062842154
chr8	75108759	75109219	22.174251809327497
chr8	75113030	75113776	18.123067177013162
chr8	75172319	75172933	15.67555379090946
chr8	75175317	75175695	8.38166977362658
chr8	75182096	75182622	10.835792066479817
chr8	75183036	75183257	10.877104070930999
chr8	75206655	75206946	10.749379320242971
chr8	75212956	75213430	19.568664947139563
chr8	75217908	75218417	14.202577841071108
chr8	75247288	75247995	12.68425417351082
chr8	75651042	75651517	13.907391282131798
chr8	76901816	76902417	11.318824292022654
chr8	77229046	77229486	12.870888993956825
chr8	77283241	77283621	8.578889478507795
chr8	77284797	77285008	12.726267918591251
chr8	77295608	77295940	10.729232681802957
chr8	77333827	77334837	25.411158197941166
chr8	77432095	77432357	13.375255772175679
chr8	77478820	77479263	13.58200173130423
chr8	77511693	77511929	16.429782265323702
chr8	77517312	77518299	18.707612450241196
chr8	77529252	77530101	30.97797261025796
chr8	77536690	77537325	37.969536533505895
chr8	77538547	77538808	35.43744489150942
chr8	77542681	77544555	32.91532728969733
chr8	77549168	77549824	20.18719795564326
chr8	77574470	77574839	8.354599489106072
chr8	77592911	77593279	12.66323913698611
chr8	77610453	77611079	18.768549271665822
chr8	77612146	77612503	10.352649814274464
chr8	77947280	77948339	17.91911655377396
chr8	77970858	77971070	10.384815137341338
chr8	78062310	78062626	13.3476881075509
chr8	78098387	78098863	14.155296968812703
chr8	78390579	78390857	20.759825078703518
chr8	78436318	78437552	9.8260710741751
chr8	78467841	78468144	36.68842507667667
chr8	78486505	78487300	12.973379719932124
chr8	78494056	78494756	18.54589131491525
chr8	78502738	78503083	14.676320808521215
chr8	78508985	78509291	26.239694140315834
chr8	78512907	78513773	19.313094980446902
chr8	78525780	78526020	14.747889816761017
chr8	78604728	78605536	16.221679972540034
chr8	78617380	78618088	21.71740087142772
chr8	78623536	78623991	12.904896312755543
chr8	78647257	78647594	10.920465882524892
chr8	78656687	78657297	30.327207959284546
chr8	78719013	78719430	11.35297779671008
chr8	78722017	78722347	13.7083947095004
chr8	78761360	78762387	19.028521407776473
chr8	78820102	78820379	9.376540956944766
chr8	79030636	79030869	11.163399939884956
chr8	79249647	79250259	8.882040176516265
chr8	79294346	79295444	14.79873559948308
chr8	79532567	79534263	24.037337736138756
chr8	79545845	79546527	10.32632921378284
chr8	79557852	79558104	13.816292653008112
chr8	79562841	79563261	14.372141649609521
chr8	79616232	79616541	10.442353976968809
chr8	79638646	79639716	15.24235458284895
chr8	79680666	79681015	9.126737289920577
chr8	79715692	79716509	29.51505410510732
chr8	79734284	79734516	15.194177060291684
chr8	79795109	79795536	17.611092154259424
chr8	79910317	79910672	12.65808288681675
chr8	80127856	80128324	14.7489091229235
chr8	80128536	80128937	11.892110712807671
chr8	80365458	80366136	14.611831164993015
chr8	80492840	80493285	14.051698309651922
chr8	80650209	80650856	13.591619780480032
chr8	80651096	80651657	19.768654860702217
chr8	80698107	80698460	17.95411746967953
chr8	80728890	80730329	22.357214408089835
chr8	80739644	80740252	20.998855256720592
chr8	80749468	80749822	11.322247709931627
chr8	80750169	80750982	16.933152036913206
chr8	80859360	80859590	14.337669579879098
chr8	80871116	80871378	14.00579975943529
chr8	80878903	80879129	10.750412607614972
chr8	80896283	80896641	14.608337993728382
chr8	80911612	80911978	9.770287117671446
chr8	80930225	80931061	18.77168034822747
chr8	80940853	80941725	14.615480613544447
chr8	80978924	80979215	11.899869040525246
chr8	80987672	80988105	12.25353883760906
chr8	81015073	81015446	22.637841613299084
chr8	81015749	81016047	22.77910218782873
chr8	81017158	81018290	20.81364761140237
chr8	81085601	81086070	22.485344831877427
chr8	82077208	82077420	12.18921868306286
chr8	82773754	82774076	10.024666694380482
chr8	82781202	82781856	14.847421468397894
chr8	83087178	83087782	14.001820467955229
chr8	83089562	83089815	12.182671580861209
chr8	83151893	83152996	30.352818119882564
chr8	83159713	83160915	23.85053006662505
chr8	83164110	83165480	28.091488462294976
chr8	83171159	83171506	20.977990081743137
chr8	83218145	83218851	10.700405471385707
chr8	83260370	83260991	14.207200272263728
chr8	83272274	83273607	14.616551576658736
chr8	83302300	83303518	27.809825143986345
chr8	83306717	83307091	21.47219084673387
chr8	83316996	83317305	9.952461489581752
chr8	83332036	83333043	21.913328607364114
chr8	83421552	83421829	17.22475232974717
chr8	83442110	83442452	15.008931026124118
chr8	83442719	83443006	9.982169553377902
chr8	83449709	83450235	18.298074080463596
chr8	83455247	83456339	16.22718592703124
chr8	83565645	83567096	19.43210996158529
chr8	83577621	83577963	10.96283055397502
chr8	83578860	83579073	10.843291936346063
chr8	83593763	83595103	32.53463437236957
chr8	83598378	83598604	20.947757374923842
chr8	83602122	83602523	18.03241304269158
chr8	83607542	83609126	35.80441864903527
chr8	83622372	83623011	22.265575062687596
chr8	83624477	83624923	24.918049019013818
chr8	83647991	83649137	26.625787693376523
chr8	83652258	83653044	27.754262002066497
chr8	83656844	83657113	25.70651506048153
chr8	83657402	83657682	24.35338123185294
chr8	83662559	83662947	24.212033942802666
chr8	83686466	83687051	15.022448124844804
chr8	83694118	83694449	20.109535859790814
chr8	83694839	83695236	15.434204192846188
chr8	83698489	83699761	20.186478835981596
chr8	83712209	83713124	33.23992815121927
chr8	83713585	83713810	25.460062323676215
chr8	83714634	83715079	56.473567251141155
chr8	83724940	83725151	16.29259405542889
chr8	83737564	83739047	21.18139362913969
chr8	83739296	83740044	22.222932823201553
chr8	83744258	83744509	29.26420598581018
chr8	83755984	83756437	21.73207429544815
chr8	83757141	83757649	31.450852352803146
chr8	83772741	83773214	17.063014754281234
chr8	83782817	83783776	21.503037964837766
chr8	83785471	83785893	17.46551401129266
chr8	83806948	83807295	17.133206296035812
chr8	83813715	83814354	18.20683836750395
chr8	83826406	83826769	9.248873508337772
chr8	83859453	83860135	28.740037266459982
chr8	83866986	83867689	19.006421617559486
chr8	83884831	83885371	19.551029931174384
chr8	83899674	83900082	15.704705002261143
chr8	83917384	83917841	14.684701911208405
chr8	83919529	83920014	18.324468294124014
chr8	83944667	83945047	10.26985924243927
chr8	83954815	83955752	27.39089205832466
chr8	83960098	83960506	22.995913655150172
chr8	83964924	83965141	12.113856627644482
chr8	83972280	83972852	15.590068086877569
chr8	83997109	83997325	17.823103732532925
chr8	84004604	84005054	24.70492727915446
chr8	84009817	84010494	26.10762472025929
chr8	84011760	84012120	24.17416801717546
chr8	84016228	84016545	21.263193440362105
chr8	84024166	84025105	25.416738450209806
chr8	84027345	84027599	23.418746411331057
chr8	84029100	84029311	17.66199600527072
chr8	84046257	84046677	13.969838579495748
chr8	84047506	84047866	19.64990825123257
chr8	84066483	84067593	30.490754856075252
chr8	84104093	84104866	24.65134513208505
chr8	84148062	84148281	29.760014895434793
chr8	84156255	84156572	23.54187871529853
chr8	84156866	84157554	21.61560886128004
chr8	84169538	84170557	25.75443813634691
chr8	84180594	84181032	25.88944412910775
chr8	84192004	84192668	25.387112949267927
chr8	84202107	84204556	22.677984603469028
chr8	84210360	84210620	17.527159489118137
chr8	84221410	84222369	29.37066152868977
chr8	84223191	84223479	19.279998385243946
chr8	84237210	84237507	24.296019679368143
chr8	84256679	84257079	12.140131444931031
chr8	84270137	84271021	17.20812161691588
chr8	84278549	84279468	18.054374905483506
chr8	84285125	84286141	10.891447896797827
chr8	84340775	84341011	10.760655261702457
chr8	84357556	84358206	14.525193185072679
chr8	84391796	84392345	13.316528303809939
chr8	84510979	84511478	12.938912917234616
chr8	84511935	84512327	12.5000448129615
chr8	84513655	84513881	8.702069717170918
chr8	84579790	84580321	15.31044514614759
chr8	84592220	84592553	16.108711726672656
chr8	84596765	84597003	9.799312962203466
chr8	84631656	84632581	25.635718898257693
chr8	84640708	84641112	11.584581792944729
chr8	84647568	84647826	42.953660262647524
chr8	84657031	84657829	32.75784743459601
chr8	84663724	84664404	29.593086089807397
chr8	84669229	84669480	27.915370390234717
chr8	84687933	84689601	22.84642531888948
chr8	84704362	84705050	26.974766409674356
chr8	84707532	84707940	22.985125763743532
chr8	84709403	84709765	30.314932633500074
chr8	84729801	84730105	10.725672536774686
chr8	84798799	84799271	8.225535916069807
chr8	84810800	84811250	20.414133495754665
chr8	84825556	84826436	32.00806332826615
chr8	84827861	84828367	26.995802391187947
chr8	84840678	84840980	12.38990115014133
chr8	84846639	84847645	26.760332208030505
chr8	84871643	84872521	17.796453628018668
chr8	84895355	84895888	35.20456686968204
chr8	84903212	84904416	30.269567826261554
chr8	84908148	84908835	37.50475225212619
chr8	84914201	84914482	30.40045390010304
chr8	84914799	84915419	29.162326480496315
chr8	84915680	84916035	32.503355133701376
chr8	84931140	84931928	18.87490032530073
chr8	84937438	84938924	37.99745729697986
chr8	84944390	84945798	20.797336749393832
chr8	84952626	84953252	31.50768982945159
chr8	84955412	84955833	24.549157783707642
chr8	84965861	84966073	22.74886221255896
chr8	84966296	84966646	25.11969377245222
chr8	84969682	84970062	22.138177798923692
chr8	84975720	84976601	25.475142150948187
chr8	84976849	84977070	23.65565901536208
chr8	84979577	84979942	28.594395357941927
chr8	84989965	84991282	48.99628748202197
chr8	84995881	84996239	38.86140647014426
chr8	85008238	85009820	25.79330964154751
chr8	85023000	85023243	36.70019625440056
chr8	85023481	85023802	25.8940998624047
chr8	85026398	85026758	56.01322751575046
chr8	85032937	85033798	33.5803596438985
chr8	85034057	85034454	50.430524926942304
chr8	85042254	85042581	24.921465042534223
chr8	85043404	85043743	25.15102454554015
chr8	85050017	85051536	24.728930032590725
chr8	85059273	85059485	22.11479843787427
chr8	85075133	85075652	40.15534214247628
chr8	85076414	85076764	32.090096413748604
chr8	85077006	85077321	40.19615093412853
chr8	85080731	85081274	25.219938313324366
chr8	85082910	85083607	24.206748545084313
chr8	85091761	85092316	15.844650689546052
chr8	85101440	85101793	21.56094606199616
chr8	85118180	85118787	21.22593238444069
chr8	85119490	85120162	26.738383315858385
chr8	85132299	85133499	23.613391575813292
chr8	85136834	85137171	25.777435715898914
chr8	85145089	85146106	28.197768538633515
chr8	85146616	85147781	27.27526542598086
chr8	85158997	85160246	23.23114526319542
chr8	85166179	85167018	18.552582078099395
chr8	85176152	85176607	16.183595934018985
chr8	85208327	85208636	10.385438203040064
chr8	85222661	85223311	11.263762962634747
chr8	85299302	85300607	29.457468784083808
chr8	85311813	85312530	16.511759568457823
chr8	85381731	85382109	18.24060754675083
chr8	85392331	85393546	27.880046574470928
chr8	85397796	85398758	27.255619399017206
chr8	85421555	85421912	28.102086697639873
chr8	85430549	85430916	19.24259376266022
chr8	85432722	85433211	28.84502680998882
chr8	85446342	85446989	16.939041040411688
chr8	85456513	85457510	19.40325835906156
chr8	85472446	85473320	11.363061041799236
chr8	85481707	85482051	9.584420467531958
chr8	85488849	85489706	19.24838416690448
chr8	85491234	85491655	19.59875435274174
chr8	85492120	85492466	28.670542501989818
chr8	85497342	85497554	22.218513551748025
