chr	start	end	8Cell_siTfap2c_Klf5_ds
chr2	140116788	140117101	11.713297405181983
chr2	140170721	140171167	13.180349294380223
chr2	140306067	140307306	16.053373671617116
chr2	140426373	140426862	11.531514879628437
chr2	140760009	140760339	11.01869339798436
chr2	140955822	140956255	125.90479662456909
chr2	141671026	141671385	11.049064455590209
chr2	142393379	142394192	14.979385464540414
chr2	142877990	142878333	18.809176128042683
chr2	142917703	142918033	19.70405325456099
chr2	142926658	142927014	18.384762873810327
chr2	143915230	143915974	28.68171843918421
chr2	143932192	143932604	16.795979461623627
chr2	143942124	143942462	28.01058549570614
chr2	143989805	143990221	16.34055113907044
chr2	144011035	144011456	16.098819460834857
chr2	144217209	144218054	13.503115381997013
chr2	144247467	144248046	22.45732377765504
chr2	144270494	144271240	15.166467618047392
chr2	144297512	144298070	25.562288472302072
chr2	144298334	144299112	44.95136731694474
chr2	144311230	144311461	30.374476610324084
chr2	144311698	144311985	31.318883424021227
chr2	144315845	144316068	35.932103435020274
chr2	144316318	144317051	35.611735366051064
chr2	144331853	144332158	12.879869618963022
chr2	144338987	144339535	22.242516848292663
chr2	144348328	144348807	17.734962670439717
chr2	144368269	144369450	19.187429324738762
chr2	144383040	144383322	16.09828922258201
chr2	144458990	144459671	9.773798807427047
chr2	144475239	144475628	13.865651795061204
chr2	144482247	144482821	14.94721004771854
chr2	144496534	144497222	17.025602243667425
chr2	144511777	144512201	30.967155263109028
chr2	144512455	144512746	19.33029002750043
chr2	144573166	144573736	20.466578468523526
chr2	144574092	144574347	17.205294829723883
chr2	144593294	144594033	21.073066204262037
chr2	144600052	144600397	13.840163742286572
chr2	144607195	144608051	20.00279914664331
chr2	144617264	144617640	16.533008702257845
chr2	144741803	144742178	14.003742186228434
chr2	145445121	145445346	12.284295086330838
chr2	145699841	145700428	11.758742775177835
chr2	145738668	145739018	14.235451853615897
chr2	145802816	145803200	19.97687790542841
chr2	145803524	145804048	12.179284273213103
chr2	145809551	145810985	18.59324107276512
chr2	145822854	145823245	12.705844254749815
chr2	145865249	145865858	16.372874425941305
chr2	145905427	145905766	16.970586290050043
chr2	145925439	145925896	19.605418105094124
chr2	145934806	145935046	36.60047508875529
chr2	146012918	146013566	14.103407515419853
chr2	146305809	146306129	14.208178809285164
chr2	146462042	146462321	11.763044179554054
chr2	146511696	146512391	14.390192875759206
chr2	146531229	146531508	12.783400692820122
chr2	146535219	146536061	12.583118015117147
chr2	146612052	146612742	12.975955759960673
chr2	146633455	146633981	10.133864036984317
chr2	146919230	146919635	12.331658681233725
chr2	146959089	146959790	15.86724675160842
chr2	147071469	147071709	16.914222927888236
chr2	147077044	147077374	15.993152835152365
chr2	147177664	147179185	18.880260395423743
chr2	148409160	148409430	13.039972411261665
chr2	148672177	148672425	11.291649449256159
chr2	148680843	148681453	11.877653680863927
chr2	148706315	148707001	11.256432536044551
chr2	148734099	148734358	15.467635559759545
chr2	148734597	148734901	20.159938771473733
chr2	148749513	148749832	13.556901405597555
chr2	148752059	148752462	21.367369602099245
chr2	148851261	148851537	22.543652465378027
chr2	148875178	148875448	10.332114526960584
chr2	148902381	148902793	17.094278155021296
chr2	150153385	150153918	10.538395411972704
chr2	150181294	150181648	14.483752323409258
chr2	150206007	150206431	12.027504128105235
chr2	150223509	150224401	16.073702103888508
chr2	150257053	150257401	17.910094927097187
chr2	150311124	150311742	15.816866802166196
chr2	150399434	150400178	13.980145472352223
chr2	150477674	150477914	14.816296009222667
chr2	150485222	150485526	23.334297456239398
chr2	150488730	150489259	21.888071456793803
chr2	150499673	150500250	16.149637176011215
chr2	150513503	150514532	20.330743437489918
chr2	150548758	150550246	24.107490276136705
chr2	150608319	150609334	18.133313599948224
chr2	150664156	150665186	25.557998439640674
chr2	150665937	150666454	23.565301113017984
chr2	150678436	150678918	13.128661905581525
chr2	150740730	150741776	21.301151362249545
chr2	150748756	150749339	13.578555017147425
chr2	150761299	150761924	13.118534880828857
chr2	150799807	150800157	10.99100546155657
chr2	150809547	150809890	12.930044049076715
chr2	150811317	150811609	10.766926218385565
chr2	150915684	150916333	19.41774657621222
chr2	150925264	150925645	13.794729881086374
chr2	150933540	150933999	24.720688377330507
chr2	150977403	150977683	28.030631065368652
chr2	151039099	151039730	11.424723420392503
chr2	151542099	151542728	14.709860471170543
chr2	151670133	151671200	13.306980923167322
chr2	151748299	151748732	11.337274021694897
chr2	151775769	151776568	12.57755081495445
chr2	151876053	151876573	12.414055533592517
chr2	151896568	151897135	19.24560152790534
chr2	151897368	151897797	30.1779767816717
chr2	151971159	151971490	10.21059968176205
chr2	151994515	151995261	18.136057126298347
chr2	152029496	152029879	18.447543365837078
chr2	152047298	152047678	11.77007750711943
chr2	152058337	152058597	8.156253992594205
chr2	152089251	152089915	15.437865765697985
chr2	152100620	152101076	18.947135536294233
chr2	152115565	152115932	16.193517669345116
chr2	152122887	152123293	13.201674147779718
chr2	152143100	152143335	12.5540126841119
chr2	152160841	152161627	14.418578374173501
chr2	152197399	152197699	18.292663304011025
chr2	152204049	152204327	15.881085769735652
chr2	152204875	152206381	16.105929225564477
chr2	152214949	152216124	19.62641003507249
chr2	152241606	152241900	27.38258189246768
chr2	152261210	152261801	16.2816467849938
chr2	152262070	152262685	13.952769108904086
chr2	152262969	152263443	15.501217719371812
chr2	152269617	152270053	16.003728741899543
chr2	152280406	152280924	20.082019496608424
chr2	152299736	152300083	21.13842200683242
chr2	152332039	152332957	25.099770514793644
chr2	152338450	152338694	28.170232526591565
chr2	152344436	152344829	14.343590906254814
chr2	152357797	152358154	30.81772978432706
chr2	152358659	152359111	42.61884513365484
chr2	152363613	152364265	33.98097472395634
chr2	152390954	152391221	20.87527319375942
chr2	152398324	152399431	40.38389373924028
chr2	152471222	152471602	17.753287711896395
chr2	152471929	152472200	15.694346332901958
chr2	152500814	152501258	13.43461184780877
chr2	152626648	152626993	10.675919520336649
chr2	152669518	152669882	25.31905678864364
chr2	152674308	152674575	19.099848500798256
chr2	152691391	152692009	23.267194902241037
chr2	152696535	152697374	29.964568905381395
chr2	152711683	152712611	25.307686831416756
chr2	152720098	152720458	13.632758209440443
chr2	152729851	152730649	20.329864301179583
chr2	152736337	152736722	44.70828282740209
chr2	152742014	152742569	20.381417403350007
chr2	152767370	152768104	23.055862250055213
chr2	152783715	152783971	17.985552322119474
chr2	152792255	152793852	21.475797045880284
chr2	152804267	152805011	23.569360245940505
chr2	152827893	152828302	22.870618953098585
chr2	152829473	152829865	24.324735510105988
chr2	152831434	152831726	38.25119316414611
chr2	152847880	152848314	17.652281295319305
chr2	152881570	152881825	9.4546784139147
chr2	152962505	152962940	17.953330993652344
chr2	153014996	153015389	13.154943941810355
chr2	153028625	153029088	19.806393864345345
chr2	153070915	153071532	15.28660605444514
chr2	153081160	153081738	14.837248737836791
chr2	153083474	153083951	13.226862544533592
chr2	153107472	153108031	12.871570027578283
chr2	153171405	153172156	23.64943412140746
chr2	153201383	153201850	33.22471721984079
chr2	153214831	153215466	13.852987079920732
chr2	153251538	153251861	15.114805050309597
chr2	153274874	153276552	24.79733181454428
chr2	153283012	153283242	11.144830459097157
chr2	153283613	153283905	13.648709568258834
chr2	153327107	153327870	13.858017721463625
chr2	153345534	153346017	22.640710265986915
chr2	153364721	153364944	13.122708885124446
chr2	153445056	153445583	11.294923186075982
chr2	153495460	153496445	35.0502108075292
chr2	153523064	153523533	17.357725810394612
chr2	153532819	153533178	20.84580677000593
chr2	153557532	153557827	24.592460606461863
chr2	153558404	153558672	22.329870152829297
chr2	153564283	153564577	28.186620024596753
chr2	153569390	153569654	20.44745743635929
chr2	153584306	153584722	23.83179223078948
chr2	153586147	153586977	26.919373065305045
chr2	153600037	153601026	23.86911578703939
chr2	153609850	153610121	22.031778856397114
chr2	153626033	153626450	34.189099423891065
chr2	153639661	153640914	18.918588159565722
chr2	153694723	153694961	18.21031798835562
chr2	153708075	153708310	27.082497941686754
chr2	153708896	153709374	25.414527051119624
chr2	153741300	153741569	18.076750383058002
chr2	153778726	153779390	18.678795036063136
chr2	153782481	153782840	17.13775486268705
chr2	153807685	153808041	16.669219343849782
chr2	153850426	153851185	11.82194071858925
chr2	153953806	153954045	12.671845280475697
chr2	154206527	154207127	13.692325892448425
chr2	154215306	154215638	11.116628830691418
chr2	154242172	154242546	12.592635588212447
chr2	154338067	154338557	22.116363025198176
chr2	154347432	154347676	18.921516465359048
chr2	154347997	154348333	22.201830801509676
chr2	154359811	154360885	19.920861714823065
chr2	154372397	154372655	17.109754126201306
chr2	154392638	154393250	12.885934360666212
chr2	154408330	154408730	21.6639964222908
chr2	154411743	154412179	25.489780662256642
chr2	154428256	154429081	23.012498307661577
chr2	154436772	154437057	13.9421339403119
chr2	154447772	154447994	34.4840118562853
chr2	154452951	154453603	26.66719039086184
chr2	154468176	154468401	14.435689798990886
chr2	154485771	154486042	27.129037716291926
chr2	154493742	154493999	20.157771103113078
chr2	154551076	154551332	17.157679785043
chr2	154558501	154558808	11.084402191522456
chr2	154563893	154564156	15.9380923423477
chr2	154570178	154570408	23.955414788619333
chr2	154603491	154604111	16.892469432277064
chr2	154612882	154613160	11.854978870144851
chr2	154613676	154613988	12.870261155641996
chr2	154629864	154630179	14.65068829248822
chr2	154633201	154633573	31.166253771833194
chr2	154648024	154648485	27.348719433434873
chr2	154657164	154657521	28.19894430283405
chr2	154676895	154677903	20.82957698333831
chr2	154678510	154678746	24.751882795560157
chr2	154712027	154712422	11.545356378676017
chr2	154713042	154713698	15.559219569694704
chr2	154725491	154725799	17.61799931061732
chr2	154748517	154749508	26.241119572902182
chr2	154767284	154767783	14.463239941186083
chr2	154774198	154774423	14.697672559950087
chr2	154790748	154791427	24.37303760090352
chr2	154854116	154854363	14.830485965558875
chr2	154857273	154857578	34.976133849972584
chr2	154866897	154867139	25.130568378227803
chr2	154898970	154899212	41.7132745380244
chr2	154903747	154904062	37.769281944396006
chr2	154907831	154908084	34.72970659459533
chr2	154908415	154908738	29.123081520245908
chr2	154916824	154917168	16.831470425738846
chr2	154944193	154945284	22.517458748751885
chr2	154986816	154987116	20.39738800684611
chr2	155018943	155019892	17.580056132205044
chr2	155050623	155051273	18.72515092262855
chr2	155074180	155074739	13.038699376988284
chr2	155082004	155082994	14.920869481443155
chr2	155101025	155101267	17.253773909954987
chr2	155118402	155118812	16.718852633964726
chr2	155129154	155129443	14.31760363595296
chr2	155129924	155130751	16.866211065502235
chr2	155141087	155142187	36.312065032612196
chr2	155145559	155145827	20.95646648264643
chr2	155192763	155193175	9.594226316340919
chr2	155229545	155230041	34.32248900013585
chr2	155236243	155236862	20.15825969067452
chr2	155247768	155248041	21.748647055783113
chr2	155258587	155259056	12.86554363287334
chr2	155272210	155273622	33.527628952653146
chr2	155281739	155282346	30.1792071906503
chr2	155356841	155357187	15.628722747626332
chr2	155357613	155358086	13.977658535914996
chr2	155367401	155368022	23.139648824498273
chr2	155381855	155382079	20.221803954669408
chr2	155385372	155386162	23.046257220642477
chr2	155429081	155429321	14.99914340575536
chr2	155441772	155442018	17.011468425998842
chr2	155473942	155474765	20.158020133091497
chr2	155487961	155488543	18.338035378669137
chr2	155517447	155517701	17.51742527053112
chr2	155518000	155518364	33.975210158379525
chr2	155564758	155565025	17.223448720317656
chr2	155578288	155578814	12.014962052437742
chr2	155613370	155614042	14.779133480219613
chr2	155620049	155620339	17.526669574606007
chr2	155624654	155625059	24.030088768476322
chr2	155657740	155657969	17.083229678166486
chr2	155663478	155663815	23.023475474349116
chr2	155666941	155667478	27.324396430003134
chr2	155667780	155668055	31.20346742109819
chr2	155673438	155674130	16.880053325884603
chr2	155691916	155692333	20.564287704815396
chr2	155696220	155696447	26.91547979447285
chr2	155704340	155704603	17.113466661692573
chr2	155707031	155707493	20.76538456053961
chr2	155729564	155730035	27.87036983627676
chr2	155738003	155738948	35.127135392850036
chr2	155755539	155755875	15.961368404683613
chr2	155764904	155765336	16.32608344378295
chr2	155811995	155813208	21.302069472952116
chr2	155840685	155840941	12.097341306507587
chr2	155864084	155865055	20.461567904259223
chr2	155892767	155893298	17.38335035076249
chr2	155901357	155901616	14.765536948980973
chr2	155902068	155902338	13.671640533871122
chr2	155923989	155924446	24.28416970835212
chr2	155924940	155925426	20.797898363184046
chr2	155946279	155946991	29.914417941918533
chr2	155951404	155952123	25.570580729191427
chr2	155956641	155956881	13.967161420981089
chr2	156008051	156009047	21.83158563657937
chr2	156017577	156018252	8.789615210250572
chr2	156027560	156027852	14.245674535019758
chr2	156039814	156040067	13.333746521840453
chr2	156065715	156066093	17.36782947166887
chr2	156079107	156079509	13.306518128855311
chr2	156095184	156095561	22.578192012695798
chr2	156096531	156098329	22.031539796923436
chr2	156111357	156111666	12.676622734872268
chr2	156119332	156120221	14.550140756321705
chr2	156134210	156134651	12.202253441151036
chr2	156144297	156144525	20.700360967401874
chr2	156179928	156180748	29.829200279421922
chr2	156196273	156197263	31.011542711354267
chr2	156223934	156224159	23.85791293674045
chr2	156226225	156226740	27.218114482546316
chr2	156228365	156228664	29.69286452328481
chr2	156238221	156238487	18.721417921826355
chr2	156285474	156285730	16.356758952140808
chr2	156301811	156302356	18.487695322999166
chr2	156312513	156313302	20.555402916496092
chr2	156314423	156314754	39.351541081223964
chr2	156332199	156332477	27.62556404003994
chr2	156334060	156334320	22.319968773768498
chr2	156344522	156345633	28.156116055970145
chr2	156347327	156347666	25.138666726846612
chr2	156353101	156354404	35.412705142591335
chr2	156354658	156355257	28.430044572222013
chr2	156384401	156384776	26.745052858988444
chr2	156394040	156394408	15.786582539910855
chr2	156408295	156408953	15.198412280676937
chr2	156421572	156421869	14.033304041082209
chr2	156447827	156448383	14.12855542563706
chr2	156497730	156498347	12.434980484423027
chr2	156514025	156514266	10.963986978491313
chr2	156600109	156600518	16.41632152128336
chr2	156675347	156675814	12.12444123670427
chr2	156719818	156720852	18.19245741676316
chr2	156738060	156738416	8.45966057563096
chr2	156780982	156781275	22.98408181838208
chr2	156789069	156789445	10.874693600421256
chr2	156823249	156824128	20.819078566678147
chr2	156863208	156863512	35.342820145581896
chr2	156873041	156873374	24.20950410172746
chr2	156889523	156889746	12.959629563472731
chr2	156899971	156900367	15.742335793947932
chr2	156909526	156909751	11.576412044101291
chr2	156928314	156928820	12.286635306512885
chr2	156940608	156940907	9.516647727991826
chr2	156962048	156962487	16.619964677815013
chr2	156981053	156981367	16.91791370719861
chr2	157003417	157003952	18.298825155240355
chr2	157012743	157012966	27.308292303384686
chr2	157013326	157014088	29.022101106919017
chr2	157034356	157034647	28.938344811246157
chr2	157035016	157035276	23.713931032327505
chr2	157072586	157072809	18.805377908886282
chr2	157074391	157074708	15.129894683789756
chr2	157094870	157095191	10.243490269622328
chr2	157101139	157101398	10.557886053696562
chr2	157135723	157136399	16.567224856664442
chr2	157148410	157149724	29.377044299603234
chr2	157162579	157162973	21.253881507718624
chr2	157168812	157169173	27.01801779263568
chr2	157182405	157183325	18.589495689972587
chr2	157204200	157204949	15.57035660393566
chr2	157216070	157217310	23.083924810732565
chr2	157243107	157243457	20.926790161132814
chr2	157244088	157244326	18.023256398048723
chr2	157279005	157279287	25.232531980419836
chr2	157283582	157283870	54.73698569420311
chr2	157290534	157290790	28.564314490184188
chr2	157297379	157297652	37.37394821949494
chr2	157312475	157312697	26.29585497765928
chr2	157314769	157315043	62.18611069969887
chr2	157321744	157321973	24.91157061460237
chr2	157338422	157338891	17.330982985018668
chr2	157341345	157341633	12.122649821970198
chr2	157352539	157353212	22.940294275666417
chr2	157359811	157360140	27.10536529517826
chr2	157360370	157360738	39.332718828450076
chr2	157367361	157367810	16.43414314499411
chr2	157389092	157389441	16.671187920010194
chr2	157425837	157426066	10.358374154203323
chr2	157449010	157449271	19.560563887672863
chr2	157457136	157457832	19.499295737551545
chr2	157458456	157458725	20.535927308093218
chr2	157468223	157468793	13.008187804305763
chr2	157550347	157551145	22.243964029135263
chr2	157566366	157566783	27.058660424870553
chr2	157571406	157571932	15.777172327948161
chr2	157590883	157591268	13.174214328419078
chr2	157601333	157602000	18.7724498708745
chr2	157648060	157648518	11.59326974897926
chr2	157745887	157746120	14.970756395691966
chr2	157936243	157936822	16.734970886678482
chr2	157943460	157943704	9.284709707635347
chr2	157962085	157962438	14.073620347733538
chr2	158007423	158007725	12.536512873820122
chr2	158025843	158026654	23.971834476720243
chr2	158028257	158028668	19.878937769980325
chr2	158079933	158080326	13.249066394097326
chr2	158146269	158146810	9.980372023450249
chr2	158212015	158212314	13.73600869832629
chr2	158361569	158361827	22.799219434575516
chr2	158380025	158380907	18.24368490978163
chr2	158437094	158437443	9.098270502336387
chr2	158511563	158511895	13.19413354167019
chr2	158554542	158554765	29.59990671611153
chr2	158555704	158556241	16.768766145688417
chr2	158601534	158602027	22.312470559899754
chr2	158623686	158624803	23.512346240379177
chr2	158644795	158645484	17.616084519595297
chr2	158653005	158653374	13.380105181438166
chr2	158666000	158666332	17.024350172065827
chr2	158768031	158768266	17.66100042221394
chr2	158777818	158778047	10.413143661865501
chr2	158794470	158795295	19.806647988521693
chr2	158865653	158865925	9.981817371704999
chr2	158912832	158913177	13.925589923582216
chr2	158941101	158941884	14.681224898512488
chr2	159051841	159052872	15.59372287855694
chr2	159067601	159067879	10.46784493048414
chr2	160367745	160367990	12.515063976754947
chr2	160414147	160414447	14.239935324986776
chr2	160578571	160579152	12.078758057546697
chr2	160598262	160598800	13.40311882487017
chr2	160614915	160615377	14.096039272490001
chr2	160625705	160626168	13.96400888949697
chr2	160645621	160646084	15.539057057053173
chr2	160658272	160658846	27.73256960812346
chr2	160669851	160670316	17.81719235656082
chr2	160684501	160684728	12.352840583229906
chr2	160720633	160721143	18.288473589280073
chr2	160872859	160873248	9.590869616420227
chr2	160887222	160888037	18.187051878385017
chr2	161172564	161172964	26.636382322311402
chr2	161177372	161177927	33.19096431388511
chr2	161179008	161179389	22.239115900254937
chr2	161230661	161230890	8.567623450766485
chr2	161341754	161341999	10.982046349194585
chr2	161394386	161394675	12.720750694868887
chr2	162658965	162659581	12.944769377058202
chr2	162834523	162835744	20.999711438146992
chr2	162889188	162889845	18.809103685608374
chr2	162917438	162918094	13.891270470328447
chr2	162932727	162933150	22.230789319843264
chr2	162933436	162933844	17.300279817744798
chr2	162934902	162935321	25.078348396501564
chr2	162968255	162968517	11.205217667208373
chr2	162996681	162997161	17.274769444266955
chr2	162998485	162999126	20.239201282376246
chr2	163010406	163011211	15.41801865382224
chr2	163016990	163017490	26.661450023651124
chr2	163024095	163024393	14.981462824264629
chr2	163029126	163029401	15.988203509937634
chr2	163047807	163048137	15.160907991004713
chr2	163066216	163067396	26.14038110749196
chr2	163089694	163090115	30.54590015909734
chr2	163101781	163102179	20.934730105663665
chr2	163122171	163122737	15.94171856317419
chr2	163146771	163147044	9.837307002518203
chr2	163356057	163356791	13.902369560922525
chr2	163401040	163401660	19.367238706158055
chr2	163419346	163419626	20.044915539877756
chr2	163472259	163472663	15.090712707821686
chr2	163503000	163503374	16.472190222000695
chr2	163514756	163515651	21.810245393507973
chr2	163515903	163516560	22.49971389480196
chr2	163525444	163526197	16.153809451170336
chr2	163645249	163645539	26.899728590866616
chr2	163647722	163648354	36.70427967626837
chr2	163670974	163671286	14.648866476156773
chr2	163677578	163678040	21.035477741456134
chr2	163682486	163682884	26.113254216448148
chr2	163687643	163688070	28.166574192270463
chr2	163692140	163692969	20.133896794336408
chr2	163706129	163707026	17.09068072838927
chr2	163719544	163719900	15.98406543356649
chr2	163736133	163736870	12.218215360085061
chr2	163767250	163767971	18.169175412552367
chr2	163787583	163787914	10.59515624608158
chr2	163788189	163788648	10.643172335780523
chr2	163823460	163823692	15.54880469009794
chr2	163838029	163838535	15.078545856852777
chr2	163842574	163842797	10.28278310202697
chr2	163863715	163863945	8.996559941250345
chr2	163945355	163946793	20.60968450710737
chr2	163973889	163974543	11.10155721833582
chr2	163994697	163995409	18.674495265724953
chr2	164011603	164011951	41.44365293541174
chr2	164015230	164015496	31.742982547085983
chr2	164016723	164017202	26.41000739119496
chr2	164058665	164058899	19.689915382963978
chr2	164060838	164061065	15.728314782029207
chr2	164071310	164071607	22.946902426003607
chr2	164074228	164074580	20.088234169916674
chr2	164076898	164077386	27.739797717235128
chr2	164151687	164151968	12.926713997783185
chr2	164386563	164387358	14.265601183933281
chr2	164433398	164433629	12.9858327510553
chr2	164443281	164443583	16.120159663901426
chr2	164455256	164455637	18.20536838992061
chr2	164460892	164461462	22.41700011136239
chr2	164476931	164477886	19.732181129155983
chr2	164497267	164497916	12.246950043735593
chr2	164507274	164507520	17.41930124236316
chr2	164522111	164522482	20.134359547391412
chr2	164769323	164769673	31.801332032339914
chr2	164773683	164773969	25.40799543073961
chr2	164799718	164800033	20.264126783704
chr2	164805107	164805698	27.936409832459013
chr2	164816121	164816563	25.292716073774105
chr2	164822581	164823381	40.149721562862396
chr2	164823674	164823960	23.85358853773637
chr2	164828727	164828997	41.124104506881146
chr2	164834855	164835339	23.483948704624964
chr2	164843287	164844164	25.252921753625643
chr2	164859923	164860188	14.428877772925034
chr2	164867179	164867683	18.152863935818747
chr2	164880046	164880411	19.88126169753401
chr2	164911575	164912596	23.03687695027799
chr2	164924264	164924600	19.195422189576284
chr2	164938418	164938713	11.790359445345604
chr2	164951991	164952616	19.861409230041502
chr2	164976835	164977141	18.6757675682018
chr2	165001586	165001897	14.558859527686018
chr2	165055692	165055989	10.841129738072354
chr2	165074886	165075359	10.243306440228388
chr2	165121444	165121860	26.214821306558754
chr2	165138256	165138566	11.486855322314847
chr2	165285078	165286027	21.573513119439305
chr2	165326110	165326469	19.71399704393902
chr2	165362038	165362274	7.5137690911858765
chr2	165415805	165416132	10.977882708978216
chr2	165594022	165594353	12.760406733279503
chr2	165600819	165601526	11.034719762572811
chr2	165707358	165708415	15.705494748948313
chr2	165716669	165717136	12.743414135510202
chr2	165742618	165743630	18.877292921420615
chr2	165776382	165776830	16.127907680613653
chr2	165808335	165808561	20.234304373243212
chr2	165831469	165832349	19.549904377893967
chr2	165835393	165835644	18.743553366794053
chr2	165849394	165849669	10.21722838488492
chr2	165854645	165854900	18.995427206450817
chr2	165900769	165901057	22.20743265416887
chr2	165914242	165914634	19.679571857257766
chr2	165922141	165923129	21.355317260089674
chr2	165923714	165923972	17.275022129679837
chr2	165951545	165951815	14.677224097428498
chr2	165954175	165954419	20.242376444769686
chr2	165961204	165962365	24.63036460777894
chr2	165968401	165969923	36.87055158051179
chr2	165974174	165974556	33.6201463968966
chr2	165975185	165975678	34.95106078451594
chr2	165987647	165987913	18.344240794504497
chr2	166019029	166019992	33.384476712188246
chr2	166027067	166027869	25.405798362674854
chr2	166082426	166082736	13.675391526376048
chr2	166099498	166099725	15.377512452885968
chr2	166108566	166108922	13.364972460135984
chr2	166125856	166126448	11.768523958083746
chr2	166137341	166137861	12.850564234073346
chr2	166143784	166144433	19.137560484405657
chr2	166159201	166159839	20.394309039399914
chr2	166163993	166164918	19.903056121001374
chr2	166178509	166179424	23.35853264918093
chr2	166228763	166229605	27.491911348990758
chr2	166229861	166230196	23.737415029041802
chr2	166234210	166234558	21.430845101674397
chr2	166252254	166253206	20.423369381107204
chr2	166339576	166339869	20.244831107989107
chr2	166355217	166355667	11.97215147866143
chr2	166382592	166384063	17.246183634614717
chr2	166415087	166415483	20.071398279883645
chr2	166418029	166418755	21.07298622577972
chr2	166563987	166564626	14.378591483747455
chr2	166572386	166573499	18.192978290856047
chr2	166591530	166592875	20.153649479039984
chr2	166598898	166599279	14.80028870349794
chr2	166675549	166676041	12.583997301939057
chr2	166714065	166714724	18.556003182719436
chr2	166727956	166728300	20.065056190934293
chr2	166730866	166732030	31.13349589080745
chr2	166737915	166738487	19.71428188243946
chr2	166746327	166747083	18.602818509889026
chr2	166749821	166750335	15.850280266327617
chr2	166774592	166775360	25.75653759514292
chr2	166781454	166781820	27.683684776389534
chr2	166782150	166782660	26.642771459093282
chr2	166786442	166786767	25.330222256000226
chr2	166787785	166788199	26.654979947684467
chr2	166804479	166805316	42.52739258450562
chr2	166837504	166838130	19.83868721727365
chr2	166838358	166838727	22.379483690752892
chr2	166877550	166877773	10.260284265595166
chr2	166902773	166903962	22.768850795354435
chr2	166910344	166911043	17.68341671994145
chr2	166921969	166922362	22.292382165069192
chr2	166927238	166927803	17.45705317522572
chr2	166929783	166930029	37.65768540390139
chr2	166939632	166940046	14.240024488329311
chr2	166944378	166944612	25.209967869978684
chr2	166972551	166973469	18.46810884101718
chr2	167004041	167004639	15.721969003262727
chr2	167014754	167015150	19.320856470050234
chr2	167027687	167028009	10.56220102976568
chr2	167031344	167031697	10.552988454572878
chr2	167033570	167033931	13.572397731347758
chr2	167048491	167048725	12.741646473224346
chr2	167071656	167072460	28.085477876425976
chr2	167078719	167078963	16.061301985725027
chr2	167177245	167177626	10.96403301794698
chr2	167186293	167186577	11.202689471379133
chr2	167204940	167205215	21.775173100558195
chr2	167215144	167216028	26.903560206900895
chr2	167220988	167221389	25.88506571610372
chr2	167253673	167253994	19.76034077082839
chr2	167280102	167281184	15.094000075969591
chr2	167295619	167296066	16.3337303797404
chr2	167349292	167349867	25.996261792390243
chr2	167358597	167359039	13.116632006287036
chr2	167376024	167376720	26.85973283340191
chr2	167396763	167397114	40.465979399504484
chr2	167398965	167399442	26.381402433543336
chr2	167421722	167421984	36.01611175245911
chr2	167423110	167423837	28.131973143292917
chr2	167429791	167431894	28.214933939733054
chr2	167449872	167450253	26.28603314977931
chr2	167450749	167451540	32.00565807617419
chr2	167451947	167452321	65.70100982686415
chr2	167466096	167466534	32.389566238612346
chr2	167477612	167478032	15.617617218835013
chr2	167488789	167489226	20.118149798849355
chr2	167493051	167493274	23.548889981257005
chr2	167502950	167503373	20.33632666675757
chr2	167519800	167520605	26.923486300877162
chr2	167532114	167532577	32.938898778631156
chr2	167532800	167533190	26.624806673098835
chr2	167537719	167538064	25.137676869268002
chr2	167543689	167544075	17.51145983977639
chr2	167566716	167567119	17.692294466288452
chr2	167578456	167579695	21.075712491852126
chr2	167587234	167588753	30.754350732548446
chr2	167589081	167589801	19.68188902404573
chr2	167609814	167610144	35.127184024001615
chr2	167610422	167611443	27.515766928408453
chr2	167632173	167632398	19.819819157918293
chr2	167641265	167642414	22.28397518785442
chr2	167656355	167656897	18.797117110108097
chr2	167660513	167660738	23.657263497246635
chr2	167661746	167662097	14.085915179673762
chr2	167672780	167673345	24.23234223897478
chr2	167675448	167675673	15.653527827792697
chr2	167680903	167681261	17.14883557911026
chr2	167689082	167690398	31.718554156529503
chr2	167713463	167713689	16.150255051334348
chr2	167803437	167804015	11.416779074289394
chr2	167892091	167892425	32.217129130563336
chr2	167893917	167894172	23.399404682832607
chr2	167895075	167895486	17.651533435440992
chr2	167904868	167905207	27.979751007395155
chr2	167911774	167912872	17.95438878132346
chr2	167925057	167925490	22.616651669385526
chr2	167993620	167993894	10.483349493820302
chr2	167998975	167999347	10.443806394453972
chr2	168021024	168021958	23.99913085145154
chr2	168058962	168059625	18.546186350769226
chr2	168065135	168066095	22.89324727157752
chr2	168066618	168066860	20.394132732359832
chr2	168098265	168098729	15.523122244867785
chr2	168154290	168154930	17.890051633119583
chr2	168160603	168160948	21.182833187821984
chr2	168182163	168182420	29.02894295421556
chr2	168182786	168183593	26.383572492162237
chr2	168184922	168185163	25.94775069304027
chr2	168207159	168207491	22.014163359101996
chr2	168250219	168250663	21.227331825204796
chr2	168257423	168258201	18.109819836359097
chr2	168274342	168274811	11.658275262633367
chr2	168302895	168303278	14.395569116577468
chr2	168310563	168311562	21.30155539106917
chr2	168336263	168337013	13.368350153605144
chr2	168357517	168358246	15.651747950801143
chr2	168362752	168363311	27.728557410948177
chr2	168393123	168393427	11.952812163453354
chr2	168431689	168433578	23.68290384738111
