chr	start	end	TE_Tead4_ds
chr3	96417861	96418604	26.04422084030521
chr3	96465893	96466341	20.941439792513847
chr3	96813766	96814264	17.674186970814166
chr3	96828724	96829347	26.10497132388585
chr3	97657684	97657999	15.568052900405156
chr3	99196272	99196725	40.35976472648301
chr3	100418548	100419017	24.26301284334553
chr3	100720004	100721373	24.62752458768835
chr3	101156234	101156536	23.813022240897677
chr3	101595076	101596249	25.068905276715604
chr3	101852649	101852948	15.86538562966031
chr3	102150263	102150558	35.24157527341681
chr3	103210944	103212085	21.394215993354656
chr3	104220381	104220833	20.568491895641902
chr3	104226995	104227417	41.96006600438701
chr3	104792587	104792963	18.742167318120917
chr3	104818500	104818851	19.58491119428238
chr3	104862188	104862562	39.23841277545786
chr3	106459620	106459962	23.176890222649824
chr3	107333238	107333602	26.04731639400943
chr3	113629804	113630141	14.166523143870187
chr3	113984514	113984862	10.153666168793865
chr3	115833560	115834222	37.437344891067
chr3	116340876	116341455	21.385732151683747
chr3	116512776	116513193	15.747011690116901
chr3	116807961	116808512	19.837042843148843
chr3	116845395	116846831	25.61176214311116
chr3	121417818	121418196	15.394115647310933
chr3	121500422	121501281	17.582510342003996
chr3	121833702	121834457	17.024462944308652
chr3	122051086	122051474	21.354643293262757
chr3	122474404	122474727	19.107720383918693
chr3	122521078	122521392	32.58564282374777
chr3	122620661	122620999	15.4255470157375
chr3	122924287	122924581	16.907953518588528
chr3	122985673	122986966	26.972253486341224
chr3	123508513	123508980	13.399668274906004
chr3	126596460	126596768	15.585347401631342
chr3	127451320	127451873	27.49155652113461
chr3	129351164	129351884	20.499970730145773
chr3	129531986	129532367	18.438492281856185
chr3	129551810	129552314	16.898760761533463
chr3	129650145	129651416	39.93915632744646
chr3	131249297	131250303	39.02977086440706
chr3	135438287	135438701	20.86323694560839
chr3	137828113	137828470	17.258623425032244
chr3	137860185	137860516	26.540791266634386
chr3	137980493	137980805	31.546238456016933
chr3	138143446	138143903	23.214001142222198
chr3	138273379	138273889	24.892887338002524
chr3	142339675	142340005	14.419430646029385
chr3	142458371	142459244	16.696105180327425
chr3	145750075	145751136	22.78138339665563
chr3	145757546	145758485	25.726769103028904
chr3	145763215	145763742	21.038440646437586
chr3	145816032	145816885	41.73091584772465
chr3	145987963	145988292	18.399666478931
chr3	146008202	146008592	15.315070005563589
chr3	149116822	149117193	29.035365384865322
chr3	152402465	152403072	21.099509432445444
chr3	152701654	152701953	29.080131778350243
chr3	153902609	153903329	45.037963106897145
chr3	153913199	153913614	29.554401089771684
chr3	153940247	153940635	28.55380589691634
chr3	154596721	154597074	21.226784711518977
chr3	159847545	159848315	19.790168533077487
chr11	3100134	3100575	90.7098471885906
chr11	3101147	3102517	82.47556995893046
chr11	3124619	3124933	11.01969969196684
chr11	3127103	3127503	55.64303211212158
chr11	3131908	3132383	83.66164175736277
chr11	3133493	3133970	77.7226817852796
chr11	3134881	3135205	86.53848044077556
chr11	3138618	3139650	120.27400547219801
chr11	3141342	3141764	85.42364487489817
chr11	3151056	3151408	162.60802598433062
chr11	3152725	3154697	194.24253075698326
chr11	3159521	3159985	305.4694817970539
chr11	3163588	3164042	224.73323623724445
chr11	3166997	3168363	269.6269241154281
chr11	3189778	3190313	175.10174860018435
chr11	3193105	3193602	230.46702290156958
chr11	3199557	3199939	119.59128636465023
chr11	3390704	3391362	20.442672100472958
chr11	3556898	3557383	19.5553956395572
chr11	3583113	3583430	50.854925396314556
chr11	3905907	3906200	22.00748229433652
chr11	3963575	3964015	21.914678584445607
chr11	4217994	4218473	13.453056008930247
chr11	4273529	4274135	18.297515634656346
chr11	4304355	4304735	36.85006332397461
chr11	4404088	4404726	21.753028272461368
chr11	4774283	4775513	15.784335063143475
chr11	4806342	4806694	23.372083002870735
chr11	4827616	4827959	21.384740429091384
chr11	4996473	4996784	15.684123339760342
chr11	5227100	5227551	36.016645033978044
chr11	5239715	5240445	40.092632973030824
chr11	5808635	5808952	15.915703788540716
chr11	6352100	6352559	11.66704850311113
chr11	6386544	6386868	16.977474642388614
chr11	6494587	6494931	18.416055447833482
chr11	6502703	6503102	33.001372444898564
chr11	6546254	6546740	18.672854988663286
chr11	6773295	6774024	14.635825369093153
chr11	8530182	8530642	41.46396260468856
chr11	8582367	8582717	29.62284021105085
chr11	8658777	8659139	22.894191907914305
chr11	8672062	8672435	27.066452875214033
chr11	19986794	19987137	17.166386562603208
chr11	20113011	20113545	16.161155536380154
chr11	20200803	20201123	26.752979356050492
chr11	20542794	20543252	27.572857686005307
chr11	20631445	20631835	31.502601171151184
chr11	22155878	22156301	41.10845677846994
chr11	22287250	22287642	18.308356304557957
chr11	22636091	22636455	17.22586200263474
chr11	22906496	22906814	14.637612828668559
chr11	23067913	23068210	28.084485673743867
chr11	23095187	23095834	24.460226412718594
chr11	23802161	23803058	22.350204351886592
chr11	26593623	26593971	17.72903775072646
chr11	29173006	29173336	13.658003330230713
chr11	29547862	29548177	26.582684871128627
chr11	30198337	30198628	19.043064130540564
chr11	31751030	31751363	14.657372995897815
chr11	33162490	33162997	12.212410020169893
chr11	34797748	34798235	31.303308530020274
chr11	35760186	35760592	15.06996335419528
chr11	45738286	45738686	21.27151071548462
chr11	46107012	46107343	15.251998209881279
chr11	46564448	46565519	36.145847701670185
chr11	46629462	46629801	20.287449355674
chr11	46731550	46731994	18.317003804284173
chr11	46742898	46743928	20.25298546355905
chr11	49243920	49244338	15.909696740967235
chr11	50251975	50252863	23.723901675628113
chr11	50915786	50916168	14.383288206230283
chr11	51688861	51689295	17.373650164098784
chr11	51809481	51809860	22.70704329045278
chr11	52000462	52000811	22.997017715585265
chr11	53431192	53431491	16.607717558691732
chr11	53891797	53892212	18.431450772572713
chr11	53926333	53926630	21.82388687133789
chr11	53929956	53930344	28.950462439625532
chr11	54073608	54074022	14.217336489958464
chr11	54140028	54140752	353.5121420483563
chr11	54291601	54292258	18.37828194460005
chr11	54834511	54834921	30.471496167997035
chr11	54845992	54846729	20.20323078797339
chr11	55096518	55097235	30.285763501123405
chr11	55113543	55114036	23.39402394169001
chr11	57560432	57560740	20.78274256842477
chr11	57779883	57780373	15.161619626259316
chr11	57958529	57958828	21.103686814324114
chr11	58169937	58170242	21.804140428636895
chr11	58171038	58171521	34.59720113608161
chr11	58239403	58239770	36.46655261484089
chr11	59218553	59218863	26.535266870067964
chr11	59260882	59261778	39.059830414397375
chr11	59655218	59655549	32.4777594909207
chr11	59839358	59839758	20.067505654096603
chr11	60046220	60046984	18.390233806290553
chr11	60537618	60537944	15.852054091318985
chr11	60719235	60719777	14.433292611498674
chr11	60726418	60726941	13.378205892916618
chr11	60811309	60811617	18.025991684430604
chr11	60879130	60879561	16.362619692101003
chr11	60886801	60887089	20.441082510683273
chr11	60887499	60888002	27.843169350747324
chr11	62050455	62051088	32.4506413789722
chr11	62077004	62077357	34.05718493799312
chr11	62478510	62479238	16.455020379234146
chr11	62487450	62487825	17.309660212198892
chr11	62496892	62497299	34.64983473363028
chr11	62511248	62511986	52.12641916817766
chr11	62760995	62761950	25.41743298974961
chr11	62921344	62921651	11.608587134544546
chr11	63531902	63532334	24.474996151747526
chr11	63930809	63931158	16.778281017839056
chr11	63954812	63955600	22.598547181502212
chr11	64076129	64076762	16.719852333008586
chr11	64122385	64123091	46.803054939248405
chr11	65028434	65028898	13.17042584768657
chr11	67914977	67915344	28.906798100276603
chr11	68665258	68665583	34.42065139770508
chr11	68674442	68675127	21.739986386264327
chr11	68686750	68687042	30.59115110031546
chr11	68691277	68691823	35.427724394606145
chr11	69016159	69016602	19.68889632989268
chr11	69073683	69074077	20.05688661004081
chr11	69123849	69124174	16.593421742365912
chr11	69251579	69252191	18.896499792734783
chr11	69395456	69396057	22.00869263190398
chr11	69417659	69418006	35.89818605978139
chr11	69418427	69418785	20.327881450759634
chr11	69426501	69427629	31.418855251149928
chr11	69662772	69663119	24.188595642617525
chr11	69704048	69704677	18.034578612953755
chr11	69901120	69901540	18.172144208635604
chr11	69921484	69922210	27.36791341429571
chr11	69922508	69922951	40.21442241970088
chr11	69961249	69961549	25.98893047332764
chr11	69991094	69991811	18.468459847581936
chr11	70020599	70021608	15.189671028711869
chr11	70188193	70188536	31.048468937331663
chr11	70451899	70452228	37.46443868190684
chr11	70523350	70523669	13.80076153375512
chr11	70647198	70647496	28.984487130337914
chr11	70668695	70669335	30.435298308730125
chr11	70720562	70721434	13.252621358687724
chr11	70744116	70744415	26.800629376567727
chr11	70819552	70820127	20.81164085222327
chr11	70970217	70970710	21.839519537486606
chr11	70980650	70981621	18.36429952077345
chr11	71512540	71512859	20.942388274452902
chr11	74684700	74685225	15.853890873136974
chr11	74760971	74761290	12.149926744658371
chr11	74830061	74830894	32.15522217149494
chr11	74832284	74832725	23.96125838870094
chr11	74848388	74849179	18.613560020697555
chr11	74925805	74926105	19.019683361053467
chr11	75214550	75215029	16.943625181353415
chr11	75460704	75461109	14.812471845414903
chr11	75956662	75957576	21.947108606801773
chr11	76011248	76012334	41.145519395339996
chr11	76064328	76064738	19.818081050965844
chr11	76921204	76921505	27.874742070701828
chr11	77215807	77216130	12.086984629970585
chr11	77836594	77837249	20.381252385641783
chr11	78019458	78019790	17.555414449737732
chr11	78174755	78175475	46.58222224315008
chr11	78360283	78360606	15.114408699720636
chr11	78370048	78370429	14.992607127963089
chr11	78422338	78422631	27.62817899033478
chr11	78462721	78463859	49.494832412639276
chr11	78697555	78697912	31.435044825577936
chr11	79254869	79255228	36.538451107099526
chr11	79656454	79656750	40.14505729159794
chr11	80168302	80168998	25.329988326149426
chr11	80774044	80774683	18.032531865139337
chr11	80791927	80792224	27.971659612173987
chr11	80818075	80818601	27.74829037198549
chr11	82914987	82915416	17.427278854352334
chr11	83272847	83273192	22.529260552447774
chr11	83472614	83472932	31.767519369065386
chr11	83897029	83897328	14.370246982893418
chr11	84058981	84059270	34.67629831967469
chr11	84060147	84060861	33.68437679942583
chr11	84080127	84080472	30.537699077440344
chr11	84775788	84776193	15.484593492672767
chr11	84846415	84846797	17.258293651161395
chr11	84945469	84945939	36.344921785719855
chr11	85140280	85140593	17.54401248407821
chr11	85240963	85241362	23.633890283436404
chr11	85255781	85256398	21.607662287484885
chr11	86368649	86368994	18.6661318074102
chr11	86591756	86592088	26.356780057930084
chr11	86906615	86907395	21.43573289651137
chr11	86994323	86995711	33.5417818342918
chr11	87108861	87109620	27.829147298659574
chr11	87423188	87423883	49.21593025262407
chr11	87424185	87425195	39.07421885386552
chr11	87443575	87443976	20.597075816699096
chr11	87462682	87463707	45.994515883282915
chr11	87489999	87490345	25.822878264278344
chr11	88123307	88123886	28.557103432110143
chr11	88864536	88864898	15.944372540679426
chr11	88955054	88955410	23.503545726283214
chr11	88967985	88969257	89.43398878409428
chr11	88970501	88970808	70.37788679390079
chr11	90538481	90539244	100.7752670816794
chr11	93453344	93453745	24.35670928289171
chr11	93955867	93956155	19.310497224330902
chr11	93995373	93995772	24.465680583676598
chr11	94581050	94581622	21.894539714693188
chr11	94605417	94605811	33.327174704692084
chr11	94620014	94621269	23.858059895276075
chr11	94629334	94629635	20.935624550347313
chr11	94718325	94718912	17.598485002728907
chr11	94752857	94753495	24.339230754158713
chr11	94760570	94760943	15.897984867760707
chr11	94987559	94987963	22.6131911749887
chr11	95077931	95078322	15.795366887241373
chr11	95309828	95310230	48.360465443549465
chr11	95315174	95315664	31.122342440546774
chr11	95777565	95777863	17.16584581656744
chr11	95826907	95827618	16.792518194550034
chr11	95982357	95982922	19.08051767391441
chr11	96128258	96128646	27.455582800599718
chr11	96140371	96141022	29.026873276530324
chr11	96203446	96203765	15.274390391047845
chr11	96795670	96796530	21.170398035714793
chr11	96829573	96829956	21.562349448938594
chr11	97065695	97066347	21.687370623547608
chr11	97247084	97248187	21.946183749360596
chr11	97286294	97287129	27.091692362574047
chr11	97315658	97316075	24.624783673732402
chr11	97427905	97428225	15.884283140301704
chr11	97661935	97662899	20.118041456982308
chr11	97702901	97703190	18.566220781794883
chr11	97883856	97884425	16.854308842355632
chr11	97987805	97988215	17.683323092576934
chr11	98357878	98358314	11.970347367295432
chr11	98904572	98905036	23.06459863843589
chr11	100527865	100528355	17.370902377731944
chr11	100906578	100907006	20.024229633473904
chr11	100927611	100928553	28.585655615334804
chr11	101063994	101064586	19.593267450461518
chr11	101233743	101234049	15.304025282267652
chr11	101552115	101552613	37.160584721699294
chr11	101627938	101628269	27.843934684361574
chr11	101644516	101645162	21.178952394255173
chr11	101928209	101928524	26.44309887961736
chr11	102248901	102249191	16.393875878432702
chr11	102407101	102407441	19.9044524529401
chr11	102408093	102408490	29.264630127914007
chr11	102925070	102925416	13.504523856102386
chr11	103115573	103115880	17.914194473614522
chr11	103412820	103413367	22.99281962567317
chr11	103886689	103886981	14.70039045974
chr11	104288715	104289243	31.35708817026832
chr11	104629986	104630299	19.484059361223213
chr11	105125869	105126261	22.01009202976616
chr11	106573696	106574000	26.607815566815827
chr11	106580722	106581023	21.582565687819574
chr11	106788677	106789180	19.600745326245043
chr11	106958261	106958714	14.668929664241293
chr11	107132247	107132599	22.1080097312277
chr11	107132916	107133302	17.993522947934007
chr11	107149844	107150209	41.57128431764367
chr11	107154063	107154382	21.319807237965932
chr11	108076143	108076476	16.490321019032336
chr11	108893507	108894194	12.78443446499465
chr11	108920460	108920763	12.940083969544263
chr11	109011645	109012194	695.5803638155994
chr11	109343626	109344226	19.792677644093832
chr11	109350207	109350510	25.807618109699916
chr11	114994489	114994839	23.75091993876866
chr11	115167171	115167505	40.26703331142129
chr11	115689456	115689858	30.51795382048953
chr11	115813769	115814077	28.29158080088628
chr11	115841665	115842372	20.318621385889983
chr11	115974598	115974955	12.595720315179905
chr11	116011241	116011560	17.11885775742486
chr11	116087250	116087577	16.098124889058806
chr11	116199022	116199342	19.653286987543105
chr11	116860200	116860489	18.96472407212307
chr11	116864231	116864626	19.6032350129719
chr11	117114727	117115048	23.717944474977866
chr11	117425701	117426080	22.64903250721954
chr11	117836153	117836457	20.329517772323207
chr11	118007697	118008161	20.44722192451872
chr11	118289859	118290258	13.324402639441622
chr11	119052900	119053385	15.488454228823947
chr11	119942553	119942872	20.289265797056
chr11	120252504	120252888	17.648282069712877
chr11	120507485	120508426	16.75461694918074
chr11	120673273	120673584	20.06383074671509
chr11	120748282	120748712	22.09318951451501
chr11	120850572	120851700	16.980534828723744
chr11	121053342	121054029	24.770318611567024
chr11	121203970	121204787	14.717599976748556
chr11	121236766	121237611	20.979997085255278
chr11	121352156	121352563	23.948777571357144
chr11	121352905	121353201	24.85811701980797
chr11	121672851	121673463	15.083344305262846
chr11	121924476	121925118	14.657361042462405
chr13	3373592	3374437	77.73110955114196
chr13	3627876	3628227	20.45886758114198
chr13	5769470	5769964	19.313564885483096
chr13	5844809	5845270	19.165412418754396
chr13	8885543	8885832	29.70960638844843
chr13	9011687	9012230	251.80135974172728
chr13	12394791	12395157	15.166541146450355
chr13	13982013	13982346	10.774501804832939
chr13	17804694	17804993	11.222375828286875
chr13	21160940	21161290	20.37075843811035
chr13	21227669	21228386	22.910341504893708
chr13	21244909	21245215	26.406517807954277
chr13	23460468	23460770	25.5880081195705
chr13	24260902	24261568	22.586560653136658
chr13	24355663	24356336	18.2042616522507
chr13	24565383	24566004	25.28032856786117
chr13	27587836	27588125	11.79906961744632
chr13	29986390	29986877	13.833986036586566
chr13	33903569	33904007	25.877475829973612
chr13	33908441	33909173	32.91901471706036
chr13	34446196	34446948	14.060105237554996
chr13	36089464	36089885	16.23154095629332
chr13	36139974	36140763	16.118326754020043
chr13	37699101	37699508	16.391144412741323
chr13	37707358	37708057	20.405893563200987
chr13	37712836	37713382	26.229477903345128
chr13	37733960	37734270	19.098483977779264
chr13	37912886	37913257	23.430921071301896
chr13	38079469	38080038	23.550045760947498
chr13	38150450	38150996	13.754223369416737
chr13	38404453	38404998	16.46696905783557
chr13	38636420	38636839	34.60199799457996
chr13	38641295	38642060	15.841173988541746
chr13	38658620	38659010	16.75128225179819
chr13	40567696	40568575	21.48580230869124
chr13	40649292	40649838	26.08758358378987
chr13	40667309	40667598	25.793485298288736
chr13	40671794	40672577	17.441224458726126
chr13	40741877	40742209	19.56103507007461
chr13	41249475	41250148	12.871472579763337
chr13	41828823	41829133	29.591676828938144
chr13	41847704	41848043	24.706904363491542
chr13	43317121	43317559	20.38215950526059
chr13	43538206	43538558	18.895765418356117
chr13	43559285	43559588	15.887463717570792
chr13	43908118	43908456	19.824000818489573
chr13	44408983	44409971	20.104082609477796
chr13	44600634	44600998	47.80326579167293
chr13	44612847	44613184	27.714795947428627
chr13	44675138	44675578	60.31416127898476
chr13	44730793	44731240	29.387348303058804
chr13	44939177	44939763	27.490608571739326
chr13	45098136	45098930	22.262955670392785
chr13	45273823	45274266	21.46374503538248
chr13	45274568	45275752	17.21815572799863
chr13	45758353	45758690	21.262191132904867
chr13	45953864	45954168	13.438221837344923
chr13	47168107	47168960	35.23316325615886
chr13	47192511	47192869	12.943635845983495
chr13	48545721	48546511	32.23428310442574
chr13	48981478	48982324	23.442632632334462
chr13	49023677	49024012	18.682666180738764
chr13	49215677	49216026	9.941552358916974
chr13	49298748	49299144	29.909585726381554
chr13	49712019	49712425	27.870661857680147
chr13	51631950	51632596	14.062585712586394
chr13	51738912	51739759	20.979879790241913
chr13	51975784	51976162	18.354948122034628
chr13	52189768	52190359	31.123438844826016
chr13	53469247	53469565	17.66324955262478
chr13	54488108	54488505	25.627969112444283
chr13	54687310	54688178	13.417427467860385
chr13	54694167	54694505	14.806044972154515
chr13	55190093	55190594	14.659462525221164
chr13	55446294	55446622	19.572954439535373
chr13	55460659	55461112	14.1234947956161
chr13	55540492	55540993	14.912309753204772
chr13	55622579	55622927	13.171175493591134
chr13	56039794	56040149	52.13540085805973
chr13	56109486	56109782	17.11912496347685
chr13	56159688	56160159	17.611508452462036
chr13	58615934	58616751	29.33652393149629
chr13	58633021	58633314	14.246448262966533
chr13	58668920	58669486	14.68326284523145
chr13	59796069	59796516	21.06323512288548
chr13	60455434	60455800	14.748912670573251
chr13	60600996	60601597	22.87275283546892
chr13	60693174	60693677	15.123613748114341
chr13	60734103	60734482	26.17387034333161
chr13	62078189	62079049	23.370232302643533
chr13	62098625	62099163	21.35164939603841
chr13	62099471	62099936	21.558262619920956
chr13	62115702	62116022	24.276276797056198
chr13	62331552	62331905	21.814027137864414
chr13	62390603	62390994	28.19281557088008
chr13	62429281	62429574	17.716050206597753
chr13	63272180	63272715	25.244326956918307
chr13	63352660	63353059	21.469141130758107
chr13	64153509	64153993	21.577231482040784
chr13	65240836	65241134	18.673044038298947
chr13	65449066	65449415	9.67157600670626
chr13	66939089	66939422	40.74951868945056
chr13	67637619	67637991	12.189145354814427
chr13	70187286	70187661	18.80052355702718
chr13	72609586	72610357	15.62284986580083
chr13	73441308	73441687	18.422547831069824
chr13	73457435	73457890	27.23232539669498
chr13	74301420	74301721	22.852151363791027
chr13	74808032	74808396	13.596032011639942
chr13	81783202	81783561	29.548040411266445
chr13	85126561	85127632	82.10441521369442
chr13	91263483	91263922	13.581791586647816
chr13	92354595	92355014	29.249760498010456
chr13	92530567	92530881	17.73488642151948
chr13	92897663	92897964	24.066045171794702
chr13	95514973	95515368	17.270776895933512
chr13	95535253	95535634	28.237555896829118
chr13	95842732	95843021	18.432198811567368
chr13	96997363	96998672	27.743105979435676
chr13	97033505	97034063	35.61335573230593
chr13	98699595	98700470	33.610245824541366
chr13	100575631	100575961	17.360407335107976
chr13	100744231	100744628	23.02510713870339
chr13	102863776	102864168	23.8502782315624
chr13	103774236	103774587	15.590978136089792
chr13	103881426	103881775	15.773321862207101
chr13	104036834	104037226	15.530710329814832
chr13	106811288	106811601	23.52134959309246
chr13	106925649	106925987	16.67382887552476
chr13	107890265	107890628	15.992742861597991
chr13	109188060	109188622	23.055359312648026
chr13	112438879	112439374	25.446305467624857
chr13	113618740	113619789	27.595096909965754
chr13	113842408	113842814	15.513495168075186
chr13	117032649	117032962	17.28645632442194
chr13	119419898	119420213	17.19998277936663
chr13	119488811	119489223	23.917339727716538
chr13	119609798	119611428	40.94172268030834
chr13	119615630	119616898	38.520182824661305
chr5	4082027	4082539	14.07867817953229
chr5	5370005	5370474	22.704865412925606
chr5	7276826	7277417	10.306568841442036
chr5	8011034	8011478	19.75067370002334
chr5	8424500	8424807	15.61904765573309
chr5	9237745	9238048	14.90960926584678
chr5	15547695	15548238	18.029606564488418
chr5	15716472	15717058	14.407239510337646
chr5	17379572	17380066	8.63419595565873
chr5	20882045	20882505	17.60478011421535
chr5	21067833	21068485	23.922601332693745
chr5	22545469	22545831	28.60617400532928
chr5	23433550	23433848	14.379822170974425
chr5	23847877	23848713	18.428150550315255
chr5	24181897	24182220	13.684961239250821
chr5	24383060	24383413	11.789355334749303
chr5	24394095	24394694	29.770927156948286
chr5	24685224	24685661	19.041647350215257
chr5	24750498	24750797	19.00976288199026
chr5	24842246	24842832	16.24567369877682
chr5	24908924	24909493	14.962808060939366
chr5	25009514	25009898	23.496501699090004
chr5	25010227	25010940	15.205069608808735
chr5	25536362	25537317	39.908162084050204
chr5	29131744	29132341	17.082726676659767
chr5	29212406	29212879	18.404720106790233
chr5	29703383	29703692	24.164654716318864
chr5	29717474	29718087	25.25330803639348
chr5	30887648	30888014	20.344103344151232
chr5	31031175	31031495	24.325359165668488
chr5	31325503	31326031	19.955589668317273
chr5	32017473	32018827	21.558458769867304
chr5	32135367	32135708	21.1509490166941
chr5	32348490	32348894	16.53100382927621
chr5	32412190	32412675	21.306061538224366
chr5	32439240	32439550	33.097293699941325
chr5	32719603	32719945	8.106235980987549
chr5	32734042	32734536	10.836194245921455
chr5	33652309	33652679	22.984917790180926
chr5	33657682	33658399	21.529011497603967
chr5	33782245	33782727	15.869407264028842
chr5	34335723	34336178	26.645572746193015
chr5	34553329	34554077	21.58995655258709
chr5	34767912	34768204	26.38540599770742
chr5	35575224	35575751	29.908740235460776
chr5	35717609	35718563	27.97256792016499
chr5	35740030	35740586	22.938855673769396
chr5	35757880	35758239	13.3916828320219
chr5	36582177	36582506	17.07586284973701
chr5	36830227	36831129	21.575162833651525
chr5	38494393	38494735	37.001593946713456
chr5	38543458	38543832	12.23594813933347
chr5	38561874	38562372	20.806654506897832
chr5	39624435	39624726	24.515289876878875
chr5	43344149	43344469	15.67488097846508
chr5	43350768	43351110	12.137943191137927
chr5	43352708	43353377	21.0251669719793
chr5	50123058	50123428	21.813438397484855
chr5	53045458	53045857	21.411418745093478
chr5	60042717	60043286	68.98124333341427
chr5	63565520	63565868	15.231997256991507
chr5	65167525	65168147	17.091279345693312
chr5	66151058	66151475	16.58556577513258
chr5	67347428	67347816	15.113383138302675
chr5	67408685	67409278	47.46255205292726
chr5	72685297	72685883	18.244876222805765
chr5	76140282	76140611	15.542034462230184
chr5	76861294	76861649	12.513322967206928
chr5	76951411	76952567	22.17353657537678
chr5	77406178	77406502	21.94083437507535
chr5	77424645	77425108	17.2510131172691
chr5	81591177	81591724	32.888160604445545
chr5	84618334	84619559	30.799279593545563
chr5	90223324	90224310	15.05873676826214
chr5	90235714	90236034	29.694265842437744
chr5	90245338	90245903	18.32819844389384
chr5	90246831	90247459	21.871019062722564
chr5	90366297	90366895	17.53736218321682
chr5	91609776	91610109	24.605012395360447
chr5	92761930	92762568	20.948938286042885
chr5	92762918	92763804	25.813465811598114
chr5	92773473	92774322	24.701475272611116
chr5	92798427	92798725	30.361683256674134
chr5	92799769	92800264	16.933172407053938
chr5	92889321	92889635	15.467581834003424
chr5	93019552	93019930	37.743003234661444
chr5	93266342	93267076	22.940301251996114
chr5	100798802	100799132	11.836946152195786
chr5	100845817	100846117	18.26237836519877
chr5	100861566	100861917	16.238233093522553
chr5	103421157	103421484	17.804631580271124
chr5	103676478	103676897	23.787606769643705
chr5	103723951	103724675	23.397414904273017
chr5	103735480	103735827	43.079035365959406
chr5	103736829	103737123	22.31723182055415
chr5	105154415	105154747	17.34729764834944
chr5	107058402	107058723	35.97479971769814
chr5	107436271	107436583	24.653787380609756
chr5	107436923	107437250	25.587957691344283
chr5	108027832	108028757	24.23389125411575
chr5	108040051	108040423	22.225262318888017
chr5	108051682	108052631	25.019904690371675
chr5	108458026	108458696	15.590251635081733
chr5	108619588	108619991	24.072167110206472
chr5	108627060	108627710	18.096212812570425
chr5	109548254	109548633	12.27615899712555
chr5	109557068	109557710	20.606418247163482
chr5	109801814	109802273	25.929806299978353
chr5	110107409	110107769	18.292636619673836
chr5	110415009	110415477	13.290511665181217
chr5	110770297	110770714	18.887864801237622
chr5	112324134	112324569	25.603454186450477
chr5	112756552	112757149	57.50535578004879
chr5	113271387	113271767	16.17544913542898
chr5	113677831	113678179	12.581523284144785
chr5	113918602	113919591	20.621521710626276
chr5	113977066	113977566	17.017221368789674
chr5	114127602	114128156	18.096820748670005
chr5	115158395	115158831	36.92195936517978
chr5	115260072	115260774	20.136731212974613
chr5	115326081	115326946	30.40042573454752
chr5	115490721	115491172	26.960831462411818
chr5	118243517	118243980	11.982318035727186
chr5	118390857	118391485	20.08053108537273
chr5	118448821	118449295	36.25910593185747
chr5	119579968	119580580	40.497654774609735
chr5	119588580	119589465	33.526214869008896
chr5	119670736	119671032	19.984120327073175
chr5	120513240	120513631	14.585067744145308
chr5	120612433	120613372	29.073897424724283
chr5	121477947	121478291	17.006919115088706
chr5	121837159	121837457	25.6398580186319
chr5	121848198	121848592	15.67509309652493
chr5	122136674	122137273	20.64371491433782
chr5	122154677	122155114	22.13937672979499
chr5	122330476	122331009	25.476553476773777
chr5	122709090	122709396	18.971780568166494
chr5	122820986	122821659	14.078655485235387
chr5	124111907	124112295	33.82365930694895
chr5	124235917	124236294	18.18424651350836
chr5	129941350	129941739	17.041942628306412
chr5	130023904	130024295	16.306781176106096
chr5	130256425	130256877	19.820332050323486
chr5	131450459	131450749	18.657446966500117
chr5	132567813	132568155	23.853440652813827
chr5	134187635	134188863	23.02533181870799
chr5	134232569	134232962	15.355337555475211
chr5	134318295	134319054	26.736649077243328
chr5	134397702	134397993	23.738175991884212
chr5	134410431	134410754	15.519570338836765
chr5	134450921	134451612	13.683138830789437
chr5	134730584	134731274	16.38559639626655
chr5	134927009	134927697	29.43647389633711
chr5	134944184	134944750	25.00853430340231
chr5	134957336	134957657	44.41566328838978
chr5	134965807	134966321	21.755897805848473
chr5	134966795	134967800	33.21086127247976
chr5	134985818	134986169	24.80478206319347
chr5	135008835	135009235	21.370971488952637
chr5	135149073	135149507	34.6049939871933
chr5	135168664	135169308	19.391426397406537
chr5	135186892	135187501	19.56894102550688
chr5	135472650	135473266	21.166848436578526
chr5	135491772	135493127	29.497859578994806
chr5	135501370	135501985	23.790562862303197
chr5	135778417	135778804	15.187610323114912
chr5	136236970	136237378	21.88599175565383
chr5	137502613	137502910	20.709961541172632
chr5	137533330	137533622	29.42948229018956
chr5	137683746	137684068	16.21153349609849
chr5	137751637	137751967	18.718291167056922
chr5	137786322	137787322	25.579199891090393
chr5	138160651	138160979	18.41746279669971
chr5	138171419	138171806	19.40517950674052
chr5	138172095	138172388	22.343378190701326
chr5	138619347	138619668	8.541961637241446
chr5	139010266	139010848	25.112523618023012
chr5	139200148	139200547	22.534446099647006
chr5	139488778	139489315	20.593998376217634
chr5	140331983	140332639	15.752212684328963
chr5	140444377	140444680	14.42931073884366
chr5	140504987	140505327	11.473398926678826
chr5	140515050	140515383	32.600237706044055
chr5	140704427	140704984	19.47298097182433
chr5	141911148	141911457	29.209694248187116
chr5	142367342	142367956	20.951030089723172
chr5	142425187	142425513	16.789809308900423
chr5	142440140	142440538	15.325523256656513
chr5	142802028	142802456	29.41503340284401
chr5	142809741	142810067	41.101022562366325
chr5	142821467	142821783	30.245739140088045
chr5	142924544	142924862	46.73764656474755
