chr	start	end	8Cell_Tead4_ds
chr2	27791526	27791782	28.075730867683887
chr2	27792885	27793145	20.222761080815243
chr2	28041339	28041619	14.585399355207171
chr2	28075199	28075549	16.96882528577532
chr2	28287661	28288133	15.480242583711268
chr2	28428846	28429802	28.624701870036425
chr2	28430497	28431170	48.673183973972726
chr2	28457890	28458161	20.170245800510983
chr2	28505556	28505831	17.715682549910113
chr2	28513784	28514133	25.17838952466205
chr2	28523469	28523831	16.6867128656714
chr2	28582710	28583177	19.228668243522563
chr2	28607164	28607426	27.15720585830339
chr2	28640624	28641216	16.43054742265392
chr2	28651412	28651849	24.96158570610413
chr2	28660867	28661299	18.662350413975894
chr2	28714864	28715687	22.892588383661874
chr2	28778165	28778421	15.683009307831526
chr2	28816111	28816417	25.34836403217191
chr2	28935860	28936295	22.682966528267695
chr2	28988622	28989405	12.753995539737083
chr2	29014850	29015192	23.117625847197417
chr2	29037004	29037660	17.923542828094668
chr2	29053083	29054241	40.51130265810741
chr2	29075839	29076281	19.369342465206508
chr2	29102507	29103435	32.638694957926354
chr2	29119119	29119446	31.659308862248693
chr2	29126653	29126996	20.68909026443437
chr2	29142610	29142982	56.69137233816167
chr2	29251640	29251990	11.330498627253942
chr2	29340511	29340821	24.13357211697486
chr2	29502185	29503085	29.762869146135117
chr2	29596779	29597115	13.297378846577235
chr2	29643310	29644129	22.101137571136885
chr2	29712234	29712530	19.057018064163827
chr2	29787467	29788478	23.919111939023676
chr2	29827571	29828255	22.127887693762084
chr2	29868894	29869365	20.59601262369986
chr2	29889289	29889672	19.036495778952816
chr2	29944635	29945251	27.30194725618734
chr2	29961129	29961729	23.89865910212199
chr2	29972173	29973107	33.279326043241284
chr2	29979231	29979501	27.37177250120375
chr2	30038753	30039455	25.817444304115753
chr2	30076955	30077235	28.307517324175155
chr2	30087802	30088143	20.893267192449038
chr2	30157093	30157548	30.721320764311066
chr2	30206007	30206367	12.931162940131294
chr2	30302256	30302921	25.625369466337045
chr2	30320150	30320674	17.04313845579861
chr2	30473907	30474152	23.8055501353984
chr2	30494492	30494965	23.170151825435067
chr2	30495943	30496190	32.720695565104
chr2	30657757	30658194	12.412558591611326
chr2	30707155	30707542	13.854025722474091
chr2	30747496	30747819	47.837334517724
chr2	30748110	30748412	45.22174720258902
chr2	30794299	30794931	23.854145170767097
chr2	30807271	30807801	25.886332648655152
chr2	30890794	30891603	22.17514448790674
chr2	30893749	30894032	20.964008398696308
chr2	30905650	30907168	43.692368024265654
chr2	30912895	30913495	32.77693863709768
chr2	30981763	30982299	28.60871638468842
chr2	31093765	31095368	42.10467871025214
chr2	31121002	31121831	28.6351854407169
chr2	31122212	31122464	38.569635686420256
chr2	31163668	31163962	46.8971413917282
chr2	31224302	31224954	19.697722294579254
chr2	31255733	31255980	15.01323638174698
chr2	31398215	31399384	26.602732077534124
chr2	31418419	31419511	31.194095444766592
chr2	31437525	31438462	36.76856236676651
chr2	31471975	31472781	19.64699838652504
chr2	31558997	31559532	16.92546346254438
chr2	31572284	31573049	20.954371078341616
chr2	31688311	31688556	18.155265399387904
chr2	31759160	31759793	23.449511470764545
chr2	31784868	31785164	13.761641483049136
chr2	31848063	31848624	16.58868303485945
chr2	31915177	31915499	15.458064597585928
chr2	32145204	32145776	28.01367127645266
chr2	32236312	32236864	15.943585439868595
chr2	32260436	32260877	22.26521313595934
chr2	32353170	32353504	14.968478522614804
chr2	32362618	32362871	18.673019650425363
chr2	32381396	32381840	11.62298904882895
chr2	32395499	32396106	32.0300582747483
chr2	32423703	32424077	32.39490741076954
chr2	32451204	32452006	42.4698334667748
chr2	32471220	32472054	24.777442934415895
chr2	32487360	32487784	36.533436878672184
chr2	32505794	32506072	20.25331621375873
chr2	32534856	32535628	25.824000468525863
chr2	32555182	32555483	23.06491484911339
chr2	32586622	32587319	20.391087610034038
chr2	32653220	32654358	46.19850166401251
chr2	32686152	32686562	25.15326310367119
chr2	32694275	32695020	27.282373697165674
chr2	32716644	32716945	20.555065300773546
chr2	32757275	32757697	36.52062282743047
chr2	32758692	32759105	40.53913199584074
chr2	32759535	32760279	38.52371191593908
chr2	32771511	32771877	25.158162432290165
chr2	32775486	32775956	31.33486800498151
chr2	32778373	32779195	40.86878046792209
chr2	32842815	32843065	36.49670547485351
chr2	32870527	32871201	30.996199972905462
chr2	32902161	32902681	18.82224999482815
chr2	32990362	32990960	32.025687080561916
chr2	33020306	33020615	14.252723605887404
chr2	33130773	33131406	41.2440726504695
chr2	33225296	33226129	31.76735747590357
chr2	33320062	33321209	50.76483997596069
chr2	33328984	33329509	24.81944759913853
chr2	33400168	33400531	15.138951159705801
chr2	33431812	33432102	14.12573569560873
chr2	33432691	33433076	19.494745933235464
chr2	33468676	33469306	29.397479579562233
chr2	33476191	33476505	29.397787488949525
chr2	33477884	33478275	25.160581837529723
chr2	33510508	33510844	15.200118663765135
chr2	33573903	33574267	12.286012388847686
chr2	33746368	33747042	16.95119874059977
chr2	33954477	33954817	12.614696620492374
chr2	34094491	34094777	14.517200393276616
chr2	34156173	34156849	22.659077503272062
chr2	34175774	34176311	17.928257499105214
chr2	34372856	34373524	23.594588316129354
chr2	34414835	34415306	36.77778698380585
chr2	34416056	34416905	53.108772051488835
chr2	34504214	34505233	25.014871016100884
chr2	34554216	34554690	14.598151239161753
chr2	34635996	34636298	22.884595889918852
chr2	34644018	34645217	34.42397875463694
chr2	34670484	34671154	24.682956111964895
chr2	34692625	34693643	22.038121450626544
chr2	34771979	34772277	20.891912095498718
chr2	34801808	34802213	20.379311662838784
chr2	34815649	34815999	18.909064020429337
chr2	34819066	34819481	16.65085208846862
chr2	34871125	34871455	20.340428554650508
chr2	34892426	34892916	12.385384039003021
chr2	34905036	34905511	18.09416961669922
chr2	34937763	34938247	12.791852702779218
chr2	35200771	35201265	15.127611430550393
chr2	35392583	35393101	14.998377718060173
chr2	35424241	35424570	16.862474357465842
chr2	35460909	35461218	15.932303184830255
chr2	35461675	35462009	14.157067829977253
chr2	35506371	35507387	40.851960206594995
chr2	35646540	35646967	16.53577342245562
chr2	36033652	36034343	31.796341279136115
chr2	37358737	37359341	36.1268131496101
chr2	37393562	37394101	29.086223489057154
chr2	37416505	37417217	23.259260359774814
chr2	37430678	37431356	18.979387838931913
chr2	37703645	37704069	22.153529830698698
chr2	37749599	37749996	16.44906873727025
chr2	37815893	37816182	25.25000847747169
chr2	38085408	38085860	16.882841165086866
chr2	38211269	38211576	15.13630902728351
chr2	38422145	38423090	19.504215762728737
chr2	38430915	38431248	32.015808380401886
chr2	38439147	38440102	23.44812182281654
chr2	38486872	38487303	18.790623815319655
chr2	38546092	38546714	19.74441397995044
chr2	38660869	38661122	14.235342745724402
chr2	38847242	38847604	22.91567799004402
chr2	38897054	38898099	25.894437130558433
chr2	38926514	38926898	20.273061546186607
chr2	38969169	38969482	19.242174221684756
chr2	39126851	39127335	17.243187023588447
chr2	39202176	39202830	37.24304697345885
chr2	39301790	39302067	16.677404500086816
chr2	41521253	41521710	23.78675554722091
chr2	43735313	43735628	32.97832798428006
chr2	43738894	43739534	30.138181136548518
chr2	44471163	44471463	35.40153320630392
chr2	44781351	44781732	20.20474655672008
chr2	44927380	44927782	16.87957582189076
chr2	48001771	48002190	13.210493334722406
chr2	48433936	48434709	23.869799466521744
chr2	48852786	48853147	16.29236563421022
chr2	49319090	49319688	17.709234143579284
chr2	50310672	50310934	18.922177180079103
chr2	50498619	50499047	27.117124829336863
chr2	50619181	50619628	14.637209747194976
chr2	50687019	50687904	31.92729296657325
chr2	50706426	50707440	29.86330487554125
chr2	50988594	50989580	19.580354956535974
chr2	50990168	50990481	18.12226677854983
chr2	51007242	51008432	35.84498909942242
chr2	51062035	51062351	21.953502229497403
chr2	51147513	51148149	23.50012385020466
chr2	52001595	52002265	31.734101274120274
chr2	52031259	52031616	23.963498855505335
chr2	52070540	52072568	36.924620362193394
chr2	52387538	52388003	14.29563525415236
chr2	52630818	52631334	14.04868273309959
chr2	52742180	52742664	17.79662159356204
chr2	52904488	52904994	17.378527882542063
chr2	52915794	52916106	22.58710346160791
chr2	53191004	53191994	25.024697929921775
chr2	53196081	53196403	23.23418877287681
chr2	54850070	54850712	14.186052050545952
chr2	55221910	55222686	41.609967693840105
chr2	57175846	57176103	16.98591370341379
chr2	57213997	57214292	19.79200136863579
chr2	57223655	57224049	26.63148537747146
chr2	57224331	57224587	23.943452537059784
chr2	57231752	57232056	40.3361241190057
chr2	57536163	57537086	26.248333771851314
chr2	57537455	57537781	19.424892858493546
chr2	58555106	58555744	12.761228469471947
chr2	59160868	59161130	23.514947436238064
chr2	59161650	59162313	29.053194809823015
chr2	59231337	59231880	14.845471408485707
chr2	59394819	59395287	39.385715415335106
chr2	59395559	59395883	28.25148292824074
chr2	59522599	59523246	26.66173238326814
chr2	59524878	59525143	37.69230720232118
chr2	59525885	59526588	39.317785401432474
chr2	59635162	59635514	13.938468342477625
chr2	59670528	59671191	23.8987858126426
chr2	59758365	59758664	28.233987132043744
chr2	59979785	59980164	24.350458650916107
chr2	60029005	60029353	23.404588129328584
chr2	60163528	60163853	16.16533759190486
chr2	60196991	60197383	19.248055236680166
chr2	60322041	60322712	21.076717415793997
chr2	60411523	60411811	14.808785319328308
chr2	60650008	60650270	13.702418767768918
chr2	61341170	61341649	23.637929741176535
chr2	61542209	61542506	28.152825660577125
chr2	61711284	61712014	18.582054311282015
chr2	61746425	61747149	19.73325823552042
chr2	61988843	61989174	20.44336980203127
chr2	62000498	62001885	33.7374552790003
chr2	62063412	62064578	42.83576212452779
chr2	62209709	62210055	10.820360879677569
chr2	62664380	62664646	19.1293592202036
chr2	64056212	64057044	14.328219904922522
chr2	65369017	65369981	44.543717358616874
chr2	65370364	65370948	37.04331762496739
chr2	65436655	65437628	24.477949137065295
chr2	65449254	65450170	16.472039162852358
chr2	65462728	65463259	15.14351452003091
chr2	65577192	65577863	20.718060139572213
chr2	65579416	65579753	29.26987628200995
chr2	65815409	65815712	17.90884216233055
chr2	66114554	66115236	26.121943741599836
chr2	66124655	66125165	13.181977879767324
chr2	68779264	68779541	35.60613692108044
chr2	68781282	68781934	29.601137414300368
chr2	68885478	68886505	31.310035412128155
chr2	69301217	69301599	27.440684972633242
chr2	69378131	69378578	19.384427554922084
chr2	69619752	69620565	23.405828278882918
chr2	69646899	69647417	21.67036712399781
chr2	69710449	69710793	27.004367334898127
chr2	69711305	69711647	28.64001750946045
chr2	69713083	69713441	34.10286217162063
chr2	69728337	69728619	18.674786439178682
chr2	69793030	69794330	45.093684521088235
chr2	69802868	69803198	18.339676596901633
chr2	69883379	69883849	24.03490788682978
chr2	69888800	69889071	51.0742721135326
chr2	69891022	69891282	64.32642200176532
chr2	69892623	69893228	57.614987973930425
chr2	69895799	69896287	38.43622788054044
chr2	69920004	69920279	22.083710999922317
chr2	69975249	69975494	20.86722724291743
chr2	70661145	70661600	16.615139783083738
chr2	70787145	70787799	19.752675444343403
chr2	70908344	70909345	50.71820697727261
chr2	71030037	71030955	18.85483914938368
chr2	71055311	71055986	25.03336136429398
chr2	71211222	71211967	27.39332410953189
chr2	71220078	71220455	15.120752850641306
chr2	71285334	71286395	33.58381829095494
chr2	71316601	71316892	18.985349238942987
chr2	71353457	71354382	19.804880363361256
chr2	71364996	71365742	19.27894791840868
chr2	71649313	71649593	27.10797087805612
chr2	71652516	71652826	23.870301308170443
chr2	71717876	71718366	35.53960567396514
chr2	71786324	71786742	19.262369129646338
chr2	71805818	71806719	25.950899828022777
chr2	71939297	71939558	12.900990855191402
chr2	72387661	72388149	19.012299944142825
chr2	72458989	72459540	15.767440707627312
chr2	72655357	72656021	18.68303283151374
chr2	72688026	72688434	19.83451473946665
chr2	72902040	72903091	23.534439323744696
chr2	72993641	72994003	44.31959795556674
chr2	73038170	73038550	20.80311273273669
chr2	73048964	73049351	14.419099095563864
chr2	73344231	73344587	18.784364421715896
chr2	73386458	73386979	21.80267310188279
chr2	73485313	73485716	20.37658725719594
chr2	73509222	73509683	32.03059192748494
chr2	73560304	73561126	31.40580082171735
chr2	73561396	73561734	25.629407205525233
chr2	73566160	73566586	14.531024979873441
chr2	73799529	73799966	22.10266131612747
chr2	73892362	73893329	21.439926192827038
chr2	75412169	75413344	56.48422968438331
chr2	75624369	75624929	30.07697296142578
chr2	75633663	75634409	37.991219838886416
chr2	75636811	75637264	28.526349351895565
chr2	75643124	75643607	15.658437430735207
chr2	75644026	75644398	19.47564781353038
chr2	75659319	75659571	18.59349224302504
chr2	75704167	75705027	17.235601089721502
chr2	75830518	75830777	22.292532250687884
chr2	75832161	75832561	19.64786371946335
chr2	75869480	75870228	30.870148995343378
chr2	76215779	76216118	14.306308315918509
chr2	76369528	76370220	23.887656286272698
chr2	76472232	76473873	42.42279301875252
chr2	76514087	76514751	27.778722671141107
chr2	76527405	76527665	19.055670958298904
chr2	76611950	76612505	33.15328498359199
chr2	76622089	76622393	15.557594801250257
chr2	76805413	76806029	35.13257953408477
chr2	76833032	76833461	19.105059914933495
chr2	77303571	77303832	22.859363829952546
chr2	78863369	78863616	23.540794951713035
chr2	80315715	80316336	12.852769903898624
chr2	80377354	80378083	16.30385372308383
chr2	80391424	80391948	23.02172497392611
chr2	80392482	80392840	19.448113952935074
chr2	80474578	80474860	19.220227062279452
chr2	80602200	80602525	16.50015376164363
chr2	80637926	80639168	18.978383633633552
chr2	83723935	83724359	17.854608280478782
chr2	83777018	83777278	15.63488822716933
chr2	84585364	84585619	25.62122990103329
chr2	84585958	84586340	21.504973511421245
chr2	84635224	84635855	21.993272979361507
chr2	84656885	84657312	33.37050004641959
chr2	84677732	84678113	24.18966547397804
chr2	84715386	84715903	33.84145706811311
chr2	84727458	84727821	34.578578528622295
chr2	84729053	84729535	25.672502984644467
chr2	84738526	84738975	20.060107129188317
chr2	84743966	84744636	36.60665222922368
chr2	84758728	84759720	21.005086872366167
chr2	84782246	84782861	27.004360910741294
chr2	84787414	84787776	23.115118032002318
chr2	84797863	84798136	16.910269328526088
chr2	84826505	84827246	17.50131451005717
chr2	84896431	84896747	26.02301156973537
chr2	84918794	84919059	20.571663694561654
chr2	85001849	85003097	35.186064759126076
chr2	85028301	85029656	28.619822751288044
chr2	85036746	85037063	15.629246437963252
chr2	87480766	87481205	44.19222038807793
chr2	87481474	87481875	43.34396754238671
chr2	87501778	87502293	63.4169654994335
chr2	87516241	87516566	42.343394998403696
chr2	89957311	89957701	20.21603449797019
chr2	89958034	89958389	13.496473701906876
chr2	90485944	90486833	38.11470840162314
chr2	90639946	90640329	22.07719506794105
chr2	90678599	90679193	21.43962824786151
chr2	90808111	90808848	18.842840305985717
chr2	90869652	90870417	21.725807582630832
chr2	90904307	90905027	22.10707570777999
chr2	90921450	90921797	26.10148173725227
chr2	90927622	90928126	27.46671727914659
chr2	90933683	90934048	37.6600225265712
chr2	90939281	90939798	33.384060186389796
chr2	90957460	90957709	46.682357749785766
chr2	90997054	90997762	22.461083343473533
chr2	91070044	91070570	26.047367396916727
chr2	91112268	91113402	39.143111128024955
chr2	91202578	91203106	17.177595893541973
chr2	91220849	91221112	19.057110924231235
chr2	91222187	91222441	23.650005821167955
chr2	91235990	91237524	26.00598026907273
chr2	91280890	91281418	20.542571779453393
chr2	91308711	91309015	26.974516874865483
chr2	91497069	91497807	17.381057093137002
chr2	91593198	91593452	21.853909060710997
chr2	91598380	91598848	31.58502702631502
chr2	91649946	91650475	36.50756762383791
chr2	91656253	91657434	39.35731120557728
chr2	91705501	91706519	30.752227528390343
chr2	91751683	91752232	32.18909755300303
chr2	91755271	91755607	24.9286964677629
chr2	91889190	91889436	13.15170627299363
chr2	91936762	91937094	12.641324882047723
chr2	92008245	92008746	12.646031427288246
chr2	92058274	92058992	16.533226831377714
chr2	92164766	92165147	17.06568024602775
chr2	92172144	92172402	18.266542438388797
chr2	92330106	92330937	21.08315868756401
chr2	92371130	92372854	39.12404542511411
chr2	92374783	92375094	32.94153910204528
chr2	92433833	92434428	10.61299750784866
chr2	92514723	92515215	26.841466452048078
chr2	93186104	93186544	16.120954632759094
chr2	93462129	93462906	12.957520951328744
chr2	93850555	93850817	29.16203284081612
chr2	93927330	93927763	28.77826910371318
chr2	93942798	93943658	31.093657946032145
chr2	93944360	93944707	30.44367039375415
chr2	94010334	94011095	19.314184151247204
chr2	94040307	94041091	27.588158547878265
chr2	94058940	94059325	14.93427580053156
chr2	94066743	94067110	25.357619397321905
chr2	94157671	94158000	22.758937795111475
chr2	96740715	96741226	19.880677454625555
chr2	98662536	98662806	180.60777929800528
chr2	98664958	98665217	392.6841839749841
chr2	98666589	98667307	92.93138628882618
chr2	100026789	100027130	11.457708706953659
chr2	101578790	101579488	28.629241925597533
chr2	101628596	101628983	22.6682526319834
chr2	101710989	101711283	15.727301260241035
chr2	102104735	102105214	16.01856779206023
chr2	102111852	102112259	19.137686452935895
chr2	102140959	102141375	13.01902860403061
chr2	103000944	103001521	19.69208120679938
chr2	103073133	103073956	14.528139408130112
chr2	103435992	103436660	18.588397467207766
chr2	103456349	103456724	10.597449448903403
chr2	103566005	103566466	18.291853327554634
chr2	103760911	103761193	26.277504880377588
chr2	103797400	103797914	20.81301752231464
chr2	103810710	103811052	26.088405408357318
chr2	103831363	103832418	28.397261664765708
chr2	103842056	103842848	36.823090564120896
chr2	103848782	103849277	21.580203798082138
chr2	103859028	103860012	22.593312467016826
chr2	104098731	104099327	29.68756432261243
chr2	104109678	104110210	17.392638070242747
chr2	104372299	104373100	19.089047974266215
chr2	104465668	104465955	23.76711631070446
chr2	104475725	104476264	15.091532740831818
chr2	104576213	104576605	26.070691687720164
chr2	104589939	104590200	55.09976518565211
chr2	104604402	104604856	21.076827563903404
chr2	104631368	104631849	15.686572303890934
chr2	105048154	105048734	17.638230784186
chr2	105468658	105469030	15.349301945778631
chr2	105985173	105985671	20.464776586816015
chr2	106071169	106071592	23.925075350641922
chr2	106596257	106596587	30.283933847600764
chr2	106597004	106597287	24.136318314623075
chr2	106672857	106673254	41.57200832991516
chr2	106986098	106986783	19.379654814727115
chr2	107005131	107005406	16.48289217515425
chr2	108311774	108312155	12.410658388313033
chr2	109280801	109281231	20.642321375913397
chr2	109847580	109847873	15.855968918002914
chr2	109913405	109913977	23.100211820402347
chr2	110377701	110378227	14.448003746257536
chr2	111736440	111736777	17.4961122843915
chr2	111783450	111784031	27.72740015269557
chr2	111784304	111784582	18.089084796768297
chr2	112368097	112368461	22.505170368886255
chr2	112382923	112383524	19.229524742545383
chr2	112498058	112498476	30.29160274615128
chr2	112625128	112625664	16.556165743229993
chr2	113284472	113284823	21.153577725771825
chr2	113327372	113327931	16.382225800925376
chr2	113806683	113807274	18.533336108509456
chr2	113848187	113848978	21.71807193876669
chr2	115581356	115581612	35.73940172046423
chr2	115586515	115586838	36.346923633256566
chr2	116769412	116770177	24.84433902229359
chr2	116976787	116977418	33.67557843324688
chr2	117119371	117119696	22.952109322181116
chr2	117120034	117120593	19.418323755690793
chr2	117481453	117481702	29.281011558440795
chr2	117947192	117947794	38.27870413314464
chr2	118156772	118157072	14.321085421244304
chr2	118180155	118180510	21.472299414621272
chr2	118206159	118207391	23.547993168041305
chr2	118241315	118241859	19.018963413203466
chr2	118256676	118256921	16.51100119765924
chr2	118388558	118388806	28.08692772542277
chr2	118539307	118539796	27.265038843291425
chr2	118638309	118639011	19.590022774503442
chr2	118814210	118814534	11.771448968369285
chr2	118882283	118882652	20.0139448713804
chr2	118882911	118883231	22.72216558456421
chr2	118997838	118999047	20.650940953452693
chr2	119028867	119029305	13.158226709931952
chr2	119089103	119089562	13.420200057019336
chr2	119120660	119121022	22.805827401619588
chr2	119221508	119221898	13.197453401027582
chr2	119288819	119289165	18.88572804500602
chr2	119300090	119300461	21.49672532659978
chr2	119359238	119359567	20.262330087122585
chr2	119461039	119461555	35.80507236857747
chr2	119463356	119463929	44.408719903303485
chr2	119491388	119492468	58.191606635517545
chr2	119492729	119493039	44.63866080007246
chr2	119526373	119526655	26.162479062452384
chr2	119530185	119530570	23.318669888880347
chr2	119547173	119547583	42.01991812077964
chr2	119559901	119560235	34.39487379039833
chr2	119587614	119587917	16.351395046750312
chr2	119594327	119594818	25.598303221879327
chr2	119618125	119618502	20.049986308070014
chr2	119635627	119635890	14.672784714644399
chr2	119643683	119644178	27.906919128726226
chr2	119674555	119675047	29.76569977814589
chr2	119797627	119798331	35.08990156921473
chr2	119825867	119826211	58.790296654368554
chr2	119827294	119827981	63.155686779660776
chr2	119834142	119834827	39.09991178164517
chr2	119835613	119836439	37.90297410332262
chr2	119843281	119844728	24.9475487931152
chr2	119859963	119860256	20.30922936579473
chr2	119872386	119873213	16.488576863668275
chr2	119896967	119897637	28.173386061369484
chr2	120076040	120076711	16.989562017551656
chr2	120154206	120154546	16.027640452104457
chr2	120204958	120205898	19.95636256654212
chr2	120237925	120238392	15.02533581425342
chr2	120401213	120401476	19.765298774487164
chr2	120567097	120567493	37.232639698067096
chr2	120572061	120572406	22.843809141628984
chr2	120578124	120578449	29.201225034273588
chr2	120655640	120657172	37.804541079244785
chr2	120681445	120682063	45.14714076218096
chr2	120710471	120711243	24.295131951416096
chr2	120731254	120731930	23.480986279143384
chr2	120747831	120748093	18.095479266334127
chr2	120825073	120825764	15.969343749210562
chr2	120850239	120850952	19.44188154094851
chr2	120888887	120889133	15.622965921231401
chr2	120981605	120982349	50.739564664902225
chr2	120991405	120991656	46.22702268015341
chr2	121100659	121100955	15.52559364486385
chr2	121105334	121105663	28.17197075585826
chr2	121129156	121129705	28.564049673862144
chr2	121178910	121179198	11.360899044407738
chr2	121355542	121355879	28.51849001309992
chr2	121358231	121358522	22.908254144937313
chr2	121408661	121409046	25.093399392165146
chr2	121445908	121446296	28.513052527437505
chr2	121457105	121457618	17.345365696250813
chr2	121511217	121511471	16.556248308166744
chr2	121681426	121682747	31.960037320604116
chr2	121735920	121736356	17.843165687464793
chr2	121847972	121848829	36.837163480048694
chr2	121942149	121942891	26.313894507055977
chr2	121955846	121956307	58.016887457924135
chr2	121963497	121963993	23.13152459744484
chr2	122061779	122062211	18.3692753844791
chr2	122076535	122076836	17.63849605357528
chr2	122081063	122081401	15.633363286419028
chr2	122107520	122107800	18.49798721926553
chr2	122161769	122162240	23.299636023819065
chr2	122177533	122178130	24.35351392531914
chr2	122217387	122217758	58.409476750623185
chr2	122233936	122235119	64.78879788963853
chr2	122378421	122378808	15.130186769697401
chr2	124896431	124896708	15.615941935928289
chr2	124897277	124897568	12.926573589495368
chr2	125040021	125040387	24.695032797224535
chr2	125056936	125057605	37.94858155585547
chr2	125057894	125058207	30.892429967276968
chr2	125062760	125063560	32.149131774902344
chr2	125064765	125065037	22.296514686416177
chr2	125092818	125093243	13.469630656522863
chr2	125126043	125126535	30.91200710312138
chr2	125126820	125127465	40.31289307646049
chr2	125214886	125215277	9.569701831359083
chr2	125247281	125248309	22.80190552255059
chr2	125257861	125258207	22.608439153329485
chr2	125800712	125801489	19.325847656416922
chr2	125809230	125809638	15.028478281170715
chr2	125946858	125947470	17.22204573403776
chr2	126152144	126152414	14.676051828596327
chr2	126510156	126510529	25.157302470373406
chr2	126511067	126512025	32.11357299072011
chr2	126586254	126587031	13.838232367502062
chr2	126642132	126642489	30.965535877131614
chr2	126664440	126664945	29.34961643785533
chr2	126665192	126665517	29.29138353201059
chr2	126677034	126678979	35.97940431462462
chr2	126689215	126689550	19.708890701407817
chr2	126714342	126714638	17.434493512720675
chr2	126876315	126876883	22.054428478361856
chr2	126950852	126951197	32.39137361498847
chr2	126980002	126980274	21.777181993512546
chr2	127037107	127037434	16.07285909331902
chr2	127133656	127134221	23.062318702292654
chr2	127185793	127186259	18.6412072959376
chr2	127207949	127208219	25.499946364650018
chr2	127247606	127248028	22.1047810604222
chr2	127425084	127425483	18.32296326046898
chr2	127530385	127530843	57.697767774090494
chr2	127587170	127587471	16.439187360364336
chr2	127792298	127792785	14.9454207293062
chr2	127831598	127831862	20.471239216399916
chr2	127969734	127970428	25.91300919557511
chr2	128006195	128007327	27.59980828559862
chr2	128191965	128192462	20.91649709812832
chr2	128211637	128211894	17.901970996930906
chr2	128613636	128614593	28.799248219532902
chr2	128620120	128620539	19.148971141095945
chr2	128681524	128682048	28.457137268008168
chr2	128692556	128692896	26.863529468985163
chr2	128698343	128698722	36.40694250846601
chr2	128710694	128711107	14.681852516192789
chr2	128774758	128775281	22.469532977554582
chr2	128804779	128805462	29.40812479943517
chr2	128809292	128809961	28.62997703096079
chr2	128817560	128818245	33.819291142651636
chr2	128862489	128863019	12.988578004657098
chr2	128967015	128967595	20.53914770997804
chr2	129056506	129057867	29.822922178964944
chr2	129086359	129087632	45.86270778682975
chr2	129147582	129148701	28.452513381133024
chr2	129172884	129173434	22.199760818481444
chr2	129224401	129224821	28.129399348440625
chr2	129338369	129338963	13.734678933114717
chr2	129783185	129783906	31.071245607489853
chr2	129799699	129800551	24.111516245094265
chr2	129880175	129880425	14.858189964294434
chr2	130189537	130190053	27.085478392682333
chr2	130194883	130195169	16.551379273821425
chr2	130216803	130217327	22.242946238918158
chr2	130253139	130253865	29.181089933253517
chr2	130288759	130289748	45.54852191840192
chr2	130350203	130350502	20.27261823316083
chr2	130424395	130424786	23.04111914866416
chr2	130504456	130504865	23.022289894029388
chr2	130546658	130547226	18.77537037285281
chr2	130628049	130628600	23.967326734546308
chr2	130664064	130664688	22.14106206252025
chr2	130667545	130667978	17.280511601692535
chr2	130708000	130708743	32.9832832033509
chr2	130714666	130715057	24.16242192163492
chr2	130743120	130743968	23.481208474006294
chr2	130750379	130750659	24.44725217138018
chr2	130757227	130757518	41.131284169724715
chr2	130840137	130840400	21.0185197641641
chr2	130906178	130906525	15.855077831477184
chr2	131063914	131064189	14.481497421264649
chr2	131103623	131104157	17.213852482342094
chr2	131140126	131140746	21.355689500993297
chr2	131160196	131160506	19.036835009051906
chr2	131182927	131183234	24.60458795255481
chr2	131206261	131206515	26.105221523074654
chr2	131262129	131262692	15.903426961407568
chr2	131353089	131353359	27.41052675600405
chr2	131416276	131416621	18.521929146586984
chr2	131422976	131423351	12.497617754618327
chr2	131806717	131806973	16.872422639280558
chr2	131955196	131955474	11.321685134078102
chr2	132089460	132090167	15.255718042354772
chr2	132226936	132227402	25.20897737593098
chr2	132262826	132263078	21.101411698356507
chr2	132565610	132566433	34.9758277049476
chr2	132578331	132579432	25.84610995588034
chr2	132592012	132592528	51.16776926942574
chr2	132684310	132685192	33.58050660049023
chr2	132789142	132789414	18.98818393314586
chr2	132816228	132816646	23.500337064551395
chr2	132845316	132845723	24.104637497473114
chr2	132846246	132846494	24.669413628116732
chr2	132869250	132869611	19.599516358732185
chr2	132880717	132881000	22.380080138836647
chr2	132884822	132885073	15.420139016383198
chr2	132989812	132990291	13.864700819107087
chr2	133058950	133059484	25.23782824755608
chr2	133205597	133205864	22.839439120631987
chr2	133206165	133206487	14.232978332116737
chr2	133855196	133855550	34.13054950089104
chr2	134643790	134644070	11.920944707734245
chr2	136832759	136833032	11.387231341211788
chr2	136890937	136891433	28.02786564634692
chr2	138515082	138515709	36.23010117775706
chr2	138843868	138844715	14.36601954339668
chr2	139717402	139718288	32.25382286808023
chr2	140077009	140077514	57.710890824723954
chr2	140096091	140096451	15.791196611192492
chr2	140170676	140170937	21.14752347807318
chr2	140306074	140307233	29.06128356907263
chr2	140555852	140556099	20.04164197666925
chr2	140759982	140760341	33.471568981585065
chr2	142393846	142394190	29.592871887739314
chr2	142917703	142917993	26.133508978218867
chr2	142920027	142920350	25.773275576139753
chr2	143062729	143063409	17.452522716101477
chr2	143089683	143091217	34.31743129166972
chr2	143890809	143891611	27.75047232979848
chr2	143915103	143915842	29.605070041868135
chr2	143932116	143932889	34.907245500275884
chr2	144011035	144011284	18.170385743719507
