chr	start	end	8Cell_siTfap2c_Tead4_ds
chr8	116921358	116921939	24.391901360936913
chr8	116928270	116928581	20.451466029863266
chr8	116993783	116994461	33.313886459598145
chr8	117061125	117061688	25.999823449983477
chr8	117072767	117073470	27.784478810230326
chr8	117115919	117116240	19.67476793390197
chr8	117147387	117148510	16.959935784021447
chr8	117219774	117220697	17.29226093560877
chr8	117468142	117468447	15.029972038894403
chr8	117475178	117475516	20.35173009133198
chr8	117591451	117592603	37.60002243394653
chr8	117801603	117802219	15.985039802340719
chr8	118777314	118778024	20.322248499158402
chr8	118935021	118935407	17.204615108707408
chr8	119263988	119264290	15.083898279051118
chr8	119273954	119274297	14.705372835387294
chr8	119440278	119440794	32.55469168433847
chr8	119488175	119488797	25.818193357473785
chr8	119528138	119528384	22.581113237675613
chr8	119620373	119621273	29.508362948099773
chr8	119632120	119632468	19.392896635779017
chr8	119670597	119671076	23.026925913227377
chr8	119781765	119782464	27.017066357985076
chr8	119889005	119889307	18.521044756403032
chr8	120072010	120072350	14.11974115932689
chr8	120519097	120519480	20.180526828018866
chr8	120589043	120589463	27.7831539335705
chr8	121829698	121830219	14.650908171787371
chr8	121841130	121841449	14.326888135234391
chr8	121915339	121915742	19.6581547739488
chr8	121949809	121950562	28.727758644428228
chr8	121969354	121969750	28.7342220894014
chr8	122281562	122281945	24.985420625452583
chr8	122348803	122349249	17.384941351253357
chr8	122428697	122429274	20.219749787857875
chr8	122522538	122523612	31.04420031382385
chr8	122537282	122537679	22.150709262722987
chr8	122558669	122559424	36.99267500441596
chr8	122577046	122578058	38.852652798528254
chr8	122636334	122636751	16.35285808828523
chr8	122667284	122667536	14.956716106051491
chr8	122833889	122834453	12.516267263297493
chr8	122869844	122871017	30.512274509602292
chr8	122926105	122926924	47.720542000618025
chr8	123025466	123025989	19.32725995266187
chr8	123087102	123087390	20.854932851261562
chr8	123156301	123156583	25.463815777014332
chr8	123191976	123192432	27.094059329283866
chr8	123254187	123254442	22.35312510471718
chr8	123284061	123284666	16.614240565969926
chr8	123318700	123319359	22.18962148397211
chr8	123422836	123423146	11.717861926171087
chr8	123446243	123447638	50.136938352140476
chr8	123518892	123519221	14.371323611598608
chr8	123528349	123529035	30.572452406146436
chr8	123628670	123629050	18.29041846174943
chr8	123666419	123666835	21.73141752756559
chr8	124133715	124134035	20.953105434775352
chr8	124296169	124296665	13.638565586459253
chr8	124429497	124429746	16.86781654970713
chr8	124445434	124445802	18.176598266414974
chr8	124852417	124852763	12.675463158271215
chr8	124881766	124882689	36.454650744585926
chr8	124893944	124894385	35.333419337023955
chr8	124960437	124961074	34.083114382984874
chr8	125570827	125571152	16.76720612159142
chr8	125890802	125891188	20.465890316147878
chr8	126476451	126476763	23.13163610605093
chr8	126477114	126477419	29.311443297589413
chr8	126594116	126594682	14.992082131625065
chr8	127035656	127036152	27.02981178991256
chr8	127256905	127257344	50.11158777641001
chr8	127257757	127258238	58.59109033913722
chr8	127437785	127438440	18.950377093016645
chr8	127480078	127480375	19.92123443911774
chr13	3236686	3236990	13.13880047045256
chr13	3373082	3374522	69.37915562258826
chr13	3407040	3407437	14.032628909766824
chr13	3473444	3474708	22.45395252674441
chr13	3500932	3501294	14.682098588890792
chr13	3624435	3624747	43.23034276717748
chr13	3636222	3636506	17.471125773980585
chr13	3706905	3707177	13.535321309286005
chr13	4007929	4008223	14.92101899296248
chr13	4108601	4108880	13.60871182889494
chr13	4383269	4383584	13.421652404845707
chr13	4566692	4567230	18.0725551679675
chr13	5808570	5808922	15.0385723547502
chr13	5824344	5824624	13.81156064782824
chr13	5844853	5845628	12.66010370500626
chr13	6888812	6889849	25.657286734107377
chr13	7547583	7547902	14.196462891318582
chr13	7548241	7548527	21.15744106586163
chr13	8885543	8885860	27.29656346438435
chr13	9011686	9012222	347.1658452900488
chr13	9020405	9020786	36.227247403362604
chr13	9345343	9345660	24.170137441496745
chr13	9345938	9346370	19.879488203260635
chr13	9390732	9391094	20.938634503612203
chr13	9403354	9403662	14.474859308886838
chr13	11271767	11272031	22.73870579401652
chr13	11272302	11272652	11.296143522262573
chr13	11291840	11292205	17.156871972018724
chr13	12259800	12260371	30.65019507332984
chr13	12293238	12293610	30.570833119012978
chr13	12384846	12385481	34.00901993278443
chr13	12395439	12395692	17.85349222039988
chr13	12444851	12445131	23.10435825756618
chr13	12461606	12461966	32.72483967145284
chr13	12528947	12529286	21.93127585442017
chr13	12662909	12663173	22.29420319109252
chr13	12678325	12678771	25.323939887932063
chr13	12679133	12679845	27.254969712053793
chr13	13516716	13516989	16.221203891348924
chr13	13971570	13972667	32.48903799622083
chr13	13982030	13982389	7.643098280622435
chr13	14062964	14063251	11.928355617390277
chr13	15960312	15960642	14.091769183765757
chr13	17694996	17695282	32.33671809243155
chr13	17767249	17767514	11.678697463701356
chr13	18489673	18490581	19.599957196722997
chr13	18728158	18728455	20.754597756999107
chr13	18770601	18771148	17.800562060075443
chr13	19137241	19137794	32.635567480573606
chr13	19393246	19393799	18.288412263121785
chr13	19426869	19427134	19.424258286098265
chr13	21160961	21161308	21.437941795810843
chr13	21218292	21218548	29.416843123733997
chr13	21311589	21312066	13.242485022394913
chr13	21326119	21326561	19.072506451498867
chr13	21421927	21422765	19.881381710844565
chr13	21456112	21456851	25.917048148437832
chr13	21462865	21463214	16.40585628553243
chr13	21532700	21532978	18.389276792677187
chr13	21853658	21854052	25.990990643573898
chr13	21882385	21882802	23.989478801937697
chr13	21959335	21960281	25.396290938899583
chr13	21974319	21974588	22.494515734534282
chr13	22032550	22032802	28.355516744038415
chr13	22614476	22614885	16.169307857970445
chr13	22707740	22708120	22.094493439323024
chr13	22708927	22709375	13.466271415352821
chr13	22837184	22837441	15.645358163559019
chr13	23317710	23318092	16.53019062511584
chr13	23384737	23385519	32.04838913358996
chr13	23401225	23401777	26.05408945982007
chr13	23426688	23427013	29.37213121854342
chr13	23471111	23471386	19.063173321810634
chr13	23513261	23514007	40.7238180132398
chr13	23538502	23538850	30.803025470382867
chr13	23621311	23621690	13.074921122327014
chr13	24359913	24360442	20.00749061328477
chr13	24564996	24566514	69.73716551010473
chr13	24761326	24761926	21.297371614774068
chr13	24958243	24958513	14.587834789134838
chr13	25052569	25053253	22.607633909983942
chr13	25639718	25640139	17.66214781192589
chr13	27028447	27029182	19.42635697507534
chr13	28699409	28699994	19.939578773628952
chr13	28873784	28874445	19.390060090080873
chr13	28953422	28953720	14.953441159037135
chr13	29986292	29986581	18.294746237230136
chr13	30069732	30070087	12.498371746170688
chr13	30440929	30441843	20.95363529297142
chr13	30579019	30579995	16.169608233893506
chr13	30973699	30973980	8.02965639494492
chr13	31279894	31280965	24.405478890981772
chr13	33812747	33813451	21.671389379284598
chr13	34571661	34572642	38.50247522134421
chr13	34897141	34898064	23.168466346881242
chr13	34993767	34994172	11.118689539403091
chr13	35057898	35058604	18.997340362740644
chr13	35740978	35741231	11.418812244777152
chr13	35905768	35906549	14.803041483772855
chr13	36117397	36117989	16.497927230757636
chr13	36925920	36926173	16.289097752024535
chr13	37506895	37507292	15.483739101015951
chr13	37722258	37722669	20.882238995999895
chr13	37723164	37723504	26.17486438190236
chr13	37740024	37740273	41.143461250397095
chr13	37825463	37825791	16.955358476173586
chr13	37835809	37836291	29.224794114773697
chr13	37958403	37958694	34.69928502872637
chr13	37993984	37994448	13.788250018810404
chr13	38128169	38128567	18.28344023766829
chr13	38403781	38404596	22.631081867803093
chr13	38404938	38405300	19.677312450514314
chr13	38658661	38658998	14.713935990715592
chr13	38709480	38709749	20.233984184974187
chr13	40723123	40723407	21.930004509401993
chr13	40749244	40749671	15.490199263257779
chr13	40795367	40796302	21.69475868398493
chr13	40828672	40829683	16.571124705079754
chr13	40850178	40850652	17.931203304966793
chr13	40868082	40869579	40.21152680001421
chr13	40942821	40943188	29.54842917730763
chr13	40947428	40947976	30.433696111623387
chr13	40996208	40996870	32.865298047886874
chr13	41662754	41663015	11.837266538334989
chr13	41833356	41833640	13.072350656482536
chr13	41927492	41927781	12.85357014613168
chr13	43252064	43252390	14.369416248578966
chr13	43267098	43267429	12.237868179367387
chr13	43523250	43523508	24.5741722047791
chr13	43526074	43526332	19.219381114309147
chr13	43907813	43908949	21.849239042107488
chr13	43946405	43946909	16.192860500207022
chr13	44012244	44013170	24.804239949706307
chr13	44408662	44409697	17.34852561213544
chr13	44415727	44415996	13.448306647375171
chr13	44559405	44560271	28.97427069342439
chr13	44600617	44600955	31.54706994457358
chr13	44612869	44613158	21.87174269732307
chr13	44817915	44818216	22.66913279980124
chr13	44869571	44869838	31.57321432735143
chr13	44939154	44939756	26.700740239152875
chr13	45446325	45446892	18.339218778795246
chr13	45629191	45629510	30.47306147488681
chr13	45629836	45630625	25.912067594636984
chr13	45638016	45638396	13.663778975135402
chr13	45935553	45935836	21.32141008141184
chr13	46696665	46697321	23.96451558935933
chr13	46744723	46745509	26.487382371917025
chr13	46810371	46810692	12.20699973863976
chr13	46930060	46930373	11.469217164828754
chr13	46986156	46986521	13.50335402684669
chr13	46995618	46996246	13.60030956329054
chr13	47168388	47168748	11.58985290394889
chr13	47254965	47255254	12.4659662807689
chr13	48148918	48149179	16.124996210880205
chr13	48545599	48546540	62.871221424796
chr13	48564799	48566454	36.31458497695692
chr13	48638457	48638908	15.43702209709489
chr13	48716337	48716690	17.788464881205357
chr13	48928165	48929022	15.22061176756299
chr13	48941991	48942300	17.162410124991705
chr13	48954961	48955429	16.987117135626637
chr13	48981309	48981783	38.23689097794802
chr13	48982318	48982569	37.27086367360149
chr13	49035228	49035572	16.39932812091916
chr13	49258305	49259038	25.867219943141546
chr13	49298780	49299512	28.079923806946134
chr13	49548617	49548893	13.203872791234998
chr13	49607625	49608198	22.69747482253203
chr13	50991106	50991371	19.255164409133624
chr13	51055653	51056071	12.462436615565176
chr13	51100035	51100614	19.43314542259783
chr13	51113580	51115131	32.43188119226698
chr13	51128262	51129036	30.534061460223924
chr13	51170764	51171020	21.949066422879696
chr13	51202248	51202725	13.683084547894556
chr13	51203144	51203569	14.714634504879221
chr13	51383334	51384142	18.47929791648789
chr13	51583629	51583884	30.440066737754673
chr13	51584875	51585863	31.364431854201715
chr13	51624021	51624464	29.678444950629036
chr13	51632915	51633232	22.24177116249638
chr13	51642219	51642469	22.322235466003416
chr13	51975854	51976116	11.319741760501424
chr13	52324755	52325028	12.160991581368359
chr13	53140077	53140671	13.213167450644754
chr13	53374400	53375313	36.74994764453349
chr13	53393662	53393924	10.672305886072056
chr13	53775180	53776218	25.50410273998459
chr13	54590212	54590781	20.61089983640111
chr13	54687829	54688178	22.005909630084105
chr13	54694331	54694604	30.121193791483783
chr13	54778025	54778417	14.070106783691717
chr13	54788922	54789424	18.488796211333863
chr13	55101630	55101973	20.450062782354326
chr13	55182268	55182784	27.400434264841007
chr13	55190152	55190609	24.014047906487463
chr13	55205437	55205749	23.965932072737278
chr13	55264102	55264571	26.4317706846225
chr13	55266137	55266407	39.70562089284261
chr13	55300730	55301028	38.384195078139335
chr13	55362649	55362901	21.518522606955635
chr13	55422091	55422733	21.952993567487532
chr13	55460692	55461059	20.624301281547027
chr13	55461462	55461736	13.75580565250703
chr13	55591417	55592749	32.00073587715447
chr13	55611175	55611770	20.8882445086952
chr13	55622706	55622958	24.761345583295064
chr13	55665134	55666067	42.1275654493293
chr13	55730792	55731109	27.114837941311134
chr13	56027744	56028036	19.045736766841312
chr13	56193232	56193556	26.27547933437206
chr13	56194141	56194539	37.030606432775755
chr13	57549566	57549885	24.961687189658235
chr13	57551639	57552162	20.438972194153767
chr13	58066708	58066980	20.854061379152185
chr13	58139407	58139795	21.056044622794868
chr13	58148802	58149094	17.266467777017045
chr13	58165695	58165978	30.41391243277506
chr13	58280829	58281288	31.876902515851853
chr13	58363211	58363468	18.401672036731288
chr13	58385487	58386101	23.621306074558717
chr13	58531070	58531495	27.473876885806813
chr13	58536690	58537237	37.17893726864942
chr13	58538677	58539071	37.13848190017158
chr13	58598722	58599166	35.42146514772295
chr13	58604145	58604683	26.968056109758116
chr13	58632884	58633896	17.898818391585067
chr13	58796231	58796825	14.22972700170395
chr13	59591853	59592729	22.8453727323715
chr13	59721493	59721797	13.728331590953626
chr13	60454944	60455722	28.420320325768085
chr13	60554689	60555397	14.25446576856624
chr13	60567081	60567449	25.560318153837454
chr13	60583256	60583581	14.508802842360277
chr13	60722530	60722992	14.760057075715169
chr13	60733878	60734717	27.759049071174413
chr13	60776289	60776974	15.077276789532961
chr13	60787965	60788329	20.134839560959364
chr13	60789285	60789563	14.079762870459248
chr13	60813268	60813849	16.318182572645494
chr13	61773245	61773574	19.624361046904127
chr13	61804255	61804558	18.17123008639899
chr13	61835522	61836082	24.33503703049251
chr13	61836677	61836955	22.3994804629319
chr13	61874632	61875166	43.75179855475265
chr13	61932634	61933411	34.79469074460377
chr13	61962604	61962933	22.558968083112074
chr13	61979829	61980843	28.59489550675161
chr13	62078707	62079049	34.80595599838168
chr13	62098578	62099812	37.36738788134855
chr13	62129879	62130275	17.807335150362267
chr13	62362883	62363712	21.852530076794228
chr13	62363959	62364256	26.315006435920896
chr13	62382824	62383223	31.943242653868253
chr13	62390142	62391455	29.095955901716106
chr13	62415752	62416126	14.350790722484895
chr13	62435186	62435456	21.92522458323726
chr13	62466573	62467110	21.485492244557072
chr13	62469937	62470407	16.762771778918328
chr13	62500675	62501078	42.19120344157255
chr13	62552584	62552921	29.427879791938942
chr13	62558257	62558813	31.69198520749593
chr13	62569209	62570292	21.475381149699704
chr13	62576722	62577219	17.019818116001918
chr13	62588567	62588885	17.64621421526063
chr13	62613751	62614260	15.396644596969216
chr13	62623599	62624164	25.81903222683257
chr13	62633390	62634197	25.08954505849505
chr13	62652901	62653253	21.187982792204078
chr13	62667690	62668037	13.180047938047293
chr13	62684587	62685131	18.061477419208078
chr13	62712424	62712753	14.737737409249627
chr13	62760331	62760894	27.945880346145767
chr13	62862915	62863808	47.088409979159195
chr13	63080046	63080857	31.14969953155988
chr13	63272449	63273197	23.06936099440019
chr13	63352726	63353059	23.204226702899188
chr13	63416239	63416874	20.353664713581715
chr13	63431460	63431991	27.17087535534875
chr13	63499811	63500148	34.34415176572715
chr13	63517131	63517439	14.24278435614202
chr13	63815263	63815714	22.14073890381536
chr13	64045607	64046102	24.40333762506042
chr13	64071673	64071931	12.450413020082223
chr13	64092637	64092898	11.755502176467486
chr13	64115654	64116450	41.1799673435077
chr13	64250756	64251336	25.76932433555866
chr13	64370488	64370803	36.86132681104872
chr13	65240607	65241157	25.078140435652298
chr13	65278409	65278655	15.763844986272051
chr13	65450330	65450611	12.885411401660416
chr13	66563401	66564068	10.460317845466076
chr13	66600513	66600998	26.171288598444043
chr13	66878503	66879018	39.27779876190482
chr13	66904926	66905326	14.8101948928833
chr13	66939549	66939805	35.38440380990505
chr13	67108376	67108982	18.502177992276234
chr13	67148771	67149021	21.8400365524292
chr13	67230226	67230617	28.247647151312865
chr13	67233586	67233872	29.14371044985898
chr13	67360234	67360563	14.565866925433776
chr13	67429757	67430018	23.846178069425267
chr13	67444630	67444933	11.657592117196263
chr13	67450631	67450927	14.391318715907431
chr13	67637421	67637778	13.271059213900099
chr13	67683204	67683680	13.422701227564772
chr13	67779747	67780073	15.825637053858284
chr13	67813767	67814455	15.448797396449155
chr13	67825550	67825899	10.359508310826255
chr13	67872817	67873367	34.36532220146873
chr13	67883750	67884517	15.363935074563754
chr13	67894072	67894804	22.15554456762929
chr13	67923237	67923699	10.296469436579452
chr13	68087806	68088113	17.482723500130618
chr13	68481340	68481838	17.03919307869601
chr13	68572947	68573237	12.989515373624604
chr13	68582000	68582511	11.265332305034779
chr13	69601100	69601859	29.25123993744178
chr13	69611365	69611751	26.86407803747938
chr13	69807875	69808227	18.684589277614247
chr13	70168158	70168605	11.128862694605886
chr13	70202547	70202852	17.852685055967235
chr13	72888155	72888645	14.227948646156156
chr13	73328072	73328415	27.04385077918584
chr13	73345751	73347206	52.13437238116445
chr13	73383485	73384030	46.37261719659928
chr13	73396600	73397011	17.79078115105919
chr13	73412473	73412739	25.55565893560424
chr13	73425333	73425947	18.50608826615523
chr13	73457397	73458360	31.43198151553779
chr13	73458909	73459616	23.77194124300038
chr13	73475266	73475728	15.667535560987728
chr13	73574841	73575621	42.54441861617259
chr13	73630082	73630563	33.84784220261286
chr13	73732416	73732765	18.74737528060432
chr13	73901130	73901866	17.576518501276556
chr13	73924620	73924917	35.75837361371076
chr13	73933407	73933662	29.05527525509105
chr13	74301335	74302032	30.340977042101034
chr13	74316025	74317345	31.97240717122049
chr13	74371832	74372793	40.01757874225851
chr13	74399670	74399932	21.198043593923554
chr13	74462891	74463256	28.684427235224476
chr13	74463542	74463964	27.221714403956987
chr13	74522652	74522962	32.33511396223499
chr13	74533459	74533739	11.05306373664311
chr13	74591433	74591780	24.64147733748818
chr13	74628739	74629233	22.340687589606777
chr13	74928170	74928609	25.479851112278826
chr13	75501820	75502169	27.428700837843056
chr13	75808269	75809333	21.359552214020177
chr13	75822460	75822773	46.06774255185843
chr13	75835525	75835965	23.082198771563444
chr13	76056142	76056568	13.508089500973481
chr13	76230626	76231134	18.694639181527567
chr13	76231683	76232032	22.222964628378094
chr13	77838577	77839163	35.37269930139743
chr13	78220053	78220397	12.181655778441318
chr13	80885634	80886003	15.11190307689553
chr13	81657217	81657553	25.845108372824534
chr13	81783202	81783843	25.99490045943238
chr13	81959990	81960320	14.402118075977672
chr13	84221717	84222228	27.65811213028641
chr13	84376108	84376449	15.839674531539515
chr13	85126561	85127634	287.52665197527085
chr13	85134571	85134889	30.729906424036567
chr13	85155958	85156288	21.734107800685997
chr13	85481050	85481317	15.231223492140181
chr13	86966567	86967181	22.938467742565788
chr13	88084313	88084732	13.70574122681538
chr13	90089135	90089456	17.388221021753235
chr13	90089781	90090107	16.431065878253772
chr13	90233681	90234319	24.461723048111487
chr13	90927966	90928311	24.314316039154495
chr13	91359970	91361011	19.136223878686412
chr13	91533739	91534076	10.025596570544144
chr13	92072876	92073566	23.848925816494486
chr13	92354603	92355049	57.531993361331956
chr13	92443526	92444216	12.480295854374983
chr13	92519899	92520671	15.97196024810712
chr13	92530565	92530821	16.644118666648865
chr13	92572051	92572302	14.727279970845379
chr13	93197409	93197680	18.470620225716342
chr13	93238035	93238540	24.758776372021966
chr13	93251558	93252278	22.601866949929132
chr13	93487639	93488228	25.1509733151499
chr13	93503792	93504066	31.02357367355458
chr13	93506617	93507053	48.785208225250244
chr13	93528183	93528461	32.85281651997738
chr13	93580754	93581291	31.027321256072828
chr13	93601690	93601953	23.023927953306714
chr13	93645551	93645906	39.66183190144284
chr13	93646236	93646634	51.35233751613291
chr13	93657883	93658142	29.65278452427691
chr13	93771815	93772185	11.936893881978216
chr13	94038810	94039623	21.29974433270181
chr13	94237788	94238332	20.395171248737505
chr13	94255007	94255546	18.19736450634109
chr13	94255952	94256319	19.292938518264314
chr13	94361385	94361984	18.878709194457194
chr13	94559798	94560070	17.284905149656183
chr13	94829796	94830326	17.88440658461373
chr13	95208097	95208436	18.755962155209883
chr13	95873372	95873806	13.303351160568026
chr13	96149674	96149933	18.803286813861156
chr13	96436178	96436566	25.875986974263927
chr13	96997481	96997772	14.033701056057645
chr13	97008617	97008989	29.291787347485943
chr13	97020538	97022304	40.14486363358028
chr13	97033254	97034064	29.826307838345752
chr13	97034484	97034771	20.935021496815963
chr13	97137637	97138258	21.879353053327918
chr13	97201437	97201790	53.15083397279042
chr13	97227866	97228535	18.762711124391657
chr13	97234801	97235132	17.99743488692085
chr13	97249423	97249768	18.757557401795317
chr13	97298747	97299466	24.77139298673797
chr13	97363104	97363407	14.608106210286861
chr13	97555639	97556054	16.621890081842263
chr13	97807560	97807816	14.531302470713854
chr13	97911039	97911381	30.77258342609071
chr13	98263189	98263633	20.52435643823297
chr13	98296935	98297833	20.17937862474828
chr13	98622677	98625153	41.340893937572034
chr13	98647770	98648768	40.16413808681205
chr13	98862092	98862348	17.827644135802984
chr13	98932687	98932977	23.08387986544905
chr13	98941170	98941436	26.12115630529877
chr13	98962502	98963070	19.93533359950697
chr13	98974599	98975202	33.998618794910946
chr13	99001959	99002316	47.597710371685295
chr13	99016541	99017480	32.676195443247835
chr13	99125039	99125523	35.69012658458111
chr13	99333082	99334769	24.98658192270807
chr13	99353015	99353640	15.328121517181396
chr13	99881230	99881752	34.93543522202649
chr13	99971499	99972169	16.136106266192535
chr13	100001054	100001692	26.657238287611815
chr13	100013604	100014137	21.126334528538344
chr13	100502861	100503212	19.57668348187395
chr13	100551187	100551560	28.812841573924864
chr13	100575774	100576518	39.45099947785818
chr13	100639785	100640230	25.603792254844407
chr13	100786781	100787481	40.29854808534895
chr13	100810661	100811216	34.08263561661179
chr13	101112331	101112803	13.2652381426197
chr13	102863363	102864059	26.333389682331305
chr13	103327079	103327652	14.438426476290505
chr13	103746819	103747161	23.672889291194448
chr13	103808737	103809011	17.37678581780761
chr13	104030202	104030477	17.22825146415017
chr13	104036930	104037293	18.4064012243728
chr13	104178027	104178630	21.19140945421918
chr13	104207461	104207803	25.438459036643046
chr13	104607404	104607770	18.401244197386863
chr13	104683944	104684763	13.613404404986035
chr13	104849199	104849636	23.24555374337552
chr13	106925666	106926528	53.082578765267286
chr13	106946570	106947027	34.03568479425276
chr13	107040780	107041225	25.61577211872915
chr13	108018399	108019417	26.150820646866833
chr13	108039863	108040302	16.91124340613502
chr13	109679484	109679939	14.94257401083852
chr13	109806338	109806645	14.883408745259338
chr13	109831071	109832079	29.925069488230207
chr13	110967369	110967834	15.309497829150128
chr13	111326410	111326679	15.6216482814803
chr13	111490047	111490467	22.426177533467612
chr13	111903714	111904155	15.370977302257167
chr13	111905251	111905523	19.194983275497663
chr13	112749317	112749576	18.041281265641732
chr13	112770820	112771110	13.942289467515616
chr13	112904252	112904615	18.935385806501404
chr13	112957087	112957609	21.27313045706329
chr13	113269798	113271270	29.85296873618727
chr13	113553702	113554498	23.35755287342934
chr13	113560527	113561308	13.687048630586201
chr13	113618888	113620034	25.14019353643554
chr13	114076245	114076503	15.870041725247406
chr13	114199250	114199909	21.82699495816267
chr13	115090346	115090677	21.41705892453381
chr13	116668513	116669034	18.240444996077816
chr13	117058342	117058808	22.34836686629594
chr13	117068315	117068621	25.028523900150475
chr13	118020594	118021615	27.979847443792657
chr13	118051892	118052521	11.61464746123467
chr13	118059738	118060418	14.000506945217357
chr13	118494810	118495113	14.998924696012692
chr13	119378622	119379198	17.895224163929623
chr13	119402451	119402932	14.463117586599815
chr13	119488274	119489165	34.607740869960935
chr13	119597733	119598138	42.396400333922585
chr13	119609595	119610028	27.616718270211518
chr13	119615059	119615420	41.84257356215712
chr13	119647815	119648092	10.945542221895623
chr13	119687666	119688486	28.06008730981408
chr13	119796104	119796398	33.155006934185415
chr13	119801261	119801639	48.628016668652734
chr13	120313019	120313563	14.639412019182654
chr18	3005702	3005974	245.62865734100342
chr18	3006326	3006760	32.80609884569722
chr18	3388261	3388635	19.55367687041747
chr18	3401883	3402278	19.273052135902116
chr18	3402646	3402994	19.96616253633609
chr18	3462217	3462798	17.445603482284152
chr18	3476944	3477525	17.46030176691262
chr18	3600985	3601323	23.558510563077306
chr18	3638870	3639241	237.982432294406
chr18	4281373	4281640	26.75851558656728
chr18	4436482	4437021	17.362123892789427
chr18	5081845	5082725	46.643247696486384
chr18	5267646	5268241	13.84362679329239
chr18	5334499	5334758	23.00467858259282
chr18	6085045	6085366	17.740511956615983
chr18	6085638	6086388	21.53278632100423
chr18	6116373	6116666	21.518529224721238
chr18	6135901	6136755	37.09027093802459
chr18	6391607	6392554	28.341262981531614
chr18	6409674	6409930	21.51570199429989
chr18	6415415	6415739	14.922371319782586
chr18	6524598	6525524	23.08419776941221
chr18	6567810	6568298	19.69908002849485
chr18	6626772	6627569	33.00999298119635
chr18	6691206	6691485	15.902951220030426
chr18	6715728	6716007	28.265109222849638
chr18	6716440	6716865	22.15229662726907
chr18	7655417	7655678	17.25722128769447
chr18	7832313	7834082	51.67616287525796
chr18	8074951	8075234	15.994827027876891
chr18	8192605	8193281	26.50016963164482
chr18	8236200	8236552	13.944475480101325
chr18	8357969	8358392	17.631592897095015
chr18	9300192	9300457	13.78416361538869
chr18	9450019	9450620	16.426610667376274
chr18	9562415	9563345	63.59651091021876
chr18	9591414	9592423	35.94109198548512
chr18	9965099	9965510	21.34166792709462
chr18	10460796	10461059	14.343312484683192
chr18	10528036	10528472	25.611132223671728
chr18	10528780	10529096	26.05281171315833
chr18	10543318	10544087	22.816729991426705
chr18	10837804	10838441	18.924827644551755
chr18	10977354	10977636	24.132170920676373
chr18	11004607	11004864	26.500421731852374
chr18	11013898	11014995	24.45430647816132
chr18	11039560	11040968	46.2341255410151
chr18	11041262	11041576	32.55513954162598
chr18	11051937	11052209	22.748459437314203
chr18	11467344	11467873	25.49891677741067
chr18	11623680	11623942	19.88283207944331
chr18	11648036	11649478	26.30884312194528
chr18	11654354	11655348	59.33221428686944
chr18	11714749	11715071	15.95929313446424
chr18	11812423	11812762	17.70801208574863
chr18	11813276	11813529	17.638431997638445
chr18	11852343	11852852	13.508219989671689
chr18	11910431	11910999	21.501771611227117
chr18	12028676	12029203	27.60181522188422
chr18	12035549	12035835	18.143459640182815
chr18	12106763	12107175	21.370143138089226
chr18	12159501	12160128	43.56967030757922
chr18	12167423	12167696	30.3322136707795
chr18	12168115	12168479	31.524077850383716
chr18	12236581	12237035	25.62728373489716
chr18	12258416	12259044	32.51265999465991
chr18	12560322	12560650	10.453556428595286
chr18	12949211	12949580	55.42863409822872
chr18	12973493	12973811	15.378379141009829
chr18	14500859	14501129	13.845007733945494
chr18	14501477	14501786	14.793987882175877
chr18	14591821	14592414	16.414344777948337
chr18	14676193	14676933	20.2004631003818
chr18	14714539	14714796	16.42576578711721
chr18	14742786	14743068	23.330164158597906
chr18	14849350	14849986	22.492215948284798
chr18	14988705	14989470	15.346940950630538
chr18	15140215	15140735	25.14218478019421
chr18	16419261	16419534	17.68660306057214
chr18	18837097	18837822	35.61722721362936
chr18	18965312	18966246	21.887033004321683
chr18	19727384	19728813	26.704961650600126
chr18	20489193	20489967	35.58148854524282
chr18	20512146	20512408	17.8754123877023
chr18	20606300	20607328	36.929988140262054
chr18	20629880	20630235	28.593899888052068
chr18	20640172	20640528	11.884913823577795
chr18	20749636	20750157	23.779333893488555
chr18	20950511	20950856	20.7242259260537
chr18	21018980	21019391	13.949184000057025
chr18	21042560	21043457	42.55999377366558
chr18	21212532	21213270	20.795840289211533
chr18	21300203	21300468	24.01764757408286
chr18	21422142	21422439	23.31927502757371
chr18	21422797	21423082	12.843045840347022
chr18	21589461	21589773	38.1253025226104
chr18	21590892	21591652	27.232095404675132
chr18	24070595	24071110	14.12765726996857
chr18	24084972	24085981	17.031136253780367
chr18	24117603	24117952	30.38463818241327
chr18	24171772	24172770	19.478628760588194
chr18	24456434	24457409	21.91640450697679
chr18	24469736	24470749	34.90402347832065
chr18	24510605	24511615	29.258453227505825
chr18	24540401	24540797	19.879036992487283
chr18	24549204	24550520	30.115097721296966
chr18	24567150	24567501	19.579732177603958
chr18	24673868	24674890	20.379270553122293
chr18	24860698	24862306	37.47420251754979
chr18	25556380	25556757	16.041975628475928
chr18	30184515	30185281	30.227625139699594
chr18	30334963	30335832	28.55995841020819
chr18	31360982	31361984	14.455367380035614
chr18	31482329	31482961	14.344740440573874
chr18	31634018	31634907	18.14561664106071
chr18	31661805	31662108	13.122286988563664
chr18	31706155	31706421	28.59570571354457
chr18	31707211	31708006	38.73310873163571
chr18	31737608	31737872	34.7162532156164
chr18	31752890	31753193	31.613911336011224
chr18	32307025	32307289	17.865263053865142
chr18	32623911	32624254	17.10029458582575
chr18	32837318	32837635	17.89033615100271
