chr	start	end	Morula_Tead4_ds
chr7	16712457	16713207	25.275642857869467
chr7	16755070	16755982	26.12264283498128
chr7	16804571	16804830	16.42410677464312
chr7	16874427	16874935	30.528752195553515
chr7	16891568	16892222	21.330327195858736
chr7	16924287	16924806	22.569693322815645
chr7	16944396	16944881	16.48424482247264
chr7	16950170	16951366	24.622129286810704
chr7	17056268	17056582	17.352501793272175
chr7	17074090	17074378	14.146153135432137
chr7	17238024	17238274	28.828424667358398
chr7	18749580	18750273	24.85837112223087
chr7	18910205	18910968	20.906479593341974
chr7	18918351	18918747	16.82998961150044
chr7	18957806	18958105	12.681506325967336
chr7	18990762	18991035	28.398236830155927
chr7	19003036	19003302	26.863845832365797
chr7	19092827	19093460	21.999539180954486
chr7	19093970	19094262	26.586627545422072
chr7	19131268	19131570	22.285531081900693
chr7	19149480	19149731	35.786664225665696
chr7	19164550	19165081	21.060004620453284
chr7	19171926	19172489	18.79997788695205
chr7	19209212	19209574	25.604978461291907
chr7	19210784	19211204	34.520978219168526
chr7	19228264	19228689	56.27009870192584
chr7	19240650	19241070	23.463791552044096
chr7	19265015	19265276	23.209703752364234
chr7	19272309	19272822	20.706538152044047
chr7	19281922	19282492	31.001662353047152
chr7	19300599	19301007	35.741034531125834
chr7	19308250	19308905	19.501014137996062
chr7	19345039	19345380	45.74645694609611
chr7	19349470	19349808	23.92245616009955
chr7	19363720	19364062	28.277232928582798
chr7	19460846	19461554	24.724496208341783
chr7	19531036	19531350	16.45001928062196
chr7	19569041	19569654	37.41196748910876
chr7	19609518	19610156	32.2849345252058
chr7	19628701	19629368	35.093314681274784
chr7	19665215	19665589	27.42123442920134
chr7	19668850	19669539	25.384818975396012
chr7	19675378	19676009	27.77008231052695
chr7	19686645	19687021	58.69309383757571
chr7	19691643	19692605	38.82961995685918
chr7	19700672	19700978	27.04270409602745
chr7	19715897	19716357	38.51166212247765
chr7	19736181	19736579	23.642293508328386
chr7	19789997	19790487	20.940465105796346
chr7	19797011	19797257	17.726175734667272
chr7	19876630	19877571	17.041699383641404
chr7	19920840	19921269	12.479084864085094
chr7	19973013	19973306	19.47312698754841
chr7	24081931	24082294	19.134816976289777
chr7	24133885	24134399	22.929119753002656
chr7	24254298	24254639	32.1803609898363
chr7	24305831	24306103	14.09972208738327
chr7	24316238	24316558	19.20467281639576
chr7	24316826	24317101	21.32832878112793
chr7	24326910	24327761	28.724490661038356
chr7	24399070	24399385	16.81739524054149
chr7	24399659	24400190	27.207149017104097
chr7	24406527	24406789	17.224807710137988
chr7	24407401	24408067	14.690619032662195
chr7	24413052	24413474	18.42649997015135
chr7	24450455	24450705	24.53124008178711
chr7	24459660	24460206	30.627257331387028
chr7	24481405	24481942	22.44326443023966
chr7	24488157	24488477	22.52220435142517
chr7	24496893	24497140	22.07657080430251
chr7	24506013	24506861	23.95192643606438
chr7	24587100	24587398	19.838318789565324
chr7	24614276	24615037	31.721429227686116
chr7	24769676	24770212	31.93448850290099
chr7	24770776	24771383	31.843371955331115
chr7	24798035	24798327	15.433437360476141
chr7	24869572	24869929	16.968445502743332
chr7	24884080	24884349	30.612949286251705
chr7	24946213	24946805	39.34636311756598
chr7	24974977	24975350	24.849876690166564
chr7	24983490	24984007	12.67015443871976
chr7	25099343	25099607	12.027716773929019
chr7	25155496	25156147	25.305677463748307
chr7	25166556	25167005	17.57277508674061
chr7	25179729	25179989	17.38578243255615
chr7	25208544	25208922	24.840065832491273
chr7	25220862	25221201	25.8949195445463
chr7	25237908	25238446	33.924635777243004
chr7	25254718	25254974	22.75022166967392
chr7	25267254	25267918	48.08376793689038
chr7	25281583	25282366	26.807244386100525
chr7	25297642	25298362	25.64002711309327
chr7	25316342	25316627	30.8495423500998
chr7	25345313	25345777	17.396657505939746
chr7	25395759	25396840	25.37323559488443
chr7	25619432	25620192	18.271822294436003
chr7	25626112	25627400	21.49652189571665
chr7	25636244	25637003	22.884853400731746
chr7	25658567	25659013	24.120622328044053
chr7	25718842	25719280	21.140387863873347
chr7	25754937	25756295	24.80796879205156
chr7	25780564	25781423	23.851996317453796
chr7	25816916	25817303	49.71056371388201
chr7	25820019	25820278	36.7143967970918
chr7	25826085	25826445	18.856637438138325
chr7	25864700	25865243	26.827875364770765
chr7	25892092	25892394	14.526737279449867
chr7	25903840	25904208	28.178635421006575
chr7	25963171	25963448	22.32714615832167
chr7	25964023	25964425	15.445132146427287
chr7	26417507	26418241	17.57499953446661
chr7	26808027	26808517	13.622962696698247
chr7	27011855	27012782	24.614048375538122
chr7	27130946	27131224	15.86833013905038
chr7	27136377	27136647	22.353818045722115
chr7	27145447	27145755	33.928881465614616
chr7	27166479	27167341	26.99020851958379
chr7	27178611	27178916	32.751077264254214
chr7	27195819	27196169	22.093224732535226
chr7	27240516	27241092	22.32617326743073
chr7	27300061	27300472	24.000739178808356
chr7	27302081	27302588	27.3271498971672
chr7	27345498	27345896	21.328272850669208
chr7	27433560	27433934	22.312434341818253
chr7	27447316	27447681	28.51162745070784
chr7	27447984	27448249	33.68456189857339
chr7	27473372	27474625	30.380510110999715
chr7	27483864	27484927	32.003932049447144
chr7	27507802	27508106	53.59252280310581
chr7	27508386	27508732	34.5054811632013
chr7	27520366	27520786	20.77251511301313
chr7	27525508	27525808	18.331460622151692
chr7	27526263	27526881	17.29450918324171
chr7	27540905	27541248	27.0942308075574
chr7	27553295	27553574	16.00475591228854
chr7	27562123	27562640	16.926279542063376
chr7	27646778	27647719	35.92174738803908
chr7	27694811	27695658	19.43484358297751
chr7	27731437	27731819	25.493401312703238
chr7	27774505	27774823	14.161597536794794
chr7	27782731	27783106	27.511658075968423
chr7	27804533	27804969	17.99488985210384
chr7	27818665	27819372	23.503177741292173
chr7	27922686	27923090	20.587517884698244
chr7	28042891	28043637	16.983305465759603
chr7	28050220	28050762	15.889983156070498
chr7	28179502	28179861	14.603054984366329
chr7	28214019	28214789	22.822947230896393
chr7	28215152	28215495	24.20259526311135
chr7	28252022	28252376	17.554320917291157
chr7	28298834	28299116	25.71835877709355
chr7	28325380	28325715	35.54063142235599
chr7	28325969	28326599	26.335510305374388
chr7	28354361	28354633	44.53828111816855
chr7	28356880	28357346	34.283202650209354
chr7	28358368	28358694	42.6358006600222
chr7	28373053	28373683	37.96669058421301
chr7	28375964	28376438	40.38572763290083
chr7	28380641	28381045	28.75082726997904
chr7	28436707	28437553	25.487136439510554
chr7	28447434	28448930	29.29851077297792
chr7	28490718	28491060	24.022959497239853
chr7	28676793	28677209	38.62491175303092
chr7	28693264	28693640	33.51278955378431
chr7	28697458	28697736	33.70307520996752
chr7	28706856	28707363	20.048521465098364
chr7	28732461	28733402	22.985960722729708
chr7	28741609	28742205	24.905228241978076
chr7	28796344	28796633	18.9194276341105
chr7	28809381	28810053	27.18665350902648
chr7	28824875	28825212	31.696327815069996
chr7	28846635	28847175	32.387186977598404
chr7	28865888	28866419	17.599126608358265
chr7	28940030	28940277	19.26832503731917
chr7	28962575	28962945	61.44241013398042
chr7	28982152	28982503	31.609981091273816
chr7	29000869	29001585	20.635176073905477
chr7	29122841	29123141	21.348522656758625
chr7	29125595	29125878	20.65443109707782
chr7	29137670	29137992	33.901867445951666
chr7	29140450	29140789	21.587392967359154
chr7	29155796	29156519	20.765914793660862
chr7	29163001	29163307	18.91536797729193
chr7	29169673	29170739	34.39364657482555
chr7	29187336	29187663	16.876055070019643
chr7	29214595	29214940	26.158694004666977
chr7	29216630	29217090	47.61662006378174
chr7	29238386	29238699	38.065716770891186
chr7	29248517	29249034	34.60928965629415
chr7	29287212	29288161	39.68688211752567
chr7	29307563	29307879	16.637039555778987
chr7	29319771	29320110	18.10335381825765
chr7	29341908	29342195	17.290210521179624
chr7	29350005	29351308	29.922345579356666
chr7	29383041	29383333	21.44817941482753
chr7	29390043	29390449	22.296161602283345
chr7	29404029	29404749	38.86169115304947
chr7	29470029	29470292	16.652746432634363
chr7	29518409	29518885	19.26165777895631
chr7	29628089	29628633	15.155152348911061
chr7	29676963	29677281	23.814366412612628
chr7	29709218	29709637	23.189195412155552
chr7	29725705	29726052	24.19785978883419
chr7	29728029	29728291	28.157811703572747
chr7	29768202	29768500	27.637388453387572
chr7	29783545	29783902	19.192799474678786
chr7	29815740	29816284	20.354574753081096
chr7	29828853	29829629	25.79275060314493
chr7	29859983	29860254	16.28212549061793
chr7	29953871	29954310	31.336053083589245
chr7	29964136	29964764	35.0148028385867
chr7	29968883	29969450	40.93761803695975
chr7	29980720	29982456	50.29625760423972
chr7	29983500	29984032	48.39903935095421
chr7	30050916	30051348	16.369820631212658
chr7	30090266	30091198	25.646037058768865
chr7	30094827	30095257	27.54108309856681
chr7	30117518	30117941	20.767671312282552
chr7	30143714	30144124	17.792374992370604
chr7	30181617	30181908	22.68828753179701
chr7	30192939	30194103	20.274649592199687
chr7	30198573	30198854	39.0252750912595
chr7	30231923	30232260	36.98949993824039
chr7	30265754	30266827	19.50882753921466
chr7	30280136	30281124	27.729498855498157
chr7	30308414	30308973	17.177240356349774
chr7	30350816	30351260	24.72938397983173
chr7	30453663	30454212	16.084144862406024
chr7	30551902	30552893	23.50459355855686
chr7	30563337	30563663	25.600947856903076
chr7	30589087	30589863	23.814221258015976
chr7	30599852	30600444	28.51535933565449
chr7	30602449	30602703	39.11061441616749
chr7	30698347	30698971	17.20109259012418
chr7	30706401	30706963	28.06010906043002
chr7	30728841	30729474	16.769433197816966
chr7	30757524	30757847	13.90637249843255
chr7	30768398	30768830	15.760358730951944
chr7	30790081	30790452	25.679274335383084
chr7	30810574	30810982	25.353826153512095
chr7	30829258	30830264	28.880381040023288
chr7	30830584	30830892	45.100055329211344
chr7	30835635	30835943	20.636095827276055
chr7	30845288	30845724	28.89852418812043
chr7	30886852	30887325	21.619305736670785
chr7	30895487	30895733	20.846745820549444
chr7	30973522	30974250	26.754059728685316
chr7	31012000	31012274	17.87901280396176
chr7	31151293	31152054	17.819854133545803
chr7	34133383	34133848	32.07388931192378
chr7	34168959	34169213	16.01476019010769
chr7	34196269	34196896	19.451095521735233
chr7	34233760	34234597	21.020033685394797
chr7	34268234	34268909	24.45135888700132
chr7	34409176	34409725	20.42343798013767
chr7	34522243	34522963	12.955859369701809
chr7	34571131	34571399	29.58300398356879
chr7	34598342	34598674	21.462921016187554
chr7	34630417	34630699	13.434745200136875
chr7	34685306	34685785	16.904856968523315
chr7	34721303	34722265	40.918014795021804
chr7	34812321	34812601	19.39915258203234
chr7	34826488	34827070	15.510066659999467
chr7	34917878	34918428	19.784565138383346
chr7	34943910	34944282	19.192032026988205
chr7	35056701	35056960	24.948470170893724
chr7	35176737	35177097	22.19326142999861
chr7	35234219	35234761	21.639226427817256
chr7	35264032	35264664	19.004425495485716
chr7	35318213	35318795	13.386246092950355
chr7	35333264	35334295	26.71246700212865
chr7	35347667	35348373	24.442574868458863
chr7	35381340	35381596	20.928706984966993
chr7	35396447	35396837	18.25473640882052
chr7	35585701	35586112	21.93486418805273
chr7	35648789	35649224	20.8705136266248
chr7	36333925	36334662	19.767428793771295
chr7	37280552	37281224	16.134494772979192
chr7	38084710	38085357	23.71181480372339
chr7	38107740	38108009	38.553127841878556
chr7	38141980	38142307	14.496143265237137
chr7	38182796	38183176	23.643594332745202
chr7	38226715	38227229	28.687117587731507
chr7	38227510	38228312	27.9138096015055
chr7	38271534	38272187	14.966886763550786
chr7	39464902	39465174	14.90053303452099
chr7	39494638	39495096	13.99761092402529
chr7	39517683	39517980	34.110328394957264
chr7	39552461	39552774	43.89988515323724
chr7	41499487	41499880	25.611225358705788
chr7	41500154	41500478	13.432671579313867
chr7	41521348	41521846	18.226037743579912
chr7	41528902	41529687	18.868536325928513
chr7	41560983	41561258	20.53627594687722
chr7	41581899	41583089	25.815194219701432
chr7	41633171	41633777	21.13192907575727
chr7	42513165	42514327	24.25333543529609
chr7	42679921	42680777	22.53852637571709
chr7	42740590	42740939	14.312517638875967
chr7	42741324	42741580	18.07459231093526
chr7	42965502	42965853	16.32764254132567
chr7	43167390	43167969	25.1105150995271
chr7	43254595	43255029	30.223065585035332
chr7	43256271	43257101	39.658158179363575
chr7	43276518	43277445	19.341971351362226
chr7	43312746	43313183	24.598018303615824
chr7	43335304	43335572	17.565147040495233
chr7	43415539	43416346	25.3286515641242
chr7	43442905	43443928	55.41999952814096
chr7	43450901	43451214	41.437166701490504
chr7	43465631	43466514	35.24443073639918
chr7	43556771	43557696	36.36134219092292
chr7	43562197	43562960	26.365237928467998
chr7	43579390	43580005	14.536846742397401
chr7	43606971	43607507	16.200038770241523
chr7	43671732	43672189	17.01758828152713
chr7	43854904	43856420	32.555623806875424
chr7	43873624	43874070	14.084979631441056
chr7	44029282	44029832	16.36249010259455
chr7	44304557	44304854	19.13254780881734
chr7	44305120	44305999	21.551808603523263
chr7	44334062	44334975	22.39030644718684
chr7	44360240	44360506	25.953542522918013
chr7	44375056	44375794	29.090863998020243
chr7	44415811	44416184	29.479102034990653
chr7	44456566	44456888	18.908066986510473
chr7	44501338	44501811	27.813822919672187
chr7	44505975	44506384	21.576783110285156
chr7	44526124	44526715	24.026350574848415
chr7	44533975	44534283	20.85924234328332
chr7	44535829	44536119	28.512835101423594
chr7	44553610	44553909	26.392095291494925
chr7	44632954	44633589	23.66368713529091
chr7	44708467	44709105	25.433497384050423
chr7	44815914	44816226	35.24603426762116
chr7	44848622	44848982	37.7690703286065
chr7	44849274	44849658	20.252697589496773
chr7	44869960	44870295	24.367110295082206
chr7	44951771	44952091	23.569666492938996
chr7	44952727	44953149	19.98749713084144
chr7	44997327	44997605	36.567123584610094
chr7	45017270	45017713	31.647439521806774
chr7	45024721	45025078	35.8976284262179
chr7	45037138	45038502	54.32411907565209
chr7	45079582	45079981	29.0501551185933
chr7	45093808	45094103	21.50606329319841
chr7	45119441	45119698	29.326901565729877
chr7	45137131	45137376	22.295626398981835
chr7	45154351	45155334	32.61100765065284
chr7	45162093	45162374	23.484400694904803
chr7	45211945	45212308	21.52048852358311
chr7	45235108	45235507	13.957953335946065
chr7	45312247	45312638	26.20466761089042
chr7	45360916	45361302	25.314149345141
chr7	45395395	45395660	21.027909512789744
chr7	45413040	45413818	21.620582504566652
chr7	45420065	45420315	18.969425926208498
chr7	45434881	45435306	23.15789379456464
chr7	45451552	45451903	29.56751607693838
chr7	45460050	45460389	29.77199026124667
chr7	45461059	45461373	19.588487974397697
chr7	45481292	45481559	56.540194893597665
chr7	45558834	45559376	28.605869243945584
chr7	45568057	45568314	37.292218375298766
chr7	45683042	45683342	13.2172691822052
chr7	45705039	45705391	33.094228115948766
chr7	45714922	45715217	23.06524338803049
chr7	45739079	45739477	23.222535763553637
chr7	45799735	45800636	34.8090731147656
chr7	45801047	45801470	29.3841950076128
chr7	45813900	45814250	21.3742070879255
chr7	45820320	45820674	13.465184718202062
chr7	45857189	45857605	18.839693621947216
chr7	45896509	45896939	17.375475183753082
chr7	45923108	45923537	30.015820020840163
chr7	46044634	46045121	22.28751345532631
chr7	46086005	46086391	13.655563893095817
chr7	46280205	46281096	24.224833149166084
chr7	46322647	46322986	18.21565728482947
chr7	46606982	46607744	14.545234905453178
chr7	46639947	46640278	15.624326829823843
chr7	46770472	46771139	49.22132034673505
chr7	46795513	46796034	25.30003633059833
chr7	46833463	46833824	16.11553049219612
chr7	46957680	46958397	25.455307343348633
chr7	47008536	47008803	25.048430657118892
chr7	48749434	48750334	20.03502082771725
chr7	48880619	48881011	15.137813358890767
chr7	49600922	49601717	29.095939536064677
chr7	49605739	49606251	19.460367193445563
chr7	49752832	49753106	14.784058720526033
chr7	49877235	49877706	11.970187268186274
chr7	52006196	52006588	19.91221406265181
chr7	54287045	54287323	12.905387007075248
chr7	58412584	58413549	23.019130653420877
chr7	58447378	58447655	19.029055598840817
chr7	58800520	58800909	14.947399617467257
chr7	59228227	59228520	14.301709313441462
chr7	60039605	60039873	16.72871765094017
chr7	60108496	60108820	25.279230565200617
chr7	61339928	61340322	28.184301386024746
chr7	63737507	63737794	13.69804985431844
chr7	63859471	63859948	20.952549388573605
chr7	63873575	63873838	18.98460116585851
chr7	63923315	63923630	17.27056674351768
chr7	63932729	63933005	17.496596049571384
chr7	63939198	63939838	35.04723045527935
chr7	63956604	63957097	33.259239866090354
chr7	63977843	63978321	22.753603742711213
chr7	64151838	64152168	20.87204058387063
chr7	64322273	64322953	16.420508519340963
chr7	64392334	64392953	27.529501384217443
chr7	64809032	64809920	20.85112746449204
chr7	64828156	64828551	21.39391094400913
chr7	64897582	64898239	24.42438189261217
chr7	64905372	64906164	35.44629908149893
chr7	65382757	65383259	24.781055055291528
chr7	65403024	65403292	16.117168590204038
chr7	65419278	65419654	32.65227067216914
chr7	65430239	65430514	41.93381960782138
chr7	65468091	65468727	28.63408902156278
chr7	65469745	65470430	38.652292630968304
chr7	65481916	65482976	25.603585228830013
chr7	65649549	65650067	21.727352602601513
chr7	65816894	65817355	18.441095023248305
chr7	65863636	65864273	17.719846662958524
chr7	65873147	65873640	32.13752780628011
chr7	65895222	65895684	10.553207927452021
chr7	66160359	66160701	17.038666354285347
chr7	66160951	66161374	18.42042838878947
chr7	66568369	66568663	19.011286514956936
chr7	66760422	66760906	15.434709060290627
chr7	66761167	66761502	25.904262924194335
chr7	66790102	66790863	17.83514493523697
chr7	67759416	67759902	17.953717412281428
chr7	68275618	68275929	23.751976914727802
chr7	70275624	70276019	15.935667861262454
chr7	70304176	70305061	19.87398646079888
chr7	70361463	70361763	21.366137720743815
chr7	70380489	70381084	24.801348795209613
chr7	70442157	70442613	19.016642352990935
chr7	70754654	70755678	15.075948622077703
chr7	71456470	71457023	16.929573010794723
chr7	73372053	73372727	20.76170133624657
chr7	73399200	73400122	21.34946579219462
chr7	73400562	73400818	24.935205925256014
chr7	73480379	73480647	12.586009876051946
chr7	73558801	73559181	22.60014170596474
chr7	73616850	73618328	36.72074975631879
chr7	73644098	73645164	24.62031491366381
chr7	75310224	75310557	17.6198449607368
chr7	75415126	75415568	27.850738585804383
chr7	75455219	75455838	12.633913714589132
chr7	75705038	75705283	15.50683028162742
chr7	75744406	75744675	21.414914475054545
chr7	75776329	75776991	41.34648071819202
chr7	75790827	75791421	21.742177953623763
chr7	75798194	75799024	51.43966696865587
chr7	75799345	75799713	49.03317624589671
chr7	75807414	75808381	23.40781804275118
chr7	75827845	75828909	24.75802340991515
chr7	75847872	75848249	23.481160697633456
chr7	78818357	78818793	24.637470763757687
chr7	78895347	78895701	20.663719939646747
chr7	79140527	79141003	15.79408401401103
chr7	79148845	79149500	21.599630501434092
chr7	79164361	79165096	32.16308586094655
chr7	79202688	79203087	37.46946189517067
chr7	79222453	79223149	57.31276884161193
chr7	79272544	79272914	19.63584519979116
chr7	79439662	79440136	18.35917308260117
chr7	79473102	79474191	35.49557590046752
chr7	79490941	79491820	22.524981945176716
chr7	79504934	79505199	17.58044178440886
chr7	79598583	79599038	12.632795883011031
chr7	79653899	79655048	42.55843900451461
chr7	79729468	79730170	25.704006337711952
chr7	79780638	79781387	13.758665129403088
chr7	79803475	79803959	22.16567834152663
chr7	79867479	79867731	15.93624680761307
chr7	79935373	79935755	13.120376759174606
chr7	80023648	80024508	28.01076406767202
chr7	80030664	80031161	29.2428606175321
chr7	80158043	80159007	48.480465139590855
chr7	80173736	80174022	19.199223755122897
chr7	80232300	80232698	23.084388704156158
chr7	80256749	80257424	33.29262170155843
chr7	80269724	80270003	13.385935894477324
chr7	80283033	80283636	28.84563785287278
chr7	80324194	80324767	20.077325924112742
chr7	80343115	80343363	25.01900742899987
chr7	80452691	80452969	19.519705501391734
chr7	80534849	80535533	19.864546367648053
chr7	80582871	80583321	22.136846192677815
chr7	80779378	80780239	19.004618388296695
chr7	80802863	80803256	19.640915132964235
chr7	80860936	80861189	14.778258591301356
chr7	80930618	80931111	22.470960162474224
chr7	80978504	80979162	20.625360667162028
chr7	81057363	81058562	41.535062817755694
chr7	81152108	81152821	22.227252055351396
chr7	81174399	81175099	19.939181055341447
chr7	81211993	81212247	26.176444440376102
chr7	81212557	81213097	18.343604562900683
chr7	81484403	81485106	22.3885073058127
chr7	81537448	81538200	27.08553570889412
chr7	81570793	81571095	23.16434848861189
chr7	81598995	81599480	36.844819589988475
chr7	81599744	81600071	40.65581515950894
chr7	81609959	81610564	17.148806618461926
chr7	81789128	81789855	14.86297342701824
chr7	81846195	81846914	19.418163011733945
chr7	82109512	82109851	26.52186348726616
chr7	82119566	82120364	27.13150388316104
chr7	82224337	82224682	16.562577783888663
chr7	82260546	82260863	16.814691203625795
chr7	82719589	82719858	10.605276655530398
chr7	82778089	82778369	29.244142947878156
chr7	82794360	82795606	38.007159974754906
chr7	82866021	82866734	26.231362453851258
chr7	83884019	83884481	25.210074307082536
chr7	83902760	83903574	32.761923566204324
chr7	84167534	84168468	32.620322584340094
chr7	84177717	84178131	16.468579253136824
chr7	84248246	84248508	28.387857124095653
chr7	84606003	84606335	16.28112269596881
chr7	84689574	84689873	12.68857901391377
chr7	84749598	84750208	23.104644562768154
chr7	84779375	84779674	18.778241680617317
chr7	84832020	84832269	22.349383032465557
chr7	86815720	86816501	25.71832643428319
chr7	87438784	87439191	17.679311799182937
chr7	88277745	88278424	15.930794968696336
chr7	88546680	88547080	27.13504750728607
chr7	88750021	88750496	25.305909435874536
chr7	89403813	89404197	22.573984285195667
chr7	89883726	89884364	21.464180947844884
chr7	89938126	89939014	40.40671988113506
chr7	89949259	89949554	74.05606649366476
chr7	89975786	89976236	35.37761789533827
chr7	89980937	89981227	29.15454171279381
chr7	92560941	92561399	20.847495044683264
chr7	92614929	92615205	22.614912596301757
chr7	92636826	92637374	13.32146261295263
chr7	92653547	92653916	19.646091598159252
chr7	92670103	92670734	23.3260657012746
chr7	92726204	92726787	21.1059101719799
chr7	92874546	92875131	27.78653375674517
chr7	93254116	93254433	21.764694665132637
chr7	93254708	93254992	22.729959098386093
chr7	96915761	96916412	13.300899450313844
chr7	96984669	96984934	30.6241625120055
chr7	97043239	97043503	25.761643915465385
chr7	97084046	97084300	21.53476127113883
chr7	97332323	97332582	18.19593557335695
chr7	97371229	97372017	13.689608420212256
chr7	97438232	97438595	28.074493092938887
chr7	97449799	97450255	25.757443239814357
chr7	97480679	97481251	18.923792398892918
chr7	97590033	97590393	43.687446933322484
chr7	97598243	97598978	28.065922273908342
chr7	97627579	97627824	17.772641680191974
chr7	97656839	97657296	25.555305512259253
chr7	97772898	97773316	18.51429521067861
chr7	97780045	97780355	14.888617807818997
chr7	97906916	97907418	18.910677273434946
chr7	98157853	98158184	35.32802030615216
chr7	98181719	98182081	22.37440721764749
chr7	98234794	98235441	16.16797090129469
chr7	98309020	98309350	9.22805153239857
chr7	98323237	98323500	11.68749479286571
chr7	98347750	98348472	16.730642356370623
chr7	98423377	98424017	19.292252023518085
chr7	98489927	98490418	16.623076604000175
chr7	98625286	98625663	23.974787198580227
chr7	98702676	98702923	24.936218416159935
chr7	98962746	98963317	17.001433400890665
chr7	99032060	99032386	14.69304993986352
chr7	99151658	99152090	19.351050902295995
chr7	99269180	99269865	23.501638064419264
chr7	99381112	99381675	18.843176745182667
chr7	99402939	99403237	18.25579221456643
chr7	99485760	99486732	43.94005042535287
chr7	99504422	99504904	46.47211880901543
chr7	99551935	99552301	23.091917629450396
chr7	99598963	99599820	22.048316961130435
chr7	99744119	99744507	13.865868665508389
chr7	99828038	99828300	16.57103832259433
chr7	100116971	100117219	23.663158293693296
chr7	100159313	100159604	11.780183302168174
chr7	100227360	100227651	23.367776785519524
chr7	100561791	100562046	23.65215928320791
chr7	100582881	100583298	15.609676908817795
chr7	100606996	100607322	19.17880099536451
chr7	100607598	100607931	17.991370040733177
chr7	100644959	100645223	13.177210480877847
chr7	100672268	100672547	12.6847870221702
chr7	100677747	100678127	23.337506101005957
chr7	100704231	100704670	31.991201074900008
chr7	100706201	100706500	39.05590716333293
chr7	100725791	100726334	35.610187147642804
chr7	100931938	100932911	21.75619544228204
chr7	100943213	100943869	15.95582432245336
chr7	101107758	101109090	14.56201870591791
chr7	101294814	101296052	26.15181555462962
chr7	101306759	101307229	36.171426874526006
chr7	101310297	101310721	38.00835269352175
chr7	101316315	101316752	20.51367814044385
chr7	101323821	101324369	24.836882271035744
chr7	101335687	101336003	26.993336599084394
chr7	101380236	101380636	28.1237056016922
chr7	101450627	101450933	14.858624174703959
chr7	101541438	101541715	13.79175206814432
chr7	101562603	101562880	14.280380856689563
chr7	101631125	101631381	16.27375667542219
chr7	101663308	101664046	21.676309069966884
chr7	101715369	101716050	22.187919615298817
chr7	101821834	101822160	14.436836599572304
chr7	101896359	101896663	45.6169498280475
chr7	101905975	101906345	23.933971430804277
chr7	101924314	101924751	25.57072581197359
chr7	101933487	101933814	26.59620954064419
chr7	101969915	101970389	20.344558599125985
chr7	102209906	102210199	30.433093347647084
chr7	102224099	102224436	18.63752628009468
chr7	102267032	102267683	31.534647459624917
chr7	102351121	102351389	24.327660297279927
chr7	102479654	102480055	28.98437750666516
chr7	105399690	105399967	21.178160157875034
chr7	105545150	105546188	25.59106228301061
chr7	105590096	105590692	21.960181889117965
chr7	105603213	105603886	14.028765181021386
chr7	105650987	105651327	19.72015565142912
chr7	105736728	105736990	11.00968741278612
chr7	105811431	105811793	30.21422538968081
chr7	105815969	105816439	50.89151980623286
chr7	106240137	106240519	39.322409040640785
chr7	107576962	107577221	33.45651465309172
chr7	107582980	107583248	16.52355719680217
chr7	107594329	107594942	41.17231147168705
chr7	107600369	107601023	52.644319528468884
chr7	107605014	107605425	31.111704608239688
chr7	107616347	107616694	24.621434582756986
chr7	107616947	107617224	25.709263336787586
chr7	107757837	107758545	29.38415147221021
chr7	107779414	107779783	19.393915925891744
chr7	108672431	108672816	18.857098388671876
chr7	109135596	109136005	20.96924612749468
chr7	109175348	109175752	14.714349338323762
chr7	109381093	109381364	22.74344383394586
chr7	109568611	109568955	13.795139668985854
chr7	109618668	109619102	20.09754693782824
chr7	109703401	109704123	19.23056201459298
chr7	109708965	109709659	23.86420829632784
chr7	109781234	109781479	11.514674879580127
chr7	109795378	109795652	26.577314606548224
chr7	109852052	109852498	11.375152841277187
chr7	109986566	109986854	32.41902985175451
chr7	110005111	110005467	53.068051852537
chr7	110005879	110006290	46.48359795266404
chr7	110068814	110069663	38.92756034460169
chr7	110121650	110122266	20.109134655494195
chr7	110164525	110165214	23.31302438038354
chr7	110189688	110189986	14.941721816991
chr7	110221286	110221931	25.12961188028025
chr7	110537592	110537847	14.218672146516688
chr7	110614549	110614865	20.026656476757193
chr7	110645687	110646036	21.920205381333314
chr7	110650808	110651205	23.16381979348978
chr7	110880541	110880877	13.975680510203043
chr7	111028716	111028984	28.60847417276297
chr7	111083126	111083584	25.60801518952482
chr7	111106105	111107352	28.63917187642554
chr7	111122324	111123099	31.61093006749307
chr7	111254659	111255101	25.212073882780462
chr7	112023634	112023950	9.235352098187313
chr7	112656063	112656510	27.605464713418776
chr7	112659962	112660668	24.508476508575527
chr7	112678705	112679323	48.345244713199946
chr7	112690591	112691233	36.112361916871826
chr7	112729979	112730701	21.07585907774949
chr7	112753442	112754292	19.562794905269847
chr7	112780628	112781648	29.924916474024453
chr7	112881041	112881444	35.717438709647126
chr7	112888491	112889027	18.703411899395842
chr7	113267883	113268297	14.415117335204341
chr7	114066389	114066866	21.64415723572737
chr7	114116806	114117081	30.329522483132102
chr7	114562699	114563019	18.794959834218027
chr7	115783887	115785195	28.796658341673172
chr7	116092940	116093555	13.6169959045038
chr7	116286796	116287455	23.969981044485646
chr7	116374098	116374927	23.96135071132094
chr7	116443555	116443815	30.15568861594567
chr7	116444395	116444925	29.496942322209197
chr7	116494337	116494762	15.017296411850873
chr7	116574622	116575061	25.114608521342006
chr7	116773521	116774148	16.383510623061866
chr7	117966059	117966324	24.31976526368339
