chr	start	end	EXE_E65_Tead4_ds
chr11	88161868	88162176	23.752006518376337
chr11	88194109	88194827	36.00518127271392
chr11	88967990	88969134	75.23691564506584
chr11	90538481	90539245	79.26184208418063
chr11	93995381	93995755	26.001135356923477
chr11	94133339	94133655	19.611527476129652
chr11	94210764	94211143	19.197227055290444
chr11	94500022	94500523	19.29696432559076
chr11	94548902	94549419	18.74644107375892
chr11	94937141	94937432	13.350333194142765
chr11	95076463	95076813	20.125410368783132
chr11	95309863	95310449	28.242491373836792
chr11	95384257	95384901	26.70732756431058
chr11	95533887	95534173	10.461992213776062
chr11	95858848	95859149	25.86239249524088
chr11	95859511	95860035	21.385139392532466
chr11	95982416	95982940	41.74514821103511
chr11	96005713	96006176	22.736543332011344
chr11	96017949	96018348	35.7231547802612
chr11	96075786	96076093	34.26603360750776
chr11	96140810	96141395	15.109333209502392
chr11	96642710	96642983	18.446338912069578
chr11	96824138	96824584	16.569749504995986
chr11	96829611	96830010	28.61325101924122
chr11	96916043	96916780	23.219042860830818
chr11	96977451	96978276	23.808360431555545
chr11	97065686	97066366	23.327824010568506
chr11	97188209	97188606	28.432351917103496
chr11	97434845	97435164	16.10537493415761
chr11	97450110	97450473	16.754364000535865
chr11	97489831	97490102	16.755182252158978
chr11	97645178	97645603	13.399305143917308
chr11	97662013	97662483	40.85822558707379
chr11	97883196	97884459	21.274258447467385
chr11	97987891	97988872	23.84669853350438
chr11	98057668	98058045	22.176543587398783
chr11	98192757	98193565	18.10537074934138
chr11	98358317	98358694	23.114360905452497
chr11	98400229	98400511	18.07340860028639
chr11	98447031	98447446	18.682199880301233
chr11	98551013	98551391	16.39482425508045
chr11	98681772	98682268	16.729062107301527
chr11	98809830	98810166	26.790409786360605
chr11	98902806	98903077	49.46032263695974
chr11	98954550	98955546	24.655713951731304
chr11	99076592	99077161	19.293751322741247
chr11	99902313	99902951	17.506426228251204
chr11	100231043	100231359	22.503278687030456
chr11	100397566	100398030	21.959475354901677
chr11	101171654	101172046	18.284923986512787
chr11	101302066	101302583	17.258982464699958
chr11	101315975	101316242	19.564206623406
chr11	101334462	101334760	19.48645279711525
chr11	101551958	101552558	34.72110912322998
chr11	101627844	101628163	25.067414618584802
chr11	101784907	101785319	21.413040536121258
chr11	101928138	101928524	24.86122813743631
chr11	101968519	101968905	32.84389264595941
chr11	102230322	102230677	15.261224126144194
chr11	102430487	102430906	26.496283028176975
chr11	102455820	102456110	17.20219113908965
chr11	102697641	102697982	14.721754219525021
chr11	102924903	102925512	22.052504884002637
chr11	103028458	103028808	32.30735723223005
chr11	103115606	103115959	27.74708463112288
chr11	103158772	103159107	19.36984346019688
chr11	103267544	103268022	26.0593646041519
chr11	103697748	103698100	14.62529839981686
chr11	103966446	103966951	23.419595939334076
chr11	104278467	104278747	15.782005725588117
chr11	104288912	104289860	33.34544221660759
chr11	104295512	104295811	26.091532994273514
chr11	104442585	104442902	23.865328665411436
chr11	105508140	105508441	23.603794655530557
chr11	106084029	106084458	29.52003916049059
chr11	106216089	106216915	25.849867649863477
chr11	106788749	106789227	22.854902117820963
chr11	107149847	107150209	32.694172111005415
chr11	107546365	107546995	24.87115623080541
chr11	108920123	108920798	21.55312117823848
chr11	109011645	109012181	276.2727684280766
chr11	109425729	109426250	29.232804664494665
chr11	109560929	109561276	12.988704675899802
chr11	109610978	109611929	34.31806931360287
chr11	113710156	113710428	15.420756648568545
chr11	114994556	114994838	22.202964711696545
chr11	115172977	115173365	28.210367045451687
chr11	115451850	115452122	14.869187341016882
chr11	115463580	115463903	22.74966624941988
chr11	115473703	115474034	18.006465059032614
chr11	115491425	115491750	13.477361312279335
chr11	115564241	115564713	21.633974996663756
chr11	115738520	115738963	20.89743485892061
chr11	115813781	115814491	35.23909886319873
chr11	115841804	115842512	34.65552530315636
chr11	116087232	116087570	25.952120521364833
chr11	116198573	116199031	20.99643994002363
chr11	116416504	116416839	33.95752689873994
chr11	116490309	116490623	22.345904945567916
chr11	116671309	116671589	19.73122776235853
chr11	116701398	116701720	21.256394783162182
chr11	116853315	116853628	20.30226915255903
chr11	116885521	116885935	13.709699155051927
chr11	117083760	117084032	31.5048989758772
chr11	117114729	117115001	36.49985436130972
chr11	117281320	117281888	19.754387481111877
chr11	117308167	117308576	18.58173983604226
chr11	117425741	117426169	16.10717166472818
chr11	117505424	117506366	16.654734687440715
chr11	117598180	117598713	30.277281669917294
chr11	117654359	117654817	23.997228941022048
chr11	117831876	117832517	23.98279205834066
chr11	117963174	117963924	28.74488768641154
chr11	118975693	118976096	19.254103234624743
chr11	119040773	119041456	20.331416888257944
chr11	119382213	119382549	20.40193317617689
chr11	119913281	119914013	20.876634681159683
chr11	119942484	119942872	34.3050896556107
chr11	120098641	120099157	20.389004091883816
chr11	120317176	120317556	20.88331642652813
chr11	120350489	120350884	40.90296932172172
chr11	120507535	120507832	26.83595295145054
chr11	120572902	120573344	29.916961691498216
chr11	120617556	120618220	17.119537525866406
chr11	120672977	120673336	21.464884734087335
chr11	120697748	120698270	21.47711429285364
chr11	120727114	120727411	18.92329266737607
chr11	120762902	120763174	14.776592096861672
chr11	120824205	120824760	19.583869040549338
chr11	120939007	120939872	23.091873867938972
chr11	121053508	121054175	22.51315230265193
chr11	121204152	121204888	21.713955684848454
chr11	121236766	121237085	28.767328758598495
chr11	121672803	121673713	20.0765146957649
chr4	3090745	3091526	18.103954541087912
chr4	4550168	4550775	20.965418096036455
chr4	8097801	8098114	14.419740186331753
chr4	8153838	8154763	24.21402965958054
chr4	9621490	9621894	24.857218775418726
chr4	9959128	9960045	66.68237801752538
chr4	11007816	11008082	27.67584987152788
chr4	11579215	11579519	20.081970641487523
chr4	11665732	11666012	15.999310680798121
chr4	14863911	14864542	15.933219796315237
chr4	21847623	21848424	16.255691118157014
chr4	26346464	26346853	21.818767537801
chr4	33270399	33270669	22.680746654227928
chr4	35157095	35157483	21.08274273528266
chr4	40142981	40143467	34.34513264722785
chr4	40269594	40269917	23.344059504222574
chr4	40854007	40854885	25.388345481594495
chr4	41755219	41755702	24.675292814740484
chr4	43045925	43046203	28.296442916925006
chr4	43420177	43420455	17.77113771781647
chr4	43493369	43493715	16.61940274486652
chr4	43558520	43558902	36.04134953583722
chr4	43656736	43657038	19.044218297036277
chr4	43669207	43669519	24.6849384919191
chr4	43757099	43757703	14.515924414262077
chr4	43875548	43875821	15.072194759662334
chr4	44167525	44167908	18.002389927757005
chr4	44755759	44756522	19.133308211910304
chr4	45011738	45012596	30.313635989502593
chr4	45198183	45198493	28.289419155736123
chr4	45409012	45409496	20.499306779262447
chr4	45489921	45490188	20.14182319355368
chr4	45514250	45514592	19.522514624902378
chr4	45530578	45531276	24.008356941463614
chr4	45591594	45591886	16.240033760462723
chr4	46649681	46650598	23.458531247620495
chr4	47050216	47050677	22.00906261394443
chr4	47474338	47474668	23.278077761332195
chr4	48124582	48125140	16.410127366315507
chr4	53011731	53012251	22.376841205817
chr4	53952254	53952712	20.387121449391394
chr4	54355636	54356182	31.939033871605282
chr4	54932710	54933292	27.666876009649428
chr4	54979462	54980251	23.482540004909115
chr4	55134557	55134861	28.37839052551671
chr4	55135928	55136397	37.55411028912835
chr4	55141137	55141895	45.55432144255626
chr4	56858820	56859342	27.988997607395568
chr4	56865128	56865722	26.31490954806909
chr4	57275510	57275776	32.613884108407156
chr4	57290228	57290525	27.761445877126572
chr4	57956117	57956424	18.33765889767327
chr4	58413375	58413982	13.94813500676163
chr4	59859864	59860446	23.493768977135726
chr4	62208447	62208805	18.292468198850834
chr4	62408450	62409016	18.845507461696126
chr4	62518667	62519245	23.208024907689605
chr4	63029930	63030244	14.373818528120685
chr4	63410280	63410697	18.210163603583684
chr4	64023973	64024413	15.45566424889998
chr4	66894725	66895005	22.350326572145736
chr4	72201055	72201417	14.722676677598479
chr4	77310054	77310543	32.16488606115548
chr4	78773674	78774198	8.206883705299319
chr4	80002329	80002853	46.524325134189986
chr4	80004712	80005305	113.25171742431229
chr4	82933873	82934205	13.183712045830417
chr4	83525630	83526158	18.795020984880853
chr4	86611745	86612015	17.563310976381654
chr4	86670065	86670350	21.95821373922783
chr4	86911886	86912223	26.966185900860793
chr4	95051874	95052189	16.84943212176126
chr4	98727767	98728225	24.70734680375678
chr4	98847345	98847618	27.584935432825333
chr4	99198369	99198821	25.065495754765198
chr4	101647248	101647897	34.38382039562396
chr4	103114354	103114900	29.9752820455111
chr4	104935593	104936044	22.113247213765415
chr4	105195756	105196273	16.743552945799248
chr4	106628717	106629268	22.4373862825591
chr4	106678501	106678917	16.788676463640652
chr4	106838916	106839328	25.18432602604616
chr4	106848090	106848411	38.27544644911341
chr4	106859228	106860147	69.58650520291499
chr4	106908301	106908803	27.563822467013658
chr4	107178505	107178894	18.935671737690512
chr4	107253277	107253821	26.24766106114668
chr4	107801718	107802016	16.240464245712996
chr4	107803448	107803817	17.09606256717589
chr4	107889813	107890211	21.84204121211066
chr4	108300820	108301163	18.324685608332775
chr4	108328126	108328398	40.40711656037499
chr4	108459551	108459851	14.88023460706075
chr4	108619270	108619648	21.127024256993852
chr4	108620103	108620415	16.621391614278156
chr4	108833893	108834596	19.450034388437718
chr4	109000212	109000512	26.064007523854574
chr4	109117738	109118021	16.68977339444649
chr4	109201928	109202471	22.07241155648978
chr4	115000128	115000440	20.522018435673836
chr4	116170407	116170878	22.64661746419919
chr4	116220911	116221603	22.15615426047
chr4	116507576	116507864	20.104780190520817
chr4	116557150	116557581	31.22087763191099
chr4	116597779	116598047	17.26766336142127
chr4	116627609	116627962	24.477824329992192
chr4	116720914	116721276	21.872433119715907
chr4	117125802	117126575	19.035080716033185
chr4	117190176	117190451	17.35078776619651
chr4	117251939	117252291	21.402951793237165
chr4	117305256	117305929	23.101227115557418
chr4	117312960	117313246	25.388301639290123
chr4	117550291	117550641	15.512213911328997
chr4	118179711	118180108	54.166546357969196
chr4	118260291	118260895	18.504037347060954
chr4	118271977	118272291	16.42865125388856
chr4	118331725	118332024	20.551113849499554
chr4	118427876	118428193	21.45927332327569
chr4	118517503	118518350	18.210612342095853
chr4	118543101	118544049	19.746534671461532
chr4	118998539	118999230	36.36139719255064
chr4	119093852	119095099	27.43567565621236
chr4	119173951	119174229	14.004827475376267
chr4	119539219	119539638	19.08975176481188
chr4	119631189	119631466	17.929996321778006
chr4	120148726	120149233	14.623747377000617
chr4	120287716	120288212	17.11825177169615
chr4	120404341	120404656	23.813682404775466
chr4	120570051	120570589	16.17188459169466
chr4	120815412	120816098	23.24154860076682
chr4	120924786	120925109	19.832887283419677
chr4	121002622	121002939	21.932552280486195
chr4	122886143	122886778	22.48287505502776
chr4	122995469	122995765	19.49053322624516
chr4	123093442	123094248	20.79786392476955
chr4	123300658	123301727	26.107649922705455
chr4	123343109	123343650	19.250949494719727
chr4	123411598	123412208	19.44168014526367
chr4	123588689	123589003	20.22092052326081
chr4	124576127	124576661	22.318672276614755
chr4	124802104	124802477	29.898929360724647
chr4	125609836	125610128	28.107477240366478
chr4	126058067	126058814	24.448907324907132
chr4	126103438	126103726	15.97016367647383
chr4	126147876	126148215	17.928143565985305
chr4	126202410	126202680	24.343825516877352
chr4	126227196	126227537	24.46237029917429
chr4	126556988	126557396	18.732711018300524
chr4	127005019	127005394	20.280483690897622
chr4	127077029	127077414	23.28807948471664
chr4	127345232	127345537	25.464745268274527
chr4	127360300	127360604	30.901151199089853
chr4	127365074	127366021	33.26322072360433
chr4	127903938	127904219	17.94355835694011
chr4	128811117	128811724	14.897031452549742
chr4	129189417	129190081	20.071020288639758
chr4	129267128	129267717	25.017140480779833
chr4	129324741	129325137	17.800856510798138
chr4	129335506	129336026	24.315718691165632
chr4	129461072	129461446	22.856548569419168
chr4	129503022	129503473	28.121929680428853
chr4	129542864	129543137	22.285463623074822
chr4	129696251	129696526	23.08859366677024
chr4	129793697	129794014	23.44833773543782
chr4	129811230	129811570	27.24664525424733
chr4	129959713	129960650	30.022937342095148
chr4	130102336	130102896	30.863299097333634
chr4	130138565	130139030	19.08748685159991
chr4	130174941	130175658	49.17471851896874
chr4	130302627	130302990	40.557875215514635
chr4	130519939	130520762	27.777213199749898
chr4	130637758	130638179	35.20208971743912
chr4	132397847	132398199	18.684735452586953
chr4	132411631	132411958	15.374481979860079
chr4	132959256	132959557	16.88376580045073
chr4	133032707	133033096	16.017521740538296
chr4	133040542	133041025	26.32176881596662
chr4	133055419	133056636	26.711128192547413
chr4	133104043	133104388	26.59328854602316
chr4	133122134	133122643	33.553753311367075
chr4	133241455	133241835	26.26977596784893
chr4	133353064	133353500	29.544211383259626
chr4	133369767	133370070	20.065135209867268
chr4	133484482	133484784	17.477475254740938
chr4	133574251	133574636	20.325977075254762
chr4	133605103	133605728	32.0850696105957
chr4	133660436	133661093	22.07495109349081
chr4	133910801	133911108	26.805904320086253
chr4	133940345	133940700	20.051778444102112
chr4	134016924	134017623	42.48921566800839
chr4	134081736	134082186	30.275700319078233
chr4	134238149	134238616	22.173359613602372
chr4	134511032	134511306	23.91184782459788
chr4	134734432	134734803	29.593516141577872
chr4	134856415	134856997	27.261264066925573
chr4	135066979	135067252	16.23277451441838
chr4	135272944	135273397	26.58966885918287
chr4	135287095	135287524	26.974255132786322
chr4	135301033	135301313	40.24182006972177
chr4	135305949	135306237	24.115530090199577
chr4	135453565	135453917	14.020271718502045
chr4	135531882	135532749	31.581740431032102
chr4	135579913	135580281	21.016911260459732
chr4	135581621	135581912	27.19818718244939
chr4	135920198	135920665	23.77514049481018
chr4	135946154	135946476	16.685159994208295
chr4	136143863	136144242	18.413838394084518
chr4	136285601	136285913	21.981378194613335
chr4	136310533	136310825	24.787609361622433
chr4	136438954	136439510	23.77912967839687
chr4	136469083	136470020	24.44585124151175
chr4	136925046	136925355	9.802108773907412
chr4	137276934	137277279	13.422852955693784
chr4	137388100	137388806	20.99309725126531
chr4	137593768	137594052	21.607019222957987
chr4	137835804	137836103	14.772118102746663
chr4	138856789	138857091	15.229818239906766
chr4	141060650	141061264	28.10280333279787
chr4	141078391	141078917	23.737180896584977
chr4	141546272	141546596	19.635659835956716
chr4	141559056	141559481	29.08201062819537
chr4	141565617	141566074	31.871193704250345
chr4	141569880	141570249	39.70221911277874
chr4	141793560	141794002	22.447213677799
chr4	142153562	142153919	15.399073499257492
chr4	142166321	142166638	27.128559287038136
chr4	143238394	143238904	30.459875783733292
chr4	143302259	143302725	29.026811632475628
chr4	143412427	143412818	18.565134616764
chr4	145411277	145411589	11.775865868116037
chr4	145439756	145440310	23.902859792812638
chr4	145557532	145558056	22.520359461544125
chr4	145564626	145564965	18.70802421907408
chr4	145577633	145578052	18.8894423414244
chr4	146055276	146056837	27.566497738585877
chr4	146457386	146457871	17.837473881121763
chr4	146492450	146492795	18.80839260764744
chr4	146516473	146516820	15.4165249365551
chr4	146925035	146925784	13.38942479577975
chr4	147336735	147337205	20.87107851150188
chr4	147403251	147403739	23.495884221108234
chr4	147436863	147437453	18.04334661354453
chr4	147509371	147509687	20.222394897967956
chr4	147804702	147804997	20.097165434239276
chr4	147818472	147819817	46.95912146869645
chr4	147904599	147904926	19.352858464652247
chr4	148038625	148039092	22.18235390395628
chr4	148140124	148140747	25.37793878644083
chr4	148160233	148160513	21.278701608521597
chr4	148626776	148627333	26.81791565961855
chr4	148738839	148739232	26.489980127368568
chr4	148830230	148830687	20.33071601625605
chr4	149058491	149058800	28.33681182490969
chr4	149137324	149137606	20.77808512018082
chr4	149307525	149308312	15.56904826836786
chr4	149426396	149426751	23.326265517758653
chr4	149477698	149478287	15.281049377039858
chr4	149602055	149602377	15.515482624125037
chr4	149698200	149698549	18.26817382987386
chr4	150087153	150087588	18.807259298741133
chr4	150371852	150372226	23.93934827182382
chr4	150677609	150678027	13.814450023276954
chr4	150748270	150748881	30.26178682923512
chr4	150782206	150782847	34.503599202577114
chr4	150799137	150800055	27.152934390215574
chr4	150825097	150825522	20.41246539620792
chr4	150964962	150965726	15.371764915775879
chr4	151036933	151037213	13.676223005567278
chr4	151604580	151605071	23.213444307719616
chr4	151861919	151862551	42.790424045128155
chr4	151996324	151996718	27.157671255508657
chr4	152007062	152007481	30.04431037174489
chr4	152098083	152098598	28.03940140437154
chr4	152107198	152108049	14.33160226129337
chr4	152435084	152435416	18.666384527482183
chr4	152477690	152478029	16.034130096435547
chr4	153711886	153712184	10.670890264063074
chr4	154246380	154247192	14.559980286165999
chr4	154904804	154905075	14.203969874505187
chr4	155173702	155174116	20.625387790698362
chr4	155207901	155208176	23.821082111705433
chr4	155223241	155223667	21.386594125362627
chr4	155563580	155563872	20.939592786031227
chr4	155601399	155601764	23.28792118960864
chr4	155654571	155655009	18.053280492895816
chr4	155831198	155831563	28.44447762476255
chr4	156108743	156109084	26.9267620411087
chr4	156109365	156109685	20.884351179003716
chr4	156192870	156193264	26.087240197331774
chrX	7340625	7341188	19.48632775064472
chrX	7429212	7429782	18.76111205586216
chrX	7841312	7841644	37.26957632547401
chrX	7898926	7899560	28.230668716250158
chrX	8132198	8133034	17.194025186830732
chrX	12347201	12347541	20.510578273324406
chrX	13281164	13281595	19.315285297668172
chrX	36646306	36647175	15.245652144468284
chrX	37211231	37211653	14.15090864190558
chrX	37700871	37701298	37.19881236860289
chrX	37754079	37754428	15.213952832372277
chrX	37806906	37807357	25.779402328964878
chrX	38589614	38589890	36.674108705658846
chrX	44977441	44977786	19.86666405166405
chrX	58013867	58014191	28.469130751527388
chrX	64200228	64200558	22.222595185944527
chrX	71795162	71795443	20.38905437645963
chrX	73576458	73576742	14.835674766083839
chrX	73786563	73786958	22.45413162617744
chrX	73967045	73967613	17.52683772839291
chrX	74270342	74270629	16.19396257898949
chrX	74393246	74393560	14.707947755315502
chrX	75130617	75131004	14.069799458949756
chrX	76598582	76599186	27.12639394738027
chrX	77796401	77797099	16.98005550160449
chrX	79671714	79672082	16.369926509649858
chrX	85776966	85777410	13.074013624105367
chrX	98937690	98938017	19.080146188765127
chrX	99057778	99058255	29.976231944885892
chrX	101260867	101261273	15.109095918721167
chrX	102304834	102305931	18.076306464787276
chrX	103541181	103541680	23.640225192587934
chrX	104114840	104115422	35.75349462646799
chrX	109083861	109084127	19.270965339545917
chrX	112370822	112371178	31.158710897638557
chrX	136290998	136291320	16.128006120646223
chrX	136789310	136790077	14.311736774568919
chrX	139442113	139442545	29.89062946814078
chrX	139610153	139610452	13.85981543805687
chrX	139874923	139875476	26.2814852454132
chrX	151017003	151017269	16.080165049187222
chrX	152016538	152016808	13.382294598332157
chrX	152232696	152233212	17.540484132692796
chrX	155262519	155262812	11.626424071731828
chrX	159510456	159510733	16.051390117686577
chrX	162740964	162741555	19.25722219496209
chrX	163958426	163958978	13.21681336907373
chrX	164076213	164076802	17.80323141904355
chrX	166510232	166510526	19.715882661391277
chrX	167207193	167207577	23.102817588796217
chrX	168604844	168605115	16.03899731583261
chr15	3677248	3677575	21.637207766191676
chr15	3962501	3963254	22.129367695386666
chr15	3995920	3996434	36.84830782107342
chr15	6030288	6030621	13.207128361538723
chr15	6237293	6237635	16.396587500098157
chr15	7015100	7015480	21.051726291054173
chr15	7085438	7085950	23.519473668187857
chr15	8697647	8697995	12.800665260731488
chr15	8698319	8698692	12.38710998913558
chr15	10723792	10724255	23.4457818004534
chr15	10981517	10981965	20.891366901142256
chr15	12117479	12117770	18.931306157325142
chr15	23948674	23948982	12.259215794600449
chr15	26504922	26505197	16.595399856567383
chr15	27681089	27681398	8.158796199317118
chr15	28004153	28004579	23.37403611957747
chr15	31601703	31602054	18.4988544551056
chr15	35155580	35155856	15.74083750144295
chr15	36096183	36096601	27.02400671123888
chr15	36127798	36128108	18.0722047128985
chr15	36164075	36164464	18.598555307461854
chr15	36179323	36179670	23.513324891455923
chr15	36715628	36715979	26.004190722082416
chr15	37007196	37007693	21.645524236038177
chr15	37102259	37102790	28.717844760126088
chr15	37103169	37103599	23.729966620511785
chr15	37232645	37233266	19.17501731387275
chr15	38300576	38300885	17.546697135110502
chr15	39247577	39248194	16.641635811309566
chr15	41693357	41693827	28.27306419940705
chr15	44427623	44428416	20.487895051588175
chr15	51952386	51953048	30.618248141424175
chr15	52021884	52022230	15.97050450992033
chr15	52145006	52145414	30.455759539323694
chr15	55112056	55112634	16.80068237146292
chr15	55134628	55135471	22.340481637070045
chr15	55142574	55142896	31.842220282702712
chr15	55208559	55208934	18.76973828125
chr15	55272259	55272573	30.384809761290338
chr15	58033925	58034301	14.768814667742303
chr15	58823271	58823547	14.25456530805947
chr15	59555300	59555897	12.941091414472366
chr15	59647702	59648147	23.121051171120634
chr15	62053543	62053905	24.530046642155938
chr15	62092351	62093023	30.476422599383763
chr15	62118400	62119220	44.92726464387847
chr15	62128672	62128972	39.79368668238322
chr15	63998294	63998701	21.232730818614915
chr15	66962158	66962756	28.142435930245696
chr15	67034090	67034437	23.7582035449465
chr15	73060960	73061311	22.910599314589106
chr15	73090383	73090710	27.896714099685717
chr15	73608838	73609105	13.131881767444396
chr15	75085483	75086094	407.56571015827785
chr15	75086675	75087092	324.0743623237244
chr15	75615938	75616983	14.771225715710216
chr15	75727806	75728098	16.16819094305169
chr15	75748405	75748810	19.81699245358691
chr15	76080586	76080975	19.65578810292222
chr15	76195909	76196863	38.023988845713234
chr15	76232707	76233074	18.512812585856675
chr15	76350728	76351708	25.866529007347264
chr15	76522281	76522562	17.215531339000552
chr15	76625803	76626083	17.03345501082284
chr15	76639584	76639983	29.441493973696144
chr15	76659779	76660224	42.41804772709193
chr15	76710496	76710869	15.981730458563838
chr15	76876835	76877638	43.653412221526146
chr15	76904313	76904689	22.98050688429082
chr15	76925361	76925653	21.812660396915593
chr15	76987750	76988261	19.005558769763567
chr15	77003998	77004326	12.59281417800159
chr15	77029245	77029526	14.88577235890453
chr15	77306765	77307198	16.5850659121542
chr15	77799116	77799623	25.301331800351715
chr15	77882709	77883364	21.71789583541055
chr15	77905277	77905725	20.153694942593575
chr15	77923500	77923947	21.261995279282264
chr15	77956386	77956896	19.84509948281681
chr15	77970592	77971113	24.244887692456967
chr15	78173854	78174522	17.478773398313695
chr15	78450346	78450614	25.144000252680993
chr15	78581928	78582258	15.682988094561027
chr15	78806881	78807331	27.394066492716473
chr15	78815759	78816145	23.947993772635186
chr15	78831436	78832165	26.67162808600113
chr15	78876431	78877030	19.74265441990058
chr15	79131530	79131899	15.168392183980968
chr15	79466784	79467055	23.723608217556098
chr15	79690477	79690803	31.69609940125167
chr15	79725728	79726003	11.69689264644276
chr15	79753006	79753347	13.552619928488634
chr15	79875510	79876670	30.935914253366406
chr15	79905019	79905478	25.503794655560927
chr15	80706369	80706758	19.707013434187
chr15	80710758	80711119	36.01350426079494
chr15	81466267	81466907	34.719804999232295
chr15	81518534	81518842	26.490650560948755
chr15	81523012	81523294	42.40438919202656
chr15	81663609	81664323	20.50368865197446
chr15	81810613	81811747	25.514149125921662
chr15	81871701	81872371	18.30975757855088
chr15	82015974	82016592	19.414097693359967
chr15	82345991	82346718	21.036090497957463
chr15	83149874	83150164	24.564222204274145
chr15	83157161	83157479	24.219178451682037
chr15	83205102	83205374	16.14586915689356
chr15	83440775	83441195	24.417364313488914
chr15	83473823	83474110	21.154516638779057
chr15	85335884	85336249	29.54823040374338
chr15	85530116	85530533	31.916837911811665
chr15	85634525	85635044	25.83216323374783
chr15	85879006	85879606	12.381550377209981
chr15	88708446	88709158	24.47636646501134
chr15	88819339	88819725	14.445986991101597
chr15	88867282	88868247	46.93598615221409
chr15	88891220	88891497	30.466564963440604
chr15	89196158	89196553	31.16859725758999
chr15	89373567	89373852	21.36186436770255
chr15	94543273	94543953	16.03480300202089
chr15	96491733	96492241	21.48247754104494
chr15	96698567	96699053	16.058669090270996
chr15	97073228	97073518	19.177463722229003
chr15	97384060	97384436	14.570700064618537
chr15	98145460	98145906	20.192326203590017
chr15	98881166	98881742	22.137469046645695
chr15	98928398	98928942	16.498803005499
chr15	99029805	99030186	37.2814711973736
chr15	99093464	99093964	35.127136054992675
chr15	99252117	99252429	20.6060823568931
chr15	99265526	99265818	20.066502322889352
chr15	99370417	99370773	17.985589306006272
chr15	99596137	99596432	14.268235154879296
chr15	99723451	99724060	22.80706165889997
chr15	99972561	99973168	18.18096764908591
chr15	100494848	100495203	16.198062638833488
chr15	100551791	100552351	17.878383658613476
chr15	100627471	100628266	28.00066988003329
chr15	100649170	100649463	15.346727659271032
chr15	100761600	100761969	22.51232803158644
chr15	101246444	101246807	21.037603922126706
chr15	102004683	102004972	24.17731133299303
chr15	102013894	102014255	41.070275473132355
chr15	102016420	102016686	33.37510977293316
chr15	102101557	102101937	24.055555338608592
chr15	102247133	102247450	20.065943805201197
chr15	102296165	102296511	15.191226628474418
chr15	102405308	102406203	39.316179009123225
chr15	102459248	102459528	19.116734896387374
chr15	102518276	102518675	31.934181653168565
chr15	102624957	102625741	29.654118413827856
chr15	103215186	103215716	18.636989440558093
chr15	103239506	103240573	34.938055270837644
chrY	90739541	90740635	26.653200623758096
chr19	3388794	3389182	19.587462651360894
chr19	3707976	3708270	19.683772207117403
chr19	3851175	3851489	21.113001993507336
chr19	3912502	3912847	35.98076524043429
chr19	4000299	4000614	28.673022784884015
chr19	4012813	4013187	17.136825043887377
chr19	4268962	4269235	20.82514402717898
chr19	4510102	4510820	21.87256328109911
chr19	4625316	4625585	16.552147631308404
chr19	4755821	4756099	14.952064232860538
chr19	4811251	4811594	24.680668005095278
chr19	4839086	4839596	19.70932638130936
chr19	4851511	4851896	34.54786698973024
chr19	4927817	4928445	19.626175093802676
chr19	5016316	5016865	19.113750391753427
chr19	5023756	5024396	21.292528285086156
chr19	5050444	5050797	51.8445058017547
chr19	5072285	5072570	22.215873149403354
chr19	5087984	5088363	41.25674648838496
chr19	5117644	5118214	18.4482126118844
chr19	5295117	5295495	26.50035559941852
chr19	5349018	5349353	14.684764346791738
chr19	5424622	5425438	18.339298702922523
chr19	5529214	5529680	15.597437790023411
chr19	5568029	5568428	24.87686002344117
chr19	5609825	5610315	22.6206364242398
chr19	5688646	5689462	24.1712410660351
chr19	5809866	5810639	48.005044621298566
chr19	5877891	5878408	18.40957997799842
chr19	6067425	6067836	20.324119681569492
chr19	6118729	6119004	15.99644689733332
chr19	6127977	6128263	32.83497757344813
chr19	6140716	6141553	21.54173211926058
chr19	6235963	6236289	24.10435139474693
chr19	6278299	6278759	33.34195892499841
chr19	6306014	6306414	20.45813739299774
chr19	6322024	6322335	17.794828019341473
chr19	6363417	6363906	28.206498974915174
chr19	6831091	6831384	11.336376190185547
chr19	6921333	6922114	20.349990627371852
chr19	6974467	6974876	20.136203008059475
chr19	6980065	6980488	37.391852241317714
chr19	6992692	6993034	26.78053573697631
chr19	7039969	7040561	28.025376015418285
chr19	7206056	7206357	20.662015664617087
chr19	7226906	7227291	20.53306972206413
chr19	7310354	7311056	26.30158893606941
chr19	7353214	7353723	25.032897297197803
chr19	7441653	7441967	18.951262316126734
chr19	7483275	7483656	18.556768847888534
chr19	7494138	7494475	20.129696158344032
chr19	7557421	7557766	15.04673936539802
chr19	7606771	7607050	13.435701941076573
chr19	8252199	8252490	29.721888673264544
chr19	8578249	8578550	14.172046860983205
chr19	8713157	8713780	22.0335090355544
chr19	8723034	8723335	24.415914326411148
chr19	8741354	8741757	39.91138522619053
chr19	8802467	8802783	43.47269746321666
chr19	8819449	8820143	35.54057848900127
chr19	8871220	8871715	16.722583703320435
chr19	8941642	8942364	22.026019456974357
chr19	8966536	8967155	26.585987081820438
chr19	8983149	8983471	38.68115429256273
chr19	9064640	9066330	36.97734086471196
chr19	9082209	9082526	29.78946684587641
chr19	9982715	9983012	28.630424460979423
chr19	10182868	10183588	13.95787077413665
chr19	10203917	10204195	23.90367310338741
chr19	10388400	10388978	14.834911300236792
chr19	10403032	10403394	16.89627491176458
