chr	start	end	TSC_Tead4_1k_ds
chr14	76741967	76742683	19.3904787788178
chr14	76762270	76762843	23.05101690908169
chr14	77874931	77875364	17.176116685669086
chr14	78538443	78539037	13.801023105980972
chr14	79249049	79249485	24.315398999310414
chr14	79587087	79587655	16.292191935257172
chr14	81823634	81824250	20.04845388523944
chr14	87088775	87089076	13.671794013723582
chr14	87140813	87141880	26.38934651690325
chr14	87416005	87416437	12.711007628175947
chr14	99099530	99100102	13.397590005314434
chr14	100284666	100285232	13.814680906572105
chr14	100351076	100351539	21.09116440766831
chr14	101729025	101729638	18.22628169036417
chr14	101805237	101805749	17.046853618696332
chr14	103069965	103070524	13.33279967521299
chr14	103355292	103355598	13.970928055009031
chr14	105920680	105921022	18.75046804495025
chr14	114014374	114014971	25.722455863377558
chr14	114066734	114067030	15.910656046222996
chr14	118221590	118221926	22.043892920017242
chr14	118253187	118254200	28.269616349192976
chr14	120137554	120138432	23.9515315731457
chr14	120477576	120478304	30.899464150051493
chr14	120832046	120832398	18.295497439124368
chr14	120910556	120911021	21.609009994999056
chr14	121678730	121679023	17.50251069573412
chr14	121709843	121710228	29.140264783586776
chr14	121798030	121798595	22.528396994666714
chr14	121822775	121823623	17.715612286666655
chr14	122337125	122337462	13.949985158903308
chr14	122350841	122351128	21.955254900330864
chr14	122351498	122351856	24.579677757604163
chr14	122474297	122474979	18.251717532485113
chr10	3941197	3941802	25.684869848204052
chr10	4107494	4108565	23.481670320868826
chr10	4334195	4334900	17.114632978506968
chr10	4387035	4387451	22.02764854522852
chr10	4486074	4486685	22.552266484586774
chr10	5688978	5689281	11.55056345659514
chr10	5735936	5736792	31.346995012782443
chr10	5773111	5773599	29.96969279891155
chr10	5805558	5806030	63.39760667994871
chr10	5823898	5824362	42.03021285451692
chr10	7287848	7288335	39.57649191008456
chr10	8259633	8260280	20.850306726128462
chr10	8271125	8271607	12.568779032260055
chr10	8505605	8506436	28.282276158154943
chr10	9529130	9530031	35.81636130346707
chr10	9901342	9901700	14.506851372106116
chr10	10544147	10544633	19.404724095583944
chr10	11280577	11281172	23.673204910855333
chr10	11746889	11747291	15.993758113823127
chr10	12035698	12036000	12.717396635093436
chr10	12196051	12196445	11.923826883286994
chr10	12810773	12811299	20.444942265862295
chr10	12867171	12867500	18.679222419993856
chr10	12963966	12964576	24.796607242646765
chr10	12996865	12997199	18.0783569313095
chr10	13500801	13501214	14.762898498239586
chr10	14518889	14519199	13.261282200967113
chr10	14574129	14574518	15.616936597848612
chr10	14583268	14584197	31.10882752524254
chr10	14705328	14705875	18.52539457132873
chr10	15263225	15263825	17.79540415604909
chr10	17697298	17697977	42.45428785905571
chr10	17708061	17708355	18.212256382922735
chr10	17722483	17723182	29.198645123766898
chr10	18234985	18235533	24.624740292556094
chr10	18407195	18407547	23.87497711723501
chr10	18469101	18469744	21.09126882864565
chr10	18909526	18909916	25.71063891190749
chr10	18910435	18911081	25.220640585518474
chr10	18999544	19000048	72.52159586028448
chr10	19014663	19015804	20.20731762728077
chr10	19045892	19046511	26.951228797339468
chr10	19062170	19062635	31.761980425926946
chr10	19123944	19124577	20.495493818045038
chr10	19933936	19934262	15.20801808351388
chr10	20311981	20312760	42.57611371310899
chr10	21287412	21287785	43.16645803783918
chr10	21790285	21791027	25.26228202963775
chr10	21994204	21994531	17.487385286103695
chr10	22142279	22143191	16.392815094767954
chr10	22731122	22731963	15.90800998157043
chr10	24312278	24312636	32.00206119920954
chr10	24590885	24591288	25.841836609852226
chr10	24595086	24595829	36.45281658711696
chr10	25061507	25062243	21.79929334767487
chr10	25313809	25314686	34.53068939500415
chr10	25359366	25359662	15.157248732205984
chr10	25426807	25427741	33.31311476460361
chr10	25433200	25433778	37.92284052099736
chr10	26772510	26772806	17.616545799616222
chr10	26799197	26799921	22.297183717811965
chr10	26936538	26936902	15.050898884678935
chr10	28074396	28074940	19.522872531238725
chr10	29118326	29118802	18.205730638584168
chr10	30618127	30618925	24.159157672920323
chr10	30628706	30629206	33.83267808151245
chr10	30729411	30729935	20.424613255580873
chr10	30802889	30803411	18.225661471429
chr10	30843004	30843289	17.3958659289176
chr10	33375312	33375888	20.896459228462643
chr10	34019668	34020127	21.682915899488663
chr10	34207011	34207592	19.818589267960515
chr10	34418164	34418520	15.436407630363208
chr10	36974305	36974745	22.915685762058605
chr10	37221707	37222388	18.712598358131892
chr10	37323203	37323624	18.637676030609782
chr10	39171381	39171817	27.519490167635297
chr10	39274535	39274955	20.062122503916424
chr10	39612555	39612973	25.916128304586458
chr10	39613302	39613739	18.518580997563063
chr10	39659302	39659648	16.305142521169145
chr10	39731526	39731926	35.02979422569275
chr10	40257753	40258110	29.976033993461886
chr10	40258734	40259038	26.01142724564201
chr10	40302298	40302690	29.599392929855657
chr10	40348789	40349274	66.1229236288169
chr10	40363048	40363441	18.662002201905384
chr10	40441869	40442191	18.503777000474635
chr10	40511000	40511306	32.68250610002505
chr10	40527319	40528165	22.279858579026893
chr10	40809466	40810112	20.885847953820008
chr10	40882888	40883801	18.802523386308685
chr10	41303340	41304255	23.470456858150296
chr10	41490271	41490682	12.991911383440895
chr10	41518668	41519414	33.57342429838615
chr10	41809695	41810672	28.99902946800146
chr10	42277448	42278409	29.13703218434281
chr10	42950734	42951151	17.736752320250734
chr10	43438761	43439234	26.86131528971311
chr10	43439572	43439963	38.92469119781728
chr10	43489371	43490099	23.710696849194203
chr10	43742684	43743054	27.794111669385757
chr10	44005773	44006202	35.680338483868226
chr10	44391788	44392396	28.77624794997667
chr10	44427506	44428479	32.194082381668956
chr10	45174588	45175287	37.64582259051278
chr10	45537949	45538231	12.246586217947886
chr10	45596459	45597255	32.35128810058287
chr10	46504191	46504584	20.79802304430469
chr10	46785390	46785875	21.125673962622574
chr10	51463415	51463776	20.569759559102994
chr10	52382240	52382535	36.728952407836914
chr10	53461249	53461823	17.89406983777621
chr10	53629456	53629954	20.950191635683357
chr10	54058820	54059816	31.124286324144848
chr10	54076220	54076606	17.24264118955543
chr10	55077273	55077712	17.13544987220156
chr10	55131828	55132157	14.11653837534432
chr10	56106928	56107256	16.12876594938883
chr10	56486648	56486940	14.532686906318142
chr10	58323204	58323780	30.53747738732232
chr10	58497616	58498142	23.97276045976936
chr10	59221540	59221863	30.594360416518647
chr10	59430588	59431263	27.9537057156033
chr10	59701983	59702988	28.9960175908027
chr10	59879575	59880185	24.798340031358062
chr10	59964509	59964964	14.038269760844472
chr10	60002710	60003122	37.43854218547784
chr10	60148208	60148502	14.430277342699013
chr10	60161119	60162905	34.58168552864306
chr10	60277394	60277903	18.633289042999326
chr10	60351733	60352197	24.138068523900262
chr10	60462386	60462944	16.331549611142886
chr10	60814012	60815171	39.106248631777696
chr10	60815740	60816063	44.631164763365
chr10	60826493	60827121	27.620281307560624
chr10	60852302	60852610	15.420560155596052
chr10	60934600	60935101	24.919146665318046
chr10	61080443	61080918	26.77257311971564
chr10	61175734	61176265	14.634128324505076
chr10	61199779	61200160	21.116216304108228
chr10	61346094	61346689	24.85774811175691
chr10	61536511	61537134	35.8151207092677
chr10	61570145	61571073	30.376066646699247
chr10	61582952	61583486	20.67054468504945
chr10	61602538	61602921	29.66871083809875
chr10	61641928	61642244	22.636821306204492
chr10	61694962	61695403	26.75424685013267
chr10	61759801	61760271	18.952945041656495
chr10	61774671	61774990	18.130396182260544
chr10	61966314	61966664	13.398768179757255
chr10	62281626	62281908	19.60274039938095
chr10	62329477	62330331	33.684434365891185
chr10	62340306	62340641	40.06813294140261
chr10	62506325	62506622	18.449786369246667
chr10	62543241	62543813	22.33360614476504
chr10	62578622	62578904	19.30806722032263
chr10	62651029	62651670	32.0802447516907
chr10	62792295	62792701	23.033980961503655
chr10	63024005	63024297	29.584178709004025
chr10	63429657	63430350	29.84914810351307
chr10	63541956	63542342	31.779121888116233
chr10	64744003	64744411	14.546759151944928
chr10	66780410	66780862	15.439396363444033
chr10	66814044	66814495	20.623730122382256
chr10	66920208	66920861	18.313202232898284
chr10	66946196	66946679	25.54072047958216
chr10	66968319	66968648	26.13879127270545
chr10	67002864	67003806	32.7867617273027
chr10	67025780	67026087	26.620746140371317
chr10	67083622	67083994	22.662075919489705
chr10	67285509	67285853	21.931845196457797
chr10	67549135	67549579	20.029624984071063
chr10	68008090	68008723	25.871546047747042
chr10	68136745	68137952	34.57214525028409
chr10	68156598	68157583	30.54273698293618
chr10	68248995	68249995	24.79436900138855
chr10	68278793	68279180	21.63419997045236
chr10	68283400	68283692	19.684358753570137
chr10	68384347	68385043	28.358695117906592
chr10	69204945	69205227	19.986967638029274
chr10	70359685	70360422	22.587574754350058
chr10	70599336	70599663	17.834820449899095
chr10	71237719	71238116	20.013470291791094
chr10	71334064	71334824	18.280326357640718
chr10	71344690	71345083	20.126147520147814
chr10	72654890	72655322	29.753995537757874
chr10	75037211	75037510	12.880167871813311
chr10	75111684	75111998	30.69068297610921
chr10	75212081	75212389	32.00237224628399
chr10	75517093	75517886	25.05169831188149
chr10	75781294	75781616	17.376690618740106
chr10	75835359	75835641	21.788713144072403
chr10	75921156	75921547	21.302565640500745
chr10	76237566	76238071	17.795591290162342
chr10	76442361	76442777	39.5617667895097
chr10	76902898	76903240	17.94767513609769
chr10	77032903	77033357	16.942349150317355
chr10	77164722	77165140	27.90675352178692
chr10	77193328	77194410	39.07073914145366
chr10	77252107	77252463	22.640466695421196
chr10	77252856	77253279	22.09333784585867
chr10	77258805	77259429	19.25195784905018
chr10	77531295	77531785	15.10293064312059
chr10	77570066	77570782	42.38343428766261
chr10	77581338	77582259	25.844059455407688
chr10	77902551	77903231	31.632629767586202
chr10	78009369	78010143	32.659251041806634
chr10	78027794	78028152	14.439276631317991
chr10	78048299	78048741	38.35079629820397
chr10	78381037	78381570	21.561936240706167
chr10	78428837	78429182	17.56902333688045
chr10	78574234	78575236	41.26314791376719
chr10	78591546	78591893	27.626467888911794
chr10	78672335	78672735	18.540537297725677
chr10	79663828	79664251	23.22488164338096
chr10	79668913	79669686	40.91565180503381
chr10	79683095	79683406	22.567794971527395
chr10	79704204	79704825	24.08972611481057
chr10	79767141	79767870	72.59575920732914
chr10	79779902	79780855	39.41871589228339
chr10	79835026	79835412	19.103993452892404
chr10	79840577	79841453	66.92344125547366
chr10	79853956	79854944	23.82635665422509
chr10	79908351	79908971	68.09822331090128
chr10	79984386	79985167	52.76971085092933
chr10	80032964	80033986	25.82927369138266
chr10	80040016	80040372	20.187913241011373
chr10	80075659	80075941	15.331551761491925
chr10	80141620	80142597	17.430864300918188
chr10	80147905	80148501	43.43335789482065
chr10	80148938	80149436	32.147719065348305
chr10	80167783	80168136	27.1747684100532
chr10	80261050	80261734	38.41755512025621
chr10	80329450	80329998	45.98615323017984
chr10	80342840	80343185	29.347778126813363
chr10	80398984	80400052	25.709642101316415
chr10	80433724	80434039	63.19359169611855
chr10	80539099	80539539	15.38470429723913
chr10	80577464	80578978	34.05552811414751
chr10	80590431	80591021	31.38721393003302
chr10	80602854	80603173	35.954121652441714
chr10	80622080	80622511	41.27484314513594
chr10	80659091	80659390	23.10058530596985
chr10	80676482	80676957	26.196772280241312
chr10	80701629	80702635	44.20577216100977
chr10	80798296	80798910	23.041729635058473
chr10	80900394	80900842	32.41776539172445
chr10	80928740	80929826	35.782631828420506
chr10	80948048	80948569	33.5794901014976
chr10	80961083	80961715	31.521753477144845
chr10	80987831	80988186	15.85918203004649
chr10	81105598	81106666	28.83789488170924
chr10	81137618	81137911	27.838877121336225
chr10	81182722	81183218	24.254138560064376
chr10	81233085	81233412	25.259561847838423
chr10	81279348	81279640	24.65948568631525
chr10	81292918	81293228	33.99820899963379
chr10	81320164	81321149	42.93648237044436
chr10	81350547	81351013	35.21309766441967
chr10	81464716	81465368	23.9866207362684
chr10	81496543	81496858	23.419997254628985
chr10	81600646	81600940	28.427583259790122
chr10	81626908	81627607	25.221113131281644
chr10	81643747	81644066	19.06034484851323
chr10	82048055	82048405	46.06021137237549
chr10	82178315	82178632	32.50080818633552
chr10	82798287	82798874	29.96879324190052
chr10	82858500	82859422	44.374540297948876
chr10	82900515	82901093	20.887848599971786
chr10	83072051	83072351	36.7935546429952
chr10	83914695	83915539	25.654267304316516
chr10	84441369	84441742	20.006711537972212
chr10	84446570	84447755	45.43784687187098
chr10	84457672	84458406	27.41221322415635
chr10	84576241	84576864	42.70426159609187
chr10	84916891	84917746	21.248075936969958
chr10	85025933	85026485	56.06567041079203
chr10	85127699	85128206	12.135761031502568
chr10	85871889	85872218	24.60721919746747
chr10	86021670	86022260	22.64357178898181
chr10	86290197	86290522	11.357778779543363
chr10	86339635	86340067	22.56812800080688
chr10	86498451	86498814	11.980002623944243
chr10	86778534	86779273	48.863531827604014
chr10	88826522	88827005	16.380285845533415
chr10	91124111	91124661	25.54506643815474
chr10	91181692	91182074	41.93187313679001
chr10	91713771	91714069	24.399474508810364
chr10	92429470	92429792	14.733760297668647
chr10	93081221	93081604	18.97347101903771
chr10	93160375	93160906	21.684739150569936
chr10	93188770	93189090	31.015968680381775
chr10	93291615	93292004	19.097275192143066
chr10	94035387	94036267	29.57879887385802
chr10	94198752	94199276	28.547068716005516
chr10	94295118	94295434	14.550782037686698
chr10	94513228	94514036	21.106617278391774
chr10	95282558	95282889	12.976099590520484
chr10	95336935	95337246	20.490952491760254
chr10	95718569	95718863	24.838807300645477
chr10	95729715	95730325	21.702845338915214
chr10	95862537	95862818	26.321105108566556
chr10	95918681	95919008	14.862351149229465
chr10	95940342	95940885	17.371642144345447
chr10	96077524	96078075	35.11128998668138
chr10	96616493	96617024	18.390225681656947
chr10	97925502	97925906	17.206084952496067
chr10	98914385	98914950	19.33531940088863
chr10	99173062	99173572	18.621513841666427
chr10	99204444	99204761	22.057677055382953
chr10	99261584	99262038	28.481317868841902
chr10	99289241	99289914	35.51137475839873
chr10	105840989	105841364	21.757046946207684
chr10	108161751	108162043	18.28656317436532
chr10	108291900	108292281	77.68938626767456
chr10	108294140	108294471	45.557844098601095
chr10	108432046	108432771	26.764395834824136
chr10	108446065	108447312	46.42059124118343
chr10	108495908	108496291	20.1050686026989
chr10	108530400	108531743	25.073592440902697
chr10	108581329	108582282	29.33968587236915
chr10	109808296	109808629	47.10379841091397
chr10	110744820	110745305	20.062894978474095
chr10	110919858	110920456	19.450448522599643
chr10	111298628	111298931	45.889835684999774
chr10	111389649	111390423	31.917184344249794
chr10	111543830	111544111	25.647269883613994
chr10	111570658	111571289	27.752360599354596
chr10	111576214	111576998	49.14626264085575
chr10	111582320	111582701	28.258957489894758
chr10	111583315	111583639	28.814862333698038
chr10	112883084	112883634	43.430054002241654
chr10	114841748	114842058	18.378510013703377
chr10	115315660	115316242	18.763316885302565
chr10	115362268	115362721	17.232866243021377
chr10	115384482	115384816	53.406716603718834
chr10	116796454	116797039	17.638530318757407
chr10	116950588	116951033	24.30113387375735
chr10	116995652	116996261	20.28579890904168
chr10	117166923	117167736	32.775941159012575
chr10	117171834	117172553	35.31553010847704
chr10	117224266	117224612	23.544119967201542
chr10	117717884	117718494	24.00505391730637
chr10	118419160	118419445	15.37314906873201
chr10	118869541	118869901	18.61650014453464
chr10	118991193	118991574	15.22695913089542
chr10	119239738	119240837	28.974938923711665
chr10	120051015	120051406	33.325958042193555
chr10	120060542	120061426	26.207012603725243
chr10	120150944	120152287	46.65690161874733
chr10	120167929	120168226	27.55957257306134
chr10	120204720	120205040	19.806169480085373
chr10	120219285	120219715	19.876875356186268
chr10	120227077	120227455	18.186406294504803
chr10	120432644	120433613	44.144830313014296
chr10	120552948	120553235	14.892161452396406
chr10	120593528	120594641	29.11612361760581
chr10	120875917	120876322	34.792141879046405
chr10	120899038	120899343	22.26329643999944
chr10	121016838	121017182	19.002296711123268
chr10	121033581	121033911	25.259443693450002
chr10	121454899	121455670	27.985036713913104
chr10	121475921	121476855	23.839973503823455
chr10	121477433	121477719	22.543275146217614
chr10	121505295	121505750	17.31662966130854
chr10	121626211	121626807	37.437619596519724
chr10	121733726	121734670	37.28279031333277
chr10	121739339	121740147	18.1004978323927
chr10	122012457	122012798	15.74524758638175
chr10	126905483	126905970	26.33751512014401
chr10	126962247	126962668	17.543247793745824
chr10	126971867	126972464	21.003681427270323
chr10	126978194	126978941	62.88161431737693
chr10	127069734	127070328	29.139263682895237
chr10	127211165	127211584	27.350581635723252
chr10	127288722	127289451	30.549717849501203
chr10	127290057	127290458	23.83012005337456
chr10	127311337	127312272	15.00625288958218
chr10	127322459	127323188	17.1673475306057
chr10	127342072	127342392	23.10335147678852
chr10	127380257	127380586	23.961338356273153
chr10	127508702	127509407	28.61889041738307
chr10	127621358	127622028	21.12525724297139
chr10	127667898	127668318	29.632310962677003
chr10	127738285	127738636	19.468474341933206
chr10	127785736	127786155	17.820326149605908
chr10	128092741	128093049	25.02128991832981
chr10	128194413	128195018	17.735287973703432
chr10	128303344	128303666	35.240176816904764
chr10	128337371	128337968	28.473020510457868
chr10	128411123	128411933	34.08434601771979
chr10	128493637	128494215	74.6844784561738
chr10	128525626	128526118	29.978316008560057
chr10	128547433	128547737	31.828283378952428
chr10	128565966	128566435	28.808504080213208
chr10	128589725	128590862	34.672574763771934
chr10	128606425	128607228	22.659405619240044
chr10	128612484	128613238	21.7546313915708
chr10	128673959	128674429	13.587993181512712
chr10	128695998	128696346	26.549549859145593
chr10	128741993	128742446	20.279564324856857
chr10	128747962	128748355	19.6470387000164
chr10	128804595	128805366	21.770232695395226
chr10	128923154	128923496	26.400120852286356
chr10	128933527	128934151	17.71786551292126
chr10	128980849	128981579	64.05487536861472
chr10	129212704	129213109	9.438934645240689
chr10	130542017	130542532	25.920763141669116
chr12	3169968	3170454	15.850616629722188
chr12	3235486	3236168	20.671821331348585
chr12	3781367	3781691	37.649281960946546
chr12	3891605	3891937	10.858496252312717
chr12	4077307	4077593	36.83647202445077
chr12	4234027	4234309	23.135347870224756
chr12	4417711	4418000	21.373793877532325
chr12	8402002	8402377	13.212432867685953
chr12	8921570	8922355	29.71579099157054
chr12	8969600	8969973	18.95758204166116
chr12	9030021	9030355	17.360251460960527
chr12	12581009	12581349	17.56438759915969
chr12	12987119	12987527	23.245945280673457
chr12	12993793	12994956	38.51767610827091
chr12	15800623	15800953	12.712597560882568
chr12	15801287	15801587	16.476964515050252
chr12	16850396	16851200	18.690344273154416
chr12	16894168	16894843	34.7329071270978
chr12	17036003	17037090	31.77805290029152
chr12	17266223	17266769	12.401782263766279
chr12	17690270	17690706	21.485271464794053
chr12	19192599	19193224	21.53880249481201
chr12	19882049	19882355	10.254755654366187
chr12	20921386	20921831	13.44834715168128
chr12	21111257	21111623	17.515184686483583
chr12	21227213	21227559	16.600064434757122
chr12	21285849	21286179	10.777661676117868
chr12	21373736	21374081	16.154215362106545
chr12	21528461	21528761	35.163057238260905
chr12	24572235	24572568	14.487156152009248
chr12	24651399	24652329	30.328842692221365
chr12	24675036	24675333	12.800437699263345
chr12	24707439	24708447	25.740323770140844
chr12	25092492	25092902	32.684722407271224
chr12	25108597	25109241	19.954298471071706
chr12	25114403	25115421	29.834756299414195
chr12	25144671	25145585	46.2234617980356
chr12	31271258	31271918	50.82651403889511
chr12	32820445	32820758	12.455310302039686
chr12	33157987	33158455	21.04341674869896
chr12	33181717	33182486	21.78855624527553
chr12	36426278	36427108	18.79307808531336
chr12	40037609	40038242	13.758390371645042
chr12	40222809	40223218	18.33061034055677
chr12	40223555	40223961	22.32146583754441
chr12	40888398	40888978	21.575759570351963
chr12	44269286	44269574	10.428141901890436
chr12	44581161	44581474	17.412560715842933
chr12	46025375	46025732	25.240804399762833
chr12	51012582	51013196	12.45887333329415
chr12	51692011	51692382	57.012061851686546
chr12	51722192	51722499	14.929407828017244
chr12	51866115	51866403	18.372512608766556
chr12	52097784	52098090	17.28147421007842
chr12	52231291	52232628	17.556563195490355
chr12	52603117	52603527	27.707227558042945
chr12	52603912	52604421	23.275081739444396
chr12	54656150	54656551	17.082963058776095
chr12	54695575	54696180	23.96002937348421
chr12	55836358	55836640	13.272392083567086
chr12	59040667	59041009	18.224491693820173
chr12	59066525	59066819	22.913812202661216
chr12	59219475	59220142	22.40471048083441
chr12	62488711	62489057	31.111449798407584
chr12	65036366	65036731	16.225902635757237
chr12	65114790	65115201	23.071141403086862
chr12	65172765	65173176	24.47373728972572
chr12	67059181	67059800	29.163881760999345
chr12	69159466	69159782	22.27062376239632
chr12	69168575	69169016	21.68297527598686
chr12	69360907	69361306	18.484186079269065
chr12	69371434	69372053	17.334159438174837
chr12	69389781	69390094	21.20360819904949
chr12	69542798	69543136	15.45550868073864
chr12	69543853	69544323	16.974376420771822
chr12	69724676	69725283	22.510254035082443
chr12	70489258	70489705	32.05257689286132
chr12	70554260	70555258	16.48328311362104
chr12	70712512	70712971	41.814280528648226
chr12	70825022	70825654	21.13045649136169
chr12	70937556	70938097	14.363625655112557
chr12	71136471	71137345	17.006857523383484
chr12	71819893	71820278	18.22189003585221
chr12	71830659	71830987	19.287812587691516
chr12	72085444	72086070	23.70743261891813
chr12	72535576	72536363	20.290387726799505
chr12	72748584	72748887	19.07041358003522
chr12	72760275	72760964	15.77459111649689
chr12	73123599	73123888	11.32024323651535
chr12	73907546	73908291	19.12281057626609
chr12	74803943	74804535	14.75922166415163
chr12	75765922	75766235	16.216088194435777
chr12	75818326	75818753	15.466304196127684
chr12	76196274	76196588	14.834438955707915
chr12	76403758	76404147	34.416728777260275
chr12	76533087	76533489	28.321409291888944
chr12	76765517	76765799	23.78067983803174
chr12	76837114	76837710	28.87731758220084
chr12	76883577	76884340	24.953033755991125
chr12	76895352	76895966	28.811999990419768
chr12	76901803	76902133	34.264742070978336
chr12	77718844	77719457	24.9686877544708
chr12	77969896	77970498	25.59793057552604
chr12	78350868	78351303	8.8919577006636
chr12	78748998	78749446	16.582231885620526
chr12	78861404	78862258	27.79034113939808
chr12	79352358	79352777	19.587790343528148
chr12	79930354	79930640	15.540100261048003
chr12	79966827	79967122	15.365522604473567
chr12	79976102	79976393	34.45394673953761
chr12	80034576	80035115	24.875880140541657
chr12	80259955	80260907	18.432254362507027
chr12	80270880	80271281	16.75506294516851
chr12	80643913	80644305	30.35076810389149
chr12	80885453	80885818	17.46806366802895
chr12	80945670	80945969	13.126442988979377
chr12	81459531	81459850	14.644785949802698
chr12	82169487	82169801	12.077273563214927
chr12	82247404	82248244	25.399483076731364
chr12	82470296	82470653	15.074943227260386
chr12	83425260	83425773	25.974645069932844
chr12	83987215	83987753	28.69582525416378
chr12	84114362	84114729	18.347429480799537
chr12	84451086	84451876	20.562209259709224
chr12	84773342	84773658	11.125314157220382
chr12	85186041	85186462	23.04035638913406
chr12	85374742	85375302	21.352622183731626
chr12	85410760	85411204	20.103061220667385
chr12	85454954	85455576	23.38972250518308
chr12	85486314	85486788	19.230195009255713
chr12	85642480	85642957	19.645144176683086
chr12	85745972	85746431	14.005324849895402
chr12	85784610	85785420	25.733713226553835
chr12	85824618	85824942	35.32134385756505
chr12	85850986	85851269	10.065972429282253
chr12	85959746	85960380	21.28116906554165
chr12	86328858	86329181	37.43690147045596
chr12	86388017	86388334	11.989507302124794
chr12	86395050	86396051	57.726708207335264
chr12	86421637	86422012	14.199855801900227
chr12	86463269	86463681	17.02262452273693
chr12	86612486	86613045	11.99480462031629
chr12	86795493	86795966	35.668312584875
chr12	86825463	86825845	14.99709295852022
chr12	86850995	86851280	18.1230086443717
chr12	86947194	86947803	17.705158459141924
chr12	86948897	86949189	27.37220890881264
chr12	87147134	87147998	18.80596783094936
chr12	87266400	87266931	16.561703798685596
chr12	90975752	90976223	16.621177098300553
chr12	91683818	91684140	24.792596701509463
chr12	97061427	97061936	15.039310126501357
chr12	98318609	98319101	53.54018940964365
chr12	98713705	98714820	23.968328593557725
chr12	98737136	98738054	33.73674855616617
chr12	98746335	98747293	16.15582164145213
chr12	98920344	98920808	22.226895418660394
chr12	100159847	100160164	13.379937147868544
chr12	100280163	100280465	21.491744502490718
chr12	100724806	100725182	24.90817438287938
chr12	100808717	100809138	14.769717060188782
chr12	100816954	100818184	23.87403222991199
chr12	101016693	101017006	15.537195650533365
chr12	101029059	101029610	24.0515686180544
chr12	102261685	102262456	22.35964628323507
chr12	102280273	102281071	21.923442087675397
chr12	102326539	102327565	26.641091787327102
chr12	102328228	102328686	31.250584327497858
chr12	102439249	102439632	16.292799146617362
chr12	102469216	102469613	13.534845839819921
chr12	102597315	102598078	28.097840215400506
chr12	102719600	102719894	12.111688868529132
chr12	102730677	102731458	24.951724570173003
chr12	102878579	102878872	18.42520973869558
chr12	104788781	104789275	29.13080272211237
chr12	104998803	104999093	26.84275117413751
chr12	105010130	105010930	19.783158075809478
chr12	105336386	105336798	17.39284489224258
chr12	105784737	105785250	14.192028621948719
chr12	108179375	108179965	32.75294904385583
chr12	108292669	108293149	15.996147027611732
chr12	108320625	108320944	15.099854819079551
chr12	108372760	108374070	33.56188771196904
chr12	108395883	108396465	15.696043801061887
chr12	109525942	109526244	23.236860913156672
chr12	109813249	109813620	29.29286894579782
chr12	110381634	110381934	13.63671562830607
chr12	110389134	110389957	17.757817496071464
chr12	110446345	110446997	16.929545813542934
chr12	110485825	110486123	14.829612168689701
chr12	110687982	110688428	18.251023173866784
chr12	110702832	110703668	38.553311806546446
chr12	110991741	110992886	18.541802347174897
chr12	111164385	111165080	18.836639342548178
chr12	111211110	111211906	18.78173166783012
chr12	111386262	111387048	17.77332966564266
chr12	111430584	111431156	22.89085858351701
chr12	111432433	111432774	16.750935333565184
chr12	111704801	111705268	27.44069231756239
chr12	111814194	111814480	23.620964043623918
chr12	112106785	112107196	30.319576235583227
chr12	112576562	112576902	9.999658874904409
chr12	112644511	112645066	18.345549105738733
chr12	112675061	112675348	16.53790218406438
chr12	112929887	112930292	15.748006945480535
chr12	112941902	112942205	12.18243928002839
chr12	113000453	113000842	18.88904555597771
chr12	113146345	113147090	19.520998596345017
chr12	113155651	113156097	17.342948552204355
chr12	113156382	113156729	23.76426751194495
chr12	116047823	116048196	14.738505575676067
chr12	116269097	116269687	20.814254773673365
chr12	116280616	116281026	20.805418449494898
chr12	117737140	117737461	13.098515480849601
chr12	118301195	118302033	25.733750894132264
chr6	4892234	4892860	30.124958070322347
chr6	5019560	5020067	38.216552960096735
chr6	13607736	13608321	19.22272548512516
chr6	13846172	13846591	22.53523288990831
chr6	14054556	14054869	18.15194575398113
chr6	17065166	17065918	20.947986063805033
chr6	17612909	17613212	20.514667492101687
chr6	18761006	18761387	7.879933751474216
chr6	21949257	21949911	21.14506519095978
chr6	22416877	22417531	15.729319062072568
chr6	28479876	28480195	17.249920964614724
chr6	29212013	29212335	21.19899857266349
chr6	29245578	29245906	28.466697024136053
chr6	29308200	29309051	23.223162777695617
chr6	29347450	29347994	25.014655944179086
chr6	29428076	29428405	24.974923733882267
chr6	29672715	29673413	13.783782139207025
chr6	29767942	29768250	34.898651587498655
chr6	30026746	30027223	19.327567284462088
chr6	30174279	30174801	22.61281596655133
chr6	30300728	30301027	28.912684488455987
chr6	30693678	30694108	17.677583066807237
chr6	31100592	31100906	13.611641677321902
chr6	32795852	32796304	25.695859394242277
chr6	34887440	34887853	20.068469296933376
chr6	34910558	34910896	25.92516834778193
chr6	37431434	37431883	20.60079260021116
chr6	37825008	37825957	30.355670743043856
chr6	37836920	37837386	14.548901495503765
chr6	38092338	38092638	20.951258341471355
chr6	38551499	38552015	19.766802358996962
chr6	39400238	39400953	25.28494585744151
chr6	39420049	39420452	15.220575389436101
chr6	41984751	41985063	21.42328403851925
chr6	42349204	42349854	30.30412299816425
chr6	43254419	43254766	10.822602294020419
chr6	43292261	43292586	16.678991203308104
chr6	46089850	46090273	13.058540352129203
chr6	47328207	47328609	18.139533128311385
chr6	47375434	47376340	34.91972580756046
chr6	47426369	47427172	57.52825594957858
