chr	start	end	Morula_Tfap2c
chr13	43171034	43171790	15.061008910022716
chr13	43180021	43180649	11.631447170950045
chr13	43187943	43188173	8.854790293652078
chr13	43234977	43235792	12.416125477164801
chr13	43295598	43296031	9.854310849522333
chr13	43303701	43304871	20.225361578688663
chr13	43364970	43365758	17.23235793767242
chr13	43396927	43397190	14.139112570439908
chr13	43398339	43398848	14.278787685986352
chr13	43481520	43482078	12.18546705433972
chr13	43501521	43502009	15.38029700810792
chr13	43515038	43515267	17.84787749827689
chr13	43526489	43526902	20.123858123945556
chr13	43537655	43538381	18.450143159913623
chr13	43538846	43539528	13.708450208311556
chr13	43547113	43547604	8.055461872862216
chr13	43559665	43561510	23.374186380616138
chr13	43565305	43565810	14.835588960364314
chr13	43579292	43580235	14.000523082271993
chr13	43600749	43601246	11.440814956572934
chr13	43615715	43616418	10.612970079500679
chr13	43648648	43649541	11.658765980804887
chr13	43696242	43696650	19.946156125442656
chr13	43725595	43726147	10.258509866569353
chr13	43784929	43785679	12.081162066141765
chr13	43864348	43865508	17.37036237223395
chr13	43875837	43876279	8.529180951787335
chr13	43908033	43909383	18.753884415096707
chr13	43915154	43915612	9.583139296702422
chr13	43946476	43947072	9.815072572471312
chr13	44018865	44019242	10.403380477460058
chr13	44207760	44207995	10.790288904879956
chr13	44409052	44409866	14.217696039916841
chr13	44454266	44454621	10.752154116563394
chr13	44583940	44584258	13.369693246277624
chr13	44584797	44585033	9.75514070058273
chr13	44600581	44600961	19.891157609538027
chr13	44602308	44602785	15.87108208398399
chr13	44615582	44616261	20.67617173960353
chr13	44644288	44644513	13.565714145236544
chr13	44646752	44647141	12.067179969159987
chr13	44684769	44685002	13.612245338669151
chr13	44707588	44708015	20.165390389864562
chr13	44728849	44729778	23.722538507664808
chr13	44733791	44734108	25.122602986236476
chr13	44783072	44783560	9.734276512607199
chr13	44821544	44822115	11.24421668177937
chr13	44869571	44869839	22.210422863711173
chr13	44908177	44908445	11.333119139742495
chr13	44939461	44940251	12.716697522658336
chr13	44972621	44972848	11.422728811591732
chr13	44999383	44999780	12.883413156273983
chr13	45001063	45002080	18.78286331218018
chr13	45024729	45025549	9.045888547199528
chr13	45249371	45250216	16.284319321220444
chr13	45306064	45306402	12.851211071014404
chr13	45306857	45307168	7.186021147050275
chr13	45380643	45380958	9.65434205191476
chr13	45389272	45390229	14.52877918829365
chr13	45442563	45443007	9.686426144462448
chr13	45492121	45492546	9.354065499025232
chr13	45507399	45507966	13.636892076522585
chr13	45513555	45513789	13.680858021108513
chr13	45539259	45539650	9.064121842689222
chr13	45571940	45572167	17.485415391459863
chr13	45629858	45630300	11.149282509385191
chr13	45630676	45630950	9.549975384760947
chr13	45695059	45695843	10.9183868595532
chr13	45747430	45748008	11.6678346861605
chr13	45748387	45748986	12.850098984070334
chr13	45834785	45835072	7.966932801834798
chr13	45913934	45914601	13.196240509110412
chr13	45934778	45935011	22.39496346502345
chr13	45935549	45935897	16.330299256861895
chr13	45963191	45963794	14.367032659982963
chr13	45965668	45966227	15.415471462529545
chr13	45970355	45970608	11.173171503270568
chr13	45971037	45971267	12.038567928645922
chr13	46037418	46037683	7.986906758794245
chr13	46058106	46058335	10.431341254554981
chr13	46340515	46340774	15.916676245140753
chr13	46452930	46453155	7.771780490875244
chr13	46571101	46571344	7.42016403370924
chr13	46625608	46626396	11.374551087466592
chr13	46669425	46669949	12.313377072792926
chr13	46726955	46727945	18.807182210864443
chr13	46742855	46743121	14.22765836859108
chr13	46752909	46753458	11.548572426502387
chr13	46758596	46759107	12.420355440352528
chr13	46793578	46794236	10.002578416493888
chr13	46810350	46810931	11.883311762456845
chr13	46853421	46853948	11.700193069465247
chr13	46905233	46905701	12.251178010916098
chr13	46928981	46929598	19.52486025533568
chr13	46930005	46931036	25.49085117103288
chr13	47014495	47015006	14.337639187180132
chr13	47034900	47035280	7.697078378576982
chr13	47042805	47043898	18.87168017245168
chr13	47105498	47106502	18.92074735896046
chr13	47122502	47122850	10.654501447732422
chr13	47282038	47282340	7.076568245098291
chr13	47696913	47697440	10.237838452862155
chr13	48018774	48019027	9.7853176829372
chr13	48260603	48261425	13.388064421586456
chr13	48285257	48285654	9.728946837129762
chr13	48469034	48469361	9.81772692560785
chr13	48469621	48469990	9.47399480556085
chr13	48497433	48498101	14.081983999577824
chr13	48528179	48528623	10.838861317247957
chr13	48545538	48546937	18.29537339991037
chr13	48552353	48552589	11.776876865807226
chr13	48565108	48565454	13.457901786517546
chr13	48565777	48566435	16.5975800792497
chr13	48608086	48608399	9.210880523291639
chr13	48625078	48625653	15.487317319123642
chr13	48663300	48663771	21.74374462945699
chr13	48664885	48665508	17.337308817843564
chr13	48678975	48679293	9.881559671845826
chr13	48706335	48706636	9.90857553323638
chr13	48716034	48716690	11.956470599261726
chr13	48732581	48733169	10.278055655712985
chr13	48764218	48764499	8.396643272074092
chr13	48782619	48783397	17.33092190367397
chr13	48801053	48801297	20.419806519492727
chr13	48823934	48824168	10.77824444648547
chr13	48921331	48921807	10.452633441997175
chr13	48941642	48942193	12.764690137818159
chr13	48942442	48942911	14.442021575309575
chr13	48965793	48966109	20.460357638854013
chr13	48968372	48968736	23.96144112911853
chr13	48981152	48983059	25.93017422823886
chr13	48990299	48990654	15.187313042224293
chr13	49020008	49020427	27.260326130577944
chr13	49037747	49038323	16.018514457676147
chr13	49051282	49051614	11.626354168696576
chr13	49129839	49130141	9.695465362624617
chr13	49140578	49140968	11.706896660878108
chr13	49146838	49148295	19.242355259089457
chr13	49156918	49158325	24.679818939637357
chr13	49160105	49160352	17.704552438095032
chr13	49169511	49170837	20.502094442847987
chr13	49173380	49173643	25.926585034272517
chr13	49187021	49188427	27.711309808077207
chr13	49205308	49205616	9.048772708162085
chr13	49215624	49216446	21.151256853646604
chr13	49246341	49246903	14.002883407144784
chr13	49247924	49248634	14.637234687805176
chr13	49289938	49290198	12.919556735112117
chr13	49298125	49298842	17.96566275007389
chr13	49311591	49312007	10.854396948447594
chr13	49328617	49328968	12.992750822648704
chr13	49329734	49329999	14.635632439379423
chr13	49372748	49372979	9.724542493944044
chr13	49402244	49402666	10.96391468816459
chr13	49407714	49408670	12.214663135456739
chr13	49420730	49421657	21.328614240582578
chr13	49446750	49447106	7.500268291891291
chr13	49466643	49466881	11.749757386055313
chr13	49513935	49514525	10.4206868107036
chr13	49606134	49606537	9.45244966842992
chr13	49652193	49653289	15.970770111049179
chr13	49681608	49681933	9.191899622403659
chr13	49682161	49682500	9.203532244251893
chr13	49712080	49712513	11.718770727549634
chr13	49802572	49802877	8.365333502409888
chr13	50949302	50949942	8.677814764156938
chr13	50957727	50958337	9.997194265928425
chr13	50964754	50965124	10.359648204494167
chr13	50967242	50967717	9.307034635543824
chr13	50977877	50978163	7.301604606054879
chr13	51055685	51056004	4.5625831796831475
chr13	51094563	51094941	12.043467932907992
chr13	51095449	51095796	12.94535743537485
chr13	51100166	51101270	25.651648349520087
chr13	51109792	51110719	17.77878868849918
chr13	51113587	51114430	18.698268341141382
chr13	51162047	51162372	14.393004126915566
chr13	51162835	51163139	12.946349834140978
chr13	51169668	51170013	14.978031683659207
chr13	51170537	51171452	16.172963694796536
chr13	51400962	51401195	6.393430634117945
chr13	51408377	51409202	13.883010503017541
chr13	51584867	51585241	11.181172041969504
chr13	51594945	51595172	8.838048334163716
chr13	51615764	51616698	18.706847169414576
chr13	51623493	51623772	13.941270845338009
chr13	51624058	51624868	17.037503333150603
chr13	51631269	51632220	17.114688801088544
chr13	51639195	51639559	15.303710845800547
chr13	51644534	51645712	24.615360154765572
chr13	51651093	51652171	24.23862924469645
chr13	51670109	51670470	9.281744333515537
chr13	51685518	51686182	21.154291210404363
chr13	51696178	51696590	11.824746061297295
chr13	51705019	51705414	12.689761845069595
chr13	51726086	51726428	16.053445486994516
chr13	51738473	51739333	18.504382107978643
chr13	51741259	51742095	19.055230123574653
chr13	51748277	51748711	13.387080300238825
chr13	51754992	51755321	15.25026378225773
chr13	51756275	51756686	18.17090421987566
chr13	51767735	51768838	13.617953613900317
chr13	51781694	51782045	9.81963261987409
chr13	51792660	51792996	9.419709417082014
chr13	51826231	51826465	12.739673736767891
chr13	51841873	51842264	19.410995276077934
chr13	51845700	51846515	18.096144799074512
chr13	51848095	51848505	15.778796835643488
chr13	51862142	51862436	8.874204431261335
chr13	51876462	51876881	10.725033814696538
chr13	51898459	51898882	13.552844658529223
chr13	51919615	51920028	8.866945103929348
chr13	51930260	51930671	13.538371629088465
chr13	51948882	51949451	11.157977813157549
chr13	51975361	51976548	15.402694289987592
chr13	52021189	52021659	10.505861709472981
chr13	52070636	52071252	11.409277904536816
chr13	52142311	52142697	7.062926938496723
chr13	52142930	52143354	7.382357843641965
chr13	52222336	52222562	14.302596636578045
chr13	52223067	52223559	12.729039041007438
chr13	52272040	52272450	14.250724222601914
chr13	52275406	52275792	11.405942383207805
chr13	52308812	52309231	14.456099756008685
chr13	52336395	52336651	8.477665232494473
chr13	52355693	52356100	12.382498204561651
chr13	52429810	52430174	10.913000405489743
chr13	52530338	52531260	13.390417400513192
chr13	52581159	52581387	9.563175481662416
chr13	52626822	52627117	8.709242584745763
chr13	52711797	52712103	14.24073796802097
chr13	52788089	52788529	10.512213582884181
chr13	52833199	52833623	9.121759611480641
chr13	52864588	52865350	16.05868787277402
chr13	52876169	52876727	11.334167333486686
chr13	52885620	52885951	11.152162932197133
chr13	52919994	52920435	11.332073574974423
chr13	52929066	52929993	21.14449443117572
chr13	52971265	52971499	7.278960774087499
chr13	52977895	52978190	16.842274294061177
chr13	52980253	52981039	21.77542279998158
chr13	53000217	53000546	11.37801266296294
chr13	53067844	53068163	12.7424048600152
chr13	53088742	53089094	11.131353185935454
chr13	53119987	53120493	13.365311824285937
chr13	53120860	53121086	13.207622671549299
chr13	53125647	53126854	21.05961754505755
chr13	53129922	53130253	16.21155082207072
chr13	53131365	53131802	11.444588990724332
chr13	53138992	53139238	11.854341580615781
chr13	53140358	53141464	11.887609931487072
chr13	53160437	53160779	9.93312658761677
chr13	53225665	53225968	11.184006190536046
chr13	53285121	53285823	12.140547787022387
chr13	53361498	53361849	12.213128570817474
chr13	53374488	53374767	15.525054371057873
chr13	53377572	53377839	11.51414918363764
chr13	53393598	53394260	12.966912121210934
chr13	53407455	53407751	11.949636614000475
chr13	53415145	53415402	7.986995153390016
chr13	53442517	53442780	8.145853051667885
chr13	53462150	53462465	9.196717542315286
chr13	53470500	53470867	18.32181619493448
chr13	53688581	53688926	8.798647033304407
chr13	54174475	54174831	9.577795776088585
chr13	54284994	54285432	7.98629661999881
chr13	54323134	54323443	8.969784384792291
chr13	54371504	54371787	18.02880862070899
chr13	54378684	54379076	12.2125588837935
chr13	54391618	54392620	22.73167990353293
chr13	54401953	54402766	11.883404022653165
chr13	54446933	54447602	15.583833662383759
chr13	54448096	54448602	15.491237231394047
chr13	54468644	54469357	16.843124724036347
chr13	54477752	54478105	23.22003267034255
chr13	54487378	54488582	23.593296211819315
chr13	54501040	54501395	18.370888736886037
chr13	54503130	54504010	22.708902283148333
chr13	54565030	54565982	13.87733109458154
chr13	54574247	54576082	16.606984703322876
chr13	54581012	54581253	13.75852600271771
chr13	54589831	54591070	19.28522490839308
chr13	54610976	54611993	13.409762189803223
chr13	54621418	54622194	15.481549420307593
chr13	54635171	54635442	8.59700858197089
chr13	54654641	54654923	11.136852981350946
chr13	54687320	54688350	24.99138000636425
chr13	54693908	54695372	36.89221661373921
chr13	54700995	54701377	14.072756302918439
chr13	54708168	54708524	11.744527886422832
chr13	54709106	54709424	14.473871234078077
chr13	54737394	54737644	16.67116383743286
chr13	54738079	54738737	13.915134789371201
chr13	54758157	54758846	16.577246798832288
chr13	54766015	54766999	11.42832225561142
chr13	54777994	54778503	13.873520510135792
chr13	54789059	54789945	33.45468163436476
chr13	54792703	54793291	26.855881074658868
chr13	54793737	54794807	28.421650775125094
chr13	54805403	54805952	10.383234817907892
chr13	54820969	54821553	12.961412664962142
chr13	54824576	54825173	12.319025164273516
chr13	54863755	54864428	10.506748519007553
chr13	54922241	54922504	11.207519110617982
chr13	54948623	54949408	19.196773235053772
chr13	54973913	54974301	17.66841061336478
chr13	54979298	54979991	12.358148490883742
chr13	55013623	55014003	18.322348504317436
chr13	55099587	55100205	13.698092979134865
chr13	55104825	55105142	23.550309954381515
chr13	55111913	55112147	12.326495924566546
chr13	55136941	55137720	21.92494615878006
chr13	55139724	55140030	20.719505035799312
chr13	55173101	55173377	18.33051273788231
chr13	55174226	55174740	17.043482362992105
chr13	55178163	55178496	21.38632931294026
chr13	55182273	55182794	20.97811077652417
chr13	55189354	55190635	22.004277336513688
chr13	55191408	55191968	16.18698134252003
chr13	55199486	55199751	14.186504407198925
chr13	55209501	55210028	26.597968483333116
chr13	55210441	55211657	35.77838148255097
chr13	55240346	55240602	15.542817819863558
chr13	55251262	55251793	12.929310648679284
chr13	55321149	55321379	13.263211125912873
chr13	55322211	55322624	17.05271157687282
chr13	55329504	55330598	26.688520767135202
chr13	55337582	55338079	16.407313767093527
chr13	55338970	55339258	15.288336416085562
chr13	55362649	55363287	23.545990449134084
chr13	55368394	55369588	20.708076095261564
chr13	55371970	55373240	23.26697153557004
chr13	55378804	55379355	17.105107693403905
chr13	55392918	55393424	18.235208991959162
chr13	55418207	55418735	16.627274897965517
chr13	55446101	55447121	23.481304236954333
chr13	55452090	55452529	19.65153592485502
chr13	55460868	55461112	24.174761873776795
chr13	55471939	55473180	33.111362933728316
chr13	55477756	55478164	21.330307207855522
chr13	55488080	55488649	14.493722892184667
chr13	55489620	55489924	14.593900893863879
chr13	55502363	55502650	11.097271826209091
chr13	55510995	55511620	20.838608779907226
chr13	55513215	55513711	24.42802834126257
chr13	55529544	55530110	18.32542839825364
chr13	55569864	55570159	18.315301232418772
chr13	55571145	55571476	23.210100369871203
chr13	55592816	55593422	14.515369481379443
chr13	55599722	55600252	13.132170466656955
chr13	55622699	55623475	19.12210664306719
chr13	55634677	55634931	18.094707718045694
chr13	55657736	55657975	9.935011987406838
chr13	55692601	55693019	18.539609309018513
chr13	55714265	55714987	14.801969924461808
chr13	55726911	55727281	14.018828734836063
chr13	55733773	55734369	15.394896153635626
chr13	55749004	55749235	11.95020496484005
chr13	55783971	55784414	9.85247784112969
chr13	55825157	55826401	13.459899586496629
chr13	55830691	55831204	14.87979453348974
chr13	55831494	55831855	14.988075214079542
chr13	55871258	55871577	9.673332549187831
chr13	55921933	55922193	9.350026479134193
chr13	56027574	56028002	11.407966575889944
chr13	56039839	56040104	19.120366920615144
chr13	56101885	56102684	17.766995599481728
chr13	56108770	56110450	26.655037940219362
chr13	56135528	56136103	20.47695027226987
chr13	56140948	56141480	20.412460596041573
chr13	56159151	56160020	17.821526005023916
chr13	56161815	56162167	18.052502263676036
chr13	56193032	56193500	19.172899301235493
chr13	56194292	56194983	22.350687104265184
chr13	56195679	56196041	22.16643065247088
chr13	56197272	56197902	21.92864108918205
chr13	56208666	56208933	8.379386780413796
chr13	56222166	56222623	10.576367094428065
chr13	56238365	56238930	19.348113085316346
chr13	56251675	56252593	18.096432942450697
chr13	56264843	56265098	8.350765000137628
chr13	56334518	56334927	9.096170229550387
chr13	56357118	56357507	9.09457113565087
chr13	56362398	56362756	13.248597752448568
chr13	56372865	56373410	10.637474375033598
chr13	56381548	56382137	10.226226476335768
chr13	56389210	56389572	10.12194570783752
chr13	56433479	56433946	11.193694116727189
chr13	56475228	56475765	10.761498036109314
chr13	56521974	56522977	20.63813134799094
chr13	56609093	56609790	13.663336615651376
chr13	56703454	56704389	12.1500532170668
chr13	56750531	56750879	9.639516818112341
chr13	56764705	56765059	7.287277759131738
chr13	56842701	56843134	9.220736489284947
chr13	56843576	56844000	10.513764725541169
chr13	56885990	56886456	9.053865287436947
chr13	57224934	57225814	12.13520316102288
chr13	57259750	57260063	12.61756528909214
chr13	57551959	57552707	15.418065369447921
chr13	57552977	57553475	14.188368720701899
chr13	57573012	57573780	10.672752251848578
chr13	57588799	57589148	9.336857395390727
chr13	57679833	57680150	11.120587607663513
chr13	57696456	57697142	9.017850289886963
chr13	57733269	57734093	10.210044058781225
chr13	57829975	57830208	8.751269788701135
chr13	57873427	57873891	10.343840531234083
chr13	57907763	57908633	16.479925136456544
chr13	57968793	57969462	10.002976736858464
chr13	57983006	57983374	15.836369947246883
chr13	57984109	57985179	17.32243155720078
chr13	57985439	57985799	13.875960908995735
chr13	57995767	57996461	11.926438017262505
chr13	58005519	58005815	12.507393392356667
chr13	58007590	58008320	16.41166701055553
chr13	58066405	58066991	18.57434294573683
chr13	58128598	58129621	21.43629577782147
chr13	58148347	58148684	10.277304530497474
chr13	58155069	58155677	18.56643900588939
chr13	58158479	58158920	16.508980388814358
chr13	58164001	58164335	16.208057823295366
chr13	58188395	58188788	9.314632175532916
chr13	58215460	58216145	11.474743641205947
chr13	58227267	58227536	11.02760588989825
chr13	58262803	58263180	11.869894214903328
chr13	58274278	58274879	20.746798556576948
chr13	58277832	58278313	24.783454105908557
chr13	58280379	58281344	20.949884865321025
chr13	58288260	58288663	16.311840227756548
chr13	58288942	58289420	17.626847007783386
chr13	58307428	58307706	11.341045060603738
chr13	58358828	58359786	29.111034467971898
chr13	58384823	58385153	16.307214286110618
chr13	58385517	58386077	17.374308460099357
chr13	58401923	58402909	18.824366022558774
chr13	58516439	58516678	15.26978677885303
chr13	58522878	58523318	13.67015055959875
chr13	58536665	58537360	23.892371026732082
chr13	58542156	58542608	23.564306433221937
chr13	58542869	58543326	26.117082466442685
chr13	58544051	58544383	20.677001194781568
chr13	58591942	58592262	18.75939343571663
chr13	58592842	58593545	21.626090618149824
chr13	58598712	58599380	22.95512074624707
chr13	58604133	58604765	20.505080057095878
chr13	58615719	58616869	34.89350858688354
chr13	58633350	58633940	20.403598171169474
chr13	58655733	58655990	11.148656592758712
chr13	58668655	58669605	18.735669503713908
chr13	58797264	58798063	9.696018401911022
chr13	58806220	58806872	10.051276998285866
chr13	58880602	58881077	11.810507437053479
chr13	59220039	59220504	9.357817793917912
chr13	59225626	59226543	12.875365168603713
chr13	59227746	59228059	14.93142763875163
chr13	59228372	59228651	10.566043893068922
chr13	59546022	59546317	10.494624283354161
chr13	59557276	59557729	15.063849423894819
chr13	59584722	59585049	13.615453457613604
chr13	59585367	59585624	17.03875151311377
chr13	59591299	59592780	21.167814227012805
chr13	59646481	59647143	10.442491633654361
chr13	59660208	59660820	10.808587646172716
chr13	59679647	59680541	8.783974027740342
chr13	59728211	59728554	10.581889255401345
chr13	59734115	59734732	9.123478360075618
chr13	59769220	59769742	13.818852652991868
chr13	59769986	59770348	22.523185424383176
chr13	59795706	59796995	32.389313273137624
chr13	59822934	59823664	18.2194811455191
chr13	59835984	59836429	12.343974164898476
chr13	59840571	59840870	13.431320585933417
chr13	59842694	59842950	11.758022796362638
chr13	59856278	59856855	9.004669207634091
chr13	59933975	59934379	8.134865743689017
chr13	60176369	60177564	16.457660651905268
chr13	60286790	60287022	17.090547384886907
chr13	60427684	60428328	10.561477364220234
chr13	60435524	60436052	9.482038135781433
chr13	60454954	60456019	13.432337796072446
chr13	60464401	60465086	10.709426882667263
chr13	60466087	60467055	13.52210433818092
chr13	60556723	60557038	15.200065973069933
chr13	60566905	60567521	13.73010013784681
chr13	60569347	60569929	14.176584002897911
chr13	60601870	60602506	14.466722629355184
chr13	60602843	60603248	16.5708312611521
chr13	60615046	60615382	13.120912279401507
chr13	60618597	60618874	13.922214301484587
chr13	60625076	60625466	10.070019114323152
chr13	60672569	60672869	8.521033188501994
chr13	60693255	60694112	8.942473363709421
chr13	60722413	60722787	7.768296429180206
chr13	60734043	60734468	22.22882655873018
chr13	60757192	60757453	8.190885012177215
chr13	60775045	60775660	10.607166046049537
chr13	60776231	60777013	14.525885884414244
chr13	61715592	61716215	7.143673070935146
chr13	61716742	61716989	13.144521497039177
chr13	61773715	61773993	12.476029663634815
chr13	61804037	61804450	8.029427908234677
chr13	61817684	61818347	8.170407182670466
chr13	61824539	61824849	15.247074714783698
chr13	61835172	61836166	11.730851271742546
chr13	61874816	61875726	15.115002874489669
chr13	61949072	61949839	8.231149553164665
chr13	61950501	61950900	9.973225306747551
chr13	61979951	61980975	9.597363992361352
chr13	62015677	62016123	7.872792153347768
chr13	62077994	62079445	17.107961297714876
chr13	62098594	62099992	23.73218709818795
chr13	62111874	62112535	17.87509026000792
chr13	62114355	62114913	18.054602605894903
chr13	62115705	62116082	22.811155205380064
chr13	62284769	62285080	18.35504355231282
chr13	62311893	62312802	9.26451408640124
chr13	62331255	62332277	15.968050677715683
chr13	62362077	62362462	13.678418838203728
chr13	62363925	62364303	14.085947715416156
chr13	62374849	62375141	10.394469687383468
chr13	62376080	62376537	14.543258009645559
chr13	62382058	62382326	11.467252813168425
chr13	62382830	62383539	12.224984248367116
chr13	62388417	62388676	16.310183624503235
chr13	62389940	62390442	13.45302520995121
chr13	62390692	62391047	11.87496345681204
chr13	62399287	62399615	11.43506150274742
chr13	62415723	62415958	7.889611305074489
chr13	62441630	62442009	11.379926442470904
chr13	62459500	62460200	16.678745678492955
chr13	62466577	62467159	31.500450976525794
chr13	62508690	62508951	7.805747158225926
chr13	62575274	62575607	7.894623090555002
chr13	62616617	62617038	9.654339545696194
chr13	62633875	62634152	11.0833418154114
chr13	62646312	62646742	12.431228634923004
chr13	62711544	62711789	8.154526204478984
chr13	62712428	62713015	7.9807644231559065
chr13	62803425	62805008	18.431371464622785
chr13	62846385	62847090	14.129604053835497
chr13	62856337	62856606	21.834618025995987
chr13	62862910	62863693	21.382335698163068
chr13	62882704	62882962	11.047281886256018
chr13	62887966	62888360	11.113222519153267
chr13	62927426	62927689	11.32563242531548
chr13	62964908	62965401	9.593076988359494
chr13	63071869	63073069	12.73240085442861
chr13	63079712	63080351	13.7772106639283
chr13	63082432	63082700	10.467056758368193
chr13	63082939	63083255	12.146553585800943
chr13	63167127	63167373	9.372788328465408
chr13	63171457	63172346	11.114063449597868
chr13	63240161	63240796	10.673787154550627
chr13	63272379	63273269	17.293168815869965
chr13	63300006	63300267	11.829652629136126
chr13	63301250	63301491	13.757083014333892
chr13	63307409	63307793	12.151595771312714
chr13	63314275	63314842	11.199196519464833
chr13	63335745	63336051	9.340600148525114
chr13	63339467	63339693	11.490266994037459
chr13	63352268	63353071	21.17620419921495
chr13	63353402	63353802	14.348702387809753
chr13	63356343	63356682	13.458831984033274
chr13	63412322	63412670	10.95540138770794
chr13	63413436	63413775	14.93013596886379
chr13	63415913	63416474	11.46268762326708
chr13	63430725	63431972	21.834520049351354
chr13	63499290	63500033	17.23222062661542
chr13	63506553	63507217	9.47328077741416
chr13	63516792	63517352	13.09058551107134
chr13	63564916	63565397	19.689471748415496
chr13	63567567	63567979	20.259119330100642
chr13	63572327	63572916	12.752409626551112
chr13	63596078	63596605	11.606809768097676
chr13	63630740	63631047	7.808313804651316
chr13	63648986	63649527	10.753544521860627
chr13	63682082	63683206	17.294793515867187
chr13	63689692	63689972	9.329137825965882
chr13	63815150	63815568	16.71012020111084
chr13	64020848	64021224	10.009611440465806
chr13	64031263	64031806	11.595199830843818
chr13	64042202	64042521	12.041074827546984
chr13	64045692	64046597	13.014844587758102
chr13	64071699	64072141	11.483309954000275
chr13	64099179	64099420	10.624485368055922
chr13	64115617	64115932	13.838285942683145
chr13	64138039	64138283	11.064605212602459
chr13	64153422	64154375	35.16324892774584
chr13	64161273	64161684	32.50670679932383
chr13	64162037	64162879	18.857683432073888
chr13	64185370	64186043	19.665080726589526
chr13	64206335	64206701	12.988577967784444
chr13	64250906	64251551	21.306645366757415
chr13	64253965	64254217	29.302082871633864
chr13	64257162	64257430	27.599590458087068
chr13	64279644	64280776	28.110960549263567
chr13	64312438	64313037	14.374407198273877
chr13	64320329	64320776	14.19865691421816
chr13	64322663	64323513	16.05342929166906
chr13	64343607	64344321	10.356583580583418
chr13	64360042	64360287	9.470874490543288
chr13	64369977	64370993	31.255205660354434
chr13	64407276	64408143	12.669026016226551
chr13	64421212	64421669	17.232396664191647
chr13	64422257	64423072	17.525263322350437
chr13	64431870	64433036	21.405608254067893
chr13	64448649	64448892	8.72292816099316
chr13	64508816	64509406	12.84556783417524
chr13	64855054	64855642	11.296652867680503
chr13	65112801	65113409	11.970430397673658
chr13	65120149	65121091	15.823890359538376
chr13	65176148	65176399	8.839831359832885
chr13	65217351	65217642	8.65263343594738
chr13	65227609	65228521	10.710159910875454
chr13	65228908	65229172	9.171348297234738
chr13	65240607	65241342	19.26848201751709
chr13	65259285	65260243	11.549398597446514
chr13	65278499	65279128	12.116804267719553
chr13	65309869	65310364	11.322044719349254
chr13	65310710	65311523	11.12137852207761
chr13	66563227	66564150	10.768569629086446
chr13	66600194	66600848	9.620803628857347
chr13	66601447	66602235	10.392126904526338
chr13	66626355	66626741	8.769205839522762
chr13	66710834	66711351	14.206349317524834
chr13	66714872	66715180	6.842388636106021
chr13	66715803	66716185	10.263552215086852
chr13	66877795	66879318	21.729790854637628
chr13	66904893	66905294	15.872692296035272
chr13	66922309	66922605	12.265659815556294
chr13	66926765	66927010	12.985415731157575
chr13	66932646	66933372	26.72307392388336
chr13	66938300	66939784	22.914212264958564
chr13	66951201	66951501	10.591966301600138
chr13	66991507	66991802	12.54267918538239
chr13	67060453	67061679	14.676712685658142
chr13	67081134	67081829	11.144420395995216
chr13	67108230	67108975	12.61201831958438
chr13	67230210	67231093	11.302248398552935
chr13	67232760	67233936	9.834045672497782
chr13	67239305	67239743	11.737998080580201
chr13	67241475	67241939	8.724300368078824
chr13	67289716	67290153	8.326453678122375
chr13	67296540	67296958	15.157844659814424
chr13	67381960	67382350	10.828947846706097
chr13	67399633	67400020	8.425476681662468
chr13	67421069	67421471	9.649610635653064
chr13	67422277	67422698	16.889494762284738
chr13	67430635	67430992	13.818546089471555
chr13	67488119	67488636	15.218341759141225
chr13	67525760	67526189	12.474026395446494
chr13	67552628	67553130	13.557324158717911
chr13	67572587	67573683	12.245422836637845
chr13	67578073	67578816	9.167377296078092
chr13	67613474	67614482	16.027769265193786
chr13	67637405	67638068	8.662628745601188
chr13	67657635	67658364	8.734418144278402
chr13	67683237	67683498	9.530845430162218
chr13	67686441	67686724	8.197940794402214
chr13	67732219	67732460	11.080680198194575
chr13	67743738	67744317	9.533584782496636
chr13	67754727	67755177	9.285810258653429
chr13	67779442	67780505	20.28424574357658
chr13	67791883	67792217	14.215219817475644
chr13	67813611	67814672	19.79251497719897
chr13	67844738	67845556	14.935833012853683
chr13	67863463	67863786	11.01233102072134
chr13	67872793	67873323	15.55894442864184
chr13	67925144	67925624	17.536678882439933
chr13	67925900	67926326	8.742194990596861
chr13	68086966	68087388	7.136135412618447
chr13	68161823	68162140	9.323672869228037
chr13	68539300	68539866	10.03622336690923
chr13	68581791	68582488	10.701312600112542
chr13	68596989	68598271	15.438544055415019
chr13	68998765	68999963	19.67020096842554
chr13	69260079	69260606	11.767753496115755
chr13	69273923	69274835	9.87738011777401
chr13	69343997	69344412	6.795614101800574
chr13	69373765	69374042	9.542314006103075
chr13	69490146	69490396	10.630136585235595
chr13	69493034	69493505	11.735175852562971
chr13	69521111	69521597	10.998834021297501
chr13	69533077	69533325	17.845676241382474
chr13	69534490	69535624	19.95915361350596
chr13	69601303	69601589	7.62744975756932
chr13	69611399	69612046	20.664645510442107
chr13	69682670	69683030	10.548530684577095
chr13	69691107	69691451	9.365014317423798
chr13	69738392	69738898	16.340367334162295
chr13	69739276	69740245	18.265655949634912
chr13	69768402	69768822	8.213064105170114
chr13	69805662	69806318	15.508520709305275
chr13	69807100	69807521	11.321563747886241
chr13	69808008	69808414	12.599531798527158
chr13	69823052	69823529	9.91997646835615
chr13	69991465	69991850	11.572449139186315
chr13	69996652	69997047	14.278511740286138
