chr	start	end	8Cell_Tead4
chr12	110494249	110494639	12.188563870161008
chr12	110538987	110539429	15.401351546809684
chr12	110555586	110556231	14.476854744253233
chr12	110591136	110591580	14.990935888376322
chr12	110677787	110678270	20.36072733979788
chr12	110702847	110703803	33.00304141703011
chr12	110714094	110714368	26.232347926954283
chr12	110731107	110731473	20.771549472391932
chr12	110737476	110737746	13.750998235631872
chr12	110741170	110741485	15.677160369025337
chr12	110746366	110746891	18.93205219450451
chr12	110772688	110772986	11.920468703212354
chr12	110808454	110809350	23.57018300358738
chr12	110843647	110844081	25.53801655659478
chr12	110851553	110851836	16.50947298851957
chr12	110888887	110889509	20.537960740914297
chr12	110890154	110890415	14.125561494936889
chr12	110912246	110912932	12.290495521820668
chr12	110981317	110982136	16.52641386397738
chr12	110990658	110991014	26.946541759405243
chr12	110991509	110992453	35.19006248045776
chr12	111036368	111037423	23.03634769023877
chr12	111049422	111049680	14.935901549435401
chr12	111088012	111088429	13.557857200110274
chr12	111122287	111122764	12.458933898238016
chr12	111134587	111135136	12.700166321843048
chr12	111135396	111135711	11.313026711297413
chr12	111150837	111151521	19.727082146538628
chr12	111211141	111211850	15.838985227899592
chr12	111230288	111230892	16.802893474402016
chr12	111271714	111272453	18.71840678629275
chr12	111272726	111273010	16.08128969770082
chr12	111301640	111302064	9.722660019712627
chr12	111330495	111330859	10.518131523341923
chr12	111354671	111355470	15.960677544375384
chr12	111360376	111360784	17.891028259314744
chr12	111370324	111371069	24.544004609280783
chr12	111371746	111372017	17.155023694478277
chr12	111372304	111372599	20.947995964955474
chr12	111377720	111378024	17.6662837737485
chr12	111401690	111401971	10.270956053004147
chr12	111497114	111497399	8.649812862329316
chr12	111505154	111505539	20.684253056018385
chr12	111512741	111513359	43.2325191528666
chr12	111514848	111515366	35.29215145479298
chr12	111522362	111523359	41.63434536741634
chr12	111534789	111536185	33.242071449585836
chr12	111537735	111538114	28.25265429453988
chr12	111553200	111553920	44.49558953444163
chr12	111556309	111556919	38.34748527182907
chr12	111567058	111567781	30.42294916968128
chr12	111579958	111580307	36.58079568157906
chr12	111583368	111583639	20.105243816586878
chr12	111587757	111588130	24.25055233594879
chr12	111601087	111601722	15.00114937429353
chr12	111642692	111643076	11.940525983770689
chr12	111661310	111661687	21.862053084436717
chr12	111672393	111673493	31.78667445963079
chr12	111673991	111675043	29.88607893062635
chr12	111697821	111698139	24.688672941435808
chr12	111704465	111705092	16.671342758470747
chr12	111737188	111737875	20.789901271137087
chr12	111743274	111744106	17.55919250043539
chr12	111744610	111744914	16.692349637809553
chr12	111754476	111754892	16.726585663281956
chr12	111760423	111760984	20.020566370822955
chr12	111774171	111774669	14.588504607418933
chr12	111813553	111813895	15.078851582711202
chr12	111814817	111815876	18.11862076083031
chr12	111943037	111943455	12.746823618856913
chr12	111967132	111967491	11.494039941963047
chr12	111988507	111989370	22.480463366105134
chr12	112022106	112022485	21.79439963388569
chr12	112073939	112074362	13.921214662826936
chr12	112090833	112091231	14.205071394167954
chr12	112104192	112104522	27.646756969798695
chr12	112104852	112105560	28.80341561904735
chr12	112106438	112107211	46.05926467283577
chr12	112112697	112113213	26.280152727467144
chr12	112125706	112126461	13.717713107178543
chr12	112145155	112145565	12.251356084172318
chr12	112169559	112170512	13.302654026187605
chr12	112388978	112389425	14.358160566163543
chr12	112516656	112517310	12.406319430115026
chr12	112543668	112544347	11.161500487657639
chr12	112576770	112577385	17.428448459966397
chr12	112588198	112589229	13.47068458431329
chr12	112599431	112600091	14.021995096495658
chr12	112613226	112613890	11.946336354117795
chr12	112644350	112645332	16.93861600289277
chr12	112652406	112653264	12.687340831978894
chr12	112660882	112661217	19.843279422930816
chr12	112674668	112675831	25.386691999558426
chr12	112707660	112708057	13.09374857309183
chr12	112717106	112718194	28.938231533064563
chr12	112721089	112721993	31.32442820494154
chr12	112765704	112766648	13.767656178292581
chr12	112799794	112800855	13.405055367418553
chr12	112808665	112809182	12.34527079049116
chr12	112817223	112817525	9.96460720719091
chr12	112829219	112829642	17.987250546755238
chr12	112837380	112837781	15.027376429398458
chr12	112875806	112876553	22.10474112203003
chr12	112976558	112976950	11.251465712274824
chr12	113000567	113001233	15.216611177713663
chr12	113013948	113014335	20.168569172999657
chr12	113107552	113108665	26.744435108361326
chr12	113140173	113141234	24.85089793281663
chr12	113143530	113143803	20.0842170994797
chr12	113147318	113147945	25.094423421832364
chr12	113154987	113157010	25.564594101427335
chr12	113220325	113220570	11.727124447725258
chr12	114008684	114009286	13.657224978323395
chr12	114597936	114598855	13.231626876938979
chr12	114989058	114989522	28.756534202345485
chr12	114989782	114990262	25.951041396458944
chr12	115044871	115045612	25.759268006493368
chr12	115555185	115555576	13.284555535182319
chr12	115625055	115625434	21.412731875215798
chr12	115625709	115626070	20.325192654892348
chr12	116176931	116177555	10.254634515597271
chr12	116208273	116208707	11.239269789462815
chr12	116280526	116281433	19.564630362269895
chr12	116292251	116292746	12.96929262045658
chr12	116391792	116392080	10.69423422548506
chr12	116405311	116405764	11.331646521359879
chr12	116427842	116428603	11.774167450279506
chr12	116502938	116503411	11.76394929139861
chr12	116729881	116730239	12.39263289201193
chr12	116790751	116791869	30.764455161495583
chr12	117426202	117426464	10.112178418472523
chr12	118198731	118199031	12.750703996022542
chr12	118238986	118239231	23.426572784112423
chr12	118239549	118239980	19.219974577565203
chr12	118244910	118245730	21.257283721028305
chr12	118263750	118265115	45.89316275006249
chr12	118290987	118292190	12.240760243147092
chr12	118301166	118302013	23.14794192713858
chr12	118821801	118822459	15.229005704172476
chr12	118889237	118889781	13.329977406298413
chr12	118924877	118925206	16.7137031178344
chr10	3235993	3237064	12.119769961003607
chr10	3365959	3366484	10.510511009579613
chr10	3740954	3741522	13.060186851192528
chr10	3973418	3973840	14.357202834992613
chr10	3996249	3997068	13.78822656749078
chr10	3999069	3999573	13.173789414148482
chr10	4068141	4068942	24.034303718738343
chr10	4073123	4073427	22.599072632036712
chr10	4078839	4079416	16.005724715194834
chr10	4079795	4080065	20.22577209825869
chr10	4174779	4175223	8.782039311555055
chr10	4190894	4191181	12.631307455720801
chr10	4200612	4200966	17.092752769168488
chr10	4220550	4221149	14.859443317470646
chr10	4221525	4222178	14.460448137651358
chr10	4237357	4237671	14.845363583534386
chr10	4243391	4243704	11.657894497100537
chr10	4250156	4250417	21.71118610572084
chr10	4259694	4259986	17.43252252879208
chr10	4273259	4274578	24.733804923282417
chr10	4282069	4282886	40.524693248613374
chr10	4295552	4295845	14.68868883803436
chr10	4297064	4297562	13.196362721393387
chr10	4333608	4334413	23.72045798568252
chr10	4340419	4340701	13.288064762210169
chr10	4380840	4381095	29.29259038438984
chr10	4387021	4387451	24.060789128236994
chr10	4431972	4432269	12.08997016482883
chr10	4482097	4483242	17.621327493492693
chr10	4586896	4587337	20.672667122752216
chr10	4587827	4588074	11.538365676818106
chr10	5207974	5208543	28.799319527899236
chr10	5215914	5216286	11.807769240871552
chr10	5794537	5795113	21.888754253586132
chr10	5797675	5798861	24.120212265452086
chr10	5805280	5805990	43.42322708183611
chr10	5823895	5824778	17.343590333534664
chr10	5833613	5833861	14.549358464056446
chr10	6008954	6009502	17.566246732308045
chr10	6358031	6358780	13.964903259786649
chr10	6416919	6417499	13.386189113403189
chr10	6586331	6586651	10.993217791616917
chr10	6635172	6636346	15.267181398921363
chr10	6881809	6882222	21.016691071646555
chr10	6882643	6883098	19.93849521259685
chr10	7258542	7258975	12.160394295809175
chr10	7357297	7357828	13.575450410950655
chr10	7390530	7391511	9.068016412425843
chr10	7473268	7473559	12.750893963161612
chr10	7589851	7590189	12.3653219945332
chr10	7644223	7644633	12.546272117335622
chr10	7667242	7667750	18.75478290291283
chr10	7728517	7728849	10.013847501881152
chr10	7792930	7793680	15.10119805018107
chr10	7925438	7926046	13.456491185646309
chr10	7956479	7956978	11.148728514004327
chr10	8227380	8227653	20.99072082575424
chr10	8801374	8801717	9.68776303477607
chr10	8886071	8886324	21.350291745935976
chr10	9515053	9515388	13.081547838182592
chr10	9529045	9530054	15.488580883789819
chr10	9733401	9734368	15.73008335758513
chr10	9865701	9866163	15.05260943540763
chr10	9901442	9901765	14.573408475232197
chr10	10778467	10778967	13.587681990623475
chr10	11064984	11065588	13.220040728714292
chr10	11149519	11149825	13.492256579056285
chr10	11172448	11173111	13.424203678493585
chr10	11175907	11176219	14.187146935707483
chr10	11202616	11203437	27.679255681845216
chr10	11263592	11263886	12.688048044840494
chr10	11264524	11264859	19.78931193565255
chr10	11266362	11266743	16.513221170019914
chr10	11471275	11471623	13.039379426802713
chr10	11471887	11472760	21.496776941305992
chr10	11481535	11481959	12.473161318392124
chr10	11746384	11747884	34.3123589665095
chr10	12578619	12579827	22.348820390290772
chr10	12705768	12706249	34.25732356049662
chr10	12759625	12760069	11.093039186151177
chr10	12785334	12785631	13.785032981975311
chr10	12850917	12851772	17.04982015821669
chr10	12867284	12868658	16.060399653783186
chr10	12881298	12882626	27.289613976536028
chr10	12915784	12916286	19.679021174214277
chr10	12931792	12932236	14.48571869059726
chr10	12987488	12987837	16.71109068632809
chr10	13008012	13008783	13.799461310939567
chr10	13015403	13015838	22.98800802340453
chr10	13016259	13016985	24.50691364947758
chr10	13037127	13037606	16.076619037755595
chr10	13087522	13088180	8.88838261057903
chr10	13140266	13140512	13.647842422733461
chr10	13157415	13158273	37.7492243548929
chr10	13193122	13193828	20.55051873831168
chr10	13219289	13219883	45.40733480453491
chr10	13509893	13510225	26.452274667211327
chr10	13513407	13513734	36.81291643195196
chr10	13552852	13553587	12.319049977283088
chr10	13563115	13563784	18.055406235436866
chr10	13564290	13564623	11.096856163070724
chr10	13964655	13964953	9.639515839967151
chr10	13965581	13965914	9.542618629810688
chr10	13986517	13986868	9.714857233215941
chr10	14383875	14384485	10.962373393480895
chr10	14583042	14584104	19.551312079312886
chr10	14584480	14584813	24.962843273495054
chr10	15855089	15855787	17.82818819390327
chr10	15916434	15916901	13.074176620875487
chr10	15925938	15926265	11.810194989592292
chr10	15926523	15927398	14.701571165902275
chr10	16050283	16050781	12.272807489916024
chr10	16342856	16343225	10.507281132829867
chr10	16754000	16754683	12.720875529209657
chr10	17579019	17580063	39.53646607143212
chr10	17592101	17592986	19.317409726051288
chr10	17722435	17723713	16.757941572878842
chr10	17733466	17733769	10.591857406565852
chr10	18048493	18049204	12.875540033506777
chr10	18188689	18188961	14.445486843585968
chr10	18197074	18197396	8.885954691016156
chr10	18235027	18235650	21.67223332284159
chr10	18282051	18282540	12.981672902780076
chr10	18449227	18449473	26.790373988267852
chr10	18449869	18450176	22.755539251072786
chr10	18453350	18454221	17.873164738634287
chr10	18768158	18768867	15.525789722232792
chr10	18844689	18844971	10.787529340027072
chr10	18860038	18861240	34.01704272335262
chr10	19153202	19154654	21.28371113456642
chr10	19182454	19183490	21.159475295239893
chr10	19192051	19192866	16.13816467706411
chr10	19586486	19586844	11.175771677294257
chr10	19591562	19592389	16.650765839338014
chr10	19621295	19621611	11.500716441794287
chr10	19644346	19645192	16.697575863371505
chr10	19708528	19708887	13.116726585749465
chr10	19738677	19739155	13.936445750950769
chr10	19835908	19836506	9.808542659848829
chr10	19907413	19907803	21.882343398607695
chr10	20090546	20092407	28.59763312551426
chr10	20131921	20132672	34.04510675194101
chr10	20134427	20135108	44.69409883810035
chr10	20145796	20146060	19.850710514819983
chr10	20185102	20185392	15.618028433569547
chr10	20272153	20272872	31.350554507365644
chr10	20308992	20309377	21.203774187162324
chr10	20311933	20312372	32.129114025003005
chr10	20347235	20347626	19.01859880042503
chr10	20952035	20952754	12.467447044786391
chr10	21124235	21124859	10.311673616751646
chr10	21263929	21264422	10.863808958815754
chr10	21344077	21344488	11.151980927970868
chr10	21687557	21687828	13.737782805608207
chr10	21829064	21829714	15.359072972811186
chr10	21844097	21844537	26.04629581191323
chr10	21845996	21847394	22.86768565771406
chr10	21936666	21937307	19.59511703782818
chr10	21941606	21942069	36.05288751902899
chr10	21945059	21945628	24.840181672510237
chr10	21961370	21961646	13.036476387493853
chr10	21979597	21981382	26.257929539784662
chr10	21985523	21985861	34.548325702283506
chr10	21987961	21988591	33.904087826562304
chr10	21994003	21994403	16.877254774570464
chr10	22079788	22080166	16.647255188573606
chr10	22142005	22143212	40.33477302711664
chr10	22458690	22459076	14.457859775562978
chr10	22480791	22481040	11.711178331490023
chr10	22594274	22594618	27.925951957702637
chr10	22596790	22597488	27.969470813827733
chr10	22597885	22598357	28.5683951741558
chr10	22608223	22608574	16.408213501302605
chr10	22619076	22619426	10.769349780763898
chr10	22694934	22695232	13.4619704220919
chr10	22719705	22720003	15.395929474158574
chr10	22731534	22732008	12.902572128843154
chr10	23070031	23070339	13.002878312940721
chr10	23070887	23071292	20.184592126916957
chr10	23781979	23782884	21.579519327701124
chr10	23791712	23792087	21.910846860249837
chr10	23792376	23792651	18.995072430697356
chr10	23811862	23812580	13.968199239135785
chr10	23819897	23820441	10.926557033377534
chr10	23867570	23867930	11.669288939899868
chr10	23894423	23895227	62.8630839177032
chr10	23915195	23915744	14.274819843973184
chr10	23926172	23926591	14.756699293496217
chr10	23926973	23927227	11.095795278474101
chr10	23981540	23982738	28.203056193751365
chr10	24022918	24023166	34.76716543397596
chr10	24049025	24049381	13.216150749935194
chr10	24084257	24084764	14.438750054474179
chr10	24114770	24116565	54.113337259531676
chr10	24124426	24125197	25.47588626450911
chr10	24125612	24126348	34.25608085419821
chr10	24127205	24127498	30.885364851447097
chr10	24132197	24132982	40.84795196071552
chr10	24133976	24134638	32.97875408751727
chr10	24138735	24139069	22.213539274866708
chr10	24139411	24139692	19.536517224702123
chr10	24247706	24248216	14.829099378398821
chr10	24353936	24354387	11.743962446496122
chr10	24520109	24521137	13.392922472397178
chr10	24590387	24591250	27.3371759947316
chr10	24595020	24595809	53.2282073500794
chr10	24617982	24618231	15.414475486939212
chr10	24620337	24620918	25.795596176909086
chr10	24634324	24634586	12.579330579015135
chr10	24646179	24647039	16.037462899296784
chr10	24725738	24726094	8.069036704770635
chr10	24748212	24748778	11.206625421139883
chr10	24771709	24771971	21.874176862585635
chr10	24833945	24835150	17.846298332530928
chr10	24869373	24869747	12.487930185654584
chr10	24869995	24870245	19.414202041625977
chr10	24926913	24927477	13.918204299101593
chr10	25191450	25191710	12.843398864452656
chr10	25237069	25237773	10.648761775683273
chr10	25259276	25259569	13.186447636666152
chr10	25268474	25268932	11.013018468581953
chr10	25289705	25290004	12.717747471404316
chr10	25342807	25343423	16.19305509561068
chr10	25343886	25344747	20.98855129490054
chr10	25543881	25544270	11.078229486176165
chr10	26367406	26367875	18.530114942522193
chr10	26371145	26371572	22.637988912417125
chr10	26416473	26416989	17.69968007701312
chr10	26428307	26428741	22.25072191387827
chr10	26431262	26432047	22.687320858050303
chr10	26450864	26452101	13.659679235521592
chr10	26582294	26582880	16.219828740321734
chr10	26663629	26663897	7.66365021556171
chr10	26665834	26666129	10.649253935733084
chr10	26669898	26670264	13.748889769361318
chr10	26776098	26777111	33.45072471283501
chr10	26777499	26777976	25.11570635781598
chr10	26938724	26939313	16.774190685745005
chr10	27013145	27013390	19.787342966819295
chr10	27781008	27782175	11.917296326456666
chr10	27825858	27827086	12.31226411005573
chr10	27986728	27987591	26.095836486628546
chr10	27987973	27988465	17.93489216401325
chr10	27994038	27995223	30.548450688873164
chr10	28011945	28012714	18.90586504049512
chr10	28013075	28013686	23.61631154311659
chr10	28013967	28014785	26.694929262245196
chr10	28359751	28360035	17.271004623090718
chr10	28636399	28636692	15.15535460071759
chr10	28645248	28646193	47.27302512971182
chr10	28823820	28824361	12.85870935295514
chr10	29301988	29302370	13.275084907471822
chr10	29313191	29313601	17.244231650887468
chr10	29444249	29444505	29.23775627836585
chr10	29473735	29474223	17.775069971553616
chr10	29474587	29475147	10.065475021941321
chr10	29534294	29534694	15.909649918079376
chr10	30121599	30122057	11.898800154440268
chr10	30195309	30195571	15.339736709157929
chr10	30200238	30200502	10.348055984034684
chr10	30618137	30618471	47.74278346078838
chr10	30628430	30630113	37.94239011640997
chr10	30630695	30631222	29.765054116439096
chr10	30731359	30731615	25.920448809862137
chr10	30733052	30733585	18.28110691127813
chr10	30842669	30843427	13.81996291545576
chr10	31068868	31069363	16.804586766946194
chr10	31297793	31298472	14.559121399459501
chr10	31303159	31303526	17.532670660304763
chr10	33780112	33780454	17.80485683017307
chr10	33797094	33798011	22.180713287746634
chr10	33891747	33892758	14.141793569400685
chr10	34009908	34010552	21.88062690133634
chr10	34017433	34017792	16.177919395786805
chr10	34019366	34020134	19.264493552347023
chr10	34127542	34127849	12.281423180421712
chr10	34387029	34388395	14.738585872322016
chr10	34418338	34419675	17.982697538947917
chr10	34532443	34532706	17.238579924115662
chr10	34699246	34699548	9.891651807241882
chr10	34699835	34700124	10.582931672000555
chr10	34795407	34795798	13.923278889082887
chr10	34796235	34796678	13.073343309268994
chr10	35017500	35018077	12.84668625000238
chr10	36044803	36045993	15.4351067052168
chr10	36087184	36087613	15.113373274013991
chr10	36088032	36088371	14.067260449614848
chr10	36893995	36894597	15.966127085923356
chr10	36974260	36974573	19.405765225712102
chr10	37000548	37000947	17.87682751485877
chr10	37005259	37006206	17.158328966203182
chr10	37015550	37016706	23.543298702132745
chr10	37071831	37072607	12.27542082980736
chr10	37220521	37222659	23.862945309987797
chr10	37231912	37232231	10.382967533362697
chr10	37262126	37262953	14.281353825957773
chr10	37307022	37307482	16.325483874652697
chr10	37951928	37953768	14.746817945397419
chr10	38113513	38113917	13.55916958988303
chr10	38645681	38646181	10.341048030376434
chr10	38800994	38801594	15.36581363360087
chr10	38801872	38802152	22.08233764512198
chr10	38817460	38817858	13.263844969284595
chr10	38818383	38818837	12.830015857839374
chr10	38849498	38850499	13.162043722954902
chr10	38876120	38876546	18.731989784419817
chr10	38877537	38878234	19.179179696133694
chr10	38893830	38895169	22.23043838056546
chr10	39159417	39159803	17.444007646234542
chr10	39171050	39171838	20.533721652732886
chr10	39222140	39222696	16.757621710248987
chr10	39369454	39369961	11.218003772419586
chr10	39483001	39483414	14.815100789936057
chr10	39590800	39591805	10.502123472109362
chr10	39613300	39613584	11.879405243296018
chr10	39649790	39650454	18.455160581921955
chr10	39731510	39731874	28.691999398745022
chr10	39898864	39899164	12.995533386866251
chr10	39960380	39960828	17.67085173726082
chr10	39961754	39962219	12.748876274272959
chr10	39978800	39979317	14.334323554712292
chr10	40176402	40176941	34.02719692308076
chr10	40190715	40191088	8.225405636805313
chr10	40198277	40199420	14.573938896649778
chr10	40212373	40213063	10.681399378223695
chr10	40237802	40238269	12.990683761858072
chr10	40246575	40247138	18.71603148783926
chr10	40257782	40258060	29.385267751680004
chr10	40258866	40259613	25.512282140443283
chr10	40267182	40267565	30.388814089503676
chr10	40276678	40277467	37.76705350742896
chr10	40278065	40278427	32.60904461771085
chr10	40283455	40284083	29.743802216402283
chr10	40291953	40292276	12.836365008870883
chr10	40302343	40302694	21.97151716618117
chr10	40314445	40314837	17.78238581637947
chr10	40319599	40319943	14.9435667936192
chr10	40342803	40343131	16.6612854585415
chr10	40348777	40349182	51.98494025336372
chr10	40441104	40441457	18.95309957498869
chr10	40441883	40442926	21.12472141554806
chr10	40520684	40521184	12.079072310447692
chr10	40531745	40533300	26.258147285682213
chr10	40556502	40556982	14.056126528978348
chr10	40594080	40594405	15.872822922926682
chr10	40599654	40600360	21.849440092405583
chr10	40635270	40636100	18.652572947812367
chr10	40816614	40816981	20.274648570234834
chr10	40817307	40817737	20.59575102606485
chr10	40864329	40864647	12.274161848632044
chr10	40865117	40865646	16.904762695326923
chr10	40882965	40883800	11.946688406481714
chr10	40997840	40998725	17.65617685264113
chr10	41005301	41005805	18.049358824888866
chr10	41156638	41157533	15.985435737844286
chr10	41303689	41304254	19.079800425166578
chr10	41414874	41415591	24.105291770924417
chr10	41433470	41434010	46.55687978532579
chr10	41434333	41435742	50.293501766629895
chr10	41445820	41446107	16.795163762694038
chr10	41446928	41447402	18.35014593651526
chr10	41449910	41450632	26.765825390485514
chr10	41470734	41471029	34.00482433125124
chr10	41471342	41473326	50.80229923371346
chr10	41518611	41519474	25.662400578292193
chr10	41682284	41682870	19.561769247868767
chr10	41763496	41764678	44.06512890733438
chr10	41774114	41774446	14.448931602110346
chr10	41785725	41786142	14.088989301265286
chr10	41809696	41810722	20.22408986416941
chr10	41886888	41887406	17.24086334714558
chr10	41902735	41903432	13.26709868883984
chr10	41923675	41924368	15.08032722665806
chr10	41939794	41940140	18.217933842212478
chr10	41951190	41951749	9.83281735316159
chr10	41997441	41998047	20.431275540059154
chr10	42002045	42002694	18.341059864026555
chr10	42072341	42073206	16.47713012915815
chr10	42080019	42080499	16.463368757565817
chr10	42114501	42115032	11.354732542163683
chr10	42139495	42140784	25.439635306018744
chr10	42276954	42278972	27.406503190039643
chr10	42291416	42291787	16.03233621705253
chr10	42308367	42308869	9.239586729927368
chr10	42390473	42390924	10.353324341403935
chr10	42458556	42458903	35.2984892435651
chr10	42459171	42459713	30.814621686055652
chr10	42464368	42465734	28.03566812875505
chr10	42472494	42472754	17.50920223089365
chr10	42473015	42473293	22.621261596679688
chr10	42485160	42485568	17.4894127962636
chr10	42496707	42497451	23.721865302772933
chr10	42500871	42501956	30.844554602275796
chr10	42503704	42504006	22.799254928993072
chr10	42510307	42510669	12.569420827686457
chr10	42545596	42546533	38.82741741742243
chr10	42552407	42552677	23.645174160710088
chr10	42554018	42554999	36.28705870777095
chr10	42601799	42602216	13.083609195636045
chr10	42649869	42650170	25.867178939109625
chr10	42650445	42650830	20.267476589648755
chr10	42678677	42679175	13.942911085833508
chr10	42685610	42686612	15.035150053972256
chr10	42841219	42842474	21.494755114977103
chr10	42847010	42847625	21.659228425684983
chr10	42853359	42854326	43.0954441269773
chr10	42913188	42913580	11.064053224057567
chr10	42940476	42940809	9.31015233163003
chr10	42942781	42943065	8.503195567869804
chr10	42948222	42949106	14.645868748021881
chr10	43050213	43050654	19.030130974559828
chr10	43052050	43052377	14.068552792983683
chr10	43199934	43200357	19.910728138952955
chr10	43435584	43435937	12.505738727094094
chr10	43442493	43443031	12.308684127481454
chr10	43457650	43457987	14.630262584290094
chr10	43481508	43482417	30.986158703551173
chr10	43488546	43490097	40.991331088166326
chr10	43500650	43501429	20.95446338090419
chr10	43518678	43519497	25.37636595273047
chr10	43537196	43537958	19.686085932523874
chr10	43827543	43827823	22.64129410811833
chr10	43840684	43841035	22.407753080384346
chr10	43841409	43842637	22.317960760104153
chr10	43856205	43856559	14.111225017720024
chr10	43901314	43902159	17.79789829874885
chr10	43933101	43933548	13.61364948776211
chr10	43977591	43977959	18.562838917193204
chr10	44004211	44004963	33.208647815471
chr10	44005305	44006279	28.5748677743289
chr10	44038168	44038560	12.73465375754298
chr10	44062057	44062374	14.587224969352457
chr10	44069353	44070211	25.81918707538596
chr10	44071104	44071617	19.39362813715349
chr10	44126199	44126674	11.0411505006489
chr10	44141701	44142240	11.749121485481899
chr10	44208335	44209063	27.80256363716754
chr10	44233589	44234399	13.418264298968845
chr10	44258402	44259384	10.314265168125907
chr10	44268212	44268774	13.261964514586426
chr10	44316865	44318227	16.68063839941823
chr10	44358802	44359177	12.198475311279298
chr10	44427610	44429047	14.779075921203995
chr10	44463284	44463958	15.281622926276233
chr10	44529344	44530036	15.67205083439116
chr10	45051076	45051794	16.53047757228437
chr10	45058003	45058809	25.505967869060505
chr10	45064430	45064764	21.86673405356036
chr10	45065053	45065398	14.916605750374172
chr10	45178250	45178628	15.68612833376284
chr10	45246091	45246838	21.65619732257991
chr10	45251419	45252307	23.527996639947634
chr10	45276811	45277097	14.010993230592954
chr10	45494169	45494960	16.51925331542525
chr10	45640744	45641176	21.40940584739049
chr10	45734298	45735540	28.88807172552591
chr10	45828674	45829352	22.23675243305949
chr10	45832018	45832310	16.132187229313264
chr10	47630058	47630316	12.748074350430985
chr10	48405006	48405559	12.399864600321267
chr10	49789778	49790174	13.463539207824553
chr10	49797310	49797872	27.539345589396792
chr10	49903044	49903543	17.385510014627645
chr10	50244984	50245230	10.457515811532494
chr10	50245525	50245816	10.2228396012611
chr10	50583111	50583834	20.317393176288526
chr10	50584476	50585435	23.12471724948744
chr10	50592669	50593078	16.50033575864759
chr10	51707579	51707984	13.891200882711528
chr10	51832536	51833020	10.054842959750783
chr10	51942586	51942844	19.578703410865725
chr10	51956159	51957094	19.813880592998974
chr10	52226958	52228048	16.288226929060908
chr10	52232350	52233623	18.189493111148185
chr10	52245191	52245986	19.759473106096376
chr10	52277552	52279242	22.7957633006079
chr10	52330037	52330638	12.84511591233747
chr10	52382244	52382599	16.654657328968316
chr10	52417229	52417741	10.427541301585734
chr10	52512123	52512405	9.152573443473653
chr10	53363401	53363728	11.839577575706926
chr10	53385044	53386148	21.89516834763513
chr10	53596928	53597175	11.815168890393215
chr10	53629570	53631262	27.316449926930964
chr10	53718459	53719429	17.827359963446547
chr10	54696466	54696732	12.908452245525847
chr10	56337552	56338121	13.071002746508285
chr10	56339078	56339533	11.432104396951068
chr10	56369071	56369681	11.42366331288072
chr10	56382111	56383395	31.74912859791907
chr10	56394302	56394586	26.056741042875906
chr10	56401237	56402312	21.31163360773131
chr10	56406943	56407314	23.330441667705855
chr10	56430474	56431277	27.96760022387855
chr10	56431621	56432971	33.24346301590955
chr10	56685097	56686076	13.507468507530984
chr10	57093654	57093980	11.867223894669234
chr10	57234641	57235734	17.457830906568702
chr10	57434920	57435447	21.582398812730126
chr10	57491580	57492478	22.744396824613712
chr10	57532296	57532801	21.13634101848791
chr10	57536424	57537005	43.865647068122165
chr10	57537251	57537925	33.77397423469702
chr10	57794110	57794559	16.355481116968168
chr10	57841056	57841967	16.36085784840924
chr10	58305659	58306325	20.921125487164336
chr10	58323054	58323834	21.638218058072603
chr10	58364699	58365921	37.71137427932502
chr10	58497556	58498145	16.651406804653096
chr10	58531080	58532801	32.39552397741819
chr10	58591504	58591770	11.81450390994997
chr10	58734897	58735181	13.130827933969632
chr10	58735460	58735790	19.262163624618992
chr10	58747751	58748588	13.813025853967154
chr10	58748933	58749217	13.286004499650337
chr10	58813575	58814316	10.924546916796933
chr10	59166332	59166664	13.586095077445709
chr10	59194935	59195278	10.38457452590542
chr10	59204541	59205858	23.90387247725699
chr10	59221509	59221868	22.663893766057857
chr10	59240754	59241476	11.052388989033792
chr10	59296283	59296669	13.472728000403686
chr10	59308749	59309576	18.091673243290856
chr10	59309864	59311465	25.577961791000984
chr10	59323112	59323832	13.892508343193267
chr10	59335928	59336562	23.03405458468368
chr10	59348244	59348521	15.669714228771223
chr10	59430529	59431148	16.385672219542965
chr10	59439332	59439697	14.043526725246481
chr10	59578675	59579062	15.06290560236889
chr10	59616451	59617040	8.439859509670471
chr10	59701845	59702876	27.649969665201745
chr10	59817827	59818275	15.973250150680542
chr10	59865214	59865459	10.371061710435518
chr10	59873502	59873786	16.07331300789202
chr10	59879387	59880144	17.985961749027712
chr10	59881940	59882434	15.730297405227477
chr10	59893267	59893785	15.338517157727686
chr10	59900085	59900330	15.543906114539322
chr10	59905253	59906610	19.33237907547413
chr10	59912404	59912860	25.47933332543624
chr10	59914525	59914788	37.22063902213093
chr10	59931914	59932172	26.891169437142306
chr10	59932442	59932887	22.969156933902354
chr10	59945159	59945503	21.15223596816839
chr10	59953194	59954959	23.000100971859506
chr10	60001341	60001830	20.588111573201747
chr10	60002363	60003604	23.347162852260396
chr10	60100742	60101055	17.044568214172752
chr10	60124393	60124756	11.63979315166631
chr10	60125128	60126063	16.243664762935538
chr10	60136297	60136714	16.854482289412612
chr10	60137072	60137517	15.984442599435871
chr10	60150171	60150567	21.292541352185335
chr10	60151099	60151423	18.678901545795394
chr10	60161335	60163066	23.060405046362742
chr10	60174340	60175816	27.308697750897913
chr10	60186466	60187126	19.00961396043951
