chr	start	end	8Cell_Tfap2c
chr11	78463204	78463812	30.65775562587537
chr11	78464511	78464854	21.274464323638828
chr11	78490602	78491282	15.63016236669877
chr11	78501503	78501962	20.357358045307897
chr11	78511907	78512516	14.374432032527203
chr11	78535623	78536161	19.488542905970576
chr11	78536451	78536805	16.258582826388086
chr11	78550301	78551266	16.602023693440493
chr11	78566497	78566798	14.00226888941768
chr11	78610616	78611018	13.880034552284734
chr11	78622426	78622974	12.792269306461307
chr11	78635720	78636237	12.591356845612221
chr11	78664236	78664546	14.101353949885215
chr11	78668218	78668755	15.649879269093775
chr11	78697089	78697885	16.40299686115591
chr11	78717655	78718295	18.148744754493237
chr11	78751393	78751645	13.47591005052839
chr11	78771726	78772569	27.56654612675822
chr11	78803662	78804268	20.85305703905943
chr11	78809939	78810241	14.383457395414643
chr11	78826615	78827100	22.032939173511622
chr11	78845682	78845996	12.96026091970456
chr11	78856027	78856338	16.143891463325723
chr11	78872122	78873120	14.1568614906204
chr11	78885278	78885708	19.059903167014898
chr11	78889073	78889430	20.889659646512413
chr11	78894951	78895266	12.107582924857972
chr11	78977916	78978565	13.953669201244008
chr11	78991183	78991598	18.577123339779405
chr11	79002153	79003073	19.319312596321105
chr11	79018918	79019443	16.01044036683582
chr11	79030840	79031796	15.71059619332956
chr11	79049198	79049903	16.703068408560245
chr11	79058230	79058843	13.489836156076553
chr11	79069225	79069482	13.910711611291314
chr11	79102594	79102996	12.537677522915512
chr11	79146370	79146793	11.604709150661531
chr11	79160151	79160734	23.3016016021192
chr11	79161545	79161848	24.624893496925683
chr11	79184307	79184598	16.183914286164484
chr11	79211191	79211456	14.086446056725844
chr11	79216891	79217232	16.944069602272727
chr11	79224497	79225241	16.30099634329478
chr11	79237600	79238543	9.483405271491721
chr11	79257548	79258076	19.369261640490908
chr11	79279174	79279475	19.173462538228083
chr11	79286542	79287559	26.821915015124056
chr11	79288087	79288344	23.08191657159115
chr11	79289615	79289857	21.317469683560457
chr11	79318898	79319601	17.915239352420247
chr11	79325876	79326242	22.74760583450234
chr11	79326830	79327161	24.13374101863527
chr11	79327994	79328472	18.231103585853738
chr11	79338995	79339521	24.0650802148159
chr11	79589110	79589912	12.708084175414278
chr11	79605533	79606001	10.123678396909664
chr11	79660211	79661014	14.791000483193404
chr11	79704102	79704432	22.34437152978146
chr11	79710547	79711172	20.702778749084473
chr11	79739222	79739728	10.847986897932211
chr11	79740812	79741211	8.575622943409702
chr11	79747646	79748445	21.27259045578213
chr11	79752595	79753297	16.400199295109154
chr11	79817864	79818163	10.045872640450265
chr11	79829239	79829651	10.673647180344295
chr11	79849531	79849815	8.466167958689407
chr11	79870121	79870973	9.932601345536854
chr11	79908579	79909248	15.64395153148292
chr11	79925184	79925517	15.023526715802717
chr11	79926695	79927131	16.00218673146099
chr11	79947552	79947849	12.959483002171371
chr11	79979411	79979873	18.48528930531952
chr11	79983355	79983692	18.33338345264469
chr11	79991851	79992797	15.4829838200301
chr11	80038473	80038834	15.488477474434553
chr11	80079786	80080226	14.55735490322113
chr11	80080491	80081372	15.925975842860176
chr11	80089144	80089788	14.198183746071336
chr11	80141893	80142406	15.557849692554734
chr11	80145612	80145881	21.11581791732391
chr11	80147561	80147873	19.402908004247227
chr11	80153706	80154493	25.21969436296514
chr11	80168352	80169244	16.302320185263596
chr11	80176205	80177330	18.75348086251153
chr11	80183541	80184109	22.3913889166335
chr11	80190750	80191920	18.395809344756298
chr11	80209162	80209599	12.76151552571312
chr11	80274001	80274251	17.500587451934816
chr11	80287097	80287504	15.869734222824508
chr11	80301812	80302118	16.7259872006435
chr11	80315054	80315481	23.416753424972786
chr11	80333383	80333834	15.479062883922635
chr11	80336946	80337253	14.460387975462874
chr11	80363665	80364127	16.364142081438207
chr11	80426411	80426742	14.093976496209551
chr11	80428692	80429037	12.875219466720802
chr11	80475886	80476313	13.754305133774912
chr11	80476559	80476831	14.50596668439753
chr11	80483064	80483321	12.284417545749056
chr11	80528659	80529387	10.813469381122799
chr11	80745851	80746229	10.0314026471799
chr11	80746610	80747135	10.043841589064826
chr11	80766370	80767059	8.2965939332162
chr11	80779468	80780286	14.729153162109823
chr11	80855755	80856454	12.070921970880423
chr11	80967847	80968263	15.893293799116062
chr11	81151700	81152808	17.56668968062969
chr11	81941209	81941485	9.438983913780987
chr11	82581031	82581715	11.943903912577714
chr11	82600426	82600951	11.59768547330584
chr11	82684502	82684999	11.487452011952698
chr11	82718641	82719217	14.217722622884644
chr11	82752303	82752883	14.016094005518946
chr11	82763652	82764586	21.856536046340583
chr11	82781192	82781753	20.203551681708948
chr11	82818328	82819473	17.942575322280284
chr11	82840785	82841075	17.751743004239838
chr11	82845947	82846370	20.718045115189067
chr11	82870752	82871243	23.728392878763543
chr11	82883038	82883521	18.710720668421523
chr11	82889831	82890599	29.521464911599953
chr11	82905804	82906551	12.652616008058928
chr11	82918700	82918945	18.163901815609055
chr11	82928151	82928504	8.163421917231833
chr11	82947531	82947857	12.787667602117807
chr11	83061570	83062444	11.932327335704654
chr11	83070690	83071000	5.429151896507509
chr11	83190938	83191498	10.540972843340464
chr11	83291372	83291881	12.921225542169656
chr11	83302743	83303186	14.690453865189047
chr11	83356270	83356948	12.22298282402455
chr11	83427250	83428125	18.07252573285784
chr11	83440551	83441181	22.746734557076106
chr11	83444794	83445124	26.57598776961818
chr11	83472082	83472919	26.131441730467365
chr11	83495261	83495642	16.199496279238403
chr11	83496093	83496456	11.188171680965372
chr11	83510706	83510992	15.973626566933586
chr11	83550113	83550583	9.40648605265516
chr11	83551827	83552184	10.48872797295493
chr11	83587480	83587992	16.73765515908599
chr11	83753463	83754025	15.988931551522631
chr11	83762372	83762730	9.973671590815709
chr11	83801679	83802270	12.777752458343247
chr11	83815917	83816218	11.035424897837084
chr11	83851148	83852192	15.517310615700323
chr11	83936160	83936473	9.437966425959676
chr11	83963931	83964316	20.596562729872666
chr11	83967304	83967587	17.87040068488239
chr11	84044760	84045098	14.311074200466539
chr11	84060440	84060711	17.34111663424221
chr11	84068549	84069201	16.720358143554876
chr11	84081156	84081432	15.482875423154969
chr11	84115241	84116340	13.51695657665888
chr11	84135570	84136271	12.642825937475186
chr11	84179123	84179568	13.814326684930352
chr11	84179831	84180478	17.673215485798337
chr11	84296608	84296926	9.445642082946106
chr11	84395064	84395374	10.851078876372307
chr11	84410305	84410693	10.887585163116455
chr11	84438232	84438682	9.04585115591685
chr11	84513225	84514079	22.34921590729117
chr11	84525397	84525783	14.414767465443191
chr11	84606030	84606321	11.04146910860776
chr11	84613172	84613788	8.664288263042252
chr11	84698768	84699017	10.428028022429071
chr11	84724827	84725332	11.578150295030953
chr11	84764603	84765277	19.27851093699741
chr11	84773604	84774004	10.323995078802108
chr11	84797856	84798200	13.859691227591314
chr11	84818251	84818779	21.486772974332172
chr11	84819084	84819519	15.791904806816715
chr11	84828853	84829327	11.970064065627408
chr11	84846401	84846776	18.268862668355307
chr11	84847031	84847309	13.400891708813125
chr11	84869367	84870171	14.059666639536767
chr11	84879635	84880770	23.1732624616917
chr11	84915939	84916636	13.429620924091749
chr11	84921942	84922351	13.623318135884105
chr11	84944784	84945129	33.03768196105957
chr11	84945469	84946345	34.2719721881222
chr11	84966551	84966796	11.081121763891103
chr11	84972145	84972514	15.57136219820679
chr11	85019929	85020183	10.153699856104813
chr11	85093041	85093699	14.928862749624397
chr11	85126901	85127229	11.748297223230688
chr11	85139511	85139986	17.77039668233771
chr11	85140265	85140564	13.66035151082935
chr11	85221412	85221727	11.40504183390784
chr11	85234302	85235091	30.133365890976744
chr11	85240552	85241374	32.29995723710443
chr11	85241660	85241902	20.281195758788055
chr11	85248019	85248260	14.843544770078541
chr11	85255917	85256452	17.685199202778183
chr11	85268354	85268754	13.927981238365174
chr11	85276876	85277118	9.950915092279104
chr11	85296583	85296834	10.572394663594158
chr11	85297592	85297899	11.29502965883634
chr11	85310672	85311079	11.384241643057408
chr11	85311389	85311631	12.33494854367469
chr11	85352467	85353051	29.307333898870912
chr11	85529164	85529440	16.63622346131698
chr11	85598844	85599360	13.458302440569382
chr11	85638207	85638904	13.720886346086369
chr11	85714463	85715007	19.021845375790317
chr11	85733684	85734191	12.471671501325197
chr11	85735118	85735592	14.591763790146711
chr11	85830437	85831308	18.120814534744632
chr11	85894759	85895102	15.538607983825505
chr11	85926484	85926924	13.762678280743685
chr11	85975119	85975430	11.236169716936216
chr11	86115977	86116387	9.25028395652771
chr11	86130143	86130510	12.434884835328978
chr11	86130810	86131492	11.43503701442148
chr11	86200616	86201667	13.945743388839272
chr11	86341804	86342062	18.90628518245017
chr11	86357235	86357511	22.385338351346444
chr11	86357908	86358309	24.847576819155876
chr11	86388962	86389486	18.13050836279192
chr11	86399878	86400471	15.95481784749795
chr11	86419531	86419894	16.87427002667724
chr11	86430569	86430848	13.827686894324518
chr11	86458821	86459715	19.816893892266872
chr11	86463914	86464334	15.141295912152245
chr11	86484041	86484451	22.147705599156822
chr11	86484715	86485303	19.01499257606714
chr11	86532843	86533295	15.19547850895772
chr11	86538689	86539149	20.924797410550326
chr11	86544919	86545382	15.610651376695406
chr11	86580825	86581300	15.261063274584318
chr11	86590541	86591069	12.664050411997419
chr11	86648558	86649155	15.011534833029486
chr11	86740263	86740723	10.88789324345796
chr11	86757604	86758513	16.94084591755379
chr11	86779703	86780264	15.534472572612252
chr11	86807702	86807960	22.286583630613578
chr11	86811305	86811685	8.3621521874478
chr11	86816440	86816861	9.268305456836547
chr11	86819027	86819274	12.911672661661619
chr11	86842783	86843077	9.16064776206503
chr11	86881003	86881795	9.644697973222444
chr11	86906535	86907154	22.82901772081563
chr11	86907568	86908008	17.98722272569483
chr11	86919429	86919847	18.92678527512619
chr11	86974550	86974974	18.685346691113597
chr11	86993281	86994302	22.112582313208808
chr11	86994773	86995148	26.458887451171876
chr11	86995450	86995719	32.90633367517181
chr11	87015962	87016255	12.069091565779859
chr11	87018707	87019681	12.317204178725914
chr11	87051204	87051466	12.171034550848807
chr11	87073153	87074479	18.239896159366246
chr11	87086548	87087026	11.959673732893238
chr11	87109242	87110051	22.433628018618514
chr11	87126781	87127689	16.71414426664949
chr11	87161757	87162118	14.426825457332537
chr11	87171485	87171789	10.695739236317182
chr11	87269397	87270356	16.89851699258289
chr11	87278145	87278490	15.046147926993992
chr11	87344630	87345051	10.503072120231574
chr11	87357405	87357860	15.230621243571187
chr11	87358872	87359450	15.139583076160259
chr11	87381449	87382014	15.66822892501291
chr11	87383210	87383507	14.829149493464717
chr11	87393454	87393968	15.151498670244031
chr11	87395672	87396057	17.21565822873797
chr11	87423198	87425338	17.560379003040246
chr11	87456020	87456693	20.951806419848687
chr11	87463179	87463454	21.147724214033648
chr11	87468524	87468929	21.283182921233
chr11	87470758	87471015	19.066982451116065
chr11	87488875	87490393	25.949014354600266
chr11	87500759	87501156	15.839886631713407
chr11	87592085	87592348	35.91031327990978
chr11	87595187	87595986	20.349234226498943
chr11	87624484	87624770	12.228793681084692
chr11	87705582	87705984	15.230716885618902
chr11	87717905	87718562	15.897302484584907
chr11	87718925	87719196	14.479616942880778
chr11	87736838	87737307	21.7135970760256
chr11	87737621	87737959	17.964469145035604
chr11	87763629	87763971	13.835995205661707
chr11	87783843	87784171	8.678681814089053
chr11	87820293	87820638	14.03910376507303
chr11	87860428	87860677	14.829760049720365
chr11	87951932	87952269	11.809937137524523
chr11	87966288	87966927	22.216698681617938
chr11	87967580	87968050	26.201916907696013
chr11	87987292	87987793	13.915614459329023
chr11	88008796	88009211	16.356930238654815
chr11	88023681	88024028	20.497947747837912
chr11	88026859	88027832	32.25447772732741
chr11	88046533	88047586	20.8792448704965
chr11	88086880	88087352	11.014308898125664
chr11	88123301	88123837	19.07320029522056
chr11	88161905	88162158	14.083454301705945
chr11	88187549	88187958	13.845033269056772
chr11	88192269	88192778	13.339129165019877
chr11	88203895	88205139	20.45344797054671
chr11	88215958	88216568	16.12070991172165
chr11	88293587	88293974	15.286830958777928
chr11	88307854	88308578	16.15802714047511
chr11	88377875	88378182	18.104656253653165
chr11	88380507	88381211	20.73475894941525
chr11	88411582	88411868	11.691195833099473
chr11	88429920	88430306	16.812397287299596
chr11	88456144	88456571	9.895798265515223
chr11	88471016	88471341	14.322037024864784
chr11	88471600	88471913	14.74592299354724
chr11	88475355	88475613	13.966735717862152
chr11	88585013	88585388	15.39586624399821
chr11	88678047	88678324	16.084426390995617
chr11	88739881	88740514	25.331363896434716
chr11	88768745	88769269	15.070309181249778
chr11	88770494	88771117	15.045161258734248
chr11	88783950	88784248	13.768819328922554
chr11	88803314	88803577	10.938538137950825
chr11	88821129	88821448	17.308949739581738
chr11	88842206	88843122	19.770745193073324
chr11	88863828	88864485	17.464433889229365
chr11	88864808	88865193	21.181051204730938
chr11	88876993	88877429	16.78877413382224
chr11	88882604	88883809	18.3028083199782
chr11	88888259	88889509	22.435815745544435
chr11	88897544	88898304	18.096227106295135
chr11	88908419	88909093	20.65495983712397
chr11	88918250	88918602	8.307474393736232
chr11	88919063	88919550	8.92411107253245
chr11	88937142	88937410	27.431442531187145
chr11	88937687	88938234	25.874871579994885
chr11	88946551	88947178	21.152168065547183
chr11	88950694	88951036	21.214454595108478
chr11	88955166	88955410	17.615889045058704
chr11	88967964	88969060	33.623219061941995
chr11	88970482	88970763	34.23817683454086
chr11	88998738	88999884	27.54392644664172
chr11	89016346	89016662	9.800657474541966
chr11	89060409	89061266	17.51633402068807
chr11	89067809	89068295	15.771807012244016
chr11	89100397	89101297	16.931534441841972
chr11	89120694	89121317	11.65001335419583
chr11	89160049	89160429	10.998956881071392
chr11	89186853	89187368	8.240368329205559
chr11	89233063	89233486	11.884383857672942
chr11	89301214	89302444	16.916836524591215
chr11	89339599	89339911	10.41073622306188
chr11	89348141	89349018	19.459346825339775
chr11	89466104	89466416	8.426427654730968
chr11	90249461	90250095	17.454653830182288
chr11	90355335	90355609	10.055397294733647
chr11	90418163	90418565	18.109401088448898
chr11	90426383	90426796	13.385645060504608
chr11	90538481	90539246	45.22490112442596
chr11	90687677	90688078	14.475799955334747
chr11	90702464	90702741	8.231489363990535
chr11	92780576	92781305	8.179215663254507
chr11	93812282	93812609	8.488391654571627
chr11	93885101	93886061	20.96604883323113
chr11	93925312	93925746	11.933983973094396
chr11	93955771	93956311	17.954745531082153
chr11	93968039	93968348	16.324465322648823
chr11	93972816	93973612	17.74381267844732
chr11	93976980	93977941	17.801532329555357
chr11	93985869	93986141	18.351610751713025
chr11	93987001	93987266	16.642370126832205
chr11	93995356	93995842	33.38492723551307
chr11	93996332	93996677	18.459917076774264
chr11	94039913	94041222	13.942750420071315
chr11	94056776	94057097	11.739425353172042
chr11	94126389	94126728	16.37254482876938
chr11	94133433	94134000	22.392050398300142
chr11	94149368	94150384	18.257482204850266
chr11	94160445	94160785	13.593586220460779
chr11	94167131	94167714	13.297459139423141
chr11	94173832	94174074	11.471398597906443
chr11	94181521	94182112	11.075389673262078
chr11	94194070	94194431	10.457283931425733
chr11	94202391	94202642	11.889685714387324
chr11	94210396	94211680	14.664712924080845
chr11	94276837	94277101	15.19149308493643
chr11	94322127	94322498	19.23129149845668
chr11	94328269	94328674	20.96251064112157
chr11	94329247	94329671	19.467794593775047
chr11	94358716	94359154	11.514863693550842
chr11	94370057	94370444	12.933984078794179
chr11	94379671	94380871	18.365068801641463
chr11	94392418	94393398	17.141858517393775
chr11	94394085	94394332	14.3273469175887
chr11	94485976	94486474	15.15572009795162
chr11	94513854	94514699	16.44769278362658
chr11	94521309	94521704	12.500068630749666
chr11	94548841	94549721	16.83673144795678
chr11	94580056	94580381	12.941846797649678
chr11	94602296	94602773	19.32393660235455
chr11	94620344	94621356	13.137967347156389
chr11	94629315	94631012	12.572934773621334
chr11	94647095	94647357	16.257507535337492
chr11	94653401	94654190	21.110866302470896
chr11	94659196	94659478	19.36559290243379
chr11	94701310	94701768	10.821374411145673
chr11	94732523	94733206	21.625258504384433
chr11	94748279	94748810	17.573140158716118
chr11	94752977	94753816	24.557754585939026
chr11	94760533	94760944	21.2130982684393
chr11	94772620	94773510	19.688333693515048
chr11	94773771	94774270	35.08854451112614
chr11	94854239	94854713	14.012307975865617
chr11	94856550	94856897	17.143647766937782
chr11	94865405	94865833	12.473579185031285
chr11	94877543	94878101	15.820647629358435
chr11	94893889	94894863	16.962402143027994
chr11	94916439	94916736	14.101643835253988
chr11	94929581	94930505	13.196156457389073
chr11	94936949	94937561	16.374132007555247
chr11	94942372	94942718	15.473972422539154
chr11	94956063	94956407	14.127648145653481
chr11	94957968	94958248	13.935575417109899
chr11	94987615	94987877	14.783309332287038
chr11	94990946	94991236	28.8776066747205
chr11	95004137	95004619	15.25466611870097
chr11	95022573	95023036	19.044217938738303
chr11	95046405	95047982	16.468502659313053
chr11	95056829	95057314	17.307798637311482
chr11	95067324	95067914	26.21803398293964
chr11	95069554	95070248	26.658095335067177
chr11	95076484	95077265	26.23003759030038
chr11	95077936	95078309	28.0664646056638
chr11	95095337	95095614	18.008248752635307
chr11	95105372	95105957	18.466934168236886
chr11	95106753	95106995	24.66989739473201
chr11	95118412	95119108	18.46432354326906
chr11	95119875	95120558	19.967528746731983
chr11	95167571	95167967	12.892580863201257
chr11	95198072	95198318	20.558215575489573
chr11	95202760	95203418	15.799418905948071
chr11	95223438	95225521	28.287666827917608
chr11	95231725	95232396	20.724501191947926
chr11	95251273	95251728	16.187761061532157
chr11	95258487	95259199	18.528439038255243
chr11	95294342	95294790	11.13372158578464
chr11	95309851	95310785	28.14464684676307
chr11	95314676	95315761	28.486103914849767
chr11	95328269	95328677	23.902660776587094
chr11	95384675	95385254	22.6420983016388
chr11	95414355	95415148	21.783673195640496
chr11	95420002	95420446	17.305745769191432
chr11	95431610	95432927	14.071141378030509
chr11	95446811	95447210	18.843192224813283
chr11	95467836	95468109	12.964213923220234
chr11	95502067	95502502	17.695538485735312
chr11	95514604	95515270	13.824426907318848
chr11	95532222	95533053	23.757706830360974
chr11	95533562	95534170	24.874712555032026
chr11	95577994	95578380	21.52643155310438
chr11	95578983	95579564	16.959407384547433
chr11	95585177	95585811	21.12522339745651
chr11	95586470	95586810	20.019958832684686
chr11	95587320	95587733	20.16069189861381
chr11	95666314	95666697	17.060029530338458
chr11	95667183	95667488	13.560472635362968
chr11	95673231	95673799	18.13465604647784
chr11	95676097	95676427	17.0407077182423
chr11	95685999	95686698	19.51635585083641
chr11	95688227	95689559	18.670998088590377
chr11	95712153	95712514	13.667021215127116
chr11	95823837	95824373	29.799312808620396
chr11	95826915	95827595	18.181498562588413
chr11	95858380	95859216	17.658148105920215
chr11	95868323	95868683	17.279216231240166
chr11	95876063	95876458	17.35424423942083
chr11	95888917	95889559	13.734968025736348
chr11	95902062	95902308	12.745719820503297
chr11	95915337	95915663	13.35888265539532
chr11	95939928	95940274	24.432434087543818
chr11	95940816	95941288	24.633766146029455
chr11	95941896	95942250	28.234049770118155
chr11	95955983	95956242	15.88963895967108
chr11	96005115	96005939	20.83280853391851
chr11	96017927	96018337	17.231783043465963
chr11	96020760	96021411	17.286037719011674
chr11	96034950	96035202	18.589347222494702
chr11	96064469	96065281	22.666027723274794
chr11	96067500	96067993	20.27354270594599
chr11	96076144	96076894	21.150789019266764
chr11	96094061	96094462	19.543981778056843
chr11	96113602	96113952	21.088871830531527
chr11	96128997	96129336	26.907414427900736
chr11	96130114	96130383	25.939403321220087
chr11	96130883	96131155	28.811591225511886
chr11	96140320	96141065	29.10044178546675
chr11	96169246	96169575	16.275809975018255
chr11	96193843	96194655	23.461553878972097
chr11	96203060	96204053	22.717317483216252
chr11	96215001	96215503	15.191059910443675
chr11	96250705	96251100	25.815462716018097
chr11	96260357	96260651	16.08350640900281
chr11	96271337	96272660	37.113950391655514
chr11	96279468	96279850	18.57982229063024
chr11	96284459	96284848	16.54172310914969
chr11	96332066	96332346	12.348202196189336
chr11	96341793	96342235	18.940945444063903
chr11	96346186	96346773	15.550819353106887
chr11	96353057	96353615	24.71608682516228
chr11	96354057	96354670	24.126963943680583
chr11	96360350	96361002	16.97563154126969
chr11	96366272	96367365	20.865589040632326
chr11	96399991	96400304	16.649977842458902
chr11	96470466	96471086	15.037904619401502
chr11	96752264	96752734	17.706141279098837
chr11	96777806	96778157	12.961328308127205
chr11	96788029	96789348	19.713696470397995
chr11	96824388	96825261	17.4410934426394
chr11	96829574	96830608	26.09148402370844
chr11	96845207	96845861	25.732796018641295
chr11	96867383	96867738	19.044742594974142
chr11	96880221	96880466	12.873889214651925
chr11	96882269	96882951	17.27403246272694
chr11	96902737	96903006	16.91374502571985
chr11	96915959	96916491	24.757483170444804
chr11	96934836	96935093	16.88743077734565
chr11	96942294	96942575	15.932463744356964
chr11	96948741	96949597	17.722944500290346
chr11	96963148	96963645	17.67531343724886
chr11	96968390	96969197	24.175701563243084
chr11	96976834	96977362	29.36452784321525
chr11	96978111	96978458	25.375087666580246
chr11	96994852	96995675	18.28169738217953
chr11	97008758	97009510	18.048555680411926
chr11	97018827	97019297	19.348945029238436
chr11	97021741	97022328	29.68901379794847
chr11	97025987	97026516	18.213808888073004
chr11	97041593	97041932	24.261038119110736
chr11	97045584	97046013	18.838137335432716
chr11	97069277	97069602	19.047059185321515
chr11	97083157	97083505	18.477707640878087
chr11	97084566	97085289	20.254374853638033
chr11	97091983	97092278	12.331343990261272
chr11	97108947	97109242	22.074488235732257
chr11	97109576	97109871	15.144736619723044
chr11	97114675	97115276	17.34692200329062
chr11	97139452	97139714	16.751754374904486
chr11	97186915	97188029	21.136531653053243
chr11	97188307	97188873	28.062926983243585
chr11	97196977	97197447	17.189261158476484
chr11	97235456	97235813	19.448162829508636
chr11	97246688	97247368	18.824683049145868
chr11	97279898	97280933	18.86843047118993
chr11	97309504	97310590	18.434220470337138
chr11	97311029	97311461	22.672346578703987
chr11	97323330	97323612	13.402678895503916
chr11	97338639	97338977	13.012680203251584
chr11	97363120	97364034	16.991077988622486
chr11	97386654	97387510	15.054024865694135
chr11	97400329	97400793	22.23873148498864
chr11	97434790	97436227	25.95395433502284
chr11	97449845	97450424	16.99671402084601
chr11	97466111	97466371	20.59948036487286
chr11	97468735	97469351	15.428166292704544
chr11	97470981	97471770	18.36474847007916
chr11	97479380	97479725	14.332242136416228
chr11	97489814	97490115	19.64085836188738
chr11	97504816	97505075	13.103048103656548
chr11	97535110	97535423	16.230302518168198
chr11	97537567	97537870	15.232591226156002
chr11	97540860	97541109	20.776638521248078
chr11	97570940	97571296	16.829750302132595
chr11	97582396	97582904	17.540879078737394
chr11	97598225	97599582	16.03129680453633
chr11	97607309	97607938	16.37656585059598
chr11	97627023	97627591	25.17775981526979
chr11	97628098	97628929	25.522119766538324
chr11	97645098	97645395	12.465680485221272
chr11	97661621	97662294	26.037135389194802
chr11	97702615	97703190	23.348028647381327
chr11	97720490	97721224	21.744036635521
chr11	97738891	97739267	19.010295213537013
chr11	97744869	97745534	30.353762032931908
chr11	97749812	97750083	16.963814270892268
chr11	97755584	97755888	12.58252375376852
chr11	97770064	97770468	18.08440045555039
chr11	97775732	97776372	16.847875392436983
chr11	97803773	97804416	19.752951462569172
chr11	97810966	97811229	17.159136996976322
chr11	97815708	97815998	24.8743043373371
chr11	97817016	97817265	19.478746666965716
chr11	97820107	97820409	23.307622195869094
chr11	97823128	97823447	16.467828140737122
chr11	97838973	97839224	9.950933369032414
chr11	97849087	97849357	13.482802959724708
chr11	97849699	97850439	14.873197226266603
chr11	97883377	97884708	21.181198677561678
chr11	97889860	97890188	14.53349442307542
chr11	97909557	97910331	20.10779719081652
chr11	97910674	97910934	24.23511026089008
chr11	97958468	97959091	17.519047968268968
chr11	97962252	97962595	15.927012921769835
chr11	97979532	97980208	19.564833518316053
chr11	97987805	97988863	21.627797163276455
chr11	97994521	97994995	24.630587722681746
chr11	98002886	98003785	28.76964283042543
chr11	98012455	98013086	28.220850787336587
chr11	98013533	98014163	18.852048061007544
chr11	98030459	98030812	19.639998665612413
chr11	98037917	98038503	22.738427084053743
chr11	98043477	98043730	19.87583539608439
chr11	98053114	98054575	15.178431790244874
chr11	98066212	98066615	15.587401936722749
chr11	98073107	98073916	13.905863605117327
chr11	98075210	98075523	22.597006490055364
chr11	98120348	98120687	16.426483809772144
chr11	98128781	98129793	22.36418916396944
chr11	98149144	98150432	15.960353674725717
chr11	98182125	98182506	14.575527336340876
chr11	98193021	98193703	15.664763776437978
chr11	98201087	98201566	15.080626270716275
chr11	98243199	98243640	10.955886594292258
chr11	98327374	98327868	12.217448943057041
chr11	98342340	98343033	12.17597759819306
chr11	98358394	98358743	19.6137971495489
chr11	98378354	98378742	8.866837771897464
chr11	98384188	98384891	23.047384054528532
chr11	98406381	98406631	16.570625289916993
chr11	98407277	98407575	13.982937921613654
chr11	98415566	98416128	13.9311308063222
chr11	98420792	98421183	12.796894775936975
chr11	98427545	98427813	13.81041007611289
chr11	98447151	98447488	17.419814239977374
chr11	98448008	98449392	17.88293486316769
chr11	98459333	98460248	23.33327568346034
chr11	98484841	98485171	9.330597540826508
chr11	98545748	98546118	18.133477414620888
chr11	98550813	98551573	23.49897644017872
chr11	98555149	98555583	17.9358154507826
chr11	98569753	98570076	18.561884212789153
chr11	98587030	98588430	20.40754919392722
chr11	98589086	98589433	17.569523940512358
chr11	98601771	98602556	16.952305888522204
chr11	98625925	98626820	13.442777106215834
chr11	98627188	98627852	13.524363855281509
chr11	98659122	98659549	8.315684786445921
chr11	98674468	98675345	17.9525904867505
chr11	98681437	98682324	18.882774449792493
chr11	98682568	98682823	15.355949140062519
chr11	98701121	98701501	15.48790989424053
chr11	98710784	98711031	17.23873885923069
chr11	98717869	98718266	14.150726736342577
chr11	98728476	98728823	15.747702818439056
chr11	98739144	98739509	20.183357212641468
chr11	98755114	98755484	28.09027696557947
chr11	98756575	98757261	20.39156566555924
chr11	98762000	98762721	19.950837710694035
chr11	98774838	98775584	16.26879597732912
chr11	98780836	98781401	19.333968446107036
chr11	98783147	98783476	19.7489877283392
chr11	98804934	98805487	14.297543148020077
chr11	98809577	98810364	21.51398375800786
chr11	98825090	98825381	16.450636539262593
chr11	98825646	98826065	13.572491288469628
chr11	98858972	98859242	15.880826268372711
chr11	98869947	98870447	17.15130240058899
chr11	98871020	98871440	16.495409624917166
chr11	98907832	98908208	28.115458021772668
chr11	98935149	98935421	21.162805374930887
chr11	98936126	98936498	20.969255924224854
chr11	98977910	98979197	29.523759505872867
chr11	98981224	98981567	22.99347544967607
chr11	98996240	98996495	14.707637319377824
chr11	99035670	99036031	18.65584570813377
chr11	99036304	99036709	28.878533483434605
chr11	99039999	99040285	23.09663034319044
chr11	99076573	99077366	23.062270432673067
chr11	99089232	99089797	16.217759582215706
chr11	99104628	99105180	23.316913081252057
chr11	99110471	99111158	16.363923582274147
chr11	99134119	99135220	17.539747883470138
chr11	99136342	99137151	18.06343348683474
chr11	99170929	99171202	9.244720004853749
chr11	99189551	99189843	10.727622038697543
chr11	99199853	99200131	13.95796179256851
chr11	99201485	99202159	11.55968909659796
chr11	99217536	99217908	12.088189935171476
chr11	99218342	99218614	12.878795620273142
chr11	99230659	99231137	14.940424091147579
chr11	99304944	99305457	8.91409841987357
chr11	99373424	99373684	9.791634550461403
chr11	99769137	99769435	6.781087211314464
chr11	100146155	100146619	9.83777237657843
chr11	100168751	100169526	13.200894032755206
chr11	100205583	100206021	13.115778298138483
chr11	100287373	100287715	22.945044662520203
chr11	100288679	100289492	22.142862493554897
chr11	100298077	100298461	18.793068177998066
chr11	100300067	100300437	14.882779278626312
chr11	100310623	100310954	14.640812118968215
chr11	100362952	100363604	14.342771705674247
chr11	100376232	100376548	18.297570041463345
chr11	100385055	100385487	18.886141662244444
chr11	100386440	100386796	19.228150528468444
chr11	100406962	100407215	16.409538710070223
