chr	start	end	TSC_Tfap2c_1k
chr7	110768439	110768785	5.438996882796976
chr7	110832045	110833110	12.728986995320925
chr7	110843638	110844869	27.280305603671906
chr7	110920671	110921345	13.723275570911895
chr7	110924608	110924854	10.848748583134597
chr7	110941524	110942555	11.456712961428149
chr7	111014860	111015296	10.317085896063288
chr7	111023378	111025042	34.54007299781865
chr7	111028703	111029390	31.014660518762845
chr7	111082034	111083745	43.5756661048531
chr7	111121711	111123125	58.72176122867741
chr7	111156192	111157280	16.25626221649787
chr7	111164110	111164424	8.136102061362783
chr7	111254456	111254698	11.202037777782472
chr7	111366877	111367838	21.380025945022375
chr7	111372995	111373260	6.325910523252667
chr7	111578793	111579578	9.710668288066888
chr7	111604652	111605642	20.58518054413073
chr7	111612277	111613042	8.795333100611867
chr7	111676466	111677037	12.800415573520961
chr7	111779691	111780629	28.98153915079926
chr7	111782126	111782535	14.089966659732436
chr7	111800950	111801411	13.325057246938444
chr7	111814184	111814739	7.974617732108176
chr7	111830192	111830675	14.729243874796676
chr7	111834137	111834881	20.46278610537129
chr7	111969366	111970225	14.170890343480671
chr7	111976320	111977101	14.508042347721192
chr7	111986663	111987494	17.476257086660887
chr7	111998279	111999031	14.036382123510888
chr7	112015469	112015790	9.419259906186493
chr7	112022728	112024443	40.42633534482432
chr7	112084978	112085215	12.06817724533725
chr7	112097969	112098465	16.97448502144506
chr7	112179852	112180767	14.028487155476554
chr7	112204536	112204874	8.28082338874862
chr7	112213010	112213513	17.998294612285395
chr7	112216684	112217625	16.678735933699087
chr7	112225396	112226678	20.060891213915465
chr7	112301234	112301566	6.6413215212075105
chr7	112369057	112369551	11.721364441188241
chr7	112376083	112377685	14.516229502889182
chr7	112400061	112400744	9.650667017410301
chr7	112420615	112420901	9.280581789416866
chr7	112426512	112428522	21.93643591699974
chr7	112444458	112445614	12.039501946690173
chr7	112453669	112454536	16.341375408150608
chr7	112462815	112463665	12.429788491305183
chr7	112469633	112470212	10.83945115407308
chr7	112491536	112492417	9.89368937153551
chr7	112494201	112494633	10.563239397826019
chr7	112502183	112502605	9.859431387688876
chr7	112534930	112535241	6.551978305988373
chr7	112582755	112583272	7.3674085449204
chr7	112595229	112595499	8.198975494172839
chr7	112615309	112615940	9.696286775797558
chr7	112643696	112644201	14.838644454502823
chr7	112644609	112645162	12.342943731311433
chr7	112655896	112656714	17.707669589222206
chr7	112662469	112663924	26.887205546270938
chr7	112678573	112680228	28.58911748122273
chr7	112680663	112681280	20.31147004410359
chr7	112690652	112691775	25.139319478457036
chr7	112697011	112697625	20.549718651787078
chr7	112699623	112700645	34.455980097477685
chr7	112705783	112706232	19.0513584077491
chr7	112719806	112720772	22.141795390387745
chr7	112729845	112730747	27.89997384183423
chr7	112743699	112744043	13.33333147126575
chr7	112746742	112746985	11.2063363059558
chr7	112753481	112754038	13.429290276669514
chr7	112762071	112763177	12.582060499605175
chr7	112772312	112773176	14.483126332914388
chr7	112780337	112781617	31.762563923001288
chr7	112788033	112788883	20.350528548745547
chr7	112799132	112799406	7.622512138672989
chr7	112807240	112807639	9.807154026844149
chr7	112813374	112813658	10.424062396439028
chr7	112823124	112824202	44.04931960167823
chr7	112825378	112826291	31.54876897003408
chr7	112827961	112828894	39.93621024288165
chr7	112841682	112842547	27.319983179169583
chr7	112846852	112847795	21.17810703916742
chr7	112854198	112854954	20.816361260792565
chr7	112865507	112865845	17.948771849186464
chr7	112867367	112868473	28.432886380614683
chr7	112868935	112869273	26.012182424759725
chr7	112880109	112881144	12.412727381756916
chr7	112919788	112920415	10.718328230308764
chr7	112953435	112955304	33.137795640784304
chr7	113038193	113038472	12.595866777563607
chr7	113038766	113039909	15.812560588773259
chr7	113048294	113048859	9.774231659205613
chr7	113053967	113054255	9.412820133897993
chr7	113166632	113167603	13.761405779330786
chr7	113172152	113172640	13.707775078836034
chr7	113185746	113186678	31.871876552892857
chr7	113206616	113208222	48.51781816114376
chr7	113250486	113251299	12.394774334896974
chr7	113255967	113256627	12.399362035231157
chr7	113262591	113263073	11.097637880887234
chr7	113295062	113296142	25.638790338127702
chr7	113311666	113312402	10.601577022801274
chr7	113368723	113370127	31.745760484978003
chr7	113418853	113419917	14.2351778467795
chr7	113436283	113436721	8.19378410626764
chr7	113512953	113514440	55.63752046089255
chr7	113591145	113591548	9.275789921100323
chr7	113766273	113766623	9.349598612104144
chr7	114020607	114021235	10.608624814422267
chr7	114053361	114053933	13.265825535033967
chr7	114067073	114067347	16.315001710487977
chr7	114070347	114071503	18.05627589819753
chr7	114071764	114072596	14.314262219346487
chr7	114116464	114118235	80.72926422795013
chr7	114171417	114173183	14.981948713526059
chr7	114183120	114184163	9.194739723479874
chr7	114254188	114255026	14.109010902964698
chr7	114275477	114276705	25.49936399591862
chr7	114281494	114282001	8.307623606461744
chr7	114283197	114283583	11.809182379529885
chr7	114336692	114336953	8.562348402322938
chr7	114414619	114416571	19.764720289303305
chr7	114562344	114563385	34.52014123786538
chr7	114580216	114581343	15.496738309445588
chr7	114589125	114590641	14.273132889209974
chr7	114635316	114636562	14.732420074040396
chr7	114672812	114673149	8.322432031263583
chr7	114719605	114719890	9.219143248440927
chr7	114745677	114745992	12.9667255416749
chr7	114873758	114874005	6.628857541180816
chr7	114948088	114948724	8.768535486557198
chr7	115216711	115217442	12.11809882974168
chr7	115631777	115632037	8.07122938999763
chr7	115844657	115844940	8.91238113174169
chr7	116031833	116032618	13.09041396220019
chr7	116033402	116034703	9.48092937945953
chr7	116092717	116094022	31.543275811206335
chr7	116187692	116188387	15.736066251521487
chr7	116193674	116194479	23.05852769176412
chr7	116202077	116202546	15.41618841289203
chr7	116221503	116221740	8.184328727078338
chr7	116233426	116233838	13.571181621366334
chr7	116237521	116237928	13.02136959666409
chr7	116239478	116239987	11.24509527922145
chr7	116261039	116261348	16.073500253621813
chr7	116263149	116264180	23.34851221016145
chr7	116286781	116287764	15.292924767471888
chr7	116297646	116298277	9.81395934463114
chr7	116307301	116308892	39.0332810457396
chr7	116323556	116324015	11.463614325637652
chr7	116333867	116334678	15.39988387821635
chr7	116443015	116444656	35.13678472119732
chr7	116459034	116459619	10.937639371757834
chr7	116462378	116462781	10.428736227617666
chr7	116494568	116495304	10.720138387187667
chr7	116503934	116504838	18.770804139365136
chr7	116574489	116575453	23.152501437673926
chr7	116608174	116608580	10.246093579701014
chr7	116701403	116701941	12.886971490533822
chr7	116728035	116728820	8.276278592978313
chr7	116991901	116993012	14.320934857472334
chr7	117090628	117091721	22.487680844396817
chr7	117108050	117108898	19.420034311852366
chr7	117112849	117113460	16.71304831918445
chr7	117378004	117378897	23.81338951969467
chr7	117380434	117381655	31.910317988790126
chr7	117393604	117394787	25.45506787965183
chr7	117468165	117468483	17.496156302638024
chr7	117470009	117471100	31.843233558696742
chr7	117505572	117506544	8.69101081120134
chr7	117517108	117517341	9.992095914521443
chr7	117964878	117965809	14.62480280862843
chr7	118104385	118105211	19.785298648815754
chr7	118115803	118116736	11.990213942042246
chr7	118117564	118117823	9.046659228424309
chr7	118129218	118130380	12.066601132361695
chr7	118169901	118170900	12.60602529772051
chr7	118242931	118244462	48.53758742924015
chr7	118276836	118278642	19.098478397384874
chr7	118295197	118295852	8.64214692588981
chr7	118304794	118305270	10.862838063921247
chr7	118437038	118437321	9.280243034497587
chr7	118447684	118449139	28.847691593060922
chr7	118462827	118463284	8.22748065986049
chr7	118476346	118477103	23.443719396503
chr7	118478912	118479593	23.711391517594347
chr7	118479974	118480310	21.22111631291253
chr7	118490795	118492518	21.806396061454542
chr7	118518484	118519336	26.620987916776272
chr7	118532589	118533733	52.12917113971044
chr7	118583909	118585132	11.327367241423538
chr7	118593450	118594688	18.0777506758978
chr7	118600351	118600921	7.995743726429186
chr7	118627670	118628043	10.968923249129636
chr7	118652324	118653099	9.344101202564854
chr7	118688043	118688657	9.09268992731548
chr7	118704999	118706440	42.37753180360379
chr7	118712157	118713328	34.43934706517715
chr7	118739776	118741138	13.96971531131369
chr7	118766020	118766495	9.084854723277845
chr7	118791104	118791949	12.299512276282677
chr7	118840870	118842373	11.50553866428926
chr7	118855291	118856493	20.515328980126913
chr7	118891155	118891943	10.14385690664882
chr7	118929771	118930807	17.09917840994463
chr7	118964653	118964929	10.403110697649527
chr7	118994371	118995691	15.61575769294392
chr7	118995969	118996612	11.912908850709906
chr7	119022836	119023780	16.578700206037293
chr7	119720284	119721075	11.929529234672769
chr7	119744286	119744735	9.96979614567916
chr7	119793643	119794680	21.06391643581188
chr7	119895360	119896672	30.242540814891093
chr7	120117268	120117999	14.545912703476265
chr7	120634732	120635636	14.840183585090974
chr7	120670100	120670745	12.078308981518413
chr7	120677140	120678223	18.28880089471875
chr7	120826024	120826617	12.641129474414742
chr7	120830936	120831289	18.44920021143581
chr7	120834627	120836374	27.642370956392757
chr7	120842380	120843621	23.880498657103608
chr7	120865328	120866998	15.32361557971297
chr7	120874872	120876167	35.78558046569235
chr7	120881739	120882704	9.882816510373447
chr7	120901480	120902489	20.86439257925164
chr7	120917635	120918654	21.360501564520032
chr7	120936736	120936980	9.455367580789034
chr7	120981652	120982904	27.578718433745752
chr7	120998584	120999479	12.617329815912512
chr7	121033946	121035510	30.377791172470957
chr7	121078014	121078248	14.36064084370931
chr7	121120177	121120802	8.791198315429687
chr7	121168679	121169227	9.960816193671121
chr7	121641397	121641734	11.083343565287151
chr7	121643253	121643598	10.925054179758265
chr7	121706444	121706693	11.807834820575025
chr7	121707183	121707535	29.867214365438983
chr7	121820326	121820985	12.073192393834024
chr7	121852045	121852361	10.842450491989716
chr7	121858935	121859254	10.741690348681985
chr7	121864838	121865628	9.739808838276923
chr7	121872761	121873280	12.294625404482861
chr7	121975069	121975446	7.9023500083295986
chr7	121981269	121982118	15.984587057178798
chr7	121995766	121996747	38.1885295580165
chr7	122000257	122000990	22.81980221788685
chr7	122005980	122006509	10.572524818896346
chr7	122014696	122016330	42.55897524504374
chr7	122018171	122018861	25.22259307253188
chr7	122020777	122021185	24.485474747769974
chr7	122028621	122029931	20.824128551337555
chr7	122048930	122049251	9.314338930670717
chr7	122058983	122060320	18.921906115318645
chr7	122065643	122065913	18.81481679280599
chr7	122066366	122067658	33.03758270231194
chr7	122086833	122087360	11.299676958478605
chr7	122101291	122102289	35.179117949071056
chr7	122132517	122133386	16.976745535232666
chr7	122158796	122160071	20.93168717178644
chr7	122189480	122190056	9.772291622228092
chr7	122251620	122252116	12.41795394497533
chr7	122288640	122290119	22.24711985043209
chr7	122459359	122459987	11.290598442600032
chr7	122498351	122499059	16.21367741978101
chr7	122507661	122508625	11.072629706493553
chr7	122919989	122920777	8.252537727355957
chr7	122945413	122945760	19.370426106521652
chr7	122955842	122956170	11.962715416419798
chr7	122957900	122959059	19.88389944186799
chr7	122969152	122970766	36.63172190268473
chr7	123017610	123018068	11.561354478894362
chr7	123046502	123047306	11.758061098815197
chr7	123051980	123053137	33.12897837975979
chr7	123059542	123060097	9.317978210277385
chr7	123082134	123082884	24.27236146291097
chr7	123083800	123085181	31.82634797258536
chr7	123097484	123098738	40.01593917180477
chr7	123110007	123111649	21.7537333476203
chr7	123118591	123119360	23.174447988502692
chr7	123123631	123125310	62.499670309178235
chr7	123205090	123205847	9.269499076404848
chr7	123214082	123214732	11.214640397291918
chr7	123219909	123221424	26.813671099694602
chr7	123235683	123236028	9.184462469902591
chr7	123243599	123244061	7.7714461691967855
chr7	123272572	123273633	16.30055553524366
chr7	123326732	123327129	11.616936059082185
chr7	123327616	123328472	13.4179791835981
chr7	123342078	123342362	9.86208671919057
chr7	123369225	123370787	38.80594967472925
chr7	123377604	123378578	28.247121687542485
chr7	123389839	123390142	13.065940853786154
chr7	123445525	123446315	11.22519752949099
chr7	123454731	123455906	21.311490375437636
chr7	123465654	123466156	14.634544862694
chr7	123500071	123500970	17.15354573713394
chr7	123982563	123982799	7.800597516156859
chr7	123983365	123983801	8.815127561945435
chr7	124659998	124660721	11.071702895157895
chr7	125393360	125394343	16.79854792956782
chr7	125444604	125445370	29.62525239501236
chr7	125490599	125491827	67.49547631655143
chr7	125551846	125552748	14.961769729390113
chr7	125706956	125708367	51.42685658909766
chr7	125716576	125717188	10.39130203240837
chr7	125747456	125748632	16.573984938008444
chr7	125779257	125780356	12.566421859366336
chr7	125933671	125934084	9.870414745432413
chr7	126077164	126077479	9.661860597701299
chr7	126081949	126082485	10.10099218051825
chr7	126088363	126088734	9.406340451253392
chr7	126199600	126200929	52.81384271172494
chr7	126219965	126220282	7.083560280243305
chr7	126235988	126236531	10.92373076767333
chr7	126260738	126261244	13.416039892807309
chr7	126271903	126273178	24.05808681338441
chr7	126298134	126298432	7.072832978011777
chr7	126323724	126324360	12.520037067761212
chr7	126325478	126325934	11.525607963403067
chr7	126339316	126340217	19.05800510855282
chr7	126345465	126345702	12.718980068898905
chr7	126362490	126363163	9.766776266990764
chr7	126377038	126378271	37.05734368561732
chr7	126391884	126392896	20.97839481745784
chr7	126396278	126397090	23.084578995634182
chr7	126428525	126429360	43.2509944710189
chr7	126436796	126437348	11.556148355421813
chr7	126450116	126450932	9.840812797055525
chr7	126474720	126476118	30.617183980682547
chr7	126481882	126482992	30.03583713909527
chr7	126486706	126487610	34.04324784321068
chr7	126492717	126493047	10.293174379522151
chr7	126501845	126504101	64.48128967766127
chr7	126516249	126516780	17.38511044202327
chr7	126518682	126519011	12.977984776250498
chr7	126528180	126528487	15.774292650750871
chr7	126544447	126544773	8.16064892224739
chr7	126565914	126566899	17.26685684707564
chr7	126582928	126585133	21.621458789136312
chr7	126597515	126597898	9.619261876098792
chr7	126606330	126606647	8.956174665445033
chr7	126632762	126633372	13.44581543031286
chr7	126637394	126637748	12.412854399384752
chr7	126642912	126643661	10.455390994475586
chr7	126648854	126650077	43.403320441164155
chr7	126694514	126696397	38.33461172507141
chr7	126701093	126701534	14.408427590956222
chr7	126704470	126705010	15.146262248357138
chr7	126754638	126755461	32.4461851757323
chr7	126759031	126760097	42.7510839161685
chr7	126776442	126777542	28.840242847095837
chr7	126779776	126780481	22.515493820406867
chr7	126791651	126793000	30.39670046035054
chr7	126798888	126800280	28.088457019164643
chr7	126808813	126809611	15.403281265631653
chr7	126821599	126822954	23.26982048076897
chr7	126831885	126832820	24.449811744179954
chr7	126847363	126848013	9.648967658556424
chr7	126860819	126861280	17.349967604862634
chr7	126861638	126862641	23.358858600095406
chr7	126875381	126876070	10.41875841586441
chr7	126884466	126885259	26.501656173908096
chr7	126897837	126898707	16.12358394710497
chr7	126928313	126929552	18.00786363972686
chr7	126949622	126950307	11.266858106460015
chr7	126975553	126977144	33.22371279800877
chr7	126996451	126997081	7.347238673861065
chr7	127003881	127005146	38.8677110785081
chr7	127014384	127014938	25.93458432841387
chr7	127016017	127017384	56.27055325679039
chr7	127025883	127027745	84.40965661835253
chr7	127041733	127043115	16.195766634257932
chr7	127066617	127066998	10.258421013048627
chr7	127104181	127105256	13.84457370536272
chr7	127110450	127111588	12.641598317660849
chr7	127117513	127118647	13.027735570120432
chr7	127129602	127130155	10.779487312378977
chr7	127145843	127146306	11.754757498047006
chr7	127157334	127158373	18.25251939092495
chr7	127166441	127166799	12.93805018217204
chr7	127188407	127189152	11.348387588910608
chr7	127195318	127196528	35.75064978323692
chr7	127208018	127209791	66.6173366832787
chr7	127214783	127215835	36.79537944014081
chr7	127225035	127225779	16.23010572566781
chr7	127232572	127233687	105.44997912180263
chr7	127243558	127245269	63.904475977253746
chr7	127253705	127254735	31.872652595482982
chr7	127259895	127261144	35.173348868914466
chr7	127273483	127274539	17.083765481457565
chr7	127308843	127309268	9.953731709648581
chr7	127345187	127346645	49.96909855344168
chr7	127363607	127364133	10.9697159297566
chr7	127369941	127370242	4.063824655209665
chr7	127375662	127376295	17.652829699041718
chr7	127393386	127394240	12.70589969978958
chr7	127406596	127407300	11.023124631832946
chr7	127421421	127422564	34.00353954011478
chr7	127448265	127449661	31.81993711985285
chr7	127470525	127472303	35.653117536333355
chr7	127477709	127479618	70.2511786261327
chr7	127488678	127488958	7.285577143941607
chr7	127498237	127498498	8.279331002655614
chr7	127511722	127513256	52.41290463045957
chr7	127522926	127523518	11.573120987093127
chr7	127562741	127563232	8.86130087438766
chr7	127572742	127573873	19.054366899316655
chr7	127587852	127589184	30.111414541353334
chr7	127614580	127615279	13.353456049006384
chr7	127617763	127618726	20.40124417143571
chr7	127637022	127637308	12.189883318814365
chr7	127651716	127652716	27.809685645103453
chr7	127657024	127657466	14.560271938462064
chr7	127675173	127675492	17.64285883709181
chr7	127677329	127677677	17.88501288150919
chr7	127678951	127679673	30.781291640696434
chr7	127691175	127692174	60.85784415702324
chr7	127707687	127709214	70.82649543460762
chr7	127712293	127713261	63.864046175617815
chr7	127716968	127717656	28.831736459288486
chr7	127727671	127728359	17.44600750263347
chr7	127730005	127730626	13.843059413866913
chr7	127745243	127746610	40.5558602584917
chr7	127746967	127747987	42.58868450089997
chr7	127748728	127749226	35.833096013969204
chr7	127752891	127754520	31.418186713074867
chr7	127760781	127761276	17.8484524119984
chr7	127768783	127770165	52.35370145347805
chr7	127776173	127777921	48.06246719340953
chr7	127800139	127801049	26.48126546105186
chr7	127809819	127810929	31.659861233857303
chr7	127815840	127816085	9.59173907065878
chr7	127820958	127821559	26.761927530095104
chr7	127821858	127822785	27.83951410892326
chr7	127824079	127824985	28.114745910594007
chr7	127840991	127842786	22.89220933853381
chr7	127850425	127851731	18.45142960000732
chr7	127875461	127877471	56.683676608008135
chr7	127885883	127886554	15.20205338559101
chr7	127895194	127896862	31.256823737787116
chr7	127903601	127904598	29.112195243567616
chr7	127912108	127913126	53.79826242563064
chr7	127921432	127922032	12.191294915676117
chr7	127929833	127930457	25.39769437068548
chr7	127931922	127933164	34.411674428869176
chr7	127935227	127936127	40.91957740783691
chr7	127944602	127944866	13.188319571090467
chr7	127966699	127968332	27.902399525924988
chr7	128150831	128151571	10.938379797419985
chr7	128227835	128228278	10.97482108962186
chr7	128237282	128239107	44.63111479737443
chr7	128246553	128248034	23.29755513078677
chr7	128277319	128277555	5.985866120306112
chr7	128297392	128298459	16.14110314968935
chr7	128304839	128305322	10.080192452385312
chr7	128310227	128310982	12.310790605102943
chr7	128318775	128319251	8.828567932633792
chr7	128348440	128348998	9.905763948262805
chr7	128357186	128357545	11.13761179692898
chr7	128417242	128418675	23.140461721040946
chr7	128461057	128462537	28.245714699685035
chr7	128477507	128477777	8.821268954100432
chr7	128523039	128524691	37.660700942381496
chr7	128530757	128531573	13.326672575637406
chr7	128582891	128583138	9.492374327501304
chr7	128610869	128612016	32.94598705704148
chr7	128668759	128669105	10.683315900019828
chr7	128688150	128688707	8.754049432983946
chr7	128690122	128690414	7.978388534833307
chr7	128705980	128706384	8.715683866255354
chr7	128739591	128740791	23.748834677537282
chr7	128744531	128745287	17.084225001158536
chr7	129256718	129257100	13.936662486710473
chr7	129495285	129496261	12.354088997743169
chr7	129591638	129592464	11.176611855878669
chr7	129653871	129654236	15.286208205027123
chr7	129664273	129664814	11.131062474136211
chr7	129763489	129765302	22.846722264356192
chr7	129818672	129819678	28.025034303456604
chr7	129826405	129827584	15.80660612002786
chr7	129829981	129830451	9.490125788019059
chr7	129844735	129845234	8.771394846195687
chr7	130040488	130041063	7.962155999722688
chr7	130192631	130193631	17.012817273139955
chr7	130194129	130194931	18.05569353246332
chr7	130224378	130224791	10.604359121068626
chr7	130235683	130237426	59.059414929839654
chr7	130253211	130254362	32.56247856842757
chr7	130257193	130257520	17.709838149744435
chr7	130258334	130258920	15.082652747834501
chr7	130264898	130267248	27.040132725348148
chr7	130272993	130273758	17.185423356099847
chr7	130281771	130282283	10.305362526327372
chr7	130290396	130290965	8.86404383161575
chr7	130302396	130303488	23.245706088377005
chr7	130309064	130309871	13.94766380943478
chr7	130324777	130325105	7.7561592154386565
chr7	130434847	130435474	9.028695497406346
chr7	130519192	130520079	21.229326140652113
chr7	130533509	130533893	17.524932605524857
chr7	130546828	130547843	15.175038004626193
chr7	130574161	130575144	15.68384134150958
chr7	130645411	130647295	36.41014355917982
chr7	130673644	130673877	12.313130792118448
chr7	130692617	130693049	11.077970608516976
chr7	130751066	130751690	8.029400263077173
chr7	130762261	130763069	10.078927484479282
chr7	130773158	130773628	8.741762406775292
chr7	130800589	130800851	7.046943418852246
chr7	130827290	130827919	8.133509725379641
chr7	130855521	130856002	8.921404542149725
chr7	130865479	130866529	42.18471920740037
chr7	130872634	130872925	7.8755993253176975
chr7	130935565	130937153	31.47446656674188
chr7	130945399	130946988	42.039898541226904
chr7	130968288	130968741	19.722106504124522
chr7	130981911	130983268	53.93953845390258
chr7	130994025	130994320	7.641665620318914
chr7	131346065	131346458	9.710488655488303
chr7	131362354	131363566	17.993147026981063
chr7	131370804	131371803	27.71339375263936
chr7	131410082	131411069	16.882095743699157
chr7	131541953	131543214	23.040097132266087
chr7	131543698	131544319	15.626683949272413
chr7	131553764	131554667	11.231476993919872
chr7	131555516	131555951	13.955216133731534
chr7	131560345	131560906	19.669416058722238
chr7	131696652	131697043	11.497620272819344
chr7	131710186	131710633	12.558234533740903
chr7	131745297	131745633	6.942712769621894
chr7	131777626	131778477	10.704801553844986
chr7	131899101	131899722	12.846483958516144
chr7	132014964	132016058	12.465379905439164
chr7	132043398	132043729	9.98804176249893
chr7	132226930	132227204	15.444772751661983
chr7	132234283	132234598	12.451544737437414
chr7	132315586	132317560	25.149472273672327
chr7	132449724	132450834	15.436511450415258
chr7	132551115	132552211	24.229096619317133
chr7	132559100	132559691	15.251000262355642
chr7	132575342	132577027	38.5147804287924
chr7	132597129	132597671	12.027810149527124
chr7	132610392	132611161	28.234574293129157
chr7	132618176	132618744	10.159919419758756
chr7	132641534	132642324	14.235211200955549
chr7	132656243	132657197	14.873192250353735
chr7	132673957	132675049	26.934584636827964
chr7	132704240	132704479	12.149741543885554
chr7	132714051	132714798	9.59750982588394
chr7	132735317	132736496	16.30717817052529
chr7	132765471	132766012	13.844141648128602
chr7	132813145	132814229	12.529883276932354
chr7	132851674	132853103	23.067566185584845
chr7	132858688	132860009	47.71054704364369
chr7	132895977	132896247	9.53711568514506
chr7	132930635	132932294	39.95945920161781
chr7	132981943	132982358	11.837945726693395
chr7	132988172	132988583	10.923227607188723
chr7	133007219	133008031	17.593409272837523
chr7	133032367	133033091	9.500638638412097
chr7	133040572	133042240	26.762334832654712
chr7	133050453	133051368	25.929151623626876
chr7	133078659	133079707	24.02738826875468
chr7	133114466	133115657	28.12099571292086
chr7	133121767	133124705	44.23833631321176
chr7	133186039	133186487	11.2581273828234
chr7	133205387	133206436	12.359068546440627
chr7	133423796	133424047	13.468809173401608
chr7	133623313	133624085	11.154257738528473
chr7	133636701	133638309	25.222505780542143
chr7	133676293	133676608	8.746939952789791
chr7	133684385	133684760	10.787938130696615
chr7	133700646	133701314	7.7612060201382205
chr7	133708740	133709786	20.57055976149229
chr7	133762432	133763231	22.95338518479291
chr7	133776056	133777166	23.33009018425469
chr7	133782521	133783457	10.689509340840527
chr7	133936945	133937953	13.065285745121184
chr7	133946711	133947539	10.28661959182813
chr7	134033066	134033401	10.939276760727612
chr7	134224031	134224486	10.747615483042958
chr7	134225229	134225640	10.066501594227885
chr7	134263339	134263881	9.65303716096491
chr7	134405591	134405948	9.897433187447342
chr7	134413861	134414813	16.922627035309286
chr7	134665458	134665776	8.255218096499172
chr7	134670148	134671752	28.352956724602883
chr7	134694208	134694968	10.793552843520516
chr7	134734516	134734986	9.174171622256015
chr7	134805072	134805930	10.447960996405506
chr7	134893177	134893890	12.568425092255751
chr7	134937666	134938759	21.05620887578352
chr7	134971970	134972583	10.331903599214787
chr7	135065160	135065835	15.093823185673466
chr7	135075953	135076379	11.290600375950056
chr7	135138915	135139814	9.967638891981759
chr7	135153761	135154073	11.781284090800163
chr7	135157316	135157607	8.739704830130352
chr7	135165102	135165872	10.675240068311815
chr7	135477088	135477787	14.721770472110427
chr7	135479507	135479816	10.510896772242672
chr7	135485365	135486021	11.364106733624528
chr7	135516759	135517781	29.696933238706944
chr7	135537380	135538765	25.10833044775126
chr7	135605095	135606136	23.1139179517396
chr7	135669364	135669992	14.40242145927089
chr7	135680585	135680909	7.164415365383949
chr7	135715531	135717010	21.94735280380037
chr7	135735240	135736777	24.94953846249966
chr7	135740235	135740906	28.61420998097177
chr7	137309386	137309692	13.97221319036546
chr7	137309978	137310509	14.48615565722047
chr7	137314232	137315252	27.698537676942113
chr7	137321494	137322018	12.660106229418107
chr7	137322339	137323171	14.703898089436384
chr7	137410188	137411343	78.75931801073479
chr7	137414861	137415597	21.04402072922043
chr7	137420106	137420492	10.86918652737079
chr7	137423513	137423940	13.517523665059645
chr7	137437029	137438590	44.58958440380543
chr7	137471479	137471882	13.177196403295172
chr7	137478377	137478750	14.911155585629052
chr7	137584574	137585461	12.618505789704091
chr7	137636486	137636859	11.852380675860449
chr7	137698892	137699245	12.027339524655437
chr7	137699591	137700352	11.663015928907557
chr7	137701803	137702380	17.877637575569352
chr7	137712610	137713505	11.050055173522267
chr7	137714267	137714685	9.942795244700601
chr7	137732473	137733673	19.805100094477336
chr7	137841679	137842092	13.534646696963552
chr7	137998481	137999125	11.235917639288102
chr7	138397131	138398909	13.65617117455655
chr7	138713780	138714393	13.582305881755387
chr7	138776267	138777442	17.92716933798283
chr7	138787893	138788968	9.62028462210367
chr7	138827690	138828318	11.538032646391802
chr7	138845467	138847130	65.22936760841299
chr7	138856577	138857106	11.275048389326647
chr7	138909074	138911057	43.86357245270782
chr7	138913746	138914427	33.2729424996173
chr7	138918976	138919936	23.086717128753662
chr7	138923923	138924220	39.548979120222405
chr7	138940454	138941072	8.239884150452598
chr7	139010918	139011521	19.288290406538678
chr7	139063456	139064088	9.978902337671835
chr7	139068234	139068539	38.82407977620109
chr7	139080664	139081108	10.597543582185969
chr7	139085724	139086773	20.538365970462475
chr7	139119562	139119823	11.206281285633073
chr7	139145709	139146728	25.071385877757123
chr7	139187868	139189230	35.29956570455857
chr7	139208266	139208517	22.21827848973977
chr7	139212528	139213884	46.93067576681266
chr7	139220176	139220443	13.293845319569334
chr7	139233487	139235367	33.54583979613392
chr7	139246957	139248828	52.156135724093346
chr7	139253144	139254132	25.878181374507395
chr7	139265513	139266377	18.956741431245096
chr7	139266779	139267409	19.58798667362758
chr7	139283704	139284389	17.968837800687247
chr7	139284938	139285945	23.45307224675229
chr7	139296799	139297123	16.17396554829162
chr7	139297758	139298701	18.566754568672383
chr7	139299347	139299679	22.811736876706043
chr7	139303258	139303899	17.387738376623382
chr7	139363690	139364690	32.878585290908816
chr7	139388309	139389715	37.93565233605006
chr7	139405264	139405744	9.287633860111237
chr7	139461417	139461852	9.087908299763997
chr7	139581749	139583151	35.119338042385735
chr7	139647977	139649042	13.273799102854841
chr7	139683880	139685828	25.84725737905709
chr7	139703354	139703872	7.918419443042122
chr7	139711637	139712107	11.029201583659395
chr7	139721336	139721646	7.849708757092876
chr7	139722511	139722821	9.120130755824427
chr7	139766260	139766802	10.415678992922455
chr7	139843912	139844290	8.585147731518619
chr7	139880728	139881037	6.2029829164153165
chr7	139894451	139895368	21.823652136416836
chr7	139905634	139906305	16.357095209567984
chr7	139907902	139908727	15.353825372638124
chr7	139914183	139914805	15.517886405589113
chr7	139930701	139931141	8.775881547277624
chr7	139937043	139938643	47.209055894639754
chr7	139943467	139944890	22.175059573213066
chr7	139949841	139951459	27.712948557682505
chr7	139957985	139958316	10.454036116239887
chr7	139963611	139964244	9.93168978141194
chr7	139969192	139969442	24.984736587524413
chr7	139971651	139972196	28.93664985621741
chr7	139972691	139972968	22.87271767144599
chr7	139978202	139979079	15.499555796011007
chr7	139993293	139994017	19.915279914002394
chr7	139994505	139995301	23.878918748405113
chr7	140035886	140037136	51.430607975006104
