seqnames	end	SYMBOL	start.x	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	GENENAME	zy	early2cell	mid2cell	late2cell	4cell	8cell	16cell	earlyblast	midblast	lateblast	start.y	GSM1386019_oocyte	GSM1386020_sperm	zygote	GSM1386021_2cell	GSM1386022_4cell
chr2	144324037	Ovol2	144323917	121	*	Intron (ENSMUST00000103171.9/107586, intron 2 of 3)	2	144317777	144331326	13550	2	107586	ENSMUST00000138582.1	7289	ENSMUSG00000037279	ovo like zinc finger 2	0	0.0705974743112746	4.19998684431297	3.69764881377021	5.56662617239586	4.07287592016682	2.72424546605659	0.535546568543995	0.618388279373625	0.413910232089062	144323916	1	1	1	0	0.1363636364
chr2	150741147	Entpd6	150741002	146	*	Distal Intergenic	2	150749042	150771675	22634	1	12497	ENSMUST00000094467.5	-7895	ENSMUSG00000033068	ectonucleoside triphosphate diphosphohydrolase 6	3.4400435440453	3.23024098403021	1.78243932046779	1.06940200239696	1.10244779658109	1.71220074290607	0.599519104941941	1.91650443526693	2.78584013904882	3.45071829147251	150741001	0.7069947596	0.9629429736	0.8349688666	0.2389663338	0.04430131232
chr2	152100893	Srxn1	152100770	124	*	Distal Intergenic	2	152105516	152109211	3696	1	76650	ENSMUST00000137751.1	-4623	ENSMUSG00000032802	sulfiredoxin 1 homolog (S. cerevisiae)	0	0	0	0.0795065037641755	0	0.174526722558876	0.203564051274847	1.15944264645632	0.960132620338823	0.23355736107529	152100769	0.6443214756	0.9939393939	0.81913043475	0.09596869597	0.1140456182
chr2	155951347	Cep250	155951204	144	*	Distal Intergenic	2	155956458	155986613	30156	1	16328	ENSMUST00000149905.7	-5111	ENSMUSG00000038241	centrosomal protein 250	1.05779278460659	1.18898745255124	0.242062131140199	1.48924572539592	2.32864525953858	1.18402226612725	0.573208497691377	0.838643554606915	1.60934781676123	1.2024642363985	155951203	0.8571428571	0.9722222222	0.91468253965	0.1627906977	0.2692307692
chr2	165997735	Ncoa3	165997591	145	*	Intron (ENSMUST00000109252.7/17979, intron 1 of 22)	2	165992637	166073242	80606	1	17979	ENSMUST00000088095.5	4954	ENSMUSG00000027678	nuclear receptor coactivator 3	5.74406509370039	6.00091574704801	5.9742777424872	5.30452174748853	5.09445601156493	5.49960261816397	5.29467127724071	5.23479399883577	5.075798914931	3.95270903070834	165997590	0.8452380952	0.975	0.9101190476	0.1792279412	0.2818181818
chr2	27479632	Brd3	27479490	143	*	Intron (ENSMUST00000154316.7/67382, intron 1 of 11)	2	27445579	27475686	30108	2	67382	ENSMUST00000077737.12	-3804	ENSMUSG00000026918	bromodomain containing 3	4.39429436319733	4.1504866611231	3.70860642086747	3.55767221123028	5.14490924175163	4.62719904765778	4.67412591644792	2.91646325932189	3.33756130080355	3.22771912442749	27479489	0.652173913	0.96	0.8060869565	0.2222222222	0.04255319149
chr2	30089202	Zdhhc12	30089056	147	*	Intron (ENSMUST00000148650.7/263803, intron 17 of 20)	2	30090944	30093019	2076	2	66220	ENSMUST00000148717.7	3817	ENSMUSG00000015335	zinc finger, DHHC domain containing 12	3.43759584521623	3.28125880104488	0.977791250479268	3.76002074403787	1.66534311000679	2.37189119544319	1.34980967100723	4.89309068352869	4.94387355227265	5.29145314791961	30089055	0.7860869565	1	0.89304347825	0.09166666667	0.2232142857
chr2	30157027	Endog	30156884	144	*	Distal Intergenic	2	30171493	30174069	2577	1	13804	ENSMUST00000015481.5	-14466	ENSMUSG00000015337	endonuclease G	0.107757830019676	0.1631659751188	2.0740537209145	2.78772606407507	3.26411262467953	3.33929718858955	2.2534862841755	1.30965545084433	1.39813497195535	0.878343312809715	30156883	1	0.9333333333	0.96666666665	0.1860465116	0.2162162162
chr2	84729022	Clp1	84728879	144	*	Promoter (1-2kb)	2	84723122	84727350	4229	2	98985	ENSMUST00000028475.8	-1529	ENSMUSG00000027079	CLP1, cleavage and polyadenylation factor I subunit	0.0869215383956303	0.941925438624048	7.03092879584586	5.23698435705634	6.83076845796355	6.32188278879466	4.824293882429	3.08818551419623	3.1729750894031	2.02441154608352	84728878	0.6997311828	0.9532019704	0.8264665766	0.07048503612	0.2236842105
chr3	116857097	Frrs1	116856948	150	*	Distal Intergenic	3	116859464	116903478	44015	1	20321	ENSMUST00000040260.10	-2367	ENSMUSG00000033386	ferric-chelate reductase 1	0.715374251337894	0.678377964527238	3.99192826360455	4.51652462029058	4.88449904507993	4.53229248255132	4.40199928540612	4.32048926046082	5.31049375155508	3.51902948765532	116856947	0.7271613191	0.9446778711	0.8359195951	0.06672203765	0.07843137255
chr3	145972403	Syde2	145972263	141	*	Distal Intergenic	3	145987870	146021720	33851	1	214804	ENSMUST00000039517.10	-15467	ENSMUSG00000036863	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	0.482402909682926	0.380510125008838	0.983684243551764	0.766599404242934	0.86745867803329	1.933159495503	1.51748415071105	1.38922399739955	1.08937512340625	1.37142151328988	145972262	0.75	0.96875	0.859375	0.21875	0
chr3	40960280	Larp1b	40960133	148	*	Promoter (1-2kb)	3	40961632	40964035	2404	1	214048	ENSMUST00000197092.1	-1352	ENSMUSG00000025762	La ribonucleoprotein domain family, member 1B	3.06585736507722	3.10748027852255	5.67377261181726	5.57330425579248	5.43770484175553	4.39856485681248	4.30378687685624	2.0555152389689	1.06717175418899	0.97206942823471	40960132	1	0.9607843137	0.98039215685	0.1818181818	0.1714285714
chr3	88423818	Slc25a44	88423719	100	*	Intron (ENSMUST00000168755.6/229517, intron 1 of 2)	3	88410498	88425107	14610	2	229517	ENSMUST00000168755.6	1289	ENSMUSG00000050144	solute carrier family 25, member 44	4.87256127855527	5.0496279343297	6.75949630313831	7.22971048751132	7.42590997415518	6.43234687223232	5.70437040221149	3.58717174532185	4.67704378881613	2.39612810502081	88423718	0.7407407407	0.8888888889	0.8148148148	0.1860465116	0.4594594595
chr4	10977730	Plekhf2	10977586	145	*	Distal Intergenic	4	10988662	11007676	19015	2	71801	ENSMUST00000054776.3	29946	ENSMUSG00000049969	pleckstrin homology domain containing, family F (with FYVE domain) member 2	3.7392347883618	3.67826550956602	5.78146775013842	5.96831346307906	5.6028361518252	5.36131197712881	4.84970338703167	4.13679754955156	4.80726077587383	4.11523142642991	10977585	0.6480456741	0.9660493827	0.8070475284	0.1111111111	0.0462962963
chr4	116555112	Tmem69	116554965	148	*	Intron (ENSMUST00000106478.8/230657, intron 1 of 4)	4	116552955	116555935	2981	2	230657	ENSMUST00000069674.5	823	ENSMUSG00000055900	transmembrane protein 69	0.0158491818252328	0.479572654854974	0.20945465227551	1.30956425297902	0.922526553359616	2.85099544774062	2.13108735312847	2.30777310925827	2.4117600329756	1.55910545061241	116554964	0.8045112782	0.8270967742	0.8158040262	0.164983165	0.1157407407
chr4	117736785	Klf17	117736706	80	*	Distal Intergenic	4	117757836	117765648	7813	2	75753	ENSMUST00000062747.5	28863	ENSMUSG00000048626	Kruppel-like factor 17	8.11722824955411	8.71299984637455	8.5796952511959	8.29624645170428	8.64679900480441	4.36565966036582	1.24977098728903	0	0.226782983239955	0	117736705	0.6470588235	0.96	0.80352941175	0.1891891892	0.2702702703
chr4	149448062	Rbp7	149447915	148	*	Downstream (1-2kb)	4	149449687	149453424	3738	2	63954	ENSMUST00000148596.7	5362	ENSMUSG00000028996	retinol binding protein 7, cellular	0	0.664631164716181	4.50790383452442	4.102146155884	2.66754869146419	0.607736008103648	0.0982148996918864	0	0.282870116676003	0	149447914	0.6833333333	0.9404153743	0.8118743538	0.1242424242	0.006535947712
chr4	149743729	Tmem201	149743594	136	*	Downstream (<1kb)	4	149724864	149738044	13181	2	230917	ENSMUST00000103208.1	-5550	ENSMUSG00000044700	transmembrane protein 201	4.72402493797932	4.19586625846354	3.86032992072751	4.88234065937666	3.45943285801793	2.36738879631996	2.11861019117464	1.04936719115002	1.80649863723553	2.0707674749227	149743593	0.875	0.9605263158	0.9177631579	0.2040816327	0.1956521739
chr4	150218621	Car6	150218508	114	*	Distal Intergenic	4	150187015	150201332	14318	2	12353	ENSMUST00000030817.4	-17176	ENSMUSG00000028972	carbonic anhydrase 6	0	0.395334666090139	0.25405410515266	0.823723609299258	0.392555063496485	0	0	0.259738338477719	0	0	150218507	0.6785714286	1	0.8392857143	0.1212121212	0.03448275862
chr4	150293550	Rere	150293400	151	*	Intron (ENSMUST00000105682.8/68703, intron 1 of 22)	4	150281812	150282466	655	1	68703	ENSMUST00000129188.1	11588	ENSMUSG00000039852	arginine glutamic acid dipeptide (RE) repeats	3.88146220948704	3.91833259990705	3.62764074187121	2.61746099930033	2.56508763998829	1.88321896099508	1.2993815526377	2.02545234412508	2.97563406291247	2.21122255737905	150293399	0.7055969087	0.9507451572	0.82817103295	0.2194178186	0.1324837007
chr4	156066091	Gm13648	156065945	147	*	Distal Intergenic	4	156052715	156059802	7088	2	100415901	ENSMUST00000138361.1	-6143	ENSMUSG00000086549	predicted gene 13648	0	0.0414210183820716	0.557714731646908	1.63488211414429	0.592891177405966	0.109794045381537	0	0.316441096963904	0.308022986489002	0.373779041210357	156065944	0.7	0.9282345013	0.81411725065	0.150948758	0.0522728112
chr4	40705653	Aptx	40705530	124	*	Distal Intergenic	4	40682382	40703194	20813	2	66408	ENSMUST00000030119.9	-2336	ENSMUSG00000028411	aprataxin	1.59421439821449	1.18171705645384	0.241013314606254	1.11333304543528	2.83317188627993	3.79726983796108	3.13122709104448	1.87037717038692	1.74010166008431	1.56106562856578	40705529	1	1	1	0.2045454545	0.2682926829
chr4	46363383	Foxe1	46363236	148	*	Distal Intergenic	4	46343609	46346412	2804	1	110805	ENSMUST00000095097.2	19627	ENSMUSG00000070990	forkhead box E1	0	0.191578270524861	0.529633217206144	0.873834771111593	2.04229571338516	2.57065229877869	2.34525640750746	0.0708300388975786	0.00068086268581779	0	46363235	0.6770833333	0.9258241758	0.80145375455	0.1191919192	0.07083333333
chr4	86859349	Rps6	86859204	146	*	Promoter (1-2kb)	4	86854660	86857412	2753	2	20104	ENSMUST00000102814.4	-1792	ENSMUSG00000028495	ribosomal protein S6	2.37279774249901	1.15692252721549	6.01181921072801	6.84247597642831	7.75350275821672	8.32218026264687	8.35120013206328	8.35994411651031	7.96010617560605	8.23788285084883	86859203	1	1	1	0.2222222222	0.7096774194
chr5	103689124	Aff1	103688980	145	*	Distal Intergenic	5	103692374	103816428	124055	1	17355	ENSMUST00000126335.1	-3250	ENSMUSG00000029313	AF4/FMR2 family, member 1	3.79558728486685	4.19766803318452	4.99760378227883	5.06144610493794	3.9951069410515	3.17034872108666	2.52007859811733	1.62581153791311	2.3522981142379	1.52578975480373	103688979	0.6907407407	0.9703557312	0.83054823595	0.216516902	0.01190855928
chr5	110096305	Plcxd1	110096169	137	*	Distal Intergenic	5	110099969	110103815	3847	1	403178	ENSMUST00000086687.9	-3664	ENSMUSG00000064247	phosphatidylinositol-specific phospholipase C, X domain containing 1	0	0.29230773885881	0.898018916808633	0.585699305327487	0.307002533144164	0.151811276516142	0.131841092896995	0.0206241499568018	0.0258926935466198	0.154999024442715	110096168	0.7894736842	0.96	0.8747368421	0.1860465116	0
chr5	111328620	Pitpnb	111328507	114	*	Distal Intergenic	5	111330763	111388359	57597	1	56305	ENSMUST00000086635.8	-2143	ENSMUSG00000050017	phosphatidylinositol transfer protein, beta	0.172455597612591	0.0289593577748083	3.22724291510892	4.97510751923822	6.27762932948663	6.80819784656936	5.86325723405755	4.15290478331343	4.52963203264469	4.38021932825012	111328506	1	0.9494252874	0.9747126437	0.2105263158	0.6364317841
chr5	121200793	Rpl6	121200653	141	*	Distal Intergenic	5	121204481	121209241	4761	1	19988	ENSMUST00000031617.12	-3688	ENSMUSG00000029614	ribosomal protein L6	0.873282186535396	0.418375717289243	5.04058336081191	6.08492382631502	6.85945310978227	7.55002461602161	7.49036923364103	7.40611700155423	7.0890178382767	7.37963567738125	121200652	0.6666666667	1	0.83333333335	0.2265886288	0.3082010582
chr5	124764047	Dnah10	124763901	147	*	Intron (ENSMUST00000141137.6/56087, intron 22 of 77)	5	124791740	124796345	4606	1	56087	ENSMUST00000126998.2	-27693	ENSMUSG00000038011	dynein, axonemal, heavy chain 10	1.98472027435326	1.99696187693675	1.69628254390005	1.1370690654474	0.177484523859626	0.10003962480768	0.0281257088583452	0.0120446167673732	0.0550606406827299	0	124763900	0.7930724247	0.931547619	0.86231002185	0.2116733841	0.2777777778
chr5	125471628	Aacs	125471491	138	*	Exon (ENSMUST00000199788.1/ENSMUST00000199788.1, exon 1 of 1)	5	125475814	125517410	41597	1	78894	ENSMUST00000031445.4	-4186	ENSMUSG00000029482	acetoacetyl-CoA synthetase	0.294404146668889	0.0221168419508991	1.99041757779007	2.99546304199383	4.38555931188085	6.11843050912625	5.8113273229293	2.91455248200502	3.49172990421764	2.5920177067349	125471490	0.8052083333	0.953030303	0.87911931815	0.2453103582	0.03102373991
chr5	134957076	Cldn4	134956949	128	*	Distal Intergenic	5	134945119	134946934	1816	2	12740	ENSMUST00000051401.3	-10015	ENSMUSG00000047501	claudin 4	0.834325793950779	0.978212428750137	0.343531719979303	1.61791156667085	0.855621383184106	6.48592780792258	6.32573082043066	5.7616689427072	7.08712697337046	8.58494558597866	134956948	0.7058823529	0.9555555556	0.83071895425	0.2222222222	0.2083333333
chr5	140190148	Mad1l1	140190003	146	*	Intron (ENSMUST00000110829.6/17120, intron 11 of 16)	5	140008694	140174918	166225	2	17120	ENSMUST00000199237.4	-15085	ENSMUSG00000029554	MAD1 mitotic arrest deficient 1-like 1	4.01311277899314	3.78382103785313	1.55335410861745	2.1425188137576	2.89972404529989	3.52117321193803	3.03708841644642	3.17408044021962	4.29184408646934	3.27101449211464	140190002	0.6481313042	0.9672959133	0.80771360875	0.08662627287	0.1892812984
chr5	150501170	Gm5	150501031	140	*	Intron (ENSMUST00000202386.1/194292, intron 2 of 2)	5	150499747	150502133	2387	2	194292	ENSMUST00000202386.1	963		predicted gene 5	1.33014702964347	1.03242734137517	7.33026217767581	7.75750672881938	6.17285697111732	2.34100186922334	0.717729313686411	0	0	0	150501030	0.7368421053	1	0.86842105265	0.21875	0.1346153846
chr5	24682659	Nub1	24682522	138	*	Distal Intergenic	5	24685532	24710376	24845	1	53312	ENSMUST00000197407.4	-2873	ENSMUSG00000028954	negative regulator of ubiquitin-like proteins 1	4.5261988782002	4.24884277055914	6.80739483518082	7.65236677833672	8.10756177938521	7.88695633492958	7.35353876446391	5.45557247366464	5.46442324345878	4.87164951164222	24682521	0.9045614035	0.9536363636	0.92909888355	0.2433166249	0.2464966676
chr5	25487681	Kmt2c	25487500	182	*	Intron (ENSMUST00000045291.13/231051, intron 1 of 58)	5	25315737	25498702	182966	2	231051	ENSMUST00000173073.7	11021	ENSMUSG00000038056	lysine (K)-specific methyltransferase 2C	4.93647404483783	5.31034834889548	5.65300551184054	4.83446308622828	4.30292367666763	3.8640312248426	4.02043019675949	3.36392352060705	3.8198812722065	3.55320511527997	25487499	0.9	0.8548387097	0.87741935485	0.1764705882	0.4285714286
chr5	64058188	5830416I19Rik	64058049	140	*	Distal Intergenic	5	64044978	64050228	5251	1	74757	ENSMUST00000198687.1	13071	ENSMUSG00000106219	RIKEN cDNA 5830416I19 gene	0	0.102846162374503	0	0	0	0.00913747646317365	0	0	0	0	64058048	0.6666666667	1	0.83333333335	0.05882352941	0
chr6	120292293	B4galnt3	120292157	137	*	Intron (ENSMUST00000057283.7/330406, intron 1 of 19)	6	120203094	120294559	91466	2	330406	ENSMUST00000057283.7	2266	ENSMUSG00000041372	beta-1,4-N-acetyl-galactosaminyl transferase 3	1.41614462532261	1.20760021417252	0.509299719909659	1.24041934915332	0.389692373916688	0.70070118069091	0.365449885688122	0.436841671722297	0.769290770689651	0.859511179080548	120292156	0.6315789474	0.9795918367	0.80558539205	0.2037037037	0.2413793103
chr6	120663511	Cecr2	120663359	153	*	Distal Intergenic	6	120666369	120724920	58552	1	330409	ENSMUST00000148346.1	-2858	ENSMUSG00000071226	CECR2, histone acetyl-lysine reader	5.26657407772187	5.22224837261187	4.7836873479356	4.76011649804304	4.6624954430547	3.47961374984246	3.21779056204125	2.53435860053221	2.67203609769181	1.99901571914562	120663358	0.9486842105	0.9791666667	0.9639254386	0.2492260062	0.1158008658
chr6	50318686	Osbpl3	50318587	100	*	Intron (ENSMUST00000114468.8/71720, intron 15 of 21)	6	50295183	50300354	5172	2	71720	ENSMUST00000141466.1	-18233	ENSMUSG00000029822	oxysterol binding protein-like 3	0.846588185317773	0.472544621820358	0.142855912484638	0.129804135140425	0.524033392892679	0.426223377543227	0.576305541855003	0.216905882931253	0.439312636609554	0.660223608614521	50318586	0.7	1	0.85	0.12	0.24
chr7	101380974	Arap1	101380829	146	*	Promoter (1-2kb)	7	101382827	101385593	2767	1	69710	ENSMUST00000152082.7	-1853	ENSMUSG00000032812	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	0.20881114666534	0.400672698487249	0.305011068643701	0.316447596494372	0.824400179042689	1.8958885304224	1.28817948168165	1.05627376004216	0.784356045904989	0.571849463683554	101380828	0.6939112903	0.9611073282	0.82750930925	0.2178026277	0.08103543743
chr7	101893964	Anapc15	101893820	145	*	Intron (ENSMUST00000209334.1/75430, intron 1 of 2)	7	101896030	101898025	1996	1	75430	ENSMUST00000131269.7	-2066	ENSMUSG00000030649	anaphase promoting complex C subunit 15	3.87680844226232	3.95442413750463	4.35520606911203	4.87512290316211	4.65951307521576	4.44711250224309	4.24464906944894	4.23579065570007	4.17699331847399	3.78965371941144	101893819	1	0.9895833333	0.99479166665	0.2433110368	0.1403940887
chr7	125556869	Il4ra	125556771	99	*	Intron (ENSMUST00000033004.7/16190, intron 1 of 10)	7	125552287	125577967	25681	1	16190	ENSMUST00000206846.1	4484	ENSMUSG00000030748	interleukin 4 receptor, alpha	0.313168376140256	0.0667233412942118	0.121665456742065	0.0971933493008341	0	0.1542457947901	0.0840177174451955	0.149900954897537	0.101476220705547	0.0497553283546067	125556770	0.75	0.9761904762	0.8630952381	0.08	0.2173913043
chr7	126349634	Lat	126349487	148	*	Intron (ENSMUST00000206881.1/ENSMUST00000206881.1, intron 1 of 1)	7	126363904	126364886	983	2	16797	ENSMUST00000205426.1	15252	ENSMUSG00000030742	linker for activation of T cells	0	0	0.346012657325553	0.93952181969836	0.885704490698631	0.859797414909763	0.778279419708121	0.0186832968473605	0.466767536283777	0.238727749382949	126349486	0.6666666667	1	0.83333333335	0.08	0.03125
chr7	126618274	Nupr1	126618129	146	*	Distal Intergenic	7	126623278	126625344	2067	2	56312	ENSMUST00000191192.1	7070	ENSMUSG00000030717	nuclear protein transcription regulator 1	0	0.0921013586144443	1.95314018644197	3.81688411830407	3.59659649746125	1.39568086023816	0.468180988576276	1.04760359172891	1.29078698164879	3.41819847387566	126618128	0.6328914141	0.9891304348	0.81101092445	0.2282980178	0.0619687731
chr7	128233774	Armc5	128233639	136	*	Downstream (<1kb)	7	128237357	128245100	7744	1	233912	ENSMUST00000044660.5	-3583	ENSMUSG00000042178	armadillo repeat containing 5	1.19167945746439	0.507673603140554	0.134163971245061	0.617759438494707	1.31198036258921	0.904352927467927	0.408354081211319	0.533415626562152	0.433346183958271	0.308554529385577	128233638	0.7463175123	0.9923076923	0.8693126023	0.2060470325	0.1296296296
chr7	135738736	Mki67	135738588	149	*	Distal Intergenic	7	135689784	135716361	26578	2	17345	ENSMUST00000033310.8	-22227	ENSMUSG00000031004	antigen identified by monoclonal antibody Ki 67	4.30172574290966	4.66805721700383	5.87863804238838	5.89375607993438	4.88708139139318	3.05426830316982	3.02166626789869	3.45155731167129	3.46145151425544	4.09113797470261	135738587	0.7222222222	0.9268292683	0.82452574525	0.1224489796	0.1363636364
chr7	138921313	Bnip3	138921170	144	*	Distal Intergenic	7	138898540	138909519	10980	2	12176	ENSMUST00000148970.1	-11651	ENSMUSG00000078566	BCL2/adenovirus E1B interacting protein 3	3.04445890034958	3.3681176511578	3.72969882359883	5.50062340076097	6.94185291752302	6.71340336215257	7.1278086690927	5.01159683000485	5.15856554549944	5.56572316613623	138921169	0.675	0.9473684211	0.81118421055	0.2277960526	0.02803379416
chr7	141421222	Gatd1	141421076	147	*	Distal Intergenic	7	141407794	141414136	6343	2	213350	ENSMUST00000106008.2	-6940	ENSMUSG00000051007	glutamine amidotransferase like class 1 domain containing 1	1.1516065290428	1.51980667998696	1.3829907073663	2.07174046141819	1.72123106090301	2.55537512175102	2.24851947030297	2.99228601396312	3.24845443102276	2.97053334082391	141421075	0.7262762221	0.968924345	0.84760028355	0.2061252354	0.07118575869
chr7	19611526	Clasrp	19611381	146	*	Intron (ENSMUST00000049912.14/19698, intron 10 of 10)	7	19581035	19604486	23452	2	53609	ENSMUST00000086041.6	-6895	ENSMUSG00000061028	CLK4-associating serine/arginine rich protein	0.634332416241564	0.244995259856014	0.254871967030961	0.537021063246187	0.583563138879106	0.804414335909493	0.448438418492664	0.471908983960297	0.691487266034009	0.443545347870908	19611380	0.8705357143	1	0.93526785715	0.07142857143	0.4444444444
chr7	27547461	Pld3	27547320	142	*	Intron (ENSMUST00000117095.7/18807, intron 1 of 13)	7	27541740	27542745	1006	2	18807	ENSMUST00000150964.1	-4575	ENSMUSG00000003363	phospholipase D family, member 3	2.81478724027207	2.29892771805898	0.440072522465618	1.59813078793174	1.763372550968	5.34380149714047	4.58386431467503	5.47739597389078	5.19826229186503	4.30053173290106	27547319	0.769678886	0.9560547875	0.86286683675	0.2054673721	0.3491741742
chr7	28966412	Actn4	28966302	111	*	Distal Intergenic	7	28893655	28962340	68686	2	60595	ENSMUST00000217157.1	-3962	ENSMUSG00000054808	actinin alpha 4	4.60325777478629	4.53045237739966	4.03813976075483	4.2519123630311	3.63357756095486	6.13329458164191	6.15241617893857	5.60762343303854	6.49352774894568	6.78871525152175	28966301	1	0.9090909091	0.95454545455	0.04347826087	0.12
chr7	29223161	Kcnk6	29223025	137	*	3' UTR	7	29224918	29231307	6390	2	52150	ENSMUST00000208807.1	8146	ENSMUSG00000046410	potassium inwardly-rectifying channel, subfamily K, member 6	0	0.0205480945772196	2.62159171159453	4.43473733236349	4.79723776169759	4.48514649386672	4.54559513436974	1.23323571647841	1.48776162764637	1.64737239656193	29223024	0.7777777778	0.9411764706	0.8594771242	0.1395348837	0.03448275862
chr7	92895911	Prcp	92895765	147	*	Intron (ENSMUST00000076052.7/72461, intron 1 of 8)	7	92875300	92934014	58715	1	72461	ENSMUST00000207594.1	20465	ENSMUSG00000061119	prolylcarboxypeptidase (angiotensinase C)	1.15034860141802	1.08353662898592	1.29927161802332	1.22410571699026	1.94830511002733	1.80766903381086	0.962434577220312	1.1114881854161	1.56510770194906	1.16009672366493	92895764	0.775	0.9855042017	0.88025210085	0.2087495837	0.1529578877
chr8	107027712	Vps4a	107027616	97	*	Distal Intergenic	8	107031222	107045755	14534	1	116733	ENSMUST00000034388.9	-3510	ENSMUSG00000031913	vacuolar protein sorting 4A	5.29568265253672	5.28743398695981	4.86679960426059	4.85695881282731	3.32235412718426	4.83908716367096	4.08671304839395	2.96197927992412	3.71099799903543	3.15197127439778	107027615	0.8333333333	0.9411764706	0.88725490195	0.1666666667	0.1785714286
chr8	33893633	Rbpms	33893438	196	*	Promoter (1-2kb)	8	33863007	33891764	28758	2	19663	ENSMUST00000182871.1	-1674	ENSMUSG00000031586	RNA binding protein gene with multiple splicing	4.74365793122814	4.28491915606168	4.44355033447774	3.8122102150817	3.99000489967504	4.99987804161465	4.47440795745552	3.88707756619951	3.84182641149667	4.41809096692929	33893437	0.6666666667	0.9523809524	0.80952380955	0.1144527987	0.04353315766
chr8	83871581	Adgrl1	83871375	207	*	Distal Intergenic	8	83900105	83941954	41850	1	330814	ENSMUST00000141158.7	-28524	ENSMUSG00000013033	adhesion G protein-coupled receptor L1	0.957746138603988	0.940426965898547	0.961765473746816	0.78354068172331	0.110597513888694	0.203246663009808	0.2014096745299	0.452464458095014	0.443596321937081	0.491152387694507	83871374	0.6460164835	0.9658926219	0.8059545527	0.2242041688	0.2195138195
chr8	84938533	Mast1	84938387	147	*	Promoter (1-2kb)	8	84911908	84937359	25452	2	56527	ENSMUST00000119820.1	-1028	ENSMUSG00000053693	microtubule associated serine/threonine kinase 1	0	0	0.269146205487049	0.56827842097009	0.376912738096931	0.612535217662544	0.165627374127015	0.0313921130995255	0.111113437513709	0.0720550030633428	84938386	0.7272727273	1	0.86363636365	0.15	0.03846153846
chr9	120109850	Slc25a38	120109681	170	*	Promoter (<=1kb)	9	120110374	120124504	14131	1	208638	ENSMUST00000035106.11	-524	ENSMUSG00000032519	solute carrier family 25, member 38	4.38774336690087	4.13329996149213	4.47403598701194	5.22871670752804	5.2185818672222	3.42119809528644	2.6547233748035	1.92689330827362	1.79732191757126	1.62501073582488	120109680	0.7272727273	0.8779956427	0.802634185	0.09462915601	0.06904761905
chr9	62202216	A730043L09Rik	62202070	147	*	Distal Intergenic	9	62242596	62244100	1505	2	330958	ENSMUST00000215490.1	41884	ENSMUSG00000111232	RIKEN cDNA A730043L09 gene	1.77380862545727	2.19668578227293	0.37406015897677	0.659538196764195	0.170688006239689	0.0985416104040922	0	0.294637695357308	0.206181668711712	0	62202069	1	0.9827586207	0.99137931035	0.2413793103	0.05263157895
chr9	64070014	Scarletltr	64069871	144	*	Distal Intergenic	9	64080761	64086961	6201	1	76814	ENSMUST00000176950.1	-10747		Scarletltr, erythroid developmental long intergenic non-protein coding transcript	0	0	0	0	0	0	0	0	0	0	64069870	0.6813452248	0.984204793	0.8327750089	0.2398486526	0.04292929293
chr9	65663216	Rbpms2	65663072	145	*	Distal Intergenic	9	65658977	65659809	833	1	71973	ENSMUST00000216769.1	4095	ENSMUSG00000032387	RNA binding protein with multiple splicing 2	7.22314845026418	7.67840253000647	7.22343059242249	6.87775705635735	3.67665908209149	5.29296380137405	5.30922995175182	4.06119102609603	3.98512407265685	3.73138883361169	65663071	0.7799560514	0.9570436508	0.8684998511	0.1846320346	0.07114349571
chrX	162879728	Mir3473a	162879581	148	*	Intron (ENSMUST00000033723.3/67043, intron 3 of 8)	20	162874918	162874995	78	2	100499528	ENSMUST00000175011.1	-4586	ENSMUSG00000092752	microRNA 3473a	0	0	0	0	0	0	0	0	0	0	162879580	0.7983333333	0.9648484848	0.88159090905	0.2019230769	0.06862745098
