chr	start	end	EXE_E65_Cdx2
chr3	115858768	115859456	18.77097330814184
chr3	115866901	115867542	11.594265161178042
chr3	115875396	115875845	20.303293954556132
chr3	115878640	115879479	32.802047454415685
chr3	115887368	115888541	32.94443270658085
chr3	115979266	115979540	11.019812991149234
chr3	115992392	115993195	31.132498834973404
chr3	116007149	116008219	14.983846626103482
chr3	116024829	116025181	10.10205155340108
chr3	116327195	116327520	11.787060987032376
chr3	116333058	116333499	15.046785486528393
chr3	116340877	116341462	31.5744507944482
chr3	116344042	116344766	22.37446277576257
chr3	116380230	116381076	14.31117848132519
chr3	116401626	116402030	13.849516265463121
chr3	116409140	116409959	17.56222539070325
chr3	116423641	116425429	20.97024623340614
chr3	116507679	116508310	17.678054594955807
chr3	116512727	116513415	28.827590008114658
chr3	116529512	116530375	15.60159770804236
chr3	116594470	116595428	11.416715013707107
chr3	116637354	116638493	28.462946159992434
chr3	116651800	116652437	13.985548541908923
chr3	116662410	116663090	15.885598098530489
chr3	116711781	116712362	20.64780587214406
chr3	116807897	116808745	29.92186007297264
chr3	116835793	116836493	21.266837505613054
chr3	116861399	116861874	19.122163768567535
chr3	116864237	116865509	28.099950288826566
chr3	116905732	116906133	16.141857404066737
chr3	117002142	117002454	13.460601977812939
chr3	117759439	117759705	11.178999868550695
chr3	117868270	117868934	11.58213627553848
chr3	118126586	118126921	17.857336101247302
chr3	118128004	118128456	12.232076295709188
chr3	119094972	119095762	12.497057879121998
chr3	119783071	119783868	11.833649716682386
chr3	120009159	120009382	18.465209584599652
chr3	120011581	120012093	17.96868579182774
chr3	120018675	120019286	14.045958912314058
chr3	120029374	120029849	29.415455217863386
chr3	121171309	121171889	20.900598205369093
chr3	121262617	121262907	8.048444789031457
chr3	121276945	121277779	12.752779033830127
chr3	121291449	121292352	34.611394985701686
chr3	121333453	121334189	11.44420984355004
chr3	121411231	121411871	12.234968145191669
chr3	121417918	121418543	11.050058058166504
chr3	121428856	121429075	27.574759574785624
chr3	121430477	121430830	67.97664269509464
chr3	121447992	121448794	18.565841138511523
chr3	121525807	121526593	16.374581742226017
chr3	121532235	121532619	25.0100210805734
chr3	121538388	121540143	69.12397399124762
chr3	121558803	121560232	61.380325797890514
chr3	121576590	121577742	29.495951150854427
chr3	121582921	121583222	10.992600247709458
chr3	121593422	121593775	16.234666100304796
chr3	121599192	121600120	29.652923337344465
chr3	121601853	121602477	29.406882276901833
chr3	121617298	121618876	28.007764933529312
chr3	121686410	121687424	31.159627221274892
chr3	121712317	121712845	17.433297318039518
chr3	121715189	121715446	22.681311366159164
chr3	121723199	121724105	23.394175756846042
chr3	121736310	121737005	16.544525208233072
chr3	121789870	121790927	31.503098392215897
chr3	121814722	121815640	14.344436884445821
chr3	121841978	121842792	26.829869341791703
chr3	121865056	121865279	10.29626565770718
chr3	121884873	121885434	16.526020480137245
chr3	121953811	121954371	22.96567507641656
chr3	121967636	121968245	17.448593493557134
chr3	122035301	122035658	13.254855636789017
chr3	122048535	122049755	24.976756467193855
chr3	122088525	122088812	9.98927004744367
chr3	122104030	122104854	12.240378736292275
chr3	122118662	122119322	17.454758723576862
chr3	122122087	122122550	28.852463973521157
chr3	122130990	122131465	11.110564578206915
chr3	122244770	122245328	18.452427002691454
chr3	122245616	122245958	11.072490661464936
chr3	122274408	122274829	11.63934299668337
chr3	122293733	122294574	24.699114251788817
chr3	122314066	122314652	17.425704488982113
chr3	122321946	122322529	16.339747585931324
chr3	122323633	122324286	15.956256540774568
chr3	122365403	122365795	15.102318401239357
chr3	122392979	122393343	18.761383223009634
chr3	122393608	122393850	20.00954467600042
chr3	122419608	122420248	15.361079715192318
chr3	122461145	122461534	24.566133239275384
chr3	122466352	122466596	22.029466789276874
chr3	122467152	122468315	26.04850660145334
chr3	122473494	122473711	10.808740233496037
chr3	122473982	122474250	16.273416070795772
chr3	122488016	122488572	15.177360081844192
chr3	122508004	122508298	13.093472081787732
chr3	122521103	122521770	23.805693077361923
chr3	122619255	122619888	12.137900916697667
chr3	122620238	122621069	17.366649449804054
chr3	122638484	122638800	12.666447014748295
chr3	122763786	122764058	9.066395335337695
chr3	122924083	122924754	23.06279298409975
chr3	122937147	122937402	16.61370299844181
chr3	122976222	122976812	14.482539676407637
chr3	122984013	122985126	27.55233637234807
chr3	122985516	122986268	20.778241991996765
chr3	123038899	123039604	40.27999330750594
chr3	123256305	123256893	9.221423865175572
chr3	123385481	123386301	14.49444497213131
chr3	123508332	123508765	22.06144486398675
chr3	125330082	125330313	13.436440372879886
chr3	126595902	126597186	18.049311189636633
chr3	127040226	127040961	16.15673281157098
chr3	127130314	127130901	9.576009743867578
chr3	127162357	127162625	14.820342405518488
chr3	127225677	127226655	19.811717109446146
chr3	127257311	127258134	32.030529455599776
chr3	127446419	127446646	13.840525207015386
chr3	127451355	127451792	14.252057982254902
chr3	127457679	127459355	91.90496868051606
chr3	127463874	127464408	36.96167380800854
chr3	127530195	127530581	14.874806400407781
chr3	127552697	127553698	28.17089588515885
chr3	127625629	127625855	14.680580540040953
chr3	127641068	127641505	17.837132563034512
chr3	127642145	127643061	28.458703047323436
chr3	127655632	127656029	9.960641046615331
chr3	127837148	127837739	16.13590392485488
chr3	127896028	127896416	13.072099631594629
chr3	129400415	129400717	10.650803502821764
chr3	129468724	129469721	14.375952303110656
chr3	129531963	129532679	21.85579849088658
chr3	129535810	129536676	26.43210838573359
chr3	129558054	129558268	10.039169783904173
chr3	129649956	129651391	50.072044166538355
chr3	129667853	129668391	16.366402836094114
chr3	129673561	129673930	9.399778736962212
chr3	129680223	129680714	16.28793097610629
chr3	129683561	129683787	21.962273867784347
chr3	129686890	129687109	23.008323155581678
chr3	129725095	129725662	31.60084608370665
chr3	129830998	129831544	24.138573316427376
chr3	129835904	129836120	10.562961320082346
chr3	129856681	129857272	11.653134230631458
chr3	129864022	129864300	9.636141048060905
chr3	129875980	129876430	17.159756724039713
chr3	129887477	129888643	18.719435910213463
chr3	129895710	129896031	17.05499090212528
chr3	129897540	129898217	22.449715349487576
chr3	129901378	129901689	29.42099973549797
chr3	129976106	129976790	18.989147060795833
chr3	130061215	130061552	9.532123734052528
chr3	130180643	130181062	8.683786820113516
chr3	130320423	130320711	13.994219415717655
chr3	130690964	130691628	13.303378912339728
chr3	130709285	130710335	23.589635276794432
chr3	130715030	130715378	10.353273243739688
chr3	130729987	130730923	22.45757504711803
chr3	130794397	130794761	14.043281075718639
chr3	130799857	130800234	18.37828416090745
chr3	130857715	130858400	10.498422622680664
chr3	130858847	130859369	8.77872424290098
chr3	130942990	130943830	16.505292960575648
chr3	130945707	130945987	11.690021395683289
chr3	131144040	131144374	10.186251289116408
chr3	131156131	131156592	17.189666414984913
chr3	131237658	131237925	10.904591813962558
chr3	131272007	131272516	13.376502467981725
chr3	131302948	131303528	15.550203265814945
chr3	131347885	131348245	10.37319482035107
chr3	131482455	131483104	18.213152324106368
chr3	131490000	131491142	19.95104670649861
chr3	131503542	131504546	76.38472613490435
chr3	131559649	131560110	14.439762365792165
chr3	131564452	131565127	27.405609783596464
chr3	132683885	132684442	14.629565324560744
chr3	132983986	132984220	11.02815175260234
chr3	133091363	133092157	18.260958647547803
chr3	133506460	133506687	8.749918210874045
chr3	133518180	133518853	14.405416956273797
chr3	133533562	133534286	15.417223958020712
chr3	134966259	134966787	13.435155668945024
chr3	135165577	135166399	12.078763134288092
chr3	135212066	135212553	13.49433342191473
chr3	135423160	135423399	11.420416712262142
chr3	135437779	135438738	43.09184155349811
chr3	135485329	135485666	9.430167236384722
chr3	135505784	135506535	15.694510955150212
chr3	135524551	135524803	14.62747926182217
chr3	135534247	135534494	12.941896291879507
chr3	135546493	135547062	16.368875726455126
chr3	135585391	135585677	12.475431440593479
chr3	135592618	135593276	14.348123483744798
chr3	135692018	135692367	9.002286835864485
chr3	135731450	135731851	18.703404238693732
chr3	135756370	135757371	22.785435536524634
chr3	135845535	135846415	24.047015607357025
chr3	136609983	136611025	52.57280242694774
chr3	136654740	136655324	16.22094521457202
chr3	136656694	136656986	11.826862201298752
chr3	136669630	136670420	12.868641732614252
chr3	136670810	136671695	14.657945460518874
chr3	137113399	137113678	7.9098849501661075
chr3	137332960	137333285	10.78549363062932
chr3	137623724	137623986	11.715488797835722
chr3	137752526	137753096	12.414530599326419
chr3	137827620	137828450	56.819522444024145
chr3	137833401	137834032	13.752646993343879
chr3	137846558	137846787	11.582185570329559
chr3	137860244	137860481	25.081155696498694
chr3	137863896	137864465	27.904760397590945
chr3	137918225	137918777	14.775170471357262
chr3	137922056	137922439	19.93495365720505
chr3	137938706	137939006	19.205282764434813
chr3	137954510	137955372	12.383989769455452
chr3	137980545	137980917	24.21416115504439
chr3	138130499	138130795	34.418765963734806
chr3	138131092	138131324	8.400240906353655
chr3	138143169	138143917	34.74732504553973
chr3	138144747	138145018	21.987822180744466
chr3	138154226	138154933	11.327020481924356
chr3	138198058	138198467	12.337512473313907
chr3	138215288	138216218	15.968409663374706
chr3	138222845	138223149	12.123423331662229
chr3	138225621	138226219	16.5326973044354
chr3	138272849	138274157	36.176404828325325
chr3	138302411	138303314	29.203509532468
chr3	138310919	138311248	13.653732441841289
chr3	138352281	138352841	20.730989498751505
chr3	138442577	138443108	16.17802681267374
chr3	138489370	138489873	19.7426685746574
chr3	138515786	138516092	15.81072821336634
chr3	138518130	138518359	23.798831056819733
chr3	138525963	138527238	14.58637082417806
chr3	138607058	138607357	11.76972282690348
chr3	138620044	138620454	14.22022377339805
chr3	138625390	138625822	15.014221319445857
chr3	138654831	138655342	12.532581682074559
chr3	139005932	139006179	11.106655356372416
chr3	139075474	139075843	10.803031639678045
chr3	139205622	139205839	15.395050255384314
chr3	139433445	139433651	103.09087865155877
chr3	139860920	139861776	13.322196314825076
chr3	139875942	139876391	11.297470502704714
chr3	141996505	141997567	27.19646767707868
chr3	142206161	142206403	12.080909405858064
chr3	142372566	142373145	28.134926631248884
chr3	142375103	142375549	24.306720498431424
chr3	142389047	142389653	24.235431834809457
chr3	142394873	142396083	17.424454802521005
chr3	142458289	142458607	16.66045357146353
chr3	142474213	142474827	10.136675988424097
chr3	142530586	142531019	10.80029046452899
chr3	142540982	142541726	24.461289082804033
chr3	142559863	142560176	9.205714471043109
chr3	142618727	142618944	13.769963765473959
chr3	142688226	142688674	10.154768465885095
chr3	142700599	142701480	18.38992241102775
chr3	142708741	142709273	10.701978734561376
chr3	142725067	142725738	19.433397384052306
chr3	142881777	142882773	25.594268702120186
chr3	142898872	142899735	18.796521394581536
chr3	143017007	143017442	8.205023308458
chr3	143017778	143018093	12.582257964119078
chr3	143570010	143570645	19.327630733880472
chr3	143602815	143603384	11.480748324067395
chr3	143949534	143950009	18.246505241394043
chr3	144164584	144165145	16.63347769718544
chr3	144202355	144203145	29.88066108317315
chr3	144205271	144206009	30.286304206382937
chr3	144207511	144207960	28.07258966186795
chr3	144213356	144214734	54.768356507333166
chr3	144221128	144221348	11.302505616708235
chr3	144241854	144242210	14.269139356827468
chr3	144255997	144256233	10.694598222182968
chr3	144381158	144381581	10.192034216355488
chr3	144411130	144411423	14.724403557110158
chr3	144459524	144460606	43.05911297189991
chr3	144479636	144480151	12.55933173165738
chr3	144487482	144487825	12.927687386382077
chr3	144505952	144506686	19.871135924752465
chr3	144569873	144570907	28.00753926769677
chr3	144603910	144604834	22.04533659534537
chr3	144691987	144692352	10.909867828839445
chr3	144707089	144707332	11.356460924501773
chr3	144715881	144716373	17.685874925396305
chr3	144719443	144719860	13.521822952252212
chr3	145038560	145038851	17.99912931501251
chr3	145102070	145102319	13.142989756113076
chr3	145117924	145119084	22.02459745818171
chr3	145320637	145321380	27.959298775622855
chr3	145576149	145576566	13.088143257214297
chr3	145632609	145633483	27.388850923533845
chr3	145642924	145643168	21.784896420650796
chr3	145645849	145646126	25.413451645778835
chr3	145650044	145650409	69.02989245898102
chr3	145651430	145651841	32.11423321652006
chr3	145676045	145676747	19.710419351898366
chr3	145684676	145685388	29.982623665520315
chr3	145692656	145693467	13.017823621465304
chr3	145702220	145703237	31.809806503025833
chr3	145738848	145739059	16.229913901378758
chr3	145739775	145740161	12.51512938583453
chr3	145750025	145751160	38.959061761259505
chr3	145757050	145757971	31.79533767803743
chr3	145762903	145763844	22.730948375211387
chr3	145780601	145781266	20.334811851673557
chr3	145827925	145828178	18.369992150619566
chr3	145841937	145842553	11.788860604360506
chr3	145864183	145864752	11.810225624191741
chr3	145885474	145886607	15.565902855158484
chr3	145905627	145905914	14.467228856236261
chr3	145913214	145914055	12.573531138344128
chr3	145923942	145924609	26.00000590505986
chr3	145937644	145938122	15.690486702460126
chr3	145949971	145950655	18.62869483964485
chr3	145964347	145964685	21.76331200402164
chr3	145978521	145978862	11.188045574423155
chr3	145987456	145987850	16.007890497972518
chr3	146030291	146030498	12.88303343915709
chr3	146049965	146050833	12.167825090171005
chr3	146107656	146108137	14.546181251502087
chr3	146177861	146178335	15.770763006894397
chr3	146240280	146240745	11.6930297113234
chr3	146251648	146251897	17.043050298729096
chr3	146253974	146254191	24.073209384619364
chr3	146257766	146259523	43.85942500214774
chr3	146276166	146276545	12.792435409525767
chr3	146327409	146328052	12.483501166615108
chr3	146349182	146349497	9.851488555423797
chr3	146379795	146380392	10.027495035973425
chr3	146404107	146404962	9.979700983616343
chr3	146450168	146450864	23.9951360636744
chr3	146499377	146499652	13.103789568814364
chr3	146520737	146521874	15.346249285557864
chr3	146543213	146543895	17.953231102560274
chr3	146812525	146813452	8.393050357876215
chr3	146945968	146946256	13.784864448838764
chr3	147121443	147121804	10.052245096486692
chr3	147181247	147182176	10.629148679349344
chr3	147824326	147825085	22.973192088060543
chr3	147826728	147827864	30.151770605167872
chr3	148363367	148364496	16.37442024161691
chr3	148805876	148806365	11.146259191821201
chr3	148862400	148862617	9.064242677205169
chr3	148899474	148900339	38.358416783327314
chr3	148918251	148918468	9.172572030449793
chr3	148986495	148986903	22.212091195817088
chr3	148989552	148990090	23.029744275883672
chr3	149001708	149001973	12.606481422568267
chr3	149042638	149042985	9.973141578157628
chr3	149069880	149070655	33.515779925930886
chr3	149074599	149075331	32.23343124676272
chr3	149077122	149077360	21.89591173364335
chr3	149084740	149085703	29.930407894487075
chr3	149103736	149104069	13.690652039673951
chr3	149110200	149111007	36.08818392180451
chr3	149111838	149112164	30.524708578191653
chr3	149116755	149117905	40.26979090649149
chr3	149219470	149220478	32.04418259953696
chr3	149305319	149306330	8.688450748205893
chr3	149314150	149314764	12.516454909445796
chr3	149348580	149348901	12.35646336100926
chr3	149349131	149349844	13.646296325271628
chr3	149462101	149462496	11.286864511272576
chr3	149475585	149476306	13.961414456202155
chr3	151351619	151352277	14.318813813855945
chr3	152100108	152100627	9.74818572924546
chr3	152105398	152105926	10.62436140125448
chr3	152110970	152111470	16.68556499481201
chr3	152136013	152136651	15.964786983956364
chr3	152149293	152149626	10.379750142942319
chr3	152165688	152165986	8.257170363560618
chr3	152210220	152211090	14.283609905462155
chr3	152231182	152231949	20.936950470975358
chr3	152339666	152340656	14.434965292612711
chr3	152395686	152396578	16.57569650684237
chr3	152402133	152402944	20.911516121371605
chr3	152701654	152702532	12.301825882905165
chr3	152714051	152714349	15.856929212608593
chr3	152814218	152814513	11.295868807323908
chr3	152928812	152929899	24.482531505433812
chr3	153051397	153051854	11.395168926314138
chr3	153250756	153251031	13.55313604181463
chr3	153253385	153253922	15.507835045429138
chr3	153724900	153725430	14.21133341879215
chr3	153747160	153747396	21.864345041372008
chr3	153905668	153906350	23.62419947710904
chr3	153913125	153913339	16.884103873065698
chr3	153917286	153917624	16.496789830676196
chr3	153944115	153945049	20.324241159304307
chr3	154030498	154031373	13.393909278324672
chr3	154052840	154053910	16.858732210141476
chr3	154071343	154071779	20.80637526949611
chr3	154072505	154073232	18.96461644756417
chr3	154082042	154082520	10.275360257056967
chr3	154209567	154210467	19.217328515582615
chr3	154269674	154269891	9.50591859509868
chr3	154401609	154402850	76.9376270638465
chr3	154428683	154428908	8.144517086876764
chr3	154596374	154597394	23.324899759479596
chr3	154601744	154602567	16.16065217339109
chr3	154628692	154629023	8.313561057756315
chr3	154631176	154631803	12.430972074968013
chr3	155093303	155093599	13.750365189603857
chr3	155623561	155623875	8.231885776398288
chr3	155746088	155747103	14.836636172609376
chr3	157255694	157255920	16.23297981245328
chr3	157321461	157321720	7.526876504817064
chr3	157431993	157432347	14.521738968326547
chr3	157534128	157534498	9.478636129482373
chr3	157588500	157588722	49.92940504379101
chr3	157627451	157627861	10.153515971579203
chr3	157924867	157925454	11.669881940903412
chr3	157934373	157934718	11.603471078734467
chr3	157946860	157947202	24.49632846263417
chr3	158031516	158031780	15.410255547725793
chr3	158036291	158036903	13.91366196925344
chr3	158386702	158387426	12.418203374298896
chr3	158405489	158405755	11.491729359877738
chr3	159056750	159057554	14.933582411476628
chr3	159193118	159193354	10.625643932213217
chr3	159253693	159254974	51.17699250423006
chr3	159477508	159477916	16.441124216014263
chr3	159488573	159488981	18.199290158701878
chr3	159489264	159489531	12.004076229052597
chr3	159495385	159495740	19.24722165121159
chr3	159548575	159550172	76.36103821935397
chr3	159621325	159621589	12.256946643193563
chr3	159724510	159725069	12.580099337855904
chr3	159756257	159757542	36.182644812142335
chr3	159781851	159782931	44.603424593254374
chr3	159839350	159840111	15.516783716800806
chr3	159840972	159841582	17.536612416877123
chr3	159847290	159847812	15.709777285769524
chr3	159856764	159857129	10.285594951943175
chr3	159885438	159886191	14.184642629636079
chr3	159926172	159927209	25.32176561088893
chr13	3240642	3240852	10.755685284024192
chr13	3244195	3244742	9.613958336099628
chr13	3303249	3303975	11.659120658869258
chr13	3358960	3359288	8.584402571364146
chr13	3360860	3361279	11.008660703399585
chr13	3373098	3373341	18.79849470005114
chr13	3373608	3374480	26.251603943902417
chr13	3461270	3462180	16.265701152466157
chr13	3477857	3478666	10.862332721870526
chr13	3530188	3531919	31.737763833299525
chr13	3532164	3532467	22.990047977309022
chr13	3537450	3538085	26.79383227581114
chr13	3610084	3610348	15.812111807591988
chr13	3634108	3634627	12.836528685281271
chr13	3636753	3637021	13.261604622228822
chr13	3665328	3665626	19.368559450111132
chr13	3730497	3730925	24.534605024016905
chr13	3746515	3746847	11.983394987611886
chr13	3858708	3859302	12.622298691810583
chr13	3865792	3866108	15.598427579372744
chr13	3893426	3893978	16.60434891693834
chr13	3910072	3910657	17.96863528928186
chr13	3917997	3918467	18.043027605908982
chr13	4128966	4129506	9.642579175807812
chr13	4155631	4156265	10.756279035321546
chr13	4304653	4305598	15.377498262395303
chr13	4314891	4315266	9.980771828969319
chr13	4566647	4567129	14.145808367313686
chr13	4608618	4609499	16.420012467565115
chr13	4662530	4662965	22.71940450558717
chr13	4771322	4772280	23.501080025213
chr13	5034917	5035205	14.423272447453606
chr13	5035473	5035751	12.160106751558592
chr13	5185039	5186054	20.73518877170356
chr13	5583609	5584741	16.986022621498513
chr13	5694811	5695056	8.075084343735053
chr13	5763632	5764168	22.17884906726097
chr13	5769193	5770644	40.80358748038336
chr13	5803229	5804451	47.97996459967181
chr13	5826148	5826648	19.210095092773436
chr13	5837060	5838090	29.569484548661315
chr13	5844571	5845827	80.53499710787634
chr13	5857689	5858113	33.47966868472549
chr13	5860825	5861670	54.006045674431256
chr13	5870216	5870426	18.727086094447543
chr13	5881461	5882414	21.68442240091586
chr13	5886644	5886972	10.258635923629853
chr13	5887612	5888216	8.922256932353342
chr13	5893031	5893237	9.542399702720271
chr13	5913172	5913467	10.780933949098749
chr13	6178502	6179476	17.28692353873282
chr13	6189405	6189634	13.322143196539066
chr13	6191673	6192304	11.016635418693918
chr13	6442938	6443706	11.363730501383543
chr13	6547701	6548481	12.917723280344253
chr13	6574131	6574546	33.49398705815695
chr13	6576240	6576472	19.73919232960405
chr13	6580645	6580889	20.186431618987537
chr13	6626003	6627024	38.334298067531904
chr13	6628530	6628981	18.903402273512203
chr13	6642664	6642975	19.630814509376453
chr13	6648632	6649115	14.18640672987786
chr13	6659561	6660339	18.33588118663484
chr13	6666751	6667204	7.753922315096487
chr13	6688963	6689203	13.741349542140961
chr13	6690232	6690538	7.4542540646846
chr13	6836690	6837365	14.14128745396932
chr13	6888756	6889619	19.275678863392784
chr13	6897857	6898635	27.169479210762866
chr13	7173939	7174155	12.555544835549814
chr13	7451780	7452228	11.072425163217954
chr13	8448310	8448758	12.294189354138714
chr13	8785002	8785700	14.097606877542841
chr13	8829946	8830217	13.008025415709097
chr13	8870389	8871402	16.76716992414951
chr13	8885354	8886331	33.307115971615026
chr13	8907821	8908367	14.17686091761886
chr13	8995569	8996400	19.104700425902
chr13	9011687	9012240	292.2497772420293
chr13	9017314	9017917	25.519611991262355
chr13	9026969	9027217	10.648665335870557
chr13	9043572	9044024	10.82507823315342
chr13	9052044	9052379	11.091526294822124
chr13	9093552	9093911	32.66379350008739
chr13	9142114	9143010	31.23805320262909
chr13	9150979	9151340	14.544051574537958
chr13	9179774	9180681	12.32383799947215
chr13	9191273	9191735	19.03785142857275
chr13	9222978	9223225	8.90535082990824
chr13	9228530	9228961	16.337185220209463
chr13	9233635	9234956	68.68931367196971
chr13	9276390	9277211	14.726417284790113
chr13	9277548	9277912	17.355402317675914
chr13	9390450	9390833	10.274369059281312
chr13	9469209	9469523	11.295790300247775
chr13	9566972	9567372	16.41880898475647
chr13	10636993	10637263	14.031863798918547
chr13	10680706	10681866	22.461122348390777
chr13	10690969	10691464	18.172956220068112
chr13	11030696	11031343	14.737435671056073
chr13	11031666	11031882	8.628992354428327
chr13	11099119	11099339	14.28911128911105
chr13	11170747	11170966	13.864441588589045
chr13	11271734	11272005	16.046539686702715
chr13	11369470	11369726	12.11487377434969
chr13	11437760	11438370	10.33654625298547
chr13	11766567	11766881	12.036810577295388
chr13	11933600	11934163	12.507855997204146
chr13	12136333	12136714	13.119206240796668
chr13	12257806	12258544	16.645655705030695
chr13	12340490	12340927	10.941473153417661
chr13	12394791	12395711	30.6898003972095
chr13	12461594	12461933	17.029581432848904
chr13	12541912	12542919	12.982083853804012
chr13	12565430	12566397	13.400640942811226
chr13	12823774	12824053	12.959125043670763
chr13	12864155	12864421	8.276057232591443
chr13	12872844	12873090	9.730581052904206
chr13	12910746	12911056	11.57570840774044
chr13	13493640	13494245	13.490778990028318
chr13	13589768	13590717	17.33198525455905
chr13	13639573	13639811	10.789621200882086
chr13	13830200	13831127	20.39059105968784
chr13	13845241	13845773	11.474736954036512
chr13	13850136	13850350	11.875723406533215
chr13	13851179	13851477	12.776128400892219
chr13	13867487	13868053	10.987802454945056
chr13	13889317	13890015	15.76611736988953
chr13	13954037	13954896	27.255203320344474
chr13	13968484	13969466	21.357739575768683
chr13	13981955	13982401	7.50527928843092
chr13	14039380	14040772	33.62092904523871
chr13	14062798	14064025	23.93570595595928
chr13	14113109	14113978	23.444087120688277
chr13	14114904	14115655	22.95784693615097
chr13	14612806	14613493	16.966198242387396
chr13	14618831	14619195	10.636780805640168
chr13	14630187	14630671	15.919446702831047
chr13	14950797	14951104	16.96484344867619
chr13	14953507	14954406	20.630044675112035
chr13	15180620	15181460	17.86878059591566
chr13	15426806	15427176	14.970633138192667
chr13	15759219	15759584	10.870224545099964
chr13	16696216	16697231	32.010271476407354
chr13	16755229	16755588	13.8459659525943
chr13	16760985	16761455	16.359024423234008
chr13	16761840	16762105	12.783909329828226
chr13	16769322	16770034	12.735881531506442
chr13	16805617	16806086	19.874482226015918
chr13	16807670	16808228	36.14003516632169
chr13	16825362	16825569	11.595893698614
chr13	17653058	17653371	12.487400755714685
chr13	17694659	17695402	27.291587162146175
chr13	17742064	17742391	17.210278796858013
chr13	17803413	17803650	17.79157066747609
chr13	17804789	17805505	17.834855865499826
chr13	17837499	17838095	10.782641535637362
chr13	17872842	17873867	17.264226490113792
chr13	17884305	17885171	59.172733331112056
chr13	17943919	17944523	13.93527244889973
chr13	17992917	17993668	12.51112822241853
chr13	18057175	18057384	12.030045650792465
chr13	18098843	18099134	10.94570248069632
chr13	18646173	18647325	52.295690316292976
chr13	18717328	18717632	12.541809198103453
chr13	18897986	18898977	21.71303455524079
chr13	18947999	18948760	15.442334745309356
chr13	18988552	18989948	36.55716904118273
chr13	19137211	19138548	41.35302154752151
chr13	19390706	19390911	15.61109878260915
chr13	19395442	19396203	28.541609019706815
chr13	19438078	19438595	12.96082539161815
chr13	20090152	20090941	18.811401624038947
chr13	20091174	20091630	16.467329282509652
chr13	20092335	20092542	16.543567376436243
chr13	20099744	20100075	11.555193391091153
chr13	20136561	20137698	76.96670472338835
chr13	20361987	20362290	9.54335338762491
chr13	20432931	20433736	17.25961138446879
chr13	20769783	20770899	21.10345951075195
chr13	20828476	20828711	8.898374224723653
chr13	21138685	21138966	20.797734725517735
chr13	21158832	21159425	21.392880016796504
chr13	21160925	21161844	42.868458466638806
chr13	21167371	21168010	44.676203690410965
chr13	21168500	21168741	53.854475266705904
chr13	21172406	21173188	61.87505925707805
chr13	21177681	21178268	24.527984230847334
chr13	21179465	21180181	32.26337750397581
chr13	21196366	21196952	24.7673538015971
chr13	21199917	21200698	27.828455459751027
chr13	21215246	21215903	17.25279563892196
chr13	21222086	21223060	32.2728080357859
chr13	21223267	21223632	23.780147301660826
chr13	21233767	21234709	29.775347493003636
chr13	21241074	21241464	21.56797478749202
chr13	21242141	21242455	18.231901493801434
chr13	21249364	21250252	20.011278072992962
chr13	21253761	21254126	18.28226695909892
chr13	21254484	21254879	19.890944492967822
chr13	21259251	21259532	22.320841894455228
chr13	21264099	21264482	27.425139016333198
chr13	21265697	21265913	38.39511126059073
chr13	21267832	21268450	39.76442054328795
chr13	21271271	21271591	39.440184611082074
chr13	21275331	21275686	20.916389774268783
chr13	21276084	21276449	36.656959455307216
chr13	21279838	21280137	31.646091850306277
chr13	21326111	21327567	38.73457474040461
chr13	21402478	21402993	20.40748644338071
chr13	21417611	21417829	13.565792381216626
chr13	21453491	21453977	13.341001773567356
chr13	21468312	21468913	11.56453614703034
chr13	21506277	21506795	22.65045198418459
chr13	21530830	21531365	16.54606638222097
chr13	21710057	21710354	32.28541848795984
chr13	21710700	21711494	21.239282824230433
chr13	21716797	21717511	34.62564135532753
chr13	21721314	21722722	31.734867455607112
chr13	21727806	21728435	28.638370835345196
chr13	21729615	21729942	28.47548726866369
chr13	21734065	21734693	30.977109031312786
chr13	21735143	21735839	27.424031894782495
chr13	21753451	21754225	23.53574363575425
chr13	21761764	21762438	17.716470079535192
chr13	21778933	21780631	50.02124023166215
chr13	21783533	21783770	43.56702479430895
chr13	21787067	21787686	34.04126767850269
chr13	21820826	21821202	12.506517996179296
chr13	21828756	21829617	14.92440488418774
chr13	21854954	21855959	22.391240951670937
chr13	21864882	21865436	26.705005256707917
chr13	21881792	21883459	23.7642206587903
chr13	21896543	21897415	31.035310154661126
chr13	21902261	21902714	29.327051882712258
chr13	21906321	21906748	38.14025789569077
chr13	21907207	21908606	39.960280474975676
chr13	21911415	21911751	45.054032723108925
chr13	21914369	21914737	52.21115890793178
chr13	21918695	21920709	55.10781528078143
chr13	21925108	21925337	50.00096703408587
chr13	21927980	21929040	81.70525950305867
chr13	21935611	21936245	67.39590424017199
chr13	21936769	21937064	55.024560598599706
chr13	21940488	21941246	78.62823554267985
chr13	21944684	21945675	45.90113247198727
chr13	21963846	21964260	23.653438512829766
chr13	21974043	21974910	31.911662336039296
chr13	21975159	21975410	16.94328930083499
chr13	21993936	21994149	28.27792881352241
chr13	21994390	21994729	20.564632809619283
chr13	21995311	21995984	20.637698634064037
chr13	21996715	21997149	24.967687224462836
chr13	22006072	22007203	29.686522811835683
chr13	22015403	22015829	21.02734368731718
chr13	22020665	22022362	26.6744905709889
chr13	22028875	22029720	33.72123107684435
chr13	22042296	22042525	27.28403873526894
chr13	22042772	22043132	34.952473084131874
