chr	start	end	EPI_E65_Nanog
chr8	66869334	66869845	28.080189312974067
chr8	67086194	67086881	18.45180211351775
chr8	67431421	67432018	13.882149816158428
chr8	67735466	67735792	12.711106756713493
chr8	67901113	67902083	16.18147284910851
chr8	68232751	68233225	28.851962234400496
chr8	68368306	68368897	18.276604492652236
chr8	68793502	68794258	15.766630298876889
chr8	69088669	69089021	13.758019729094071
chr8	69121406	69122287	53.86800902818037
chr8	69176490	69176835	17.648453629535176
chr8	69193189	69193561	22.39719169883318
chr8	69271029	69271358	22.70049173418874
chr8	69584898	69585209	4.441396862747585
chr8	69625240	69625630	37.38708461859287
chr8	69654440	69654890	19.801299985249837
chr8	69716525	69717433	29.977225449641896
chr8	69749616	69750018	36.6362154614273
chr8	69755630	69755990	27.99481161435445
chr8	69774683	69774933	21.221140098571777
chr8	69822001	69822978	16.05540125933738
chr8	69831977	69832827	24.651042720570285
chr8	69893772	69894066	24.968300897247936
chr8	69995940	69997111	27.226861309944105
chr8	70001389	70001823	18.39667562845116
chr8	70042736	70042996	25.307964141552265
chr8	70087228	70087585	16.518309296680098
chr8	70131353	70131622	13.954012658073113
chr8	70139207	70139836	26.50658995472191
chr8	70212007	70212895	36.77669873753109
chr8	70234194	70234755	30.208957427325732
chr8	70282510	70282863	17.38422601824104
chr8	70283252	70283499	13.530913379993516
chr8	70329770	70330411	14.55726237304497
chr8	70374420	70374716	22.661662797670107
chr8	70439253	70439717	17.856386936944105
chr8	70476792	70477990	35.998991633496416
chr8	70488577	70488815	20.57491199108733
chr8	70506232	70506859	30.43303222291207
chr8	70522845	70523467	21.23114409554043
chr8	70538378	70539727	39.41601851642176
chr8	70601182	70601555	14.35988914039755
chr8	70609250	70610137	19.565007300091974
chr8	70618804	70619317	15.889849724128233
chr8	70630487	70630793	14.312468647177703
chr8	70659462	70660423	30.16968947717228
chr8	70672874	70673685	38.54932004691052
chr8	70698417	70699174	37.34542746399006
chr8	70754495	70754764	19.575197733910997
chr8	70760915	70761340	25.780332789701575
chr8	70776804	70777220	26.92681708244177
chr8	70792402	70793102	48.09577175957816
chr8	70796843	70797561	27.73062322398746
chr8	70804704	70804985	16.657708500627944
chr8	70820186	70820789	26.898979636171763
chr8	70839226	70840228	24.573439191677377
chr8	70865077	70866074	32.290603961007164
chr8	70873262	70873864	15.902123582719568
chr8	70879849	70880602	16.58501251696907
chr8	70891410	70891875	22.8265893074774
chr8	70897586	70898173	20.95768634627178
chr8	70905745	70906277	15.897111752875766
chr8	71272359	71272965	16.37075426397544
chr8	71366969	71367500	25.312239050640674
chr8	71371148	71371615	27.31693777537703
chr8	71396668	71397078	13.652087839638314
chr8	71441664	71442028	13.674330077328525
chr8	71463452	71464033	15.620727878839752
chr8	71469006	71469455	19.93688753718523
chr8	71487994	71488609	16.442860176892786
chr8	71507362	71507784	15.832288500257013
chr8	71521400	71521633	13.550669616895684
chr8	71526285	71526847	31.292083709689646
chr8	71537250	71537506	14.09808124601841
chr8	71542687	71543203	24.28362170115922
chr8	71558765	71559498	20.661088711893413
chr8	71569570	71570618	76.84229615626444
chr8	71580561	71580830	12.9502267872977
chr8	71591840	71592499	16.2314221898775
chr8	71602491	71603230	13.614876767779235
chr8	71610979	71611461	15.595726897607701
chr8	71629424	71629966	16.144093129027812
chr8	71634139	71634397	29.95284585435261
chr8	71665265	71665941	24.357641684233084
chr8	71670750	71671754	31.556365881308142
chr8	71679776	71680084	19.21782991483614
chr8	71685754	71686928	19.488937795466825
chr8	71725468	71725777	16.625191879889726
chr8	71908553	71908894	14.30443657178683
chr8	71951012	71951301	18.88638561077184
chr8	72160686	72161494	24.584388781302046
chr8	72239591	72240469	37.41992905253973
chr8	72316307	72316556	17.216147472580754
chr8	72318705	72319033	22.81145252832552
chr8	72421346	72421897	21.96117234446392
chr8	72443715	72444126	14.051930710637077
chr8	72474936	72475296	12.742396672566732
chr8	72492684	72493122	18.806956410952356
chr8	72548325	72548848	22.092703990680995
chr8	72570748	72571194	40.30739325365143
chr8	72649848	72650273	17.805509481991038
chr8	72654844	72655462	19.14088546728239
chr8	72679566	72679993	12.43344302702285
chr8	73353541	73354863	24.36553570867126
chr8	74327442	74327735	11.230076337430257
chr8	74401636	74401911	6.383622734763406
chr8	74930810	74931072	15.894517756600417
chr8	75018031	75018840	19.210893790123638
chr8	75033487	75034403	39.74953660798385
chr8	75108781	75109143	15.619881466607362
chr8	75212827	75213430	14.599243470883092
chr8	75318700	75319079	17.1950833539535
chr8	75415699	75416189	17.975320261351918
chr8	75509038	75509469	13.165137890596677
chr8	75755633	75756136	12.216694475405259
chr8	76901816	76902483	23.73182642763701
chr8	77132857	77133345	13.692604272091975
chr8	77549390	77549654	12.924673427234996
chr8	77610360	77610810	21.04363531536526
chr8	78018336	78018823	11.685643207855538
chr8	78068153	78068770	29.95115810932178
chr8	78097967	78098694	19.939169310474004
chr8	78114851	78115121	10.107705296410455
chr8	78161828	78162115	15.792673994855184
chr8	78267909	78268376	19.391574177548
chr8	78315850	78316088	13.604765912063984
chr8	78345993	78346669	21.38045321131599
chr8	78426528	78427467	26.969781865454074
chr8	78438086	78438347	30.50031301710341
chr8	78508903	78510169	23.283426325468092
chr8	78578267	78578549	20.083425447450463
chr8	78719894	78720154	17.280563956040602
chr8	78820902	78821163	16.957901348099398
chr8	79028108	79028649	17.29307124266563
chr8	79029675	79029932	18.000202479529474
chr8	79294456	79295241	18.26538678430448
chr8	79454768	79455192	18.83056685834561
chr8	79638830	79639550	24.931213272942436
chr8	80032212	80032614	9.642005641068986
chr8	80493212	80493554	15.105522264514054
chr8	80552396	80552919	13.490348556985364
chr8	80739610	80740106	14.974567001865756
chr8	80879533	80880961	16.98810515083185
chr8	81014964	81015357	17.619909220979412
chr8	82759344	82759607	12.583376630630783
chr8	83165104	83165761	16.353766309253338
chr8	83177808	83178416	19.858511821219796
chr8	83389738	83390122	13.203776376942793
chr8	83442268	83443125	14.715255089651885
chr8	83566730	83566984	20.36587318660706
chr8	83594229	83594601	26.040781585119102
chr8	83607675	83608486	23.928843138397255
chr8	83652577	83652818	12.406519141929278
chr8	83715197	83715737	22.11694287194146
chr8	83875042	83876809	24.851012580733414
chr8	83898850	83900025	42.10886196379966
chr8	83955083	83955880	36.22696370492167
chr8	83972476	83973273	17.981787056964794
chr8	83973562	83973946	11.16754867012302
chr8	84001330	84001666	21.14550719658534
chr8	84011917	84012532	13.436265407345159
chr8	84021268	84021792	17.565233307030365
chr8	84044164	84044677	13.069796485975239
chr8	84066439	84067316	40.81295165667648
chr8	84104416	84105274	33.504230099124506
chr8	84147476	84147956	17.020301153262455
chr8	84180016	84180410	14.21034206351653
chr8	84180647	84181075	23.253795218244893
chr8	84186620	84187456	17.58236880279614
chr8	84194743	84194989	19.11117696762085
chr8	84197333	84198034	29.917826781769453
chr8	84237123	84237460	28.808525413716936
chr8	84257088	84257615	14.611867848564597
chr8	84270145	84270703	24.001584779404396
chr8	84414221	84414957	14.329708458288856
chr8	84539208	84539467	12.97447868847939
chr8	84655376	84656091	21.903543168181304
chr8	84663982	84664336	32.12625892552952
chr8	84687070	84687835	21.704824815388598
chr8	84707513	84708077	26.551344648320626
chr8	84723097	84723386	14.646414304687077
chr8	84774586	84774839	26.693636189336363
chr8	84785046	84785814	35.423006407916546
chr8	84798998	84799519	14.451653725812623
chr8	84846734	84847365	25.49682828174718
chr8	84856716	84857214	16.608251025877802
chr8	84872323	84872663	12.811863321416519
chr8	84893807	84894097	15.760442858728869
chr8	84903116	84903506	14.527721683795635
chr8	84908294	84908843	17.363879099569687
chr8	84943936	84944533	20.195128763540705
chr8	84945568	84946206	14.158377988211413
chr8	84965866	84966243	18.928573838595685
chr8	84976349	84976626	29.455241131007888
chr8	84990062	84991283	31.242468751912035
chr8	85036515	85037459	25.263012642577543
chr8	85060252	85060485	11.699739452083735
chr8	85071911	85072289	10.77335153811823
chr8	85080735	85080973	23.579016372937115
chr8	85083330	85083564	13.947838978889662
chr8	85299561	85299874	31.377132830147545
chr8	85432530	85433174	18.237008256201417
chr8	85441370	85442212	28.83738268242879
chr8	85492105	85492792	22.17293408933859
chr8	85503112	85503590	20.507917942861134
chr8	85700416	85700801	12.485916849854705
chr8	85840717	85841022	16.845728655330472
chr8	86585138	86585782	13.01309597492218
chr8	86623817	86624072	21.249442822325463
chr8	86902950	86903275	10.239031424889198
chr8	87152180	87152961	43.90814531597377
chr8	87199430	87200310	16.413702926852487
chr8	87219000	87219291	11.701951030193735
chr8	87470926	87471187	20.38793400146952
chr8	87472475	87472996	27.0930350151721
chr8	87656284	87657018	15.105541379964968
chr8	87660630	87660883	23.591055172705367
chr8	87663192	87663435	18.852572794313783
chr8	87716765	87717039	15.33998664800268
chr8	87831296	87832128	31.873547537968708
chr8	87938576	87939028	24.326166051678953
chr8	87960837	87961112	14.836110447970304
chr8	87968177	87968472	14.606357639118777
chr8	87974705	87975470	17.802336674110563
chr8	88118567	88118928	26.19376630862334
chr8	88137822	88138155	16.023132375768714
chr8	88272510	88272882	12.104392784898
chr8	88437578	88438140	12.297032054208776
chr8	88451219	88451732	15.323475601612708
chr8	88454138	88454606	21.36381930571336
chr8	88521293	88521671	16.035261154174805
chr8	88603447	88604358	18.74398936869415
chr8	88696722	88697299	26.069131176847726
chr8	88779659	88780216	11.260356411685635
chr8	89003682	89004117	22.85512230533293
chr8	89025800	89026448	19.855770411314786
chr8	89042745	89043694	27.713102798944277
chr8	89242273	89242707	24.54468467817878
chr8	89271439	89272403	37.303204019039995
chr8	89309057	89309826	13.534763606534048
chr8	89543730	89544171	24.001583821649184
chr8	89572520	89572915	11.611385454105426
chr8	89625319	89625870	24.09944519416823
chr8	89824653	89825044	17.61276672197425
chr8	90016343	90016765	11.793102154799547
chr8	90109640	90109997	13.360812331448082
chr8	90273164	90273479	10.05700081113785
chr8	90297794	90298041	16.290054363760387
chr8	90349791	90350280	17.627895680917064
chr8	90601053	90601309	9.388819705694914
chr8	90670548	90671322	21.536969161464878
chr8	90813996	90814270	14.768108423608933
chr8	90828101	90829066	23.154174817534926
chr8	90861838	90862353	19.288563680185856
chr8	90876391	90877457	22.979669873754705
chr8	90908055	90908527	24.531388721223603
chr8	90954956	90955332	18.119187664478382
chr8	91133755	91134511	28.12962588935933
chr8	91313238	91313744	29.942011077413447
chr8	91381393	91381725	11.180098275104202
chr8	91576791	91577122	21.31557633437419
chr8	91625675	91626256	12.946143266871546
chr8	91686837	91687099	13.232342570792628
chr8	91801291	91802702	51.095883280904815
chr8	91866647	91867696	25.084291902693028
chr8	91872566	91872901	12.894104966120933
chr8	92042844	92043195	20.37620802278872
chr8	92065481	92065955	20.5365708367231
chr8	92070749	92072268	36.37825610152666
chr8	92114055	92114473	15.71631488161224
chr8	92133761	92134552	37.63835833919636
chr8	92158294	92158903	25.577343688614068
chr8	92194456	92195253	12.028566207311384
chr8	92216323	92216834	43.40706328823142
chr8	92355927	92356494	41.32800722206291
chr8	92357898	92358202	33.116721523435494
chr8	92362307	92362556	53.3712448518439
chr8	92364345	92364581	37.64392173896402
chr8	92460380	92460930	13.490505452589556
chr8	92483648	92484056	11.57697530120027
chr8	92673389	92673882	23.207196953330513
chr8	92761982	92762341	20.754805857092556
chr8	92772199	92772453	21.653532245966392
chr8	92776940	92777745	23.621530017497378
chr8	92827580	92827859	8.70752687351678
chr8	93488651	93489465	29.675141872293533
chr8	93571535	93572481	17.37029978992067
chr8	93592570	93593098	12.51555782827464
chr8	93593380	93593687	14.61023341560985
chr8	93599795	93600057	11.743053083201401
chr8	93661765	93662155	15.85587688592764
chr8	93810824	93811078	11.139686171464094
chr8	93813475	93813795	16.198703110218048
chr8	94012289	94012532	14.25133624685154
chr8	94036894	94037336	14.081682807180137
chr8	94098158	94098786	24.612147224936514
chr8	94214369	94214887	24.07533512888728
chr8	94386030	94386568	16.24716474752887
chr8	94492195	94492530	15.32578185067248
chr8	94601715	94602178	27.889710683802033
chr8	94666342	94666984	16.65885836164528
chr8	94694544	94696059	19.06353933252517
chr8	94702981	94703397	14.972736885914436
chr8	94838216	94838659	17.937099633313732
chr8	94875902	94876552	16.81657696063702
chr8	94917304	94917945	15.193287438795831
chr8	95080598	95081289	33.48571121778916
chr8	95310396	95311154	19.126732375816808
chr8	95331885	95332361	20.33043607743848
chr8	95351200	95352160	18.171534091234207
chr8	95353407	95353734	18.531516130546546
chr8	95369849	95370158	21.304562766189328
chr8	95411699	95412006	11.723842170417115
chr8	95434904	95435262	22.08328492947797
chr8	95633504	95633777	17.070614839211487
chr8	95656934	95657187	11.968382096573299
chr8	95702848	95703181	17.40959391722808
chr8	95807232	95808100	29.248579746017807
chr8	95887919	95888527	14.437892415021595
chr8	97389650	97390050	24.57733130455017
chr8	97396874	97397522	25.974728980182128
chr8	97403292	97403624	15.624643552734192
chr8	98377601	98377925	12.404566826643768
chr8	98416651	98417183	19.23408301611592
chr8	99416172	99416728	14.085042965497902
chr8	99677059	99677715	23.983681853224592
chr8	102756680	102757079	10.616181015072012
chr8	102783921	102784755	20.609531001221363
chr8	102862922	102863290	16.251912726008374
chr8	103145505	103146230	24.313406056371228
chr8	103873493	103874384	19.074248073076962
chr8	104092568	104092907	7.067649441834396
chr8	104218840	104219187	12.862481801585437
chr8	104250876	104251230	16.267248032456738
chr8	104340500	104340837	17.214242570124323
chr8	104591014	104591670	16.144481702548703
chr8	104602581	104603155	13.084140940410334
chr8	104805854	104806321	19.018600112620973
chr8	105071296	105071750	18.79419404084462
chr8	105102617	105102940	20.46357142740728
chr8	105170209	105170715	20.877793619284045
chr8	105208995	105209531	12.460725334153247
chr8	105224759	105225469	19.83487258158939
chr8	105253930	105254270	20.16745126948637
chr8	105268842	105269730	30.094779878049284
chr8	105283296	105283581	20.744734432822778
chr8	105289197	105289648	48.16656665844293
chr8	105297411	105297681	19.7618793381585
chr8	105326016	105326666	23.089897389045127
chr8	105347078	105347478	18.589406991004942
chr8	105348790	105349080	19.51368447007804
chr8	105471135	105471842	31.976969542226833
chr8	105496835	105497394	14.82312191364377
chr8	105516158	105516452	18.011531622231413
chr8	105518695	105518953	14.460502387941347
chr8	105565758	105566456	21.588132963481126
chr8	105596473	105597033	20.756596188885826
chr8	105622496	105623368	30.320741769370684
chr8	105635735	105636764	26.401197173041666
chr8	105685946	105686274	15.214595774324929
chr8	105700799	105701868	18.300970958035276
chr8	105826956	105827781	34.48484600645123
chr8	105851703	105851944	12.488576987966956
chr8	105854707	105855289	26.058206087944843
chr8	105860101	105860875	32.480369465603694
chr8	105900084	105900661	13.991589974282725
chr8	106011002	106011721	15.501075993990202
chr8	106059126	106059585	17.268748021593282
chr8	106108375	106108959	11.835094079579392
chr8	106134837	106135465	32.14199051583648
chr8	106210691	106211245	16.576994945856637
chr8	106337613	106338641	30.033130347032955
chr8	106412351	106412624	12.986150580884773
chr8	106415233	106415669	20.342925524492877
chr8	106432783	106433437	17.444089275616754
chr8	106507803	106508310	23.741039563918253
chr8	106510523	106510883	24.278358250194124
chr8	106558764	106559343	18.73683342085395
chr8	106618150	106618513	18.803707487983807
chr8	106683066	106683535	15.442565582454332
chr8	106869911	106870590	34.03941775000324
chr8	106870827	106871158	25.886137844212467
chr8	106935315	106935952	21.31270448903274
chr8	107030994	107031593	24.82597779192789
chr8	107048302	107048609	13.782716673437857
chr8	107056806	107057116	19.076673907618368
chr8	107096127	107096573	13.240823260337248
chr8	107124102	107124363	10.995380441804498
chr8	107150256	107150866	16.728498555793138
chr8	107292980	107293432	21.137322776085508
chr8	107403047	107403531	18.083452155767393
chr8	107777122	107777633	13.30999514734675
chr8	107939145	107939629	22.098646530435104
chr8	107942851	107943446	12.922754908008736
chr8	108714990	108715735	17.019362961685896
chr8	108722676	108723361	36.60049284218002
chr8	108726608	108726921	38.53127540490879
chr8	108729218	108730129	40.863566357793715
chr8	108748900	108749418	30.216031921416175
chr8	108819884	108820756	17.83428838821726
chr8	109565467	109566279	16.395338740842096
chr8	109608236	109608969	24.820072435584596
chr8	109692991	109693750	16.137225904954754
chr8	109705092	109705948	16.433166812513477
chr8	109737433	109737833	12.7402862906456
chr8	109868156	109868890	19.36456193196351
chr8	109881936	109882282	19.367076063431757
chr8	109885236	109885688	22.281604509438033
chr8	109947520	109948227	23.32189039934474
chr8	109957308	109957878	17.466095444194057
chr8	110167997	110168890	12.806926487541412
chr8	110217271	110217980	15.922458876003164
chr8	110225409	110225940	15.583270298334615
chr8	110266895	110267362	18.40131460880059
chr8	110482222	110482460	10.910648866861807
chr8	110604511	110604852	15.506710871923005
chr8	110618612	110618848	14.883524680541733
chr8	110919751	110920172	20.204129862388918
chr8	110970282	110971112	13.970547044133566
chr8	110997627	110998095	10.960638929636051
chr8	111033550	111034184	14.500848556542623
chr8	111061935	111062464	17.997357932741565
chr8	111299990	111300872	19.87684582258298
chr8	111393214	111393938	16.825948842981244
chr8	111516589	111516901	18.396117406013683
chr8	111521791	111522143	33.5145356871865
chr8	111555286	111555787	11.787229319056589
chr8	111643425	111643756	19.091181233570296
chr8	111789118	111789797	21.66795954051179
chr8	111854120	111854385	15.21226746181272
chr8	111876402	111876830	33.81175562154467
chr8	111890030	111890349	10.128791131943371
chr8	111940309	111940771	15.82307428095764
chr8	112011154	112011436	13.494146468791556
chr8	112032983	112033606	17.329286093122505
chr8	112348401	112348696	16.222980253575212
chr8	113634925	113635756	25.84163875671644
chr8	113848474	113848725	11.618288857053475
chr8	113883895	113884538	13.382299105820723
chr8	114115956	114116550	16.459474081944936
chr8	114133242	114133917	16.67827833952727
chr8	114205125	114205558	11.83430202122924
chr8	114369087	114369710	13.938881701106627
chr8	114439419	114440103	17.794349787528056
chr8	114845736	114846351	19.241672672488825
chr8	114936718	114937137	15.93839334019044
chr8	115158491	115158910	14.126725597427113
chr8	115186974	115187285	15.28808797670714
chr8	115198980	115199903	28.843982060061503
chr8	115249872	115250120	12.016474235442377
chr8	116130623	116131167	11.498675898594016
chr8	116921236	116921959	18.641869423630162
chr8	116978432	116979048	38.677688787509865
chr8	116993219	116993767	22.164658233197066
chr8	117256372	117256795	19.101644103408706
chr8	117314382	117315104	21.34564316635977
chr8	117339580	117340237	14.03024744443153
chr8	117493448	117493946	22.470174253226283
chr8	117508391	117508945	14.038405705875437
chr8	117561633	117562710	16.051281720040127
chr8	117764592	117764845	15.070983166751184
chr8	117801609	117802276	28.469984460627657
chr8	118076069	118076718	11.127927183553876
chr8	118283698	118284122	14.231010513485602
chr8	118285587	118286204	14.911476206354422
chr8	118514886	118515144	19.45164867149767
chr8	118845597	118846249	23.223216504407077
chr8	119344340	119344763	12.87648625520386
chr8	119412833	119413115	15.883869867798284
chr8	119440273	119440794	17.12183395685939
chr8	119465073	119465410	12.822094566390493
chr8	119466252	119466716	16.679395315975977
chr8	119515678	119516478	18.723445514440538
chr8	119558499	119558930	18.530032956683165
chr8	119678352	119678786	15.086080485225272
chr8	119777981	119778439	13.896967867055835
chr8	119840353	119841335	17.501085189112334
chr8	119861942	119862512	15.918176397524382
chr8	120113870	120114227	19.603375301307658
chr8	120176792	120177993	22.64615075415517
chr8	120190555	120191067	13.76531864143908
chr8	120276157	120276841	38.38763924230609
chr8	120288149	120288604	12.38045305105356
chr8	120300582	120301126	20.097537075772006
chr8	120307027	120307522	30.805610787748087
chr8	120319613	120319909	16.327501039247256
chr8	120326905	120327419	16.791209165224306
chr8	120334930	120336421	35.52131931322841
chr8	120377799	120378350	10.756262905584705
chr8	120407863	120408464	20.75297668888644
chr8	120416682	120417324	20.318570025613376
chr8	120465722	120466105	22.29609948349995
chr8	120466400	120467213	19.40079159988835
chr8	120486607	120487229	32.89469247615606
chr8	120509194	120509658	38.714247025292494
chr8	120513535	120514585	47.08922888437907
chr8	120528160	120528624	17.002335531958217
chr8	120534922	120535936	34.445894593082706
chr8	120538350	120538865	30.61653516824963
chr8	120588792	120589514	38.57533129562631
chr8	120618048	120618474	12.523342529932657
chr8	120731791	120732156	11.888484314696429
chr8	120735970	120736324	19.87479016471044
chr8	120823235	120823863	23.851529359817505
chr8	120827973	120828407	14.863505873262607
chr8	120890196	120890478	15.64922276963579
chr8	121075133	121075484	22.027455767335375
chr8	121082890	121083973	34.61740646644092
chr8	121107840	121108446	13.891857133053318
chr8	121115409	121116034	34.366349639892576
chr8	121125429	121125723	35.658286951026135
chr8	121374570	121374896	16.588852253428268
chr8	121382642	121383170	22.514449040095013
chr8	121578862	121579207	31.29761169820592
chr8	121652865	121653856	23.305015887309516
chr8	121669171	121669509	11.118905871577518
chr8	121697953	121698491	17.505424522555895
chr8	121950127	121950516	29.087115599134588
chr8	121967167	121967534	16.69411827108191
chr8	122174362	122174663	12.801535691929814
chr8	122229125	122229401	13.40166839654895
chr8	122281078	122282000	39.061880872978826
chr8	122294102	122294664	16.020250617397213
chr8	122336651	122337145	13.224503984335463
chr8	122443101	122443932	19.617603630221996
chr8	122460738	122461097	13.50883539407034
chr8	122567673	122567924	18.63048444041218
chr8	122611020	122611902	13.202074005490257
chr8	122870410	122870782	18.620715295114824
chr8	123064927	123065184	10.08923088622928
chr8	123101922	123102383	17.706950251813048
chr8	123212798	123213340	15.123863968022196
chr8	123236009	123236452	16.757531267256553
chr8	123318286	123318628	19.658088410806936
chr8	123332293	123332847	19.645528941378267
chr8	123334385	123334681	24.241981925191105
chr8	123373712	123374509	19.30260045136532
chr8	123406732	123407007	17.9090088930997
chr8	123442975	123443508	23.02533470712057
chr8	123477646	123478103	16.027805040388714
chr8	123515129	123515429	28.50779938697815
chr8	123653201	123653480	13.241215182888892
chr8	123682306	123682949	15.089240928460057
chr8	123805880	123806257	20.913851224459133
chr8	123858935	123859931	18.64113626997155
chr8	123948960	123949612	13.474054191741475
chr8	124274096	124274682	16.345411631027588
chr8	124434380	124434641	18.656884832857212
chr8	124617384	124617626	13.288730065684673
chr8	124721835	124722446	19.3514512572468
chr8	124751547	124751848	12.020739216345094
chr8	124754359	124754619	16.8095623419835
chr8	124793023	124793319	19.259460133475226
chr8	124799926	124800573	37.33236501537482
chr8	125218564	125218951	14.659984226374663
chr8	125225212	125225508	9.122214633065301
chr8	125272352	125272954	17.405665876065378
chr8	125369808	125370449	13.794283417569307
chr8	125413142	125413632	19.82096968475653
chr8	125569939	125570228	25.642430005189045
chr8	125665919	125666352	30.563295091272227
chr8	125870707	125871323	23.440718350472387
chr8	125909987	125910548	19.336667914229068
chr8	125963773	125964888	18.340675702116414
chr8	126139398	126139772	9.831029208586179
chr8	126297552	126297904	11.426486459645359
chr8	126422254	126422852	13.135214347903146
chr8	126538802	126539337	13.22045586844471
chr8	126594176	126594765	22.38192420013894
chr8	126601002	126601531	19.97724062553651
chr8	126826158	126826578	12.334610716501873
chr8	126945927	126946181	16.907186876131792
chr8	126970868	126971434	15.462233927561622
chr8	127088485	127088784	27.023412803343707
chr8	127125924	127126374	13.638637358347575
chr8	127476289	127476590	20.584582395331804
chr8	127524636	127525027	13.930313251817317
chr8	127535568	127535988	13.374131849833898
chr8	127775587	127775953	15.322420372989008
chr8	128362963	128363198	9.22446394981222
chr8	128654387	128654710	10.639167658684793
chr8	128685623	128686264	13.179618091553497
chr8	129115835	129116171	9.159054642631894
chr8	129234075	129234454	20.84162732730755
chr16	3113458	3113990	6.9170068839662955
chr16	3114401	3115032	20.5172708752416
chr16	3247609	3248014	23.66353655450138
chr16	3257762	3258055	12.99014357413855
chr16	3351072	3351313	7.369432514633875
chr16	3351595	3352020	7.56139770746231
chr16	3743550	3744358	19.76371431586766
chr16	3846887	3847434	13.92603881529088
chr16	3872072	3872620	15.96455609363361
chr16	3884041	3884594	13.593391130457736
chr16	3908676	3909004	26.47074517971132
chr16	4003430	4003889	13.203850496828167
chr16	4077580	4078044	21.45946059555843
chr16	4419740	4420623	14.20616088880148
chr16	4474965	4475301	16.76745490516935
chr16	4541611	4542331	19.054423586527506
chr16	4559939	4560191	17.626927065470863
chr16	4586389	4587291	20.286119571017586
chr16	4594104	4594577	18.99121690552532
chr16	4624638	4624937	11.821301919560767
chr16	4658849	4659098	8.534757254114112
chr16	4679485	4679829	13.810435630554377
chr16	4683863	4684343	15.771638683478038
chr16	4726514	4726752	11.243010969722972
chr16	4789516	4790353	16.14645736562166
chr16	4880211	4880893	16.814907506064586
chr16	4939137	4939404	14.218063043744376
chr16	4963978	4964540	22.011777216005157
chr16	5013300	5013800	17.341980981826783
chr16	5146488	5147018	19.1717750225427
chr16	5233232	5233846	16.173562950730712
chr16	5255845	5256422	28.05833799339043
chr16	5443579	5443964	18.871126125385235
chr16	5537513	5537951	14.321413482160873
chr16	6479697	6480443	13.606413565116657
chr16	6718208	6718944	23.07263423567233
chr16	6964744	6965425	22.486685689850525
chr16	7049421	7049736	13.12119654095362
chr16	8230818	8231294	15.204271196317272
chr16	8412540	8412894	10.783955437988885
chr16	8513020	8513671	15.464642044219737
chr16	8532979	8533266	16.966715590048334
chr16	8671808	8672204	14.94144906660523
chr16	8770556	8771171	10.578096073429759
chr16	8778598	8778960	14.266751157644704
chr16	8787987	8788455	13.326984173212296
chr16	8829444	8830121	19.03780166789383
chr16	8939164	8939654	11.20430007954033
chr16	9009703	9009960	16.464186705503945
chr16	9364064	9365074	34.455799202871795
chr16	9390703	9391008	12.588788385860255
chr16	9994002	9994252	14.831960201263428
chr16	10313940	10314200	10.370667237501879
chr16	10411825	10412249	29.50966338391574
chr16	10446720	10446992	16.77544308760587
chr16	10447231	10447713	13.602674879968413
chr16	10467812	10468142	13.718699900309245
chr16	10542867	10543179	17.277153806808666
chr16	10785233	10786060	20.724196447859075
chr16	10835090	10835465	13.873589337666829
chr16	10947709	10948092	12.46968013374986
chr16	11007583	11008217	16.420365073327385
chr16	11066191	11066759	15.056932766672592
chr16	11134539	11134877	25.667319125677707
chr16	11143915	11144292	185.40812394726498
chr16	11175592	11176023	17.23823151068455
chr16	11176429	11176718	18.17576594501218
chr16	11203382	11203732	11.58087250300816
chr16	11254150	11254535	20.43777932749166
chr16	11983638	11984111	22.712278047525352
chr16	12259612	12259878	11.695139598129387
chr16	12884739	12885066	12.451249764235376
chr16	13109329	13109935	14.398942893881216
chr16	13256234	13256476	17.324403100762485
chr16	13437977	13438262	17.152505921480948
chr16	13671565	13671821	13.328559752553701
chr16	13730489	13730725	15.624811665486481
chr16	13748701	13749543	39.105660196154815
chr16	13780408	13780787	17.466002424033775
chr16	13818877	13819329	17.450361289809237
chr16	13903064	13903665	18.27751512257708
chr16	13940695	13940968	12.782755946065043
chr16	13976675	13977633	22.800148947004985
chr16	13981531	13982144	16.12550749242014
chr16	13986872	13987724	13.376797744365925
chr16	14003987	14004331	13.578277421552082
chr16	14159066	14159925	18.70011035999125
chr16	14265433	14265833	16.482495775222777
chr16	14291171	14291510	14.507751644888458
chr16	14317117	14317388	21.91746624105531
chr16	14488230	14488477	14.171429664982476
chr16	14705456	14705797	24.174576977480893
chr16	15523632	15523904	15.117180287837982
chr16	15637434	15637910	31.349742051933994
chr16	15862972	15863312	14.308479763479793
chr16	16146608	16146852	11.446593749718588
chr16	16302389	16302772	14.191485549388915
chr16	16358634	16359088	18.192739276633915
chr16	16896587	16896972	10.559680752939991
chr16	16983016	16983741	19.249294722984576
chr16	17069708	17070383	17.65524441189236
chr16	17125138	17125514	14.065284485512592
chr16	17132072	17132852	20.972457580077343
chr16	17209018	17209298	15.562698987552098
chr16	17222213	17222700	13.200634415022401
chr16	17232640	17233828	19.15747866486058
chr16	17234488	17234730	17.99070039859488
chr16	17276350	17277271	14.850541172793841
chr16	17405618	17406287	20.89242772956244
chr16	17451585	17451915	21.04363791147868
chr16	17496460	17497094	11.441595367828754
chr16	17508614	17508923	11.55689568812793
chr16	17530744	17531121	17.845151127175246
chr16	17553712	17554164	18.461713375243466
chr16	17560900	17561834	12.556642398589172
