chr	start	end	ICM_Tfap2c_ds
chr8	41109184	41109459	13.355251905267888
chr8	41119691	41121181	15.862619517953604
chr8	41133361	41134720	36.9288797869763
chr8	41192725	41193092	13.797319370654364
chr8	41217592	41218264	12.616577690555935
chr8	41239215	41240435	28.500277495775066
chr8	41374336	41375269	17.855697680899567
chr8	41381343	41382411	16.197905193107406
chr8	41416594	41417266	11.887875451928092
chr8	42366099	42366412	9.790427210993661
chr8	42366697	42367126	14.618758143800678
chr8	43179138	43179403	24.60216973502681
chr8	43180346	43180788	22.195121342240416
chr8	43214738	43215693	13.71823073382153
chr8	43256809	43257110	14.819910252213083
chr8	43257434	43258356	19.84289569141032
chr8	43267608	43267956	10.605539602794867
chr8	43308508	43309970	30.92426429923354
chr8	43320544	43321614	18.923783469868596
chr8	43328544	43328787	8.57582328348984
chr8	44935337	44935588	17.32569290252321
chr8	44936036	44936279	19.942780090457617
chr8	44937303	44938581	30.75329926614657
chr8	44985161	44986171	18.646471939464607
chr8	44993095	44993436	14.20341192732109
chr8	45001260	45002206	36.28426177103474
chr8	45021341	45021610	7.12116420490591
chr8	45027769	45028467	12.442597756754703
chr8	45112130	45112368	15.881553060868207
chr8	45116266	45116988	14.273409352078001
chr8	45232992	45233954	14.793839714879057
chr8	45521899	45522236	12.15667787150035
chr8	45599318	45599624	11.682547974430658
chr8	45975016	45975688	16.41383586114361
chr8	45999320	46000413	8.994520224460416
chr8	46152280	46152945	21.31882471787302
chr8	46163034	46164337	13.539977307147643
chr8	46197187	46197726	17.33791667322502
chr8	46200691	46200995	15.387388270152243
chr8	46305560	46305926	15.979326404508997
chr8	46311126	46311561	11.107781773051997
chr8	46341226	46341602	12.8827259134739
chr8	46470484	46471402	13.003052993018123
chr8	46551964	46552303	17.46967524694482
chr8	46574687	46574942	9.408917333565507
chr8	46611618	46611847	18.93289499824224
chr8	46616662	46618080	31.472973395806275
chr8	46631540	46632036	22.795649766921997
chr8	46632965	46633194	15.944891163355399
chr8	46686773	46687226	21.745447045130444
chr8	46740715	46741204	11.576634322207399
chr8	47288747	47289314	7.812410681336014
chr8	47334373	47334637	12.66546934301203
chr8	47336207	47336523	8.901893963542166
chr8	47413042	47413392	9.437815077645437
chr8	47447284	47447565	8.974008960656
chr8	47496147	47496550	14.863487082734594
chr8	47501777	47502038	9.58628485120576
chr8	47533283	47533687	15.692483970434358
chr8	47662955	47663319	18.337333246901796
chr8	47673513	47674218	32.95159204902378
chr8	47674773	47676068	39.83138720685451
chr8	47713193	47714559	26.815254652657238
chr8	47732968	47733347	12.405839494790754
chr8	47743268	47744039	11.409822040958627
chr8	47772711	47773064	13.18487125213018
chr8	47779704	47780139	15.077987960289265
chr8	47823989	47824616	19.43019657043749
chr8	47874732	47875276	14.079222081338658
chr8	47920379	47920980	13.873349367481302
chr8	47921852	47922261	15.4124624070445
chr8	47932289	47932861	13.010700106620789
chr8	47974117	47975349	32.41348925813452
chr8	47979030	47980126	28.3428474534167
chr8	47988040	47988274	21.6907619166578
chr8	47990230	47991100	29.84564272562663
chr8	47994563	47995151	37.54150867786537
chr8	47996432	47996857	28.38491724350873
chr8	48016476	48016945	13.503649611971271
chr8	48109303	48109898	23.01401778790129
chr8	48196206	48196474	8.656814463102995
chr8	50056706	50057649	24.37600373513878
chr8	50060250	50060576	11.145219144645644
chr8	52356003	52356533	18.633627319335936
chr8	53511706	53511978	13.55679222590783
chr8	54529606	54530372	12.570948072264152
chr8	54590166	54590454	11.093829651673635
chr8	54594164	54594741	13.52120740864058
chr8	54600597	54601201	15.071237792242442
chr8	56551123	56551488	10.238858707637004
chr8	57489633	57490645	14.178502502177544
chr8	57498596	57499226	16.932936294495114
chr8	57505361	57505671	11.163354412201912
chr8	57511195	57512269	23.36702513472772
chr8	57576070	57576534	15.434804700571915
chr8	57590617	57591175	13.045252471841792
chr8	57599673	57600128	9.221369106166966
chr8	57626129	57626423	13.087012475850631
chr8	57653282	57653570	12.340613116820654
chr8	60632287	60632717	16.247253027627636
chr8	60870207	60871045	16.983570618390466
chr8	60889970	60890687	16.441695474015454
chr8	60968840	60969482	11.198790946110758
chr8	60982971	60983864	24.535774931528533
chr8	60984859	60985180	13.241055589598659
chr8	60992532	60994348	20.8450777815092
chr8	61177722	61178062	10.01920851539163
chr8	61223466	61224079	11.656365408594029
chr8	61272544	61273996	20.14187437870614
chr8	61313363	61314113	16.55042751820882
chr8	61386524	61386816	10.032224687811446
chr8	61403872	61404784	17.559723645187262
chr8	61423523	61425386	28.20060908171674
chr8	61425705	61425999	20.94479209873952
chr8	61480013	61480414	7.738668818723531
chr8	61487801	61488036	8.59333386319749
chr8	61516353	61516592	11.836198008708873
chr8	61549332	61550477	12.27047196850506
chr8	61590975	61591608	15.105165553883918
chr8	61591874	61592115	6.567450076217968
chr8	61611387	61612501	19.25175163604627
chr8	61645644	61646035	10.093358076441929
chr8	61686674	61687027	7.080137544583328
chr8	61715190	61715822	13.56037952477419
chr8	61743984	61744215	9.061538440324528
chr8	61744554	61745461	13.962164109702147
chr8	61964849	61965177	23.880761722239054
chr8	64424025	64424397	12.877291389690932
chr8	64618365	64618772	10.483471596270286
chr8	64692872	64693142	12.06620769853945
chr8	64733328	64734015	19.55739498971331
chr8	64832569	64832854	13.243316262228447
chr8	64849465	64849737	7.42238062620163
chr8	64850158	64850476	8.572639388858148
chr8	64947188	64947717	20.121447947165017
chr8	66219180	66219448	13.84275200829577
chr8	66485958	66486851	16.411855756368777
chr8	66520394	66520964	10.343834677077176
chr8	66789899	66790466	12.655052430625526
chr8	68018958	68019440	13.72338424777589
chr8	68061810	68062233	14.376492985033256
chr8	68082284	68083064	12.863112929539803
chr8	68083294	68083769	18.14369155080695
chr8	68277240	68277485	8.844888297878967
chr8	68279541	68279802	12.526249677285382
chr8	68793522	68794492	22.06072127253739
chr8	69023141	69023520	22.06170610010152
chr8	69023847	69024285	22.850764200567657
chr8	69027551	69028376	21.442580988334885
chr8	69088311	69089232	15.629854111148532
chr8	69121809	69122241	14.628571216706876
chr8	69155874	69156141	13.425844138927674
chr8	69206699	69206994	11.469763151265807
chr8	69217104	69217341	18.337630726617096
chr8	69233907	69234656	18.791497978572057
chr8	69263900	69264293	10.308998144309939
chr8	69291965	69292334	12.745016726051889
chr8	69314318	69314842	10.029486499669897
chr8	69324912	69325228	14.89471764504155
chr8	69395314	69395926	11.497691734943514
chr8	69548638	69549218	11.049364441016625
chr8	69554393	69555155	10.8481561856007
chr8	69596818	69597170	7.159253266724673
chr8	69624951	69625932	34.57075759953801
chr8	69654479	69654911	12.489264139422664
chr8	69716470	69717568	39.94955976065825
chr8	69749038	69750077	48.25890020456764
chr8	69774359	69774930	18.790730240883637
chr8	69790944	69791911	12.413676715562854
chr8	69808386	69809270	23.916321554874404
chr8	69822646	69823003	13.692384439356188
chr8	69832388	69833071	17.252953065785622
chr8	69837386	69837823	16.329659553632585
chr8	69842180	69843093	19.241741261894838
chr8	69848761	69849014	20.962624357623074
chr8	69860755	69861022	25.86711758888616
chr8	69875599	69876086	12.157245240417105
chr8	69880024	69880769	14.228154988896927
chr8	69887800	69888382	13.013463906815781
chr8	69901412	69902127	17.736668845490144
chr8	69902638	69903607	21.441634447828044
chr8	69935483	69936593	15.289588313059763
chr8	69974355	69974914	25.781810760498047
chr8	69977702	69978590	20.211206450118674
chr8	69995839	69997141	52.674806036707444
chr8	70001015	70001836	35.690308235159165
chr8	70003185	70003816	23.2877943519556
chr8	70042734	70042996	32.01798897663146
chr8	70081449	70082314	21.73236387285883
chr8	70087557	70087953	26.54540888950078
chr8	70104413	70104668	15.90515406739478
chr8	70105053	70105523	12.653937899812739
chr8	70110686	70111005	10.235056567715253
chr8	70115673	70116018	28.101219707986584
chr8	70131281	70131994	24.227524978081274
chr8	70139349	70139717	31.550331491491068
chr8	70152768	70153139	11.001338413783483
chr8	70212009	70213225	40.82446079661972
chr8	70233869	70234992	34.212483115633574
chr8	70280882	70281248	9.568779128496764
chr8	70323520	70323772	10.863394495040652
chr8	70332318	70332630	13.635252060034336
chr8	70352612	70353894	25.177542766059243
chr8	70374004	70374647	20.771595834758752
chr8	70439253	70439768	18.138474901440073
chr8	70448217	70448926	17.502120046252426
chr8	70452396	70452698	12.774745006434966
chr8	70475524	70475770	40.36335868370242
chr8	70476508	70478130	48.590882949170584
chr8	70492726	70492984	18.200769461402597
chr8	70500594	70501099	24.92941087779432
chr8	70506070	70507025	52.10364193941286
chr8	70510140	70510706	23.75867579092828
chr8	70522694	70523638	24.880501365257523
chr8	70527310	70528208	20.4979737458091
chr8	70530161	70530443	16.12849651160815
chr8	70538856	70539901	57.65515356657038
chr8	70558780	70559097	19.16309232140189
chr8	70565678	70565997	24.698429089728567
chr8	70594133	70594815	22.741159385949636
chr8	70597000	70597300	17.489016612370808
chr8	70608775	70610067	32.330389790490685
chr8	70610602	70610967	23.422996134300753
chr8	70611611	70612042	30.991249469482707
chr8	70618675	70619523	23.32169763097223
chr8	70629581	70631512	26.103553549609984
chr8	70659660	70660331	29.115221344767313
chr8	70672879	70674018	40.02635435517992
chr8	70674628	70674908	20.574965476989746
chr8	70698086	70699648	39.79988154070631
chr8	70718673	70718913	14.38744258483251
chr8	70754569	70754912	18.118402350400697
chr8	70760547	70761715	27.89931365561812
chr8	70762007	70762376	26.707471764830714
chr8	70769149	70769971	14.422592606277652
chr8	70776276	70777574	41.19492163459766
chr8	70792047	70793088	50.63579428871587
chr8	70797135	70797592	44.040636655277446
chr8	70802697	70803104	20.914582944912173
chr8	70804315	70805495	35.29760120682797
chr8	70811238	70811622	13.452651120722294
chr8	70820084	70820721	18.181396011280675
chr8	70821380	70822064	18.679553908911366
chr8	70839202	70839496	26.681497268936262
chr8	70839727	70840382	35.96928164940754
chr8	70841290	70841754	31.79775532771801
chr8	70865424	70866295	24.062444205125356
chr8	70868696	70869622	27.11350596079816
chr8	70873044	70874054	32.22912185971099
chr8	70891385	70892231	31.42556764273497
chr8	70897550	70898136	32.261215994382475
chr8	70905624	70906236	13.490936779508404
chr8	70913408	70913645	13.767065378181039
chr8	71131092	71131671	11.252506041156195
chr8	71132688	71132940	10.6920583002151
chr8	71148850	71149336	9.888172920839287
chr8	71271991	71273156	24.33637769396213
chr8	71305597	71306509	20.437404645116704
chr8	71366952	71367528	42.192993465397095
chr8	71371139	71372141	57.444683260546476
chr8	71375175	71375922	36.53640839756732
chr8	71381578	71381870	27.328446538480993
chr8	71385238	71386122	26.10862340430868
chr8	71388224	71388657	19.08822530962303
chr8	71393139	71393430	19.97562818756628
chr8	71396435	71397362	18.001931298512087
chr8	71406029	71406830	16.44575080562025
chr8	71417667	71419273	14.340140294209215
chr8	71463743	71463982	19.572232334184847
chr8	71464477	71465358	37.80434729265436
chr8	71468718	71469455	24.691801467129462
chr8	71476027	71476860	29.622273198982963
chr8	71477333	71477722	21.185483231336107
chr8	71487836	71489106	20.118390365285197
chr8	71494853	71495569	16.732576267013336
chr8	71507527	71508174	18.371739302020536
chr8	71518920	71519157	16.216065913816042
chr8	71522897	71523427	15.818471023271668
chr8	71530590	71531193	18.919234951139487
chr8	71537317	71537993	15.678026247306688
chr8	71542433	71543259	19.914658115793372
chr8	71554202	71554523	10.770591979457581
chr8	71559210	71559563	17.338829302585157
chr8	71561337	71561782	17.465674968248003
chr8	71568898	71570867	65.97036983894903
chr8	71580536	71581270	20.67362658919041
chr8	71591991	71592675	18.664368683831732
chr8	71592959	71593200	13.638345928112996
chr8	71602236	71603426	26.59634470579003
chr8	71610632	71611498	21.22512526324935
chr8	71629424	71629991	11.769235848960001
chr8	71634108	71634571	18.248014940298916
chr8	71654331	71654749	13.076217841873898
chr8	71660492	71661152	20.00966944405527
chr8	71670867	71671968	17.241304018192135
chr8	71676221	71676675	22.681062652150963
chr8	71709479	71710113	9.374651527555207
chr8	71725332	71726146	22.975131187157782
chr8	71881897	71882166	10.438956391855687
chr8	71904274	71904631	10.794392166351404
chr8	71908046	71908353	10.923518472851681
chr8	71908596	71908894	22.222574886859665
chr8	71922292	71923360	28.27942093659876
chr8	71952769	71953012	15.770678885189103
chr8	71967992	71968767	13.135098373659195
chr8	72134720	72135769	20.430590292291487
chr8	72136518	72136934	28.624586109931652
chr8	72147195	72148073	31.36083427920157
chr8	72149260	72149908	28.00131511982576
chr8	72160452	72161846	24.88325775507704
chr8	72219389	72220030	12.629910140253266
chr8	72239652	72240684	47.92318155229554
chr8	72245875	72246200	10.215933139507587
chr8	72260746	72261541	18.06992212211561
chr8	72270336	72271877	25.034052159397884
chr8	72277252	72277814	18.46148684864791
chr8	72314505	72314898	31.619572865143986
chr8	72318662	72319465	26.547959169741734
chr8	72326199	72326974	29.97391232644358
chr8	72334038	72334328	39.58772539599188
chr8	72336236	72336646	21.82126525785865
chr8	72354015	72354393	13.377008856919707
chr8	72415035	72415477	18.361964087680455
chr8	72421637	72422028	26.132877354731644
chr8	72443290	72443716	13.890370030918032
chr8	72443942	72444296	15.53446771600152
chr8	72474908	72475596	17.507286913173143
chr8	72492858	72493568	22.331590250848045
chr8	72500137	72500366	14.176427578821974
chr8	72500594	72501361	12.787556117951793
chr8	72547816	72548918	16.120700095396508
chr8	72570750	72571147	33.56143692458607
chr8	72663930	72664857	12.279567051345348
chr8	72665101	72665483	15.22275421382245
chr8	72722860	72723723	12.934366277581985
chr8	72780632	72780862	8.739748007318248
chr8	73218439	73218725	13.032689011180317
chr8	73314321	73315636	11.85578574971101
chr8	73353105	73353922	20.360811720279614
chr8	73377745	73378943	24.812903154672487
chr8	73440968	73441198	12.171030753591786
chr8	73821783	73822077	10.343198062611275
chr8	74971930	74972670	13.342018510844257
chr8	74994178	74994466	11.095723114079899
chr8	75017967	75018790	24.518214499240656
chr8	75025997	75026298	22.625678654921014
chr8	75033144	75034333	31.68366069248286
chr8	75089798	75090027	16.830321695086216
chr8	75093630	75094209	20.72950732605033
chr8	75108785	75109343	19.19618178610306
chr8	75124546	75125243	9.940299016673391
chr8	75170366	75170643	11.496891713744898
chr8	75213172	75213456	24.037776893293355
chr8	76901718	76902440	17.702476298049547
chr8	77145397	77145735	12.544357068439913
chr8	77334558	77335173	10.957305929912785
chr8	77473610	77474119	14.485777305947774
chr8	77478453	77479543	16.681746222557276
chr8	77517135	77518405	36.29271257956197
chr8	77534554	77534792	12.985858171927829
chr8	77537092	77537347	20.40383579777736
chr8	77543107	77544720	24.53233984042012
chr8	77549060	77549636	15.310471877455711
chr8	78477343	78477652	13.076076078569233
chr8	78483441	78484075	10.848736883337942
chr8	78508969	78509567	19.64953930800575
chr8	78550228	78550502	10.094869606686334
chr8	78606873	78607527	14.896747420687195
chr8	78623743	78624006	20.921971944801708
chr8	78656576	78656812	7.637548961881864
chr8	78820690	78821102	24.771678021810587
chr8	79167945	79168195	11.97998779296875
chr8	79294400	79295460	30.992464461416567
chr8	79398795	79399456	8.681670104501467
chr8	79638683	79640424	31.068497476418905
chr8	79715008	79715388	20.779699832514712
chr8	79715680	79716074	22.991782096436786
chr8	80364476	80364881	17.97481408295808
chr8	80365524	80366174	21.39713401354276
chr8	80537658	80538087	12.275944841491592
chr8	80651121	80651638	9.385119933454856
chr8	80739630	80740082	11.962026359760657
chr8	80750360	80751277	17.337631971001496
chr8	80813485	80813869	12.136121167490879
chr8	80858133	80858519	12.146883538349922
chr8	80859386	80859975	11.672948592789913
chr8	80870592	80870889	10.507392913805516
chr8	80880076	80880592	12.9917712248573
chr8	80911680	80911985	11.226301709159475
chr8	80930831	80931125	13.380730567335272
chr8	80996714	80997051	9.738640430065574
chr8	81014543	81015764	23.960105909274116
chr8	81017397	81018363	27.389946256365096
chr8	81081129	81081369	13.410528628031413
chr8	83165161	83166043	17.820527265942285
chr8	83306759	83307063	14.028258835014544
chr8	83331773	83332842	20.322389411747846
chr8	83442118	83442616	12.920310012786743
chr8	83565520	83567079	18.07024989730659
chr8	83589698	83590179	33.14299575306026
chr8	83593774	83594910	28.96569187372503
chr8	83602534	83602842	11.212776961264673
chr8	83607706	83608991	31.826840546901124
chr8	83652060	83653444	24.586026528667162
chr8	83662295	83662696	15.5304963642225
chr8	83671815	83672225	13.376687660449889
chr8	83698099	83699761	27.100422250171572
chr8	83711969	83712630	20.19355464594808
chr8	83714844	83715813	33.18782515176432
chr8	83738519	83738824	19.884795292088242
chr8	83739366	83739594	15.686424380854556
chr8	83741291	83741614	24.094775480382584
chr8	83744390	83744674	19.925313002626662
chr8	83757235	83757902	17.02032100242832
chr8	83770475	83770807	11.113365098654505
chr8	83782821	83783485	16.434623239988305
chr8	83879327	83879588	17.338247697472116
chr8	83883381	83883781	10.112201182842254
chr8	83898706	83900085	20.566076742038078
chr8	83954832	83955922	21.55841419149976
chr8	83972274	83972750	23.831528371121703
chr8	83996627	83997412	20.728517500761967
chr8	83998359	83999001	24.616912514992592
chr8	84004494	84005054	20.16409148488726
chr8	84010088	84010316	28.915839036305744
chr8	84011185	84012531	35.86683775942889
chr8	84021340	84021699	17.423543709566335
chr8	84056516	84056845	11.57020115200147
chr8	84066243	84067629	27.696453889211018
chr8	84084563	84084948	12.273538843377844
chr8	84104362	84104993	28.952307503121403
chr8	84147023	84148317	17.013443567284845
chr8	84186380	84186865	18.063706299693315
chr8	84191871	84193051	17.82804723917428
chr8	84197750	84198808	25.13426212642504
chr8	84203442	84203923	13.000869076861662
chr8	84210273	84210620	13.412865754163231
chr8	84236915	84237535	17.114367715774044
chr8	84244918	84245198	14.830524015426636
chr8	84256794	84257295	13.57274229750186
chr8	84270161	84270703	20.33358421712784
chr8	84340382	84341154	12.493062153999052
chr8	84414124	84414464	8.951861576473013
chr8	84501718	84502114	11.635880926642756
chr8	84539148	84539452	8.381347929176531
chr8	84591948	84592603	15.803522874380796
chr8	84594266	84594830	15.101323937693387
chr8	84601238	84602092	14.792833424284531
chr8	84638785	84639453	33.11997366736749
chr8	84639706	84639990	21.83239901233727
chr8	84647122	84647819	17.111069755882582
chr8	84650446	84650770	24.978513128963517
chr8	84656708	84657964	61.54703589002038
chr8	84660485	84660746	38.336777712650225
chr8	84664203	84664516	42.72024755508374
chr8	84686782	84688449	44.14218821177171
chr8	84688799	84689205	42.00215459926962
chr8	84704639	84705022	19.28415180684381
chr8	84723085	84723347	11.337394814454873
chr8	84745277	84745675	18.506554864758822
chr8	84750892	84751544	11.262576497405584
chr8	84798859	84799566	21.374265101539365
chr8	84810647	84811044	15.691104739979473
chr8	84825861	84826223	14.424214750363682
chr8	84831473	84832553	14.261438035081934
chr8	84840509	84841019	14.549542294296565
chr8	84846716	84847789	23.197788906897326
chr8	84866709	84867008	14.182400512057404
chr8	84871576	84872587	16.539205366732695
chr8	84893427	84894253	17.835722513406676
chr8	84903076	84903936	26.386684604023777
chr8	84908158	84909041	25.973551319247598
chr8	84914398	84915991	36.017563994096946
chr8	84936951	84937356	12.518948802241573
chr8	84952794	84953403	13.064712120394402
chr8	84965672	84966098	28.7108634760682
chr8	84969184	84970093	26.201047473483616
chr8	84975674	84977240	25.020753442099267
chr8	84979583	84979942	25.377933831600092
chr8	84989630	84991289	45.95776296991552
chr8	85025102	85025867	20.433138260186887
chr8	85026399	85026783	31.08682411412398
chr8	85032820	85033816	27.67173127093947
chr8	85036504	85037115	23.732524156960643
chr8	85043611	85044105	15.68676839280225
chr8	85050815	85051119	18.519149893208553
chr8	85071719	85072144	20.792619702956255
chr8	85076931	85077446	19.271879436900313
chr8	85083287	85083674	21.119844241967805
chr8	85091987	85092350	13.794270181787244
chr8	85119303	85119981	14.27592106906362
chr8	85132588	85132819	17.763452517521845
chr8	85299513	85300240	19.946518553008403
chr8	85380695	85381004	11.917569145029802
chr8	85381727	85382089	10.618116398542625
chr8	85392689	85393473	13.175315621556068
chr8	85421573	85422157	10.409359949908845
chr8	85430763	85431497	22.357906891799427
chr8	85432559	85433198	23.561577981999594
chr8	85456514	85456949	11.159287468044237
chr8	85492281	85493055	29.046677160632704
chr8	85554557	85555999	25.470944317303154
chr8	85592469	85592821	13.563920947638424
chr8	85603005	85603412	13.473945638764402
chr8	85688430	85688736	10.584141383763232
chr8	85700011	85701093	17.85622795143762
chr8	85840397	85841251	18.90461960888579
chr8	86037261	86037519	10.97298510499703
chr8	86585328	86585782	26.481500671823646
chr8	86623357	86624641	26.59020678796501
chr8	86631289	86631591	12.774728942391098
chr8	86631945	86632246	13.843050959894427
chr8	86632547	86632811	28.34925511750308
chr8	86735639	86735915	20.07710607846578
chr8	86745606	86746341	13.581492189160821
chr8	86839045	86839467	18.957651023051184
chr8	86839736	86840362	19.662035919226017
chr8	86866479	86867206	18.770011555541824
chr8	86884999	86885607	18.655775249004364
chr8	86887800	86888446	20.541461197584407
chr8	86902869	86903231	10.60000486400246
chr8	87472466	87472879	12.506718491237908
chr8	87536553	87537221	17.897273640432758
chr8	87656432	87657366	10.701841655584168
chr8	87958787	87959476	14.159852979491168
chr8	87984533	87984887	10.498352291893823
chr8	88107870	88108134	15.627897703286374
chr8	88117971	88118567	21.288133022769184
chr8	88137876	88138255	23.446052299640424
chr8	88161264	88161590	11.90802286007653
chr8	88185241	88185900	15.423969349839437
chr8	88198717	88199532	39.298629763082495
chr8	88206039	88206286	19.206051579371156
chr8	88228688	88229088	14.688033759593964
chr8	88231148	88231439	16.679546975597894
chr8	88361419	88362369	15.709037888175564
chr8	88521356	88521918	10.553313424154533
chr8	88627558	88628182	10.081930502102924
chr8	88696552	88697662	37.396052078728204
chr8	88755301	88755641	16.815489937277402
chr8	88840002	88840567	11.869889494803099
chr8	88950213	88950602	12.23585786794942
chr8	88974762	88976133	28.460303731594184
chr8	88981579	88981805	8.299540479626275
chr8	88994190	88994720	9.002303955689916
chr8	89044779	89045478	20.255296940455622
chr8	90348667	90349080	9.717140732319534
chr8	90822166	90822825	10.570696018172685
chr8	90828409	90829133	10.88836105554802
chr8	90907941	90908527	17.402266255010925
chr8	91070148	91070654	12.481655945419794
chr8	91133158	91134500	29.50537428486365
chr8	91148624	91149035	16.761630527004417
chr8	91287373	91287671	18.552727945698987
chr8	91312987	91314067	20.39929090164326
chr8	91531920	91532486	9.048672883333671
chr8	91533749	91534002	10.645485836526621
chr8	91541131	91541566	11.84026927947998
chr8	91635321	91636022	15.008175735636886
chr8	91636926	91637217	12.872607667011904
chr8	91654490	91654881	11.143095579903449
chr8	91660810	91661583	13.666827089573712
chr8	91801144	91802371	17.47298053812961
chr8	91812862	91813134	15.493759530432085
chr8	91813509	91814664	38.897428811473766
chr8	91823135	91823396	11.349428439962454
chr8	91845113	91845750	23.932420709630946
chr8	91846238	91846972	18.896292939822747
chr8	91922000	91922818	14.187765348802861
chr8	92355935	92356691	23.988827156642127
chr8	92478506	92479098	13.408493546215263
chr8	92479366	92479689	12.028786493897806
chr8	92855051	92855672	13.104433326905477
chr8	93809873	93810175	11.817378918856186
chr8	93940510	93941489	12.408335664299097
chr8	94011801	94013084	15.659426224575503
chr8	94036684	94037539	14.266074336760225
chr8	94098039	94098826	21.79667696171219
chr8	94172196	94173332	31.25909264994339
chr8	94179278	94179532	28.44760619186041
chr8	94185861	94187005	39.08321923976178
chr8	94205561	94206195	20.026844179592675
chr8	94208135	94208375	19.914233128229778
chr8	94214174	94214966	18.8042805098524
chr8	94307372	94307695	15.940791162543992
chr8	94341296	94342098	9.885274593966857
chr8	94362389	94363465	13.093395886811182
chr8	94386211	94386987	12.19835748684775
chr8	94492194	94492723	12.651845807614533
chr8	94601260	94602296	20.956529947781654
chr8	94666193	94667121	15.522550667154379
chr8	94702665	94703973	18.301285127251884
chr8	94771826	94772493	11.614000077369152
chr8	94787703	94788207	16.26798656819359
chr8	94822477	94823098	15.979669249959997
chr8	94838019	94838893	15.748735702283323
chr8	94857098	94857869	19.24273078141664
chr8	94865209	94865851	20.907800289700706
chr8	94874149	94874888	22.207374675993346
chr8	94875491	94876288	16.798467252006194
chr8	94899159	94899454	16.521913867885782
chr8	94901312	94901872	24.836928510665892
chr8	94949831	94950221	11.055358298619588
chr8	94976684	94977473	14.384382974361134
chr8	94990813	94991604	17.419913729584472
chr8	94992835	94993175	18.68655715269201
chr8	95001487	95002498	18.96047664231056
chr8	95031396	95031892	12.159225427335308
chr8	95036766	95037173	16.562459781656102
chr8	95066338	95067345	17.466765732372174
chr8	95080485	95081397	21.831902354432824
chr8	95113512	95113771	9.744721979708284
chr8	95123368	95123904	11.229383658117323
chr8	95134304	95134749	16.58999213315128
chr8	95146331	95146679	24.848326628235565
chr8	95148748	95149068	23.847572940587998
chr8	95151616	95151851	18.028547323511003
chr8	95202440	95203495	26.080692318378468
chr8	95220463	95221179	12.432065826554538
chr8	95254781	95255391	22.660452003166323
chr8	95313092	95313430	10.760861980844531
chr8	95320588	95320865	8.245327033721153
chr8	95331643	95332716	36.57788070472511
chr8	95351791	95353513	27.223114151904806
chr8	95358189	95359370	19.92873286312662
chr8	95381119	95381563	14.428931489721075
chr8	95422805	95423232	13.406024333185558
chr8	95427903	95428241	11.861993089935483
chr8	95434404	95435405	24.358596015762497
chr8	95532034	95532405	13.134438895150979
chr8	95534092	95534441	26.552977026362814
chr8	95541004	95541326	12.052545932509144
chr8	95596601	95597234	14.44206704761933
chr8	95633545	95633861	16.91827044305922
chr8	95676755	95677215	20.393946989722874
chr8	95684501	95685025	13.978277026241972
chr8	95713618	95714017	16.208280037519028
chr8	95807088	95808117	32.814730237362106
chr8	95815985	95816971	17.97457479221584
chr8	95832883	95834176	20.21236271574252
chr8	95853336	95853877	10.063861360391275
chr8	95888255	95888699	16.81569121335004
chr8	98626623	98626963	12.480221731522503
chr8	98652218	98652836	10.569802890317726
chr8	100092355	100092589	13.875819992815327
chr8	104061180	104062609	27.1781795553764
chr8	104170306	104170940	12.820205868982741
chr8	104228352	104228618	7.764447192500408
chr8	104248165	104248517	15.243874232877385
chr8	104250841	104251662	20.517906682645215
chr8	104340890	104341175	14.41118590037028
chr8	104343836	104344439	14.928559773003878
chr8	104374978	104375561	14.784479478211182
chr8	104395240	104395971	22.78685899700577
chr8	104403405	104403637	11.510132078466745
chr8	104433623	104434269	13.959396758684802
chr8	104439667	104439985	16.151893447780008
chr8	104442627	104443151	15.178760657783682
chr8	104534155	104534889	16.32819713233927
chr8	104580071	104581355	29.65997770048005
chr8	104590052	104591790	22.815950401314936
chr8	104602071	104602831	21.885717102100976
chr8	104641813	104642167	14.191282662968177
chr8	105093776	105094818	12.249755661913163
chr8	105095820	105096061	12.33212815280772
chr8	105170278	105171704	16.837088388279813
chr8	105215842	105216121	14.971833092337441
chr8	105224635	105225443	22.758160332641978
chr8	105228020	105228280	23.605948008023777
chr8	105253328	105254447	17.48852387318343
chr8	105264361	105264586	16.13847265455458
chr8	105269437	105269795	14.739544205159449
chr8	105274884	105275475	11.254297117694783
chr8	105282430	105283708	14.975736928471191
chr8	105289197	105290215	33.41305456648641
chr8	105290832	105291065	21.990269239368356
chr8	105297344	105298099	16.246832898121006
chr8	105305163	105305932	12.120355922317009
chr8	105326230	105326793	16.328965442853963
chr8	105338976	105339323	13.553031841684831
chr8	105346779	105348356	29.42710354332691
chr8	105413519	105414140	21.039260623151744
chr8	105471512	105471830	21.203014931588804
chr8	105481754	105481993	13.519223815726436
chr8	105515894	105516515	25.016352393968862
chr8	105518497	105519492	24.901511368679643
chr8	105532030	105532463	13.203846563643175
chr8	105532884	105533317	13.997772881946167
chr8	105551692	105552887	18.809828045178655
chr8	105565652	105566509	19.53738940916651
chr8	105579563	105581328	25.806948406100613
chr8	105598586	105599251	23.615095588856175
chr8	105604873	105606862	28.572491735551395
chr8	105622324	105623731	19.171725085379812
chr8	105635737	105637129	45.26160831012945
chr8	105650135	105650405	13.096527753052888
chr8	105674293	105674557	13.303073077490836
chr8	105685946	105686711	21.73980155894959
chr8	105693908	105694677	20.23801512153933
