chr	start	end	EXE_E65_Tfap2c_ds
chr11	97489393	97490192	20.187271148003685
chr11	97507921	97508288	20.270894494953207
chr11	97511019	97511465	27.129023889789668
chr11	97511708	97511930	20.753607410568375
chr11	97531634	97532126	22.8294748988578
chr11	97537012	97537295	19.541625781109815
chr11	97540540	97541070	22.248813935045927
chr11	97562348	97563106	24.17068491384662
chr11	97568418	97568775	27.084834363280223
chr11	97575412	97575814	25.159616574719177
chr11	97594017	97594389	17.68123597227117
chr11	97598185	97599582	21.35452854658931
chr11	97607091	97607602	20.51857633833316
chr11	97626875	97628123	30.48167883279996
chr11	97628420	97628958	29.04956952346745
chr11	97629248	97630192	29.348305574918196
chr11	97644762	97645595	23.020117223906773
chr11	97661613	97662985	52.51257942438821
chr11	97685545	97685920	20.053363914489747
chr11	97699809	97700114	40.00805185661941
chr11	97700346	97700684	28.840960180971045
chr11	97702615	97703089	30.60763443975006
chr11	97703433	97703646	27.469549492491243
chr11	97738972	97739246	20.23916996656543
chr11	97744273	97745532	45.036257070430786
chr11	97766669	97766939	24.836798731486002
chr11	97770064	97770449	22.41922469201026
chr11	97776953	97777178	22.42996247185601
chr11	97782551	97782858	16.034474354225182
chr11	97799257	97799520	37.57695953746259
chr11	97799891	97800392	34.30563152716783
chr11	97803773	97804416	44.31640170261982
chr11	97808455	97809114	23.95122417513626
chr11	97814835	97815119	31.017334091831263
chr11	97815534	97816204	32.1998280909524
chr11	97817222	97817570	25.924812119582604
chr11	97823053	97823314	20.383482395917518
chr11	97830045	97830321	15.98087749964949
chr11	97839254	97839764	17.308691731621238
chr11	97840743	97841466	16.35784436195553
chr11	97877225	97877507	24.82455586372538
chr11	97883080	97884476	53.49654326124656
chr11	97892959	97893192	10.603214701869456
chr11	97900023	97900399	15.462713188313423
chr11	97915461	97915827	14.97913463259004
chr11	97917876	97918331	15.40970093024956
chr11	97949960	97950655	23.17989691727453
chr11	97958755	97959060	14.916644409054616
chr11	97979262	97980088	16.303707685078027
chr11	97987380	97988870	34.603475346661256
chr11	97994449	97995234	29.62471097593854
chr11	98002888	98003614	18.770657003418474
chr11	98004855	98005757	22.564340833549753
chr11	98012389	98013025	22.646082954586678
chr11	98019483	98019945	25.0509093643783
chr11	98022429	98023118	25.555159600621902
chr11	98026398	98026921	32.09001101316959
chr11	98036104	98036480	16.965966351488802
chr11	98038219	98038492	16.625242261222866
chr11	98053001	98053402	21.20150798455141
chr11	98057599	98058553	34.37469724339259
chr11	98066190	98067432	26.933376918860297
chr11	98074662	98075805	20.467408819357136
chr11	98101600	98101824	12.154750930411476
chr11	98118946	98119164	12.536759262784905
chr11	98149233	98150469	27.039019217383128
chr11	98192704	98193788	17.18093835559718
chr11	98202183	98202525	20.464589665507713
chr11	98202800	98203389	20.340042098066398
chr11	98294037	98294940	13.046485023245067
chr11	98314343	98314628	8.737380834211383
chr11	98342351	98343035	17.190228235651876
chr11	98348447	98349122	12.880026413246437
chr11	98357878	98358907	28.322107800705208
chr11	98371807	98372563	13.899281380037783
chr11	98392035	98392806	15.150169984839769
chr11	98400121	98400544	22.219023869110902
chr11	98412127	98412941	16.206225838063684
chr11	98415616	98415903	18.548278894989334
chr11	98438248	98439299	18.564913834990147
chr11	98446527	98448037	34.71781636800198
chr11	98457350	98458413	20.498133216168895
chr11	98545745	98546062	13.58757286793802
chr11	98550757	98551784	25.868269655697535
chr11	98586806	98588705	20.172002329022646
chr11	98601838	98602699	28.42832842216536
chr11	98682088	98682997	22.98723086744252
chr11	98700131	98700483	21.38378858295354
chr11	98700894	98701491	22.45906543571945
chr11	98710270	98710970	13.189381456375122
chr11	98717864	98718348	15.838725064411637
chr11	98729001	98729773	23.638550129579137
chr11	98741364	98742287	19.52003034920243
chr11	98754433	98755100	17.294457581447162
chr11	98762946	98763974	18.96332277490935
chr11	98773726	98774365	33.15009294130806
chr11	98774932	98775669	34.41276017425827
chr11	98786808	98787360	29.716554766115934
chr11	98794638	98795135	31.738550980566014
chr11	98795457	98796761	21.474416654534135
chr11	98809325	98810323	37.30002095847426
chr11	98836331	98837456	16.956052907307942
chr11	98858893	98859312	25.613883341695928
chr11	98863190	98863573	26.707736620392563
chr11	98863818	98864568	19.66928303782145
chr11	98902502	98903140	43.87422755070988
chr11	98905317	98905700	36.42120812518167
chr11	98907789	98908228	39.036497437600936
chr11	98927622	98928609	21.027711356181385
chr11	98936349	98936580	23.318312318810136
chr11	98936923	98938030	34.06312951292126
chr11	98941641	98942689	34.37525552101717
chr11	98954415	98955823	50.89766123619947
chr11	98962413	98963894	33.40260237153522
chr11	98972412	98972796	17.451998139421146
chr11	98975261	98975483	28.78670327298276
chr11	98978483	98979054	24.810137433053733
chr11	98981778	98982014	15.357693999500597
chr11	98982291	98982712	18.049780947578775
chr11	99023598	99024167	20.522885778457294
chr11	99039969	99040400	23.874834273088283
chr11	99040867	99041649	18.42918168065493
chr11	99071565	99071775	16.18040720621745
chr11	99076733	99077415	32.3726134160397
chr11	99089470	99089734	14.2713024002133
chr11	99098509	99098882	14.296571189532651
chr11	99136565	99137157	19.1782443346204
chr11	99149723	99150094	12.723884572237328
chr11	99229865	99231353	17.290769522228548
chr11	99369226	99369704	9.568070738884195
chr11	99386218	99386835	14.649450090368138
chr11	99902003	99902875	15.976311659594195
chr11	100004801	100005375	12.389558775499722
chr11	100145025	100146590	27.95910791086313
chr11	100154123	100154800	32.16529626719532
chr11	100155151	100155702	28.221873555122833
chr11	100168091	100168441	18.85640973499843
chr11	100168701	100169732	32.29122285260146
chr11	100196293	100196601	16.348369988528166
chr11	100203287	100203608	10.407196379153527
chr11	100221917	100222178	11.218217864347144
chr11	100230730	100231409	11.824955452875466
chr11	100255552	100255819	11.865530899847938
chr11	100281811	100282985	25.447443927979347
chr11	100298099	100298790	27.547426394891808
chr11	100305016	100306132	30.084514612792642
chr11	100319317	100320374	24.517411707478416
chr11	100344717	100344940	11.54997406946704
chr11	100355181	100355471	23.13516998948722
chr11	100356163	100356552	27.705440511433814
chr11	100362377	100363560	32.97076335239491
chr11	100375920	100376136	14.460364200450757
chr11	100386287	100387356	40.23132472667212
chr11	100396116	100396767	32.805026720928886
chr11	100397075	100398352	43.75032379968893
chr11	100408337	100408660	16.52143693339345
chr11	100414142	100415387	38.31287084832249
chr11	100425433	100426491	33.81308393352199
chr11	100440742	100441089	17.81266609598649
chr11	100472812	100473288	22.124539772001636
chr11	100527192	100528815	41.261764355375675
chr11	100544965	100545949	36.12849041310752
chr11	100555637	100556165	18.616239468256634
chr11	100574506	100575789	27.60017304186327
chr11	100619168	100620230	25.4920717749443
chr11	100622789	100623234	27.510589132416115
chr11	100626666	100627288	23.826418008834985
chr11	100639765	100640747	22.26543959580711
chr11	100646136	100646416	19.706301168033054
chr11	100646630	100646900	14.450298256344265
chr11	100656456	100656762	14.981787905973547
chr11	100677692	100677977	16.1946133295695
chr11	100692223	100692615	16.13875033660811
chr11	100701984	100702881	17.55498313053263
chr11	100711743	100712728	24.799779689614542
chr11	100713600	100714712	27.77318109368249
chr11	100722743	100722992	18.752496864901012
chr11	100725223	100725569	16.67437987244887
chr11	100737821	100738884	24.360587399968086
chr11	100758997	100759644	23.08754775181436
chr11	100761441	100762409	22.148678164836788
chr11	100770739	100771215	21.75960376082348
chr11	100850071	100850317	21.91859422078947
chr11	100850838	100851500	15.102984027920172
chr11	100859960	100860935	24.34204962803767
chr11	100893514	100893937	16.343715000378044
chr11	100916154	100917320	20.015578149726828
chr11	100927546	100927864	17.69733088871218
chr11	100938799	100939523	37.102755346350904
chr11	100939735	100940145	30.13530382295934
chr11	100951758	100952768	32.017518481641716
chr11	100957144	100957673	25.438686778279468
chr11	100969756	100970022	20.41591305123236
chr11	100970445	100970850	17.882213592529297
chr11	100983149	100983586	20.109120517355354
chr11	101009083	101009307	21.122546127864293
chr11	101009583	101009812	15.061466471076532
chr11	101011228	101011939	19.848286333634046
chr11	101064278	101064562	15.71093602583442
chr11	101066890	101067404	23.488049974701283
chr11	101069759	101070467	33.109646770240225
chr11	101081994	101083203	36.14461555985797
chr11	101086981	101087687	21.81913807979724
chr11	101094826	101095847	19.474682861163732
chr11	101119250	101120690	25.66493519147237
chr11	101143664	101144271	18.505164250117748
chr11	101155645	101156474	32.55707360809473
chr11	101163890	101165005	13.654843377425532
chr11	101170827	101171365	26.958464704038484
chr11	101171618	101172395	30.546453905535174
chr11	101173664	101174286	31.74930513940057
chr11	101225997	101226847	22.525749489279356
chr11	101233988	101234566	17.481606850574586
chr11	101248534	101248774	26.158038544654847
chr11	101253213	101253944	16.42837397474923
chr11	101259945	101261028	36.34347933261128
chr11	101278504	101279377	19.53023172708448
chr11	101301510	101302677	30.42203433307298
chr11	101315508	101316706	28.230763487107367
chr11	101323551	101324032	16.12316268595737
chr11	101334136	101334988	39.2243248039568
chr11	101347342	101347567	12.964732483757867
chr11	101351241	101351924	19.72518495724456
chr11	101372650	101372885	10.438815147318738
chr11	101394986	101395590	14.994502770190207
chr11	101417131	101417684	21.4938254623689
chr11	101424346	101425514	26.592178855856805
chr11	101442163	101443036	20.774613200184405
chr11	101448082	101448683	17.846395121239585
chr11	101462852	101463301	40.00079134577898
chr11	101465147	101465709	33.27372703009229
chr11	101465952	101466205	30.771528183707137
chr11	101467484	101468750	62.09277096517843
chr11	101551957	101553232	36.478218668021405
chr11	101562101	101562363	18.72404625579601
chr11	101568337	101568655	20.96455219256803
chr11	101582199	101582708	15.605315244033903
chr11	101602336	101602886	17.271617631045256
chr11	101604226	101604778	21.61956850687663
chr11	101616931	101617428	20.422747287711868
chr11	101618092	101618431	21.940370570945177
chr11	101620347	101620572	19.852504518296982
chr11	101626638	101627084	21.2429129767311
chr11	101627688	101628517	27.002038151565017
chr11	101648198	101648439	14.153348974172506
chr11	101657524	101657987	23.469045350670044
chr11	101658580	101658967	32.62841279870164
chr11	101665261	101665874	19.44775865750834
chr11	101673416	101673775	20.6695253722847
chr11	101679634	101680003	19.958848855036706
chr11	101708058	101708970	23.035211793163366
chr11	101719728	101720512	24.112979601840582
chr11	101732377	101733290	19.106980940076113
chr11	101772285	101772968	18.601838128633066
chr11	101784560	101785841	25.6708727627411
chr11	101814683	101815420	18.606489820752085
chr11	101881434	101882082	16.665399779508142
chr11	101890686	101891730	20.44086989497773
chr11	101905058	101905605	16.974106253392083
chr11	101910172	101910864	21.40048437724913
chr11	101919898	101920144	20.50412398237523
chr11	101928115	101928647	63.75855054353413
chr11	101937064	101937849	13.446146931010446
chr11	101963595	101964338	25.162153521264386
chr11	101964752	101965231	21.51760333067191
chr11	101968233	101968960	36.51672610685619
chr11	101984337	101985349	26.699910033832897
chr11	101985871	101986089	19.708110144378942
chr11	101998109	101998409	25.126598262786864
chr11	102026729	102027357	15.864300049034654
chr11	102039989	102040797	15.96871549068111
chr11	102082056	102082786	14.66883257970418
chr11	102087392	102087901	18.79336542605417
chr11	102088282	102089677	19.32254961485504
chr11	102138364	102138870	16.71804317843773
chr11	102146323	102146587	16.699019836656976
chr11	102147401	102147758	18.919881273050603
chr11	102156426	102156685	22.769494284994355
chr11	102184358	102185428	30.7341032099501
chr11	102189389	102190314	25.274015755524506
chr11	102218677	102219228	19.754404071454776
chr11	102224374	102224755	18.28259996729573
chr11	102230008	102230677	29.409703917567505
chr11	102245089	102245491	24.317094541900786
chr11	102248529	102249963	37.54890407445208
chr11	102267400	102267774	21.143622492723924
chr11	102276638	102277221	16.764717481557543
chr11	102284364	102285505	34.47314105255368
chr11	102295807	102297903	44.61876004566813
chr11	102308790	102309550	29.089569047877664
chr11	102316397	102318812	34.829459712208795
chr11	102319292	102319567	41.67961414683949
chr11	102337740	102338201	22.6495320181526
chr11	102346843	102347434	20.38729325083105
chr11	102353020	102353331	14.726896972901567
chr11	102356861	102357112	15.318532320607705
chr11	102372804	102373157	24.104482710192627
chr11	102376092	102376911	20.944271861997425
chr11	102383074	102383821	17.15388807171639
chr11	102392961	102394263	36.82293994745351
chr11	102406333	102408965	42.109078800396745
chr11	102424374	102425255	23.91992946596611
chr11	102429825	102431370	39.22934308715623
chr11	102437213	102437642	28.36781008704837
chr11	102438030	102438896	27.280137926546587
chr11	102447656	102448080	22.929494731831102
chr11	102455802	102456504	37.71943898350425
chr11	102465833	102466388	21.277034013765352
chr11	102466803	102467942	30.593808413598495
chr11	102555654	102556145	26.11323517451704
chr11	102556449	102556796	23.5200981722785
chr11	102578581	102579023	12.163302019171045
chr11	102604315	102604860	16.980454899849146
chr11	102630937	102631150	10.085373762068054
chr11	102633218	102633564	10.527119654451491
chr11	102697516	102698313	16.531410506857533
chr11	102761267	102761926	11.862396838632447
chr11	102773974	102775160	12.228131336466257
chr11	102880871	102881619	36.207856701019615
chr11	102883084	102883421	38.31288543723811
chr11	102888336	102888787	25.339544359701964
chr11	102892876	102893574	20.268663925564393
chr11	102900623	102901306	20.031349559130465
chr11	102924635	102925624	26.377132272093554
chr11	102946486	102947259	22.235010876229943
chr11	102989845	102990263	16.282593973515706
chr11	102996172	102996821	21.59340077592706
chr11	103003110	103003903	21.85482132780597
chr11	103016870	103017267	14.88345426035768
chr11	103028039	103029072	31.51231734634946
chr11	103051967	103052430	12.652469830688082
chr11	103074292	103075423	18.676869085465356
chr11	103079991	103081223	19.25447627166649
chr11	103093789	103095016	19.925847443702654
chr11	103101282	103102750	43.60535646199531
chr11	103103009	103103428	38.85163675458448
chr11	103111638	103112207	27.20085383718588
chr11	103115561	103115957	43.77996885896933
chr11	103132521	103133546	22.211657347330235
chr11	103138230	103138675	19.98253931624166
chr11	103144119	103145733	42.603866409339574
chr11	103158313	103159220	39.5204276491815
chr11	103161195	103161836	22.333534746571747
chr11	103170783	103171164	17.813807149571698
chr11	103174740	103175410	19.55851399720605
chr11	103184876	103185190	15.699564062106381
chr11	103192782	103193859	22.441162461800605
chr11	103199496	103199882	23.975000075108028
chr11	103217682	103218714	16.031027136384978
chr11	103266833	103268130	47.616688030539976
chr11	103311796	103312372	18.663510978221893
chr11	103326926	103327372	16.249319572619793
chr11	103332769	103333102	16.10215528448065
chr11	103333657	103334361	27.935975242744792
chr11	103359305	103359573	39.586391235465435
chr11	103359815	103360318	38.180166324137694
chr11	103361181	103361451	30.590711395828812
chr11	103361748	103362612	28.89181188300804
chr11	103362883	103363594	31.32563970327042
chr11	103383632	103384202	15.161907122427957
chr11	103391115	103392020	20.650152875573596
chr11	103412282	103413702	41.861609291694535
chr11	103649076	103650096	14.129577843348185
chr11	103656501	103656761	6.999347617075993
chr11	103697149	103698099	27.11262060366179
chr11	103722050	103722590	11.773013128174675
chr11	103749447	103750382	16.293492231522013
chr11	103758278	103759295	13.95600851775388
chr11	103763717	103764254	11.258765980740055
chr11	103773567	103774366	15.997965176502365
chr11	103810369	103810673	13.73693900673013
chr11	103827348	103827677	12.087318666800178
chr11	103953756	103954009	23.10070986992757
chr11	103961134	103961997	17.187822959652365
chr11	103966424	103967158	27.859511484567086
chr11	103990423	103990723	15.8368501663208
chr11	104053199	104053441	14.05210923360399
chr11	104063394	104063798	9.898645274709947
chr11	104157796	104158035	10.906633301260083
chr11	104171197	104171739	11.633121890775392
chr11	104195632	104196023	13.457350767481968
chr11	104230935	104231947	27.667901384029463
chr11	104258950	104259263	11.000265368257468
chr11	104278061	104279072	20.522607621288206
chr11	104288715	104289968	48.82376734314209
chr11	104292859	104293433	38.826956263817976
chr11	104295464	104295783	24.49207625194777
chr11	104318949	104319849	34.992946027119956
chr11	104442488	104443188	33.82875702449254
chr11	104461412	104461636	11.627239670072283
chr11	104468495	104470024	21.880709888889868
chr11	104549829	104551133	16.8559046219463
chr11	104571268	104571668	11.892621557712555
chr11	104577718	104578149	13.54131506103374
chr11	104607337	104608618	18.773869253154103
chr11	104625003	104625287	14.955500716894445
chr11	104640616	104640900	12.942253435161751
chr11	104646273	104646759	28.464776670981827
chr11	105125704	105126287	22.480921831997957
chr11	105126591	105126879	13.450730148288939
chr11	105150727	105151781	31.204274017399133
chr11	105152844	105153135	25.00738507693576
chr11	105159817	105160090	44.66173387185121
chr11	105180694	105181564	27.483939122605598
chr11	105182100	105182736	20.27359245408256
chr11	105291775	105292246	11.786659086838903
chr11	105332754	105332972	11.58007168988569
chr11	105362842	105363670	17.39614302409444
chr11	105456257	105456991	12.037600460754103
chr11	105508106	105508708	18.258154856406176
chr11	105519673	105519924	11.090238753542957
chr11	105544489	105544758	8.176100438412238
chr11	105589010	105589740	26.435997100725565
chr11	105590019	105590485	23.70590429756263
chr11	105899254	105899742	12.863487864126924
chr11	105909922	105910167	16.224872663069746
chr11	105919383	105920308	32.01092151538746
chr11	105927250	105927644	21.90712193426142
chr11	105944267	105944834	17.01594441193542
chr11	105946789	105947401	22.0411614670473
chr11	105959394	105960376	22.21053441333188
chr11	105967440	105968847	16.399086123929433
chr11	106019931	106020802	25.43866380457216
chr11	106025696	106026044	13.067239728467218
chr11	106026449	106027020	11.814760188087691
chr11	106027495	106027783	11.900314801269108
chr11	106033510	106033768	21.03841725061106
chr11	106036268	106037585	24.33118903175302
chr11	106065687	106066493	22.220481109382497
chr11	106083890	106085505	43.83243233648247
chr11	106134794	106135238	13.060212098800385
chr11	106159621	106160738	20.73176895045978
chr11	106178049	106178938	12.531006807149193
chr11	106193107	106194209	24.73280510149504
chr11	106216091	106217419	28.92179433839867
chr11	106255310	106256441	19.829491920117043
chr11	106268742	106269164	28.145443288070897
chr11	106272170	106273518	37.03153516842986
chr11	106319004	106319427	9.742377931626413
chr11	106418835	106419237	13.414215730790476
chr11	106487213	106488497	28.42262027716711
chr11	106500484	106500742	19.195873704067495
chr11	106501014	106501268	17.7380693315521
chr11	106579939	106581570	21.16302528796497
chr11	106587933	106589283	37.027902826379844
chr11	106597733	106598023	16.525659686121447
chr11	106605973	106606495	22.923619339749273
chr11	106612342	106613964	44.996218414400715
chr11	106625774	106626064	15.592411363535915
chr11	106637560	106638450	31.677800928608754
chr11	106640403	106640886	30.47134488660603
chr11	106648459	106648892	26.351416854329802
chr11	106670725	106671098	17.04403737914466
chr11	106671742	106672012	13.121238115098741
chr11	106680074	106680436	20.152261193944604
chr11	106701364	106701993	15.590629671639592
chr11	106709046	106710431	44.661207318908474
chr11	106722474	106723786	20.004971939252645
chr11	106737001	106737226	13.48990173763699
chr11	106761930	106762903	19.33122540794443
chr11	106778983	106780043	39.438115909864315
chr11	106788640	106789744	32.66018418643785
chr11	106919804	106920140	28.651230914252146
chr11	106920356	106921440	51.304209306231286
chr11	106998900	106999338	14.81179794546676
chr11	106999660	106999929	17.692274526149365
chr11	107012320	107012684	26.204933968219127
chr11	107014440	107015075	23.87373744033453
chr11	107018824	107019209	18.990777798442096
chr11	107022241	107022888	22.096965023317882
chr11	107027635	107028761	39.69873959895349
chr11	107044280	107044600	13.630353845655918
chr11	107051371	107051701	9.709196573315245
chr11	107107463	107107764	17.470299498979436
chr11	107114136	107114352	18.040185579547174
chr11	107132219	107133191	41.8618759206293
chr11	107147238	107148640	29.62776456035663
chr11	107149811	107150212	39.82701323930165
chr11	107188558	107189876	25.947565683645617
chr11	107251468	107251894	12.374709515504435
chr11	107347894	107348167	12.093435158223024
chr11	107382204	107382445	9.354226982939787
chr11	107454900	107455482	19.048382995054894
chr11	107458450	107458745	16.65903409860902
chr11	107469264	107469591	21.08861064619245
chr11	107470034	107471077	33.69793868133457
chr11	107473376	107473612	42.84742651955556
chr11	107479491	107480153	19.10226969128289
chr11	107510252	107511918	31.049214167854267
chr11	107535264	107535892	16.55189604060665
chr11	107545885	107548184	50.16962546126707
chr11	107554901	107555592	14.138957118850023
chr11	107570945	107571297	18.067073328928515
chr11	107610508	107611202	9.857314073386728
chr11	107793197	107794214	23.211477653818495
chr11	107795062	107795483	21.582159794424605
chr11	107863808	107864166	10.90283615229516
chr11	107914798	107915012	11.358863193298054
chr11	108112696	108113019	9.874093113299862
chr11	108143503	108143743	8.571866589784623
chr11	108245264	108246355	14.594594982979388
chr11	108343025	108344109	13.530954293659253
chr11	108424622	108425020	15.610872180018593
chr11	108425241	108425560	24.440852939522006
chr11	108883560	108883927	15.197966949816296
chr11	108893915	108894687	17.674066621404855
chr11	108909653	108911335	21.623067227960846
chr11	108919997	108921168	44.552254392589695
chr11	108963549	108964412	14.657599798911969
chr11	109011645	109012191	303.7012047269842
chr11	109244550	109245146	10.41374610414441
chr11	109297873	109298685	17.857619861076618
chr11	109312312	109312771	13.17795365983884
chr11	109331142	109331964	27.873239122748085
chr11	109340968	109341769	24.47819076971466
chr11	109343914	109344551	37.299280025895385
chr11	109350156	109350482	15.898370558498828
chr11	109358505	109359436	26.483297188223112
chr11	109362072	109362887	37.32294560999958
chr11	109375248	109375905	16.22577623108932
chr11	109419551	109420526	19.26810499338003
chr11	109425240	109426440	32.272699975967406
chr11	109454426	109454675	11.166200400356308
chr11	109462936	109463254	10.325583471442169
chr11	109472869	109474231	29.86540361227968
chr11	109502479	109503034	13.431818163072741
chr11	109552728	109553479	20.484180916482693
chr11	109585357	109585713	11.73806229602085
chr11	109593873	109594187	12.850294514066855
chr11	109610625	109612018	46.14151281122672
chr11	109650200	109651349	19.06246853953761
chr11	109721445	109722473	24.90394191055446
chr11	109860442	109860703	10.026920892269676
chr11	109985391	109985624	18.422993119694134
chr11	109985840	109986067	12.186025665720129
chr11	110336991	110338144	19.27545544507704
chr11	110357952	110358456	14.834201659475054
chr11	110371685	110372040	22.00377195653781
chr11	110379805	110380332	13.84892338819703
chr11	110394745	110395226	25.32365616542634
chr11	110406769	110407676	17.999030236241047
chr11	110422734	110422982	8.35024865211979
chr11	110537482	110537942	9.88328540014184
chr11	111065840	111066698	16.48133335858236
chr11	112781727	112782059	10.556077395577029
chr11	112811356	112811611	11.22166005302878
chr11	112811923	112812232	8.277269309392638
chr11	112840021	112840507	11.67722054077274
chr11	112952155	112952810	11.476760594899417
chr11	112959952	112960327	19.15888072713216
chr11	113100637	113101842	16.38300016925543
chr11	113175544	113175916	10.785281744054569
chr11	113176259	113176748	11.34723477275825
chr11	113201288	113202132	14.40368370648244
chr11	113232360	113232597	12.016498662248443
chr11	113257830	113258196	17.17511515278634
chr11	113262355	113262626	17.193985052214337
chr11	113262892	113263479	19.174625900372533
chr11	113297743	113298165	13.623651642369998
chr11	113304828	113305175	7.138569181865505
chr11	113318894	113319166	17.509146816590253
chr11	113458593	113458812	10.184503958105497
chr11	113565350	113566069	18.307380820846028
chr11	113612113	113612533	18.03962560381208
chr11	113618839	113619686	23.97040660547394
chr11	113631038	113631333	8.915580303386106
chr11	113640723	113641009	13.148752039129084
chr11	113649113	113650377	19.86643306288538
chr11	113658942	113659313	9.660696104209057
chr11	113682979	113684622	26.055431172677967
chr11	113695460	113695798	11.784802879807511
chr11	113703673	113704137	16.118900823182074
chr11	113709768	113710843	36.74514583144077
chr11	113735326	113735831	36.11175143931172
chr11	113750653	113751755	24.18332934249767
chr11	113751970	113752250	17.843196954045975
chr11	113763677	113764071	14.72866360911258
chr11	113779348	113779963	14.831673757041372
chr11	113802500	113802815	14.25295080457415
chr11	113811178	113811629	19.063513984172676
chr11	113834757	113835879	29.365511085897843
chr11	113840891	113841137	12.431297441808189
chr11	113849466	113849694	12.798907940847831
chr11	113929586	113929811	11.24399714787801
chr11	114017011	114017271	10.519968616045439
chr11	114067070	114067474	13.211678113087569
chr11	114194050	114194508	9.851526751788944
chr11	114423075	114424013	17.769905271306474
chr11	114446267	114446656	10.519724962337465
chr11	114462976	114463415	8.958141393161853
chr11	114478474	114478902	22.608323498306987
chr11	114571320	114571671	12.5335785384871
chr11	114577062	114577333	10.826381655196862
chr11	114618810	114619321	9.168619026176616
chr11	114636250	114636850	16.812477846940357
chr11	114641737	114642373	17.893414678813528
chr11	114657710	114657961	15.355405503535176
chr11	114662605	114663075	10.728467317337685
chr11	114667732	114668333	17.425965409112255
chr11	114672981	114673278	22.10770877362903
chr11	114674982	114676083	25.73404353884109
chr11	114684036	114684369	12.16615224099374
chr11	114692832	114693049	22.1577630108952
chr11	114727018	114727610	15.540360850256842
chr11	114737041	114737366	14.983880163339467
chr11	114745354	114745572	17.782256703857982
chr11	114764915	114765450	14.834722795219065
chr11	114786286	114786553	23.36396446656645
chr11	114789002	114789493	18.794736508682156
chr11	114795434	114795893	20.93192450205485
chr11	114809978	114810642	24.648356704826814
chr11	114812612	114813102	17.212809798182274
chr11	114823625	114823854	16.744998740316998
chr11	114830256	114830746	20.178864689262547
chr11	114837241	114837488	14.184344978950284
chr11	114846515	114846761	19.70502343216563
chr11	114851058	114853062	37.05740023999102
chr11	114858461	114859100	14.011297893076435
chr11	114872842	114873539	24.57511987781935
chr11	114877158	114877780	22.79162968853279
chr11	114883047	114883710	17.17867062570103
chr11	114912613	114913218	14.270376339431637
chr11	114923957	114924346	9.913584427232914
chr11	114948004	114948467	9.908626965261176
chr11	114994505	114994867	22.641780002341086
chr11	115070695	115072082	24.354048352836273
chr11	115080768	115081309	12.551453675007423
chr11	115091188	115092081	14.368236894169687
chr11	115103273	115104083	14.750810183419121
chr11	115151950	115152498	22.592189479048233
chr11	115153626	115154368	35.31397099507787
chr11	115162731	115163513	34.49364106551461
chr11	115172666	115174299	55.44340453466169
chr11	115174833	115175275	34.48918910479654
chr11	115181570	115182705	24.424854333180164
chr11	115187438	115188022	27.416904602965264
chr11	115202215	115202720	12.723747489475969
chr11	115250626	115251195	11.271560676487553
chr11	115257960	115258587	14.272505844609018
chr11	115266167	115266892	22.80957781298407
chr11	115270389	115270952	20.253176214851663
chr11	115276716	115277592	28.637128770079244
chr11	115283407	115283928	17.448062135253437
chr11	115297219	115297902	16.870967696037685
chr11	115322292	115322707	12.408797983376376
chr11	115367025	115367960	30.252200131747813
chr11	115381412	115382564	24.150921502874958
chr11	115403044	115404355	35.00758462785129
chr11	115412480	115412909	34.162200180800646
chr11	115413158	115413544	24.777714418006067
chr11	115419489	115420806	25.818841081907465
chr11	115427783	115428464	20.332449663753202
chr11	115451608	115452306	23.28856358897037
chr11	115457009	115457556	19.020837327026143
chr11	115463054	115463990	30.968033815041565
chr11	115472099	115472904	31.89006368506769
chr11	115473287	115474296	45.184970292392876
chr11	115475175	115475897	31.329543348824878
chr11	115483597	115484180	15.66071142258816
chr11	115490453	115492153	21.32905985422264
chr11	115513425	115514781	30.32644194487625
chr11	115535561	115536801	24.39379191936985
chr11	115564237	115565075	28.13705309364847
chr11	115603358	115604354	26.413716703054895
chr11	115612047	115613444	29.875296242508448
chr11	115627748	115628217	31.370501076997215
chr11	115631100	115631688	41.744804113089636
chr11	115638719	115639667	36.49639339286064
chr11	115641111	115641815	33.901880876584485
chr11	115647513	115647999	16.963444207430868
chr11	115679849	115680307	12.62889624683097
chr11	115688896	115689858	33.70052662510386
chr11	115698975	115700172	43.97257777861784
chr11	115708209	115709266	33.421077107526045
chr11	115714490	115714762	23.81333961907555
chr11	115722721	115723344	20.28846707351709
chr11	115738204	115738985	32.84842675535077
chr11	115747049	115747379	19.302876564950655
chr11	115748287	115748562	23.84266647338867
chr11	115752503	115754018	14.0561555849837
chr11	115764987	115765691	30.556546438824046
chr11	115776487	115776925	14.31452406922432
chr11	115784833	115785978	30.04447597686901
chr11	115795280	115795491	14.39786070331013
chr11	115813008	115814956	39.151819612644346
chr11	115823560	115824521	34.051777685842204
chr11	115826252	115827058	40.798818391842524
chr11	115830466	115831983	35.42233772001222
chr11	115841613	115842780	54.779537813828966
chr11	115859317	115860141	30.325374353279187
chr11	115869130	115869577	20.384068905107128
chr11	115880950	115881579	19.575500915842706
chr11	115884014	115884459	19.456356877959177
chr11	115888949	115889506	27.738958389583566
chr11	115899750	115900008	21.200941455456636
chr11	115904762	115905522	23.85558745484603
chr11	115920069	115920567	23.105503967009394
chr11	115927679	115927948	13.17002591413193
