chr	start	end	8Cell_Tfap2c_ds
chr1	171199299	171199545	11.842157119657935
chr1	171256975	171257321	16.864353706381912
chr1	171270116	171270669	15.016571457088533
chr1	171281374	171281774	23.30943775653839
chr1	171311110	171311333	13.99071057922637
chr1	171322232	171322456	16.70707402910505
chr1	171328844	171329427	21.731641304840558
chr1	171345265	171345936	18.210859705190188
chr1	171360977	171361303	16.01805768861361
chr1	171361814	171362284	17.786829232155007
chr1	171401646	171402457	21.609597113805695
chr1	171411084	171411594	36.754233883876424
chr1	171424673	171425029	19.185734151454454
chr1	171439353	171439670	30.70841059398952
chr1	171476977	171477350	26.781053901038284
chr1	171478513	171479144	18.54825142408513
chr1	171503604	171503998	20.13226393636713
chr1	171515880	171516835	24.146437919576755
chr1	171518301	171518689	16.712008933431093
chr1	171525795	171526163	18.603109118731126
chr1	171540496	171540986	21.17240047844089
chr1	171566842	171567251	23.258019717806416
chr1	171568716	171569001	25.88524449666341
chr1	171690328	171690636	13.6083214933222
chr1	171975207	171975426	16.012384723854936
chr1	172019184	172019648	19.453560605131347
chr1	172273057	172273263	9.523063770775655
chr1	172311901	172312582	19.124238686414543
chr1	172326136	172326709	14.322014925991677
chr1	172341306	172341513	11.132112171338951
chr1	172426910	172427328	24.007545247602692
chr1	172468025	172468364	16.173001548181944
chr1	172481779	172482060	20.157680409658845
chr1	172489963	172490499	17.41545583063097
chr1	172501730	172502871	25.945766057809333
chr1	172563043	172563410	16.431526158096354
chr1	172592324	172593602	18.981535857085703
chr1	172632664	172632900	6.597298565557447
chr1	173249571	173249972	10.649529966035686
chr1	175522560	175523163	11.118820381797171
chr1	175529455	175529714	10.369406041031178
chr1	175692367	175693288	18.502650033120354
chr1	175867140	175867682	12.59969205434032
chr1	175880554	175881243	17.53556821792669
chr1	175897348	175897726	14.53754734992981
chr1	175911847	175912061	19.608745075831905
chr1	175915535	175915868	22.13111204428
chr1	175978688	175978918	12.381329225457232
chr1	176724292	176724900	19.402454768356524
chr1	176797555	176798218	15.31700499205208
chr1	176813954	176815175	28.34827062490043
chr1	177258524	177259427	24.76968290217031
chr1	177441155	177441888	16.41522359652864
chr1	177443212	177443490	14.73735625452275
chr1	177674431	177674753	8.606609683599531
chr1	177750156	177750609	14.895689974820641
chr1	177756142	177756479	10.61450577065216
chr1	177795813	177796485	32.380718092123665
chr1	178275769	178276141	32.713150388451034
chr1	178276397	178276857	30.5666800333106
chr1	178308473	178308732	18.0027322032737
chr1	178309161	178310017	23.027267380295513
chr1	178318690	178319290	19.57114681402842
chr1	178406180	178406851	16.6335995058722
chr1	178463691	178464131	15.366781746257436
chr1	178527339	178527554	28.202988735465116
chr1	178528761	178528979	14.504270509842339
chr1	178530435	178530658	21.087581531883888
chr1	178638545	178638948	10.788905292823356
chr1	178844170	178844530	13.45657844013638
chr1	178844798	178845395	14.902212883359823
chr1	179198237	179198471	12.76650182202331
chr1	179199255	179199470	11.913006671639376
chr1	179443660	179443861	10.264782075265154
chr1	179462709	179463379	22.932095492064065
chr1	179463615	179463896	20.31689475524468
chr1	179464381	179464640	15.487781749268757
chr1	179519166	179519380	20.24096052668919
chr1	179545796	179546226	16.48283865507259
chr1	179546529	179546847	15.750233317321202
chr1	179568594	179569580	31.482355723274647
chr1	179586536	179586884	20.410615375672265
chr1	179645569	179645788	15.215247637605014
chr1	179651294	179651521	11.211139288242693
chr1	179703676	179704040	13.822782878037337
chr1	179716011	179716221	27.243075270879835
chr1	179723892	179724307	18.061877880326236
chr1	179771573	179771811	13.11812786695336
chr1	179802847	179803681	22.30030678444915
chr1	179847670	179848678	15.341613049544986
chr1	180123913	180124142	13.912383966570859
chr1	180166935	180167260	10.835209010197566
chr1	180194949	180195284	17.468588316618508
chr1	180195585	180195958	16.557716811949703
chr1	180214807	180215194	16.298467389680926
chr1	180255761	180256595	26.45331655131827
chr1	180265214	180265556	10.830986474689684
chr1	180406979	180407512	17.966914622466067
chr1	180483468	180484147	18.1071702384106
chr1	180568968	180569233	32.53461056835246
chr1	180572022	180572330	28.13236716505769
chr1	180622770	180623204	23.879186001790835
chr1	180636829	180637109	19.695838849885124
chr1	180657630	180657941	12.117588297730473
chr1	180725739	180726542	15.12829926539477
chr1	180777989	180778230	27.15914674814311
chr1	180783226	180783580	21.57952582903501
chr1	180813224	180813455	20.74459119689413
chr1	180814039	180814417	20.44753630956014
chr1	180829743	180830246	15.034259900421082
chr1	180843553	180845011	19.74185852356899
chr1	180850553	180850758	17.46784699602825
chr1	180873653	180873950	17.376369418519914
chr1	180874208	180874538	26.326296424865724
chr1	180903287	180903630	17.87071882809564
chr1	180904312	180904643	19.05093456395083
chr1	180910768	180911167	17.62809998050967
chr1	180928286	180928751	19.958451570490354
chr1	180965733	180966654	18.689231772117324
chr1	180973993	180974316	16.41340465073246
chr1	180987770	180988197	14.485479929966447
chr1	181017073	181017508	19.803626998813673
chr1	181039109	181039710	11.965506142665463
chr1	181148177	181148414	18.057974300304043
chr1	181148629	181149050	21.44310780205806
chr1	181212059	181212374	15.83617515261211
chr1	181255993	181256203	21.099281338282992
chr1	181256863	181257279	28.98165503373513
chr1	181272831	181273392	10.782372115130093
chr1	181345899	181346142	14.2243764037458
chr1	181352243	181353081	19.975259954434307
chr1	181546814	181547021	16.489978030108023
chr1	181758927	181759260	14.210178569988445
chr1	181841893	181842252	17.513413856952635
chr1	181864952	181866405	14.183216519956332
chr1	181877271	181877706	18.718827181848987
chr1	181921698	181922092	17.451656305245336
chr1	182020306	182020639	16.038461089492202
chr1	182033957	182034623	26.45117845764389
chr1	182041670	182041957	28.51429620270945
chr1	182055002	182056027	19.32532473308284
chr1	182062451	182063053	17.129134049843316
chr1	182075894	182076190	14.6778914606249
chr1	182081860	182082246	16.435380234001833
chr1	182093453	182094028	34.78250275487485
chr1	182117792	182118171	19.49540138747887
chr1	182124361	182124606	21.560977721700862
chr1	182124882	182125197	19.70168137928796
chr1	182200661	182200919	12.257665818975877
chr1	182228589	182228883	13.668111862779474
chr1	182269180	182269532	11.30905568599701
chr1	182282212	182283245	16.044496192821345
chr1	182409088	182409556	25.428095202160698
chr1	182704777	182705206	13.011509803347376
chr1	182871043	182871544	13.374913154723878
chr1	182925710	182926049	12.177228632226454
chr1	182991222	182991522	13.32566330909729
chr1	183220954	183221500	17.90081903786013
chr1	183299134	183299672	98.7483022824539
chr1	183344863	183345848	21.70850465503441
chr1	183378217	183378854	12.403482712606433
chr1	183388984	183389237	18.492186568942465
chr1	183391778	183392143	14.871488950023913
chr1	183430743	183431072	16.384354750798465
chr1	183439086	183439524	18.274245954539676
chr1	184019703	184020294	23.044563348321542
chr1	184086487	184086809	11.978110212716997
chr1	184353638	184354178	12.28568561165421
chr1	184717832	184718120	10.291330410374535
chr1	184771571	184772009	12.85625444917374
chr1	184787877	184788100	10.666093394360734
chr1	184818615	184818970	12.017181248732015
chr1	184830098	184830407	12.63209065495957
chr1	184845485	184845808	14.690647541553982
chr1	184883394	184883769	23.27043623860677
chr1	184885857	184886205	28.383613142473944
chr1	184886478	184886725	18.223600638540166
chr1	185204109	185204456	12.814631360408551
chr1	185283228	185283576	10.032868785419684
chr1	185328894	185329611	15.781011472353542
chr1	185363178	185363379	12.06694639025636
chr1	185420678	185421011	12.301623521982371
chr1	185421363	185421601	13.264810590183034
chr1	185959809	185960628	18.219874655661858
chr1	186116970	186117245	12.587010678378018
chr1	186662651	186663013	14.039288439144746
chr1	186705284	186705767	12.059420960783712
chr1	186749465	186750180	14.23738859083269
chr1	186909763	186910197	13.486344546216973
chr1	187217168	187217416	9.01455944584262
chr1	188980341	188980802	10.56165027825279
chr1	189687850	189688525	11.092590340861568
chr1	189728392	189728659	13.523997678292378
chr1	190438125	190438973	14.162731044135004
chr1	190869253	190869580	10.378560096845714
chr1	191025146	191026122	23.569326143772876
chr1	191026469	191026834	30.01799031610358
chr1	191062707	191063395	14.268805417557095
chr1	191075956	191076545	14.102453892421236
chr1	191113131	191113505	10.993897429124557
chr1	191126107	191126497	20.02260837065868
chr1	191190249	191190550	11.773462789795328
chr1	191312152	191312534	13.577018305893343
chr1	191325597	191325838	28.25249609412989
chr1	191326054	191326257	14.283393906842312
chr1	191396770	191397628	20.29932384113054
chr1	191464716	191465012	15.676826245075947
chr1	191485058	191485295	13.12283669242376
chr1	191516567	191517045	13.512882122933615
chr1	191575125	191575473	21.06902359545916
chr1	191575696	191576042	24.826672840669666
chr1	191785520	191786122	12.48300625715541
chr1	191789959	191790527	15.424871271764728
chr1	191802270	191802474	22.40447104210947
chr1	191817611	191817844	15.558331194865346
chr1	191821597	191821954	17.04766340015315
chr1	191850641	191851477	19.596276243337602
chr1	191906141	191906437	26.388507250193005
chr1	191906811	191907272	23.9231617611039
chr1	191932342	191933149	12.819790250454398
chr1	191944767	191945224	21.831044307683698
chr1	191945951	191946401	20.827400101555718
chr1	191957884	191958110	21.546314931548803
chr1	191964452	191965217	36.149505094141745
chr1	192092340	192092548	12.473921395265139
chr1	192092788	192093049	13.18068835744456
chr1	192138068	192138759	18.556948803958257
chr1	192190439	192190657	16.703950077021887
chr1	192310364	192311119	15.423889347101678
chr1	192311893	192312230	16.28841737469863
chr1	192361194	192361680	16.446925190741144
chr1	192362682	192362886	24.792513594907874
chr1	192477782	192478014	12.961218480406137
chr1	192503162	192503368	11.17291646790736
chr1	192746341	192746579	9.413953468579205
chr1	192795130	192795519	13.815136394647828
chr1	192834550	192835033	15.938042315883912
chr1	193035189	193035695	28.703240518984586
chr1	193035905	193036252	14.888302525457114
chr1	193104616	193105127	11.327105753575752
chr1	193116103	193116337	11.486600747475258
chr1	193153136	193154221	18.060049586142263
chr1	193173508	193173860	21.801353473554958
chr1	193390460	193390909	11.451413810916891
chr1	194976650	194976968	11.982942719129646
chr1	195202259	195202703	16.694168208955645
chr1	195241600	195241812	30.825422215011884
chr16	3113803	3114004	14.002124482126378
chr16	3114448	3115037	53.15233641205093
chr16	3116617	3116949	7.016395086265472
chr16	3241396	3241624	12.717236778192353
chr16	3247517	3248107	17.724409325648164
chr16	3257631	3258061	13.477302114353623
chr16	3351077	3351987	8.563741766227471
chr16	3532812	3533053	15.428977665564826
chr16	3743715	3743924	32.80531617671109
chr16	3744216	3744556	15.422661699968225
chr16	3846723	3847472	17.47175998363062
chr16	3872011	3872400	15.418086601100422
chr16	3884281	3884850	20.344986018899874
chr16	3939234	3939548	13.190179308508611
chr16	3975603	3976899	21.826116170412227
chr16	3982741	3983085	17.144788597905357
chr16	3992733	3992962	28.117799967136968
chr16	3993306	3993567	16.006614798330254
chr16	4003384	4004104	16.564636509948308
chr16	4043953	4044637	20.74635917262027
chr16	4214116	4214412	28.010386805276614
chr16	4267912	4268510	15.390905456798132
chr16	4276434	4276683	19.40054099148057
chr16	4381511	4382184	21.41294380176652
chr16	4382407	4382641	25.724180466089493
chr16	4405347	4405591	13.139832969571723
chr16	4419994	4420487	23.092945085335938
chr16	4446103	4446470	16.229360089315055
chr16	4446805	4447031	17.519956457931382
chr16	4475335	4475714	21.81572385450781
chr16	4489366	4489592	13.206349651370429
chr16	4528287	4528640	19.54508155466139
chr16	4541538	4541836	30.044815204287534
chr16	4551357	4551611	14.574872711512047
chr16	4560487	4560741	21.636780723812073
chr16	4579269	4579473	26.177751802930644
chr16	4586037	4587256	34.5313017591284
chr16	4587481	4587887	34.55025174934876
chr16	4624605	4624912	18.53937679315623
chr16	4639959	4640321	24.71494305858296
chr16	4648196	4649309	22.409663560255517
chr16	4667459	4667779	18.882423800230026
chr16	4683863	4684312	20.662384678897986
chr16	4695590	4695791	20.212029746515835
chr16	4726143	4726816	22.066287503731374
chr16	4789547	4790665	28.265464251284524
chr16	4828373	4829551	22.57403299561583
chr16	4855702	4856101	12.686813995055388
chr16	4879128	4879396	36.84818337568596
chr16	4879647	4880439	26.005311746789953
chr16	4963892	4964553	17.662692300851333
chr16	4990257	4990478	16.857345594000492
chr16	5002379	5002635	21.994097605347633
chr16	5004613	5004826	21.050570143220572
chr16	5013052	5013513	21.372979015176572
chr16	5050096	5050779	19.272715391212117
chr16	5056255	5056496	15.263719808016575
chr16	5132358	5132637	17.449380686633475
chr16	5168313	5168708	17.60910246643839
chr16	5210128	5210440	20.410446393184174
chr16	5210661	5211078	18.159714673634628
chr16	5222102	5223141	12.958471834258004
chr16	5233611	5233958	16.573642288229994
chr16	5244312	5244554	14.513106062392557
chr16	5255601	5255899	21.713474926532516
chr16	5256111	5256403	24.717321235839634
chr16	5341858	5342473	22.979978085339553
chr16	5351680	5352085	20.25223720220872
chr16	5690531	5690863	8.935638960585537
chr16	7094328	7094542	22.861570139911688
chr16	7094746	7095222	16.436020803050834
chr16	7425327	7425808	17.72258375885581
chr16	7426141	7426559	19.919934948095293
chr16	8412028	8412271	11.07464056446719
chr16	8512986	8513625	18.008709161307703
chr16	8608780	8609092	11.85144115716983
chr16	8620729	8621029	14.018488604227702
chr16	8637725	8638091	19.895710236387828
chr16	8671686	8672483	27.124217938000765
chr16	8751834	8752216	23.498085299087446
chr16	8783205	8783405	22.926192307472228
chr16	8790893	8791182	16.373656530281252
chr16	8792117	8792331	20.70492968158187
chr16	8793234	8793574	15.425866090550143
chr16	8810603	8810823	25.17158971266313
chr16	8823015	8823495	19.0994956890742
chr16	8864236	8864470	21.005512262002014
chr16	8870076	8870462	21.42717875594302
chr16	8870828	8871119	13.394712562823214
chr16	8885540	8885759	19.791294124028454
chr16	8902739	8902940	11.407429282344989
chr16	8989128	8990154	16.201814115163643
chr16	9144440	9144666	10.396578269722188
chr16	9284309	9284617	12.961829043053962
chr16	9334233	9334560	13.119596422994539
chr16	9334869	9335130	14.589451826395203
chr16	9995714	9995987	16.937613585056404
chr16	10002196	10002542	11.350632458063908
chr16	10122906	10123740	12.771716221916876
chr16	10192433	10192767	12.286022560325211
chr16	10316768	10317618	16.744788639966178
chr16	10333151	10333356	14.282429704433534
chr16	10395085	10395519	15.009816877303585
chr16	10411625	10412195	14.365816760481449
chr16	10434574	10435354	17.990845703467343
chr16	10459995	10460788	14.99092809188862
chr16	10465577	10465841	17.386946230223685
chr16	10508412	10508949	18.588898120645705
chr16	10545451	10545760	14.067461112556334
chr16	10664346	10664665	21.26226820691626
chr16	10700497	10700784	16.214048624869424
chr16	10770868	10771090	32.90917063188982
chr16	10785233	10786768	16.821736083512196
chr16	10835058	10835336	50.793828209527106
chr16	10979726	10980161	13.481656054792733
chr16	10991196	10991743	20.71842979731028
chr16	10992735	10993158	41.50853680098874
chr16	10999540	10999950	15.893763425873548
chr16	11008211	11008649	18.432431246047695
chr16	11051333	11051930	19.14131376052422
chr16	11134351	11134612	23.976461447061705
chr16	11143929	11144310	133.95452341695471
chr16	11176145	11176718	14.736163733517312
chr16	11202959	11203236	16.218392685432296
chr16	11253279	11253698	17.166832755459804
chr16	11293525	11293793	11.50106416531463
chr16	11322262	11322794	27.61114573657961
chr16	11328431	11328909	17.983311004718477
chr16	11341072	11341415	15.982805966635835
chr16	11341947	11342168	12.196853175961595
chr16	11406208	11406671	17.69402410968591
chr16	11456520	11456807	15.103978299928459
chr16	11512295	11512536	21.208038836593943
chr16	11512782	11513143	21.026601223404057
chr16	11596538	11596965	15.056570279793661
chr16	11909040	11909465	14.344424303840189
chr16	12443713	12443928	11.413123840509458
chr16	12636820	12637134	14.067564056177808
chr16	13055539	13055820	14.737275629281148
chr16	13056179	13056519	15.401806096469654
chr16	13109355	13109877	10.591984418160157
chr16	13146046	13146356	13.32518407452491
chr16	13256052	13256471	21.114500202825358
chr16	13409160	13409417	11.220644327453138
chr16	13475414	13475645	12.200211103860434
chr16	13475907	13476386	19.12683255687387
chr16	13521674	13521936	12.574423953777051
chr16	13531556	13531806	32.71696646118164
chr16	13548972	13549319	17.02484490892042
chr16	13606353	13606569	15.424050821198357
chr16	13622026	13622255	12.864193445730418
chr16	13667778	13668360	17.236913102598944
chr16	13739424	13739797	16.882409059969415
chr16	13740552	13740952	19.921657214164735
chr16	13754562	13755144	27.648043714438106
chr16	13818474	13819792	27.37578438410086
chr16	13902633	13903406	21.544841799668166
chr16	13940385	13940961	23.048942405316566
chr16	13979897	13980391	18.709495922814497
chr16	14076150	14076390	14.468114495277405
chr16	14159578	14159925	20.92849747110856
chr16	14317526	14317843	12.077531300132582
chr16	14477305	14477543	10.13368836971892
chr16	14535328	14535793	20.765606593060237
chr16	14536004	14536305	16.688710710138974
chr16	14577015	14577357	16.425139134390314
chr16	15322827	15323437	13.05086308150995
chr16	15464883	15465174	10.374569283318273
chr16	15465971	15466461	14.403309218737544
chr16	15637054	15637292	17.051464533605497
chr16	15637512	15638135	25.61922666999731
chr16	15840866	15841512	11.249368437303477
chr16	15852876	15853087	15.393984527949474
chr16	15862967	15863346	13.575101185599857
chr16	15886705	15886958	19.686773643192094
chr16	15887862	15888157	17.525611395755057
chr16	15941085	15941286	11.79826340272059
chr16	16146387	16146782	14.518181549748288
chr16	16213353	16213830	13.840867546369445
chr16	16273794	16274091	22.74725226842193
chr16	16302713	16304018	22.35992034239787
chr16	16358341	16358982	18.814643678352724
chr16	16600259	16600556	17.923736350704925
chr16	16601315	16601867	16.777246257533196
chr16	16727428	16727658	11.987588426341182
chr16	16728453	16728674	14.206194096560932
chr16	16757108	16757604	13.527351673572294
chr16	16856807	16857259	15.080726933690299
chr16	16866471	16866729	19.366566798483678
chr16	16870845	16871179	21.03093729476015
chr16	16896282	16897438	26.43872599700743
chr16	16911884	16912366	21.427625470141653
chr16	16983448	16983852	25.335068518572516
chr16	16994925	16995229	14.018870629762349
chr16	17000002	17000403	15.496816842038733
chr16	17077091	17077374	19.550679604493265
chr16	17124625	17125137	24.231667816638947
chr16	17131936	17132383	26.71790985773074
chr16	17146964	17147447	23.043584878893867
chr16	17208798	17210128	23.926115793213807
chr16	17216471	17216695	26.592517495155334
chr16	17233102	17233415	23.590554155099888
chr16	17233636	17234276	20.13628453463316
chr16	17248933	17249262	27.82072699178678
chr16	17276350	17276859	27.119304188576567
chr16	17277600	17278042	29.02331186959107
chr16	17311201	17311490	16.401983521801377
chr16	17374919	17375179	15.52892567194425
chr16	17405412	17406319	19.96292653972285
chr16	17451598	17452364	14.645455901367546
chr16	17489226	17490043	32.36698247402943
chr16	17508477	17509274	19.95624996099149
chr16	17517501	17517717	19.103902128007675
chr16	17530829	17531394	18.372531982016774
chr16	17553035	17553299	16.626502521110304
chr16	17618438	17618822	16.246789276599884
chr16	17637679	17638431	23.808482215759604
chr16	17646030	17646355	18.11184780414288
chr16	17688000	17688207	12.265362914633636
chr16	17722163	17722889	20.4433750830406
chr16	17748336	17748648	12.337527770262499
chr16	17759843	17760400	13.809822693761419
chr16	17807362	17807610	27.219656355919376
chr16	17811541	17811793	16.779603689435927
chr16	17815527	17815922	20.510809736613986
chr16	17921497	17921878	22.100696428554265
chr16	17978253	17978535	8.982008416601952
chr16	18036624	18037424	18.8421726500988
chr16	18047454	18048308	19.05419525887983
chr16	18088936	18089667	23.420038109765006
chr16	18124819	18125577	20.31082621602081
chr16	18125938	18126323	22.012774058750697
chr16	18126547	18127281	19.970072460434416
chr16	18149601	18149826	22.061542091369628
chr16	18235651	18235945	20.220125321628284
chr16	18248512	18248755	22.982157161696946
chr16	18249008	18249442	23.136297274295085
chr16	18263728	18263989	15.695180797942296
chr16	18282583	18282836	16.387688584007293
chr16	18288580	18289255	14.870923190646701
chr16	18298427	18298641	17.403668942852555
chr16	18338461	18338792	18.411470810812407
chr16	18343496	18343937	36.1365825800128
chr16	18346977	18347444	23.33777291259112
chr16	18357181	18357839	25.877366615283815
chr16	18373224	18373639	19.216053353734765
chr16	18392242	18393274	27.23033557751382
chr16	18394719	18395019	19.650228576660155
chr16	18471733	18472125	15.784388802489456
chr16	18498001	18498739	21.856953429658883
chr16	18582732	18582992	25.52694328014667
chr16	18591749	18592217	24.269409155234314
chr16	18606788	18607102	14.269093738240041
chr16	18616215	18616543	21.013159228534235
chr16	18626322	18626957	21.141067480853224
chr16	18653958	18654332	10.90928610123415
chr16	18678546	18678899	16.618014994829302
chr16	18686955	18687486	13.707258012559679
chr16	18738560	18738875	11.040631733243428
chr16	18776948	18777277	19.780283490212856
chr16	18803771	18804273	21.31832022590941
chr16	18819804	18820127	12.972976838103019
chr16	18836645	18836872	13.626406623403406
chr16	18838368	18838741	12.325053884899967
chr16	18876227	18877893	27.387925081136544
chr16	18882431	18882831	15.060915052890778
chr16	19760278	19760692	12.472238390917939
chr16	19808820	19809098	13.206707244296725
chr16	20097247	20098444	24.191406087469037
chr16	20195176	20195526	9.590545943123953
chr16	20388793	20389262	18.689006124223983
chr16	20390176	20390501	15.43282853933481
chr16	20425292	20426565	19.263068560250424
chr16	20448442	20448884	22.536100629228272
chr16	20469157	20469477	22.438610059022903
chr16	20474680	20475428	22.071646451950073
chr16	20509222	20510056	18.191115146632388
chr16	20535507	20535988	41.69447104995315
chr16	20536683	20538398	26.252144666460335
chr16	20557226	20557440	20.773725050632084
chr16	20557686	20558174	17.646115774013957
chr16	20621512	20621831	18.60811134864544
chr16	20629733	20630202	16.69064633221006
chr16	20651185	20652086	15.344674677748262
chr16	20672275	20672476	22.410446138524296
chr16	20692136	20692566	19.166112229990404
chr16	20715583	20716609	23.547957833979794
chr16	20716874	20717643	26.307805540037712
chr16	20732713	20733133	22.173485279083252
chr16	20733425	20733761	20.983694130466098
chr16	20765404	20765681	11.389309614574005
chr16	20818327	20818570	23.19990852732717
chr16	20937880	20938180	13.829378286997477
chr16	20946694	20947033	11.113514669525237
chr16	21109368	21110100	13.29336144233662
chr16	21110608	21110932	10.53694827173963
chr16	21140483	21140863	9.076008119081196
chr16	21204810	21205152	22.394135399868613
chr16	21256812	21257035	17.04132681791023
chr16	21333082	21333535	12.681032761832736
chr16	21382453	21382917	12.355716777258905
chr16	21392325	21392862	15.743366653470797
chr16	21410208	21410411	20.38642039557396
chr16	21412597	21413029	15.699339789372903
chr16	21462933	21463373	11.582745228030465
chr16	21714375	21715120	21.283277908427603
chr16	21755493	21756179	13.19070240637999
chr16	21787424	21788124	18.189769476481846
chr16	21865616	21866118	13.388479247036209
chr16	21906530	21907559	17.04789984121962
chr16	21946913	21947979	17.974060758193485
chr16	21972480	21972741	18.347600154949788
chr16	21982497	21982778	13.432650898699235
chr16	21987583	21988225	15.882614061468487
chr16	21997143	21997710	12.90238274131923
chr16	22150698	22150901	14.753693895386945
chr16	22162597	22163505	18.6389869299229
chr16	22187530	22188063	15.712078024701375
chr16	22265454	22265838	14.307569516201815
chr16	22267355	22267629	11.237271354146248
chr16	22358465	22359032	19.4469014828798
chr16	22412785	22413339	14.39567321560443
chr16	22429219	22429752	16.399893109391375
chr16	22431305	22431766	20.08073223593954
chr16	22547994	22548486	14.667412136628375
chr16	22572428	22573141	10.916868152324147
chr16	22844358	22844611	16.650751219436586
chr16	22857881	22858221	14.108552436267628
chr16	22869364	22870369	19.100855908939494
chr16	22876056	22876791	18.67518792444346
chr16	22929201	22929463	8.5057972405703
chr16	22941811	22942188	10.92522351874597
chr16	23030934	23031718	18.374297660224293
chr16	23032347	23032733	20.17215180273501
chr16	23066795	23067100	10.749761862832992
chr16	23088324	23088594	12.601912554988155
chr16	23095892	23096314	17.137877181807966
chr16	23105142	23105429	19.835129568385746
chr16	23107473	23107687	21.84188968444539
chr16	23155214	23155486	14.512880928376141
chr16	23157071	23157587	15.654588878616806
chr16	23165436	23166002	14.25335556710988
chr16	23303573	23303861	15.790274947881699
chr16	23429122	23429326	14.044900370579139
chr16	23727819	23728115	10.733812757440516
chr16	23924259	23924468	18.576983182624197
chr16	23991090	23991538	15.474742457270622
chr16	24083581	24084065	15.131894235768595
chr16	24090169	24090503	12.148820682913957
chr16	24185989	24186496	24.084330510340735
chr16	24367799	24368237	19.94448769364727
chr16	24378555	24378836	23.74736982732481
chr16	24932741	24933152	12.769022526242146
chr16	24933666	24933870	12.057979125602573
chr16	25025384	25026285	12.842213224226839
chr16	25039883	25040118	18.269682904507253
chr16	25059103	25059805	15.019366900126139
chr16	26581749	26582263	12.255483867593313
chr16	26946807	26947024	7.971878930720316
chr16	28708535	28708745	12.820120130266462
chr16	28873260	28873564	9.70122196172413
chr16	28936249	28936536	14.094622359458578
chr16	29560709	29560983	10.767390658385562
chr16	29615653	29615955	10.446489173055484
chr16	29775230	29775569	20.672474042504234
chr16	29781702	29782485	17.965092786883943
chr16	29782823	29783208	18.760805130004883
chr16	29795472	29795970	18.176900011468604
chr16	29822619	29823270	11.952375461062712
chr16	29838952	29839222	8.861946918346264
chr16	29920080	29920294	10.497769886088149
chr16	29945898	29946468	18.780837298276133
chr16	29977283	29977763	11.917715830604235
chr16	30008782	30008984	18.397014306323364
chr16	30034218	30034469	22.01491247990217
chr16	30034768	30035120	17.626109846613623
chr16	30063142	30063381	23.67951121789142
chr16	30064300	30065079	32.622277537726625
chr16	30069896	30070232	33.123519749868485
chr16	30070656	30071200	37.016305569340204
chr16	30079329	30079761	26.64419193621035
chr16	30080898	30082066	28.826596434802227
chr16	30090836	30091170	12.0475571712334
chr16	30158336	30158715	15.557160907181713
chr16	30187948	30188278	18.80945776159113
chr16	30236137	30236379	16.179013977366047
chr16	30236592	30236898	16.564015725079706
chr16	30252325	30252528	17.613056892244686
chr16	30284174	30284829	24.041947506038287
chr16	30285476	30285715	22.111371978057477
chr16	30297272	30297877	18.358914553429468
chr16	30308308	30308696	17.500773021855306
chr16	30308898	30309347	17.36971062700573
chr16	30388657	30389070	19.96559539083707
chr16	30396544	30397767	24.89308746818237
chr16	30407058	30407538	21.22480069597562
chr16	30431603	30431950	29.319084326884244
chr16	30464697	30465500	20.936939643299297
chr16	30496978	30497372	14.244887005859221
chr16	30512040	30512279	17.639796384707655
chr16	30565514	30565739	15.808445671929254
chr16	30572078	30572317	13.563101225817054
chr16	30587628	30587833	17.89893485278618
chr16	30600871	30601087	14.484520709073102
chr16	30628321	30628804	15.409451457037441
chr16	30694044	30694275	17.52096277707583
chr16	30775092	30775627	19.04790114108647
chr16	30932369	30932621	12.482410623913719
chr16	31000652	31001075	21.317216846114356
chr16	31200811	31201208	22.465978648860748
chr16	31274602	31274855	20.199964568548992
chr16	31415573	31415913	13.04796243274913
chr16	31429587	31429803	15.77511532218368
chr16	31433823	31434187	27.63804813007732
chr16	31434388	31434605	17.781489613968105
chr16	31459691	31459919	15.67941655610737
chr16	31460170	31460947	16.118976394182006
chr16	31532681	31532907	11.50697402194538
chr16	31829533	31829836	10.799104687404318
chr16	31878857	31879198	16.113360186825748
chr16	31888611	31888842	10.957966333859927
chr16	31925533	31925784	18.42220168094711
chr16	31926490	31926737	40.35871152839197
chr16	31932945	31934199	35.13103015114816
chr16	31946070	31946493	11.313129363048725
chr16	31954256	31954456	17.318087878227235
chr16	31971584	31972000	15.160950424579474
chr16	32002875	32003117	14.873784632722208
chr16	32078642	32079256	29.41902180836333
chr16	32079477	32079679	22.77211556576266
chr16	32116148	32116904	18.06695369816331
chr16	32123748	32124064	14.777844818332527
chr16	32154584	32154905	11.899859285800256
chr16	32183317	32183716	13.730052376749521
chr16	32246227	32246851	26.003049266644013
chr16	32247284	32247487	20.281620533008294
chr16	32261085	32261356	14.296695596617527
chr16	32277551	32277753	19.38007387784448
chr16	32311448	32311870	21.22294719524293
chr16	32312677	32312945	22.474905576278914
chr16	32430972	32431248	13.440764119659645
chr16	32456832	32457226	22.45702582325427
chr16	32496626	32496888	16.026718743884835
chr16	32498124	32498480	17.80810430344571
chr16	32499466	32499715	32.79358744334026
chr16	32507650	32508320	17.990505069049437
chr16	32510614	32510980	20.026866798192426
chr16	32527055	32528080	16.717383570787383
chr16	32570955	32571905	21.76406566218326
chr16	32576843	32577054	9.664525601536177
chr16	32644849	32645798	24.932599043569777
