chr	start	end	TE_Tfap2c_ds
chr16	94114684	94115365	12.332058790321742
chr16	94150396	94150687	20.331150789031458
chr16	94151948	94152691	19.634741237635247
chr16	94236948	94237182	12.73631586172642
chr16	94269568	94269983	10.931360823849598
chr16	94290318	94290548	14.569843503703241
chr16	94302219	94303430	16.12695530325199
chr16	94312774	94313844	38.273986748668634
chr16	94316735	94318488	29.196891335026688
chr16	94319027	94319362	22.324155061636397
chr16	94335943	94336291	9.358026731973407
chr16	94370283	94371221	25.775167282202098
chr16	94401877	94402308	13.30391058069924
chr16	94496737	94497252	12.076544150565434
chr16	94525828	94527651	30.884403825625537
chr16	94542827	94543603	27.74049792953373
chr16	94568716	94569062	18.866849411429698
chr16	94569665	94570080	24.53899854637054
chr16	94589447	94590271	24.162377554814793
chr16	94604886	94605653	17.10954633498907
chr16	94606133	94606382	22.13993182814265
chr16	94713396	94713964	14.067306422851455
chr16	94724090	94724767	10.899061360070412
chr16	94735704	94735973	10.409316724117804
chr16	94736681	94736980	11.28425795258487
chr16	94811737	94811973	9.57886676263001
chr16	95259107	95259347	22.21480571826299
chr16	95651283	95652038	10.56935050471729
chr16	95659092	95659570	8.588172614823824
chr16	95671725	95672580	12.472754824231243
chr16	95675391	95675768	11.713115916011821
chr16	95685412	95685699	11.419305216559964
chr16	95685925	95686252	18.97453972177768
chr16	95692771	95693252	15.67628858689211
chr16	95701736	95702633	26.331170775286996
chr16	95764319	95764571	11.763740486568874
chr16	95764922	95765179	13.05401731001264
chr16	95788979	95789974	9.475886909446524
chr16	95839266	95840571	18.74074697384889
chr16	95905431	95905824	9.272983964769592
chr16	95916910	95918631	30.735407088769403
chr16	95961017	95961568	16.9788442739774
chr16	95990707	95991567	13.421210647183795
chr16	96082481	96084365	53.77837590757175
chr16	96091427	96092263	18.777710446900727
chr16	96097984	96098269	12.208349445409942
chr16	96127488	96128515	22.995975941042357
chr16	96130700	96130977	12.36578531988261
chr16	96144957	96145647	14.642628553639288
chr16	96158812	96159672	18.755272510439852
chr16	96191667	96192576	10.23062525015853
chr16	96200439	96200804	11.282886543012646
chr16	96364970	96365269	7.9221720695495605
chr16	97457475	97457800	15.121150823739859
chr16	97467780	97468097	9.863201004473568
chr16	97512138	97512547	8.462981101644651
chr16	97521821	97522444	9.87346156871912
chr16	97593562	97594261	12.121509628405045
chr16	97605729	97607039	25.569361770062045
chr16	97613181	97613428	33.699876592226836
chr16	97615043	97615333	16.083764148580617
chr16	97616142	97616504	16.156512241995795
chr16	97622062	97622400	13.830370400784284
chr16	97632727	97633311	18.846870822449254
chr16	97665399	97666156	37.88392859374516
chr16	97667134	97667533	49.45445290663487
chr16	97680597	97680967	8.159641193699192
chr16	97758471	97758797	10.78349295715613
chr16	97763922	97764268	9.921863124549734
chr16	97778794	97779022	10.250261145725585
chr16	97850652	97852361	35.12319294859444
chr16	97894425	97895139	17.572005577114115
chr16	97921675	97923089	35.517839747405965
chr16	97940506	97941161	12.818240480204574
chr16	97961836	97963264	26.445196014826372
chr16	97996614	97997551	16.4692610569672
chr16	98022813	98023296	11.626292917298974
chr16	98082053	98082758	29.511837768554688
chrX	5117392	5117648	18.84911898896098
chrX	5435727	5436248	8.599376100953847
chrX	6394140	6394495	10.605512471266195
chrX	6400017	6400483	10.081862191785559
chrX	6962564	6962880	10.768775885618187
chrX	6963361	6963640	11.56865297338014
chrX	7061531	7061802	7.447127146914436
chrX	7171905	7172130	15.034353743659125
chrX	7185758	7186089	9.106194170580169
chrX	7198068	7198611	17.613123893737793
chrX	7296495	7296876	13.804409865632145
chrX	7319460	7319773	11.353494042405686
chrX	7320362	7320804	23.064711272986226
chrX	7375821	7376372	19.845810871158882
chrX	7574105	7574719	15.295407318525283
chrX	7637276	7638525	14.27622790027371
chrX	7648359	7649549	18.856808503735966
chrX	7658761	7659543	16.720624420039183
chrX	7674032	7675258	26.320033388464523
chrX	7679535	7680498	13.220682284789913
chrX	7697240	7697623	11.893155329532474
chrX	7714617	7715020	11.764975382139902
chrX	7721874	7723584	45.325595248493215
chrX	7724164	7724595	24.635230894155125
chrX	7740207	7740567	14.694598311848111
chrX	7762177	7763018	17.982379328198157
chrX	7789707	7790004	20.77351278728909
chrX	7821567	7821912	11.788184334575266
chrX	7839311	7839656	38.79274008930593
chrX	7840958	7841736	37.500742505326066
chrX	7843981	7844495	30.2777218503247
chrX	7850009	7850416	9.560429459414845
chrX	7878308	7878676	11.690946821285332
chrX	7884004	7884343	20.317920122174737
chrX	7898776	7899746	17.743561897572782
chrX	7947400	7948602	31.458297481949437
chrX	7966112	7966412	11.081015729904175
chrX	7967574	7968376	9.845100201870736
chrX	7992848	7993144	13.212011883387694
chrX	8074424	8074753	14.943964900216795
chrX	8084648	8084904	9.862881503999233
chrX	8095781	8096197	14.519995047495915
chrX	8096881	8097501	30.695488277558358
chrX	8132145	8133424	20.911411163115332
chrX	8145398	8146020	13.481613772475068
chrX	8156777	8157062	10.830796532881887
chrX	8175514	8176328	14.596898014481003
chrX	8192547	8193194	11.558882330079351
chrX	8206269	8207335	28.003865279578804
chrX	8209335	8210010	22.682995407669633
chrX	8218549	8218796	9.36450772343377
chrX	8224829	8225587	13.192887676108166
chrX	8238705	8238963	16.474391756131666
chrX	8252408	8253059	23.3909104511302
chrX	9272183	9273056	11.2948772899064
chrX	9662447	9662947	15.6004309425354
chrX	10216090	10216701	10.871689254055243
chrX	10714459	10715215	11.98042192093279
chrX	11664279	11664786	13.687667725354256
chrX	11789011	11789237	19.13805590688655
chrX	11998824	12000596	20.450829550790758
chrX	12005494	12007510	17.50327358014332
chrX	12080179	12081067	20.266278672862697
chrX	12086213	12086482	19.45655281747584
chrX	12090543	12091430	14.22787803028455
chrX	12134792	12135866	14.926163351069615
chrX	12140157	12140691	11.375883403342314
chrX	12149638	12150053	10.387962306838437
chrX	12252271	12252501	11.982066123381905
chrX	12299264	12299924	11.648071685704318
chrX	12302147	12302707	18.10422502756119
chrX	12308381	12309079	14.348078492719328
chrX	12332399	12332689	16.60533466010258
chrX	12344684	12345332	14.389215096279427
chrX	12347144	12347375	11.925475355866668
chrX	12372334	12373728	15.250006711978994
chrX	12408865	12409750	19.398385883051123
chrX	12467799	12468445	22.724971566776006
chrX	12500377	12501330	13.560521020218808
chrX	12543524	12543887	8.846483585263087
chrX	12561352	12562022	9.977080487493259
chrX	12587210	12587628	14.080842574817712
chrX	12592418	12593115	22.668200354665046
chrX	12601537	12602416	20.434644648103856
chrX	12610294	12611262	25.02654652162032
chrX	12612595	12612861	22.851671226042555
chrX	12640792	12641199	12.930590920131975
chrX	12652027	12652743	13.30710911684196
chrX	12673187	12674067	14.143108667026867
chrX	12760942	12762559	19.431266494496192
chrX	12812920	12814440	31.611169346069033
chrX	12823044	12823837	21.13658917897286
chrX	12824270	12825082	13.335667457486608
chrX	12829413	12830637	17.240475234642528
chrX	12839884	12840417	11.83670987778712
chrX	12936177	12937492	17.53189693059305
chrX	13041477	13042488	26.827357016732265
chrX	13070760	13072582	37.69643459655469
chrX	13207623	13208176	19.56174696116939
chrX	13212701	13214170	18.485890833839743
chrX	13215803	13216275	16.044612086425392
chrX	13262014	13262726	16.020811745290008
chrX	13280288	13282163	18.026406696155025
chrX	13347283	13347814	11.700315452115909
chrX	13461164	13462064	13.24212771627638
chrX	13504599	13505185	9.608852174908634
chrX	16565517	16566074	11.481587851282939
chrX	16618192	16619107	12.910461883336469
chrX	16703664	16703929	11.098045608232606
chrX	17571681	17572247	16.295392840152914
chrX	18161825	18162331	9.916167407167759
chrX	18162757	18164125	9.901400862730037
chrX	20356049	20356613	15.038426583540355
chrX	20363957	20364928	8.714741041927947
chrX	20424962	20426533	28.234308131707845
chrX	20426937	20427488	29.991695594441435
chrX	20550855	20551637	19.92914628006918
chrX	20563916	20564347	9.137021646145602
chrX	20572563	20572945	12.897740126904393
chrX	20617320	20617575	14.75382864708994
chrX	20662383	20663303	12.346482409601625
chrX	20687852	20689326	26.779408922674214
chrX	20703663	20705060	20.665176557828975
chrX	20771086	20772112	21.366432229910213
chrX	20774787	20775693	17.15995032687324
chrX	20790400	20790936	19.78179643759087
chrX	20791508	20793380	31.520458620997438
chrX	20819087	20819760	13.948015314331736
chrX	20819985	20820670	8.872185453011172
chrX	20847993	20848391	17.336159226882398
chrX	20861721	20862667	12.387539216378274
chrX	20869947	20870442	11.4007074471676
chrX	20920546	20921052	17.09026010799785
chrX	20961600	20962460	12.590715775656145
chrX	21578888	21579157	12.364102395493745
chrX	21670480	21671409	22.0156701691569
chrX	21714471	21714799	8.969739524329581
chrX	21715088	21715436	11.126383079879586
chrX	21789954	21790669	22.478613254573794
chrX	23692240	23692851	14.176538489259011
chrX	23693088	23693418	11.094575564066568
chrX	24158285	24158772	3.938903605301522
chrX	31225237	31225558	11.57916207179845
chrX	35877808	35878145	9.953525984676373
chrX	35888866	35889158	10.230801866479116
chrX	35896286	35896559	12.714978280958238
chrX	36033656	36034021	9.765923255763642
chrX	36328216	36328641	9.239037220898796
chrX	36329645	36330334	14.20740283175719
chrX	36644772	36645961	31.980888897877364
chrX	36743279	36744326	21.955376854598693
chrX	36795304	36796316	13.15142180043247
chrX	36802945	36803391	28.843509126671762
chrX	36804179	36804858	20.891137155412046
chrX	36805607	36806369	24.821981916903198
chrX	36807635	36808057	21.902504003443426
chrX	36816801	36817405	14.230530966986095
chrX	36836677	36837770	15.1942628631871
chrX	36874388	36874763	8.24159130605062
chrX	36914497	36914771	15.27721573836612
chrX	37109769	37110772	11.624213297131767
chrX	37126493	37126913	8.531253994078863
chrX	37211156	37212019	16.253454657584463
chrX	38189431	38190142	20.188962138319486
chrX	38473258	38474226	18.15985126042169
chrX	38564648	38565020	14.236725268825408
chrX	38566417	38567449	12.845218527686688
chrX	38575947	38576758	18.765395884155197
chrX	38634661	38635698	19.303668720168112
chrX	41911482	41911880	9.218227033040032
chrX	41924670	41924987	23.908732826401383
chrX	41932121	41932648	11.364311992782795
chrX	41969149	41969446	20.01051987220944
chrX	41975054	41975316	11.42729375562595
chrX	42050995	42051375	8.31995522662213
chrX	42059632	42060017	10.696754249969086
chrX	42067853	42068634	22.874349049508343
chrX	42139824	42140064	14.929706740379334
chrX	42155277	42155501	26.89014106988907
chrX	47912160	47912912	9.260928813447343
chrX	47929179	47929537	8.793103118182561
chrX	47970605	47971799	29.93857120229571
chrX	47976826	47977243	18.380795268417835
chrX	48072868	48073826	17.29095644990686
chrX	48108579	48109494	17.66372791196479
chrX	48109791	48110175	8.157924607396126
chrX	48138341	48139077	11.05439009387856
chrX	48208279	48208694	15.101027304867664
chrX	48210255	48210506	8.155823289635647
chrX	48256316	48257220	14.22125284597937
chrX	48278330	48278686	12.641792530424139
chrX	48293004	48293686	16.59344887383872
chrX	48311541	48311899	20.905186181627837
chrX	48312199	48312455	18.42679914459586
chrX	48314427	48315038	27.92858975530646
chrX	48317724	48318822	33.34935578448742
chrX	48343239	48344096	14.617627489942375
chrX	48409605	48410335	13.718369532937873
chrX	48425077	48425318	11.385327440079811
chrX	48435507	48436122	16.066951743955535
chrX	48455311	48455779	12.592807643433922
chrX	48462884	48463461	33.571652342996316
chrX	48467118	48467548	18.170511159231495
chrX	48513178	48513489	10.76457487271913
chrX	48513714	48514236	16.283973651827523
chrX	48532048	48532360	9.021945491815226
chrX	48595674	48597032	18.267879645497878
chrX	48694510	48695281	13.285601635078203
chrX	50618723	50620133	21.758813992966996
chrX	50635036	50635694	9.147448525240357
chrX	50936843	50937072	13.796511271114433
chrX	51018134	51018966	20.036859734700275
chrX	51102801	51103243	14.418223240796257
chrX	51118487	51119183	11.01184133072009
chrX	51132259	51132580	24.282705220849344
chrX	51132847	51133390	16.53209637453982
chrX	51141250	51141663	12.0935771032338
chrX	51144791	51145181	9.853961440844413
chrX	51232508	51232829	9.042860643143223
chrX	51243039	51243532	14.691073922549977
chrX	51681354	51681648	10.77783135978543
chrX	52261241	52261929	12.781993260217268
chrX	52276336	52277431	18.356488280100365
chrX	52789369	52789767	16.07669918261581
chrX	52790854	52791668	16.50402347227279
chrX	52909886	52910584	12.318022013393719
chrX	52917995	52918968	13.488299454103883
chrX	52965002	52965650	21.040321719499282
chrX	52972706	52973022	9.911699817150454
chrX	52987532	52988372	23.06378087543306
chrX	53025666	53025961	17.375253367019912
chrX	53057332	53057805	17.534529742428415
chrX	53064176	53064908	16.555822851227934
chrX	53086584	53087323	12.31217475576233
chrX	53111636	53111881	8.631922906758835
chrX	53201749	53202077	13.487897603977018
chrX	53208213	53209362	37.48253878683915
chrX	53236182	53236498	11.159296805345559
chrX	53284331	53285257	13.557294098978167
chrX	53369814	53371198	12.60552678494095
chrX	53973188	53973715	10.548872849068108
chrX	53974537	53974876	10.896684252758645
chrX	56597295	56598458	17.53861582453458
chrX	56633593	56634041	10.330920385462898
chrX	56665478	56665844	11.974139388141737
chrX	56729761	56730114	12.613099914096908
chrX	57053044	57053979	13.065884111271822
chrX	57088024	57088327	11.254231430909815
chrX	57088721	57089110	14.698224653621565
chrX	57127724	57128598	11.501247659155107
chrX	57828924	57829156	15.112655380676532
chrX	58013834	58014209	13.084628051757813
chrX	59133755	59134996	9.925114524066688
chrX	59493160	59493422	20.45573852626422
chrX	60403647	60404793	17.452858357321322
chrX	60413434	60413769	9.440825618914705
chrX	60473292	60473518	12.517889875226317
chrX	60547167	60548164	11.806998749793234
chrX	60892514	60892757	12.332001030690385
chrX	68678061	68679113	29.61137016644496
chrX	70381729	70382129	14.749978885650634
chrX	70481908	70482608	12.774264352151325
chrX	71214993	71215413	17.73597689583188
chrX	71219273	71219607	37.407156059128084
chrX	71220348	71221333	21.17423875005112
chrX	71492278	71493126	12.041257822288657
chrX	71555405	71556678	20.137075257507348
chrX	71560834	71561082	21.487192084712365
chrX	71601267	71601515	9.919026297907676
chrX	71812409	71812950	17.104951409006734
chrX	71816335	71816648	10.343389887398423
chrX	71962272	71962891	13.248801500231076
chrX	73008368	73008664	11.192015567341366
chrX	73052373	73052721	11.904647687385822
chrX	73053048	73053945	15.41152988336025
chrX	73227858	73228692	16.658869115568752
chrX	73242795	73243076	9.675247791398887
chrX	73342145	73343169	15.704047676175833
chrX	73459022	73459478	11.718338694488793
chrX	73525448	73526603	13.350849562393122
chrX	73526875	73527176	10.46005788277154
chrX	73541109	73541952	15.905180705965343
chrX	73571135	73571464	11.3556895734329
chrX	73595109	73596246	17.247158558827905
chrX	73627370	73628124	10.785418524982441
chrX	73639088	73640533	16.64125121126538
chrX	73644785	73645196	14.337918107527015
chrX	73654029	73654627	13.114133037452316
chrX	73670248	73670900	21.327467301140533
chrX	73672253	73673030	22.75387061547435
chrX	73678588	73678848	18.216798716325027
chrX	73679172	73679415	21.133835050794815
chrX	73693872	73694331	9.519455727928344
chrX	73715729	73717354	50.62667655710074
chrX	73718542	73719106	33.6251616004511
chrX	73745041	73745744	28.499049448526094
chrX	73786570	73787067	23.17658168593163
chrX	73835477	73835738	11.38319977946665
chrX	73836015	73836295	17.931626847812108
chrX	73880332	73882059	10.113279427822322
chrX	73891802	73892060	10.02134575215421
chrX	73910777	73911213	13.281600532181766
chrX	73914691	73915504	13.01365842443844
chrX	73922035	73922394	14.828316319287653
chrX	73934579	73934881	14.482781078641779
chrX	73948638	73949019	10.218570218624405
chrX	73966599	73967874	23.949192701601515
chrX	74054783	74055022	12.392189684273308
chrX	74085299	74085737	11.414517598609402
chrX	74246206	74247084	12.256099814977624
chrX	74269769	74270743	27.58858815257799
chrX	74281814	74282927	14.592523537556117
chrX	74297178	74297430	13.850417500450497
chrX	74298544	74299467	19.884101501394586
chrX	74304954	74305341	11.818211891854457
chrX	74312742	74313414	13.655933052301407
chrX	74328630	74329272	11.686322482575509
chrX	74358919	74359961	17.540953333226824
chrX	74368174	74368838	12.220153341092258
chrX	74373081	74373651	12.812833208786813
chrX	74392631	74393153	17.875032739164272
chrX	74428531	74429989	23.533370491899092
chrX	75095764	75096419	8.956751995960264
chrX	75130341	75131261	19.030757211602253
chrX	75137284	75138244	13.54354997848471
chrX	75147748	75148030	13.114703787134049
chrX	75155827	75156065	17.305877204702682
chrX	75157699	75159073	27.50319809615178
chrX	75230966	75232332	26.698899691136305
chrX	75240235	75240486	12.321839184400094
chrX	75416133	75416972	15.266393398925999
chrX	75514267	75514694	18.74575517998367
chrX	75674076	75674421	14.777948691879494
chrX	75764245	75764771	16.69062166522211
chrX	75775318	75776249	24.390076756093222
chrX	75778735	75779068	52.556148322852884
chrX	75796315	75796747	20.901293558103067
chrX	75844710	75845100	11.51589610026433
chrX	75873613	75874050	10.419777477360427
chrX	75874662	75875480	14.440077447658064
chrX	75878974	75879483	13.913886729766906
chrX	76128873	76129393	6.103070014371322
chrX	77433196	77434135	9.064066719577209
chrX	77509469	77510228	11.201411627341008
chrX	77510457	77511003	17.378333612239405
chrX	77795738	77796582	18.474212425014983
chrX	79650849	79651222	8.62834958033012
chrX	79671140	79671930	15.887051920347576
chrX	81879449	81879772	6.975139151416696
chrX	85268811	85269328	14.099934325227423
chrX	85497901	85498543	12.173678219875443
chrX	85573968	85574524	16.66313057494678
chrX	85776946	85777339	15.276671278567715
chrX	91812502	91812787	17.55189072123745
chrX	93623355	93624025	12.31039398819653
chrX	93631944	93632668	18.023919102895327
chrX	93636843	93637677	19.307239232875176
chrX	93654777	93655326	10.500123717094379
chrX	93674374	93675478	11.211669965066772
chrX	93968377	93969008	12.044951348221623
chrX	94122093	94123106	22.534888411556746
chrX	94142113	94142798	12.318240045979076
chrX	94177709	94178638	15.91985858551781
chrX	94212454	94213535	15.067426949711887
chrX	94224306	94225078	15.000593816060476
chrX	94234041	94235298	17.90166752131666
chrX	94366691	94367505	11.345465650722494
chrX	95626497	95626788	18.040026437375964
chrX	95956604	95956949	15.28284926760024
chrX	95968286	95968781	20.16935780072453
chrX	96053101	96054339	18.675706256379602
chrX	96095723	96096221	11.128072038711792
chrX	96099008	96099436	13.538785239246405
chrX	96171982	96172479	10.334144964544347
chrX	97376833	97377213	9.894857499473973
chrX	98546042	98546545	17.854391268660013
chrX	98936616	98938355	33.1061920106487
chrX	99052184	99053060	16.56141071395787
chrX	99057781	99058561	16.30355545740861
chrX	99126965	99127602	11.986357940422309
chrX	99132164	99132575	13.82509046749477
chrX	99135575	99135905	10.20105157476483
chrX	99161343	99162396	10.469179690506836
chrX	99176992	99177347	9.808762402601644
chrX	99204432	99204756	9.476539336604837
chrX	99216643	99217057	11.0725168928432
chrX	99228155	99229021	18.977174405412917
chrX	99299068	99299696	10.626951445060172
chrX	99334828	99335243	17.277300745033354
chrX	99335540	99336442	19.080592441981754
chrX	100596947	100597627	10.891938871495864
chrX	100625600	100625973	10.917916069081897
chrX	100774459	100774694	11.074203418163544
chrX	100776741	100777421	16.014288034158593
chrX	100794916	100795364	32.61260972704206
chrX	100797168	100797700	17.95882477258381
chrX	101085802	101086042	10.675114448865255
chrX	101086779	101087048	11.310583621595871
chrX	101087382	101087698	7.632493820371507
chrX	101133553	101133902	12.821827874825814
chrX	101221757	101222893	25.82884713377751
chrX	101234942	101236066	33.413502795416264
chrX	101253749	101254584	10.085755811337226
chrX	101260464	101261469	23.74333066703075
chrX	101267665	101268134	11.003496426254955
chrX	101273646	101274676	22.84630106675972
chrX	101278186	101279078	17.578639568234774
chrX	101329806	101330088	19.934422022907448
chrX	101332172	101332511	16.136431511172855
chrX	101332779	101333217	15.837711251489647
chrX	101419682	101420199	16.41505835734207
chrX	101429119	101430353	24.41303985431863
chrX	101486515	101486901	11.250458349218023
chrX	101527122	101527441	12.3073362736119
chrX	101532813	101533141	14.969537018275842
chrX	101616165	101616912	10.502722163755731
chrX	101622774	101623283	25.738004646975774
chrX	101630534	101630779	7.539839514907525
chrX	101646353	101646722	22.673328208406442
chrX	101660239	101660508	15.756063468394226
chrX	101729832	101730082	9.234660875320435
chrX	102117976	102118551	14.430711331574813
chrX	102118847	102119902	15.569183132659768
chrX	102157158	102157731	18.97520566277895
chrX	102169938	102170255	12.202405114279184
chrX	102170564	102170929	12.847696643986113
chrX	102177317	102179416	19.464808340726268
chrX	102181154	102181838	18.650060215191534
chrX	102230206	102230853	13.452728637034964
chrX	102251613	102252261	10.858487848146462
chrX	102253879	102254445	11.903907028609368
chrX	102282081	102282785	11.389319165863775
chrX	102644017	102644720	12.981506361900319
chrX	103252636	103253006	14.31957549017829
chrX	103259825	103260359	14.360694819175349
chrX	103371528	103371798	7.193599338884707
chrX	103442240	103442548	13.08018366547374
chrX	103483171	103483529	10.933048924920278
chrX	103483895	103484199	13.922266527226096
chrX	103514944	103515886	22.31700582716875
chrX	103541413	103541826	9.515405148051265
chrX	103578218	103578519	9.730793867396358
chrX	103584497	103584914	18.926832009276612
chrX	103621965	103622916	12.709405624277334
chrX	103630560	103630858	18.69553565338954
chrX	103652417	103653228	25.64177225256378
chrX	103980343	103981894	15.698620897350889
chrX	104114633	104116104	28.34668269569091
chrX	104129835	104130499	10.949629905712174
chrX	104199541	104200873	21.587113856553316
chrX	104311065	104311931	13.758242854895823
chrX	104404547	104405305	13.640968132144858
chrX	105925722	105926565	15.02101913875815
chrX	105929032	105929324	9.49216392105573
chrX	105937618	105939812	24.90676249588757
chrX	105952959	105953213	18.51168028763899
chrX	105957163	105957570	10.2808799075846
chrX	106011515	106011879	12.875493464889107
chrX	106026632	106027032	11.891436338424683
chrX	106186728	106187886	12.356678096329816
chrX	106603314	106603621	10.702065126127064
chrX	106768952	106769641	12.352121902654064
chrX	108834562	108834798	11.5802515159219
chrX	109013075	109014043	11.911953321173172
chrX	109020589	109020969	10.540055876029164
chrX	109083733	109084033	14.573863180478414
chrX	111709344	111710180	14.018785935839968
chrX	112370788	112371249	30.991743966969388
chrX	113887980	113889041	23.43195002804827
chrX	114328593	114328854	15.274541518697337
chrX	114954623	114955685	18.876517154402652
chrX	114996577	114997446	10.44455834691626
chrX	117721337	117721608	14.301878218281313
chrX	121232361	121233053	15.944122175260775
chrX	127091064	127091324	14.50161180129418
chrX	129611861	129612163	9.438205156894709
chrX	129712843	129713126	10.118176797253504
chrX	129746333	129746558	21.48008992513021
chrX	129749215	129749657	17.757490949932805
chrX	130527178	130527617	14.973238399740232
chrX	130549544	130550018	19.644851543732333
chrX	130556737	130557730	14.112412115118175
chrX	131402450	131402941	14.67641257851284
chrX	133687379	133687746	9.944813028018546
chrX	134058820	134059703	12.546594770416398
chrX	134132602	134132865	8.34012030829948
chrX	134162682	134163452	11.110892589370925
chrX	134187242	134188150	19.91490088948069
chrX	134208751	134209108	11.655023943476316
chrX	134240695	134241394	9.739703382374731
chrX	134263662	134264071	12.03427489404282
chrX	134304414	134304638	11.067108648163932
chrX	134304869	134305236	18.248508326039328
chrX	134307772	134308540	23.47056969006856
chrX	134589538	134589829	21.25249091210644
chrX	134600096	134600919	13.83217053048376
chrX	134621458	134621802	15.43679336614387
chrX	135574185	135575710	13.20169126557522
chrX	135576208	135576592	9.638201713562012
chrX	135598310	135598806	13.379133983965843
chrX	135599034	135599475	17.418868862852758
chrX	135742410	135742911	12.471773028611661
chrX	136741516	136742054	11.319710516131943
chrX	138676041	138676638	20.521846822358455
chrX	139327634	139328979	20.522250574317564
chrX	139358655	139360053	11.72037380822909
chrX	139370200	139370782	10.448921233108363
chrX	139442219	139442546	9.887199877234409
chrX	139470165	139470689	14.910907354518658
chrX	139519012	139519300	10.488568239741856
chrX	139609640	139610864	10.091965310324252
chrX	139997951	139998523	15.953597207169432
chrX	140432143	140432525	9.058292209165883
chrX	140432797	140433094	9.212850443843237
chrX	140450273	140450763	21.54080379252531
chrX	140459809	140461011	34.16216564099126
chrX	140480390	140480738	12.496212189224945
chrX	140599169	140599416	12.985633023837318
chrX	140956373	140957379	26.99706153935988
chrX	142390370	142391045	15.459053413956253
chrX	142681410	142681918	10.810126789911525
chrX	142806461	142806855	12.6878668862551
chrX	143032408	143033349	10.315029246140742
chrX	144283239	144284184	22.6864586885644
chrX	144288041	144288455	14.186530878002516
chrX	144298021	144298289	9.763545244487364
chrX	144303383	144303741	8.032005084959488
chrX	144304045	144304413	13.214821172797162
chrX	144308588	144308931	10.884222233608234
chrX	144317539	144318394	17.834189364784642
chrX	144358750	144359042	12.5421345135937
chrX	145089032	145089867	11.899796193516897
chrX	145480174	145480450	11.45303736044013
chrX	145485203	145485544	12.975299921902744
chrX	145504233	145504460	11.118091083308148
chrX	145505316	145505971	11.179265582106495
chrX	145510302	145510984	11.615805721702463
chrX	150478023	150478522	11.320254136660772
chrX	150490192	150490779	8.653880514115654
chrX	150588269	150588549	8.734718007700783
chrX	151017046	151017612	9.018379637714832
chrX	151046891	151047307	9.294520324239365
chrX	151124964	151125462	10.571055742631476
chrX	151169032	151169717	10.149210162058363
chrX	151343818	151344824	19.171735308516332
chrX	151520311	151521650	35.32350779113884
chrX	151716233	151717324	11.753166485881717
chrX	151785951	151786188	11.658113471566374
chrX	151792531	151793045	12.322065819098327
chrX	151803248	151803873	21.68442780532837
chrX	151829461	151829722	11.826722927020427
chrX	152001949	152002262	9.760707404285956
chrX	152016465	152016935	30.741020060600118
chrX	152114561	152114963	10.711671584874244
chrX	152115215	152115536	10.568724672370982
chrX	152232965	152233280	14.7951295035226
chrX	152768884	152770371	23.318241255990433
chrX	153007204	153007836	9.211861823178545
chrX	153211473	153211784	11.40542664481896
chrX	153284278	153285060	12.308990296195535
chrX	153367008	153367279	9.409650682963129
chrX	153452958	153453256	22.598448634947708
chrX	153453627	153454054	13.975871454636442
chrX	153497777	153498326	10.978526357744562
chrX	155175872	155176190	10.139545956497672
chrX	155193924	155194514	13.117042615049977
chrX	155201595	155202442	15.228575142384138
chrX	157474858	157475446	11.941417222120323
chrX	157487668	157488038	21.040334827835494
chrX	157489714	157490128	26.708593631136246
chrX	157492196	157492460	11.634416515176946
chrX	157597735	157598693	20.70171350875329
chrX	157612491	157612782	7.046007472624893
chrX	158042988	158043412	9.94595368628232
chrX	159254928	159255668	12.003330373764038
chrX	159255906	159256252	7.530962825510543
chrX	159371867	159372391	8.59182537148017
chrX	159507620	159508673	22.75382369875568
chrX	159510430	159510787	16.43173465408197
chrX	159532103	159533087	24.303312079208652
chrX	159987979	159989021	19.64650766588676
chrX	160096631	160097287	18.29907466580228
chrX	160113564	160114584	28.26785367680531
chrX	160135923	160136400	15.69898322043429
chrX	160137896	160138892	16.01504681962561
chrX	161961219	161961587	10.739817003840985
chrX	162158414	162158673	9.563106152081582
chrX	162159624	162160545	22.868566568977283
chrX	162216103	162216359	13.28417457640171
chrX	162220578	162220964	15.533920769864414
chrX	162235418	162235838	25.189442343938918
chrX	162448152	162448437	10.74648522494132
chrX	162637633	162637994	12.118813897764253
chrX	162643222	162644006	16.869495649727025
chrX	162759175	162760381	22.315734726477224
chrX	162829643	162830078	12.830114037963165
chrX	162831742	162832120	11.56222033374524
chrX	162845786	162846414	11.120829777353128
chrX	162871782	162872253	9.620080241225581
chrX	162901181	162902366	14.341328769796508
chrX	162915442	162915787	9.195665095508962
chrX	163908006	163908886	14.262245760722594
chrX	163958093	163959023	16.7229804905512
chrX	164042237	164042484	6.541452828689143
chrX	164076184	164076596	22.43147795408675
chrX	164419452	164420039	11.45944036292055
chrX	164980663	164980971	17.246423941153985
chrX	166479040	166480176	19.861320379754186
chrX	166509742	166510830	27.08529707175844
chrX	166527840	166528267	19.0296297587053
chrX	166539605	166540359	10.027913290246412
chrX	166932318	166932560	13.88120939908934
chrX	167049429	167050180	17.50534109301002
chrX	167052330	167052607	15.774112856345056
chrX	167066549	167067441	10.2523652603808
chrX	167157816	167158469	15.109386590136868
chrX	167159757	167160168	38.38769216143012
chrX	167210322	167210718	11.750929073853927
chrX	167229399	167230330	17.461019789493943
chrX	168595322	168595569	18.35763216983934
