chr	start	end	TSC_Tfap2c_ds
chr8	122830355	122830872	26.470212351653284
chr8	122834861	122835421	26.120220269475663
chr8	122848413	122848642	10.520095250492012
chr8	122853290	122853662	16.159350346493465
chr8	122870123	122871068	17.358818328695953
chr8	122876741	122877631	33.31374990270379
chr8	122878014	122878863	31.824899464529732
chr8	122894065	122894296	9.558364727796414
chr8	122906372	122907365	37.55589721426143
chr8	122923798	122924182	15.650098472833633
chr8	122926158	122926797	17.97645524969683
chr8	123041082	123043041	22.62959706505715
chr8	123064959	123066429	26.590338579164882
chr8	123100208	123101102	38.54929103680639
chr8	123101894	123102641	39.554990515651475
chr8	123106143	123106631	23.058393802799163
chr8	123116955	123117591	10.208768814614734
chr8	123202259	123202756	10.525915997848664
chr8	123212040	123213378	44.66022328945554
chr8	123224247	123225243	14.03034415206756
chr8	123234930	123235564	9.208250444394181
chr8	123235792	123236523	19.66160118009095
chr8	123253588	123254692	26.275997541088987
chr8	123278702	123278978	9.281103514242863
chr8	123318065	123319128	45.64833709415353
chr8	123319509	123319872	22.7028083118197
chr8	123331986	123333117	31.082604332374956
chr8	123361292	123361752	11.724253339352815
chr8	123372999	123374606	50.28242039398592
chr8	123404131	123404686	20.53671254338445
chr8	123406539	123407021	32.46974319244322
chr8	123422086	123422880	19.428651485395072
chr8	123442688	123443662	35.914397395367004
chr8	123446673	123446886	25.83313813903522
chr8	123453307	123454492	28.057492680288064
chr8	123477250	123478660	46.327112221548745
chr8	123514871	123515429	29.716316824745533
chr8	123518477	123519166	21.36859313289382
chr8	123536594	123537281	10.727734330439672
chr8	123628215	123628729	14.991282479772307
chr8	123643758	123644203	16.538357428218543
chr8	123648258	123648729	18.781595264523904
chr8	123653481	123653851	17.237841472110233
chr8	123654168	123654821	23.09485032839578
chr8	123668673	123669062	11.810094852986863
chr8	123682290	123682945	20.868242802510736
chr8	123687589	123688595	22.250160933014886
chr8	123692008	123692689	20.275369859827073
chr8	123715672	123716259	19.628515570086556
chr8	123717078	123718029	31.664244215571166
chr8	123722071	123722889	32.215860896122194
chr8	123729602	123729986	11.354728964467844
chr8	123736667	123737690	15.756933399659099
chr8	123739334	123739649	24.755186995248945
chr8	123753387	123755287	42.37099299998419
chr8	123761442	123761948	18.49342209359874
chr8	123767468	123767970	21.86553808607428
chr8	123788824	123789092	10.849036988927358
chr8	123805163	123806377	23.104604987375424
chr8	123835688	123836058	12.333851159585489
chr8	123849255	123849967	17.267878539106817
chr8	123858616	123860128	50.614724010386794
chr8	123866971	123867447	12.735511373071109
chr8	123884440	123884875	11.338920264408506
chr8	123948834	123950590	27.46454857451414
chr8	123957838	123958700	20.908242858479582
chr8	123982436	123983494	30.85723446898289
chr8	123993865	123994084	12.158408630928493
chr8	124007547	124007899	9.694693049246615
chr8	124014595	124014984	40.76211024924232
chr8	124020396	124021714	56.32241571799757
chr8	124149938	124150591	11.539898280892949
chr8	124230941	124232428	21.277899291904966
chr8	124256718	124257194	16.126067478115818
chr8	124368100	124368764	10.829353494816516
chr8	124398764	124399314	16.575758393027566
chr8	124404202	124404550	15.659317260501028
chr8	124404766	124405139	21.575459472615343
chr8	124416334	124416803	21.173650347093528
chr8	124433935	124434940	26.837052729592394
chr8	124487656	124488290	16.751051716247943
chr8	124520388	124521219	20.7135415002614
chr8	124573261	124573937	12.030930173467603
chr8	124643394	124644203	13.921302007951017
chr8	124662670	124663875	37.43614365747855
chr8	124677456	124677951	11.654889457394379
chr8	124721578	124722846	66.29215755522816
chr8	124739494	124739768	17.295486415389682
chr8	124750028	124752131	37.718206074039074
chr8	124757646	124758110	19.43007216371339
chr8	124758592	124758888	16.44574566145201
chr8	124792775	124793806	17.90453765325241
chr8	124794054	124794552	18.30325749217267
chr8	124827358	124827842	19.050617440672944
chr8	124862552	124863942	36.05286827910718
chr8	124897037	124898312	37.810850017772005
chr8	124948317	124948552	20.023921256369732
chr8	124949235	124950202	53.60625313381128
chr8	124954514	124955194	29.719951323901906
chr8	124960178	124961110	13.655615832160983
chr8	124991188	124991742	10.638589302985677
chr8	125012497	125013780	28.958824556132175
chr8	125034425	125035089	17.10374051547912
chr8	125054230	125054704	10.800307698390656
chr8	125116601	125117294	11.060728182524313
chr8	125128133	125128711	8.261300455740166
chr8	125183688	125184330	13.435094121831971
chr8	125242453	125242715	9.749931100670619
chr8	125285728	125286727	33.232721126354015
chr8	125292224	125292468	9.730025303168375
chr8	125320222	125321112	12.770366007022643
chr8	125337807	125338635	19.00906016400471
chr8	125341363	125342363	21.533811517715453
chr8	125343607	125344131	20.433323061193217
chr8	125391819	125392436	14.600402206810406
chr8	125406800	125407180	12.246597101813869
chr8	125431769	125432184	9.887587749527162
chr8	125461324	125462130	13.392012817392278
chr8	125493168	125493715	11.320259036703998
chr8	125513712	125514487	20.21102087697675
chr8	125515769	125516672	32.33905534754824
chr8	125521925	125523811	21.429798018865245
chr8	125531877	125532174	12.283113055759006
chr8	125560845	125561084	14.068003279394684
chr8	125568198	125569036	34.51158797826289
chr8	125569382	125570630	37.976366813366226
chr8	125617109	125617331	16.097984657631265
chr8	125619112	125619508	13.441053108735519
chr8	125619725	125620004	13.853253316708363
chr8	125624107	125624534	13.047600918128841
chr8	125699296	125700400	12.87810321001039
chr8	125718654	125719083	8.684600391588011
chr8	125734237	125734616	11.497321676138522
chr8	125870360	125871257	22.14876697480745
chr8	125897676	125898339	16.005995524594866
chr8	125909783	125911445	20.9387974653003
chr8	125950127	125950838	14.281262774675373
chr8	125957498	125958279	14.610751092204975
chr8	125974173	125974535	10.877752699246065
chr8	125994736	125995905	18.92189999377248
chr8	125999695	126000363	21.812084894694255
chr8	126008828	126009063	13.370206930282269
chr8	126023895	126024398	9.876651932657595
chr8	126059157	126060009	13.103240175985954
chr8	126083321	126083592	8.36936409447026
chr8	126093047	126094473	22.30960225122674
chr8	126138621	126139831	14.526397649906883
chr8	126200255	126200466	8.780736236210682
chr8	126297488	126297866	11.228441438977681
chr8	126298371	126299018	18.0971435033925
chr8	126413463	126413749	11.568840183578171
chr8	126421937	126422976	16.137620056673697
chr8	126474213	126475387	32.01667169574172
chr8	126482932	126483286	14.305494394679528
chr8	126497228	126498132	23.163424467618487
chr8	126523059	126523650	18.29718049528635
chr8	126531413	126531870	12.657491245728874
chr8	126538503	126540028	93.99987529817174
chr8	126545207	126545711	14.53401253715394
chr8	126550721	126551925	32.03598646309685
chr8	126556854	126558192	36.60359232094256
chr8	126582623	126584371	17.593145910691803
chr8	126593770	126595082	79.83081885518098
chr8	126600679	126601636	28.65311719282543
chr8	126684127	126684339	18.045767379256915
chr8	126684944	126686198	37.63035260281114
chr8	126723502	126723804	9.750672177763175
chr8	126733053	126733812	22.40484232644947
chr8	126759505	126760314	14.840076382876326
chr8	126767502	126768101	8.697947763242388
chr8	126805535	126805915	10.772398660057469
chr8	126826137	126827114	23.027521449687416
chr8	126827776	126828737	37.00875731238962
chr8	126838962	126840362	35.2663827078683
chr8	126849377	126850014	26.977298750046472
chr8	126852469	126853718	24.896196427204018
chr8	126902989	126904093	27.915089630562328
chr8	126919120	126919962	24.846979991840353
chr8	126920662	126921337	15.92303951545998
chr8	126929732	126929980	20.521302630824426
chr8	126931979	126932437	24.825343394383594
chr8	126945158	126946460	28.904370934915615
chr8	126970598	126971668	30.23636637179651
chr8	126986250	126987079	15.020673551662984
chr8	127063372	127065302	63.521942364908206
chr8	127125507	127126618	33.51540947561324
chr8	127134153	127134810	20.168357582034222
chr8	127139298	127139903	23.375202896181218
chr8	127551867	127552609	18.278539653736946
chr8	127671196	127671699	12.917880490570372
chr8	128357341	128357853	9.973104488104582
chr8	128358616	128358849	12.692148224990255
chr8	128359267	128359612	13.289384247600168
chr8	128520990	128521280	11.326360866941254
chr8	128546606	128546838	11.345205450880117
chr8	128661871	128662332	22.584362739596088
chr8	128666687	128666953	18.63130229218562
chr8	128667164	128667468	17.954582402580662
chr8	128685302	128686430	27.322115454267948
chr8	128941242	128941911	12.016302499357717
chr8	129233810	129234889	29.772945643576126
chr8	129263046	129264081	18.290524410395232
chr12	3109896	3110122	57.85481748327745
chr12	3169797	3170699	18.628661450684202
chr12	3235147	3236404	34.706594700081155
chr12	3309201	3310623	53.49148769351836
chr12	3349617	3350254	20.049148343983028
chr12	3352783	3353148	10.592207736185152
chr12	3359154	3359759	13.520524389093572
chr12	3364847	3365675	17.479710220714697
chr12	3377019	3377318	9.217894732752772
chr12	3392979	3393364	10.050472915946663
chr12	3400341	3401154	9.828126958375487
chr12	3425701	3425915	10.48876555166512
chr12	3426369	3427666	15.667329185268192
chr12	3549906	3550928	28.021146747230784
chr12	3563428	3563822	13.201318309996939
chr12	3571734	3573149	42.60729235457026
chr12	3663043	3663290	9.313130880656995
chr12	3718951	3719854	34.68314956905834
chr12	3780639	3781961	39.130627642961926
chr12	3791665	3792392	19.42698920773345
chr12	3806038	3808258	31.594879551158545
chr12	3823013	3823555	25.928903023695153
chr12	3876401	3876704	12.898467114262848
chr12	3877326	3877857	15.502501173432488
chr12	3891091	3892212	23.833757396259017
chr12	3959679	3960642	14.1042075092795
chr12	3981010	3981936	13.46198366012738
chr12	4038427	4039349	19.59207628243916
chr12	4077302	4077596	73.9897139477892
chr12	4082344	4082972	21.752390270779845
chr12	4132916	4133811	17.710617041987415
chr12	4159991	4160648	11.749139192078937
chr12	4188322	4189170	17.41354616970386
chr12	4233722	4234630	22.545553885892623
chr12	4358555	4358964	13.691309558150238
chr12	4417711	4418027	9.086925320232972
chr12	4476248	4476987	11.77590446833506
chr12	4477291	4477704	28.131052811555655
chr12	4495225	4495839	10.915465393749821
chr12	4548432	4549122	13.915917805657871
chr12	4592169	4593683	22.48424517557202
chr12	4720251	4720476	11.212361255221897
chr12	4768618	4769517	45.92551879543351
chr12	4816977	4818226	22.475091576099015
chr12	4818898	4819424	15.545966708614799
chr12	4841134	4842257	36.507015475394574
chr12	4843021	4843874	25.324250230196633
chr12	4856065	4856279	10.705853586999055
chr12	4906912	4908104	41.27720211016252
chr12	4911727	4912182	25.01663619659759
chr12	4916820	4918443	57.01148929349156
chr12	5108532	5109149	10.768500168860635
chr12	5119485	5120444	20.121297532997488
chr12	5182057	5182418	21.70223230007943
chr12	5373667	5374768	17.989303688478945
chr12	5375180	5376264	27.855871798807403
chr12	5386471	5386811	10.138128199296839
chr12	5417379	5417858	12.171989427976667
chr12	7777648	7778197	9.124758640056534
chr12	8071502	8072029	10.430744145807777
chr12	8188550	8189328	15.161633300290928
chr12	8207791	8208596	18.624775564300347
chr12	8243579	8243812	11.965021722818138
chr12	8255656	8256333	16.346640178688872
chr12	8257203	8257597	15.054525014712725
chr12	8284885	8285635	15.219038677215575
chr12	8301221	8302371	17.568323992024297
chr12	8306719	8307035	12.42317078385172
chr12	8313162	8313788	18.383823726885616
chr12	8319963	8320361	11.317838633479784
chr12	8326780	8327251	15.291234739267143
chr12	8338115	8338594	11.01616765860476
chr12	8351614	8351827	11.879984918334674
chr12	8379309	8380370	17.25818065334108
chr12	8386232	8387250	22.157002932430483
chr12	8410921	8411246	12.225460812495305
chr12	8418760	8419474	12.636012180178772
chr12	8499273	8500650	35.53037558384537
chr12	8521397	8521817	14.380223898660569
chr12	8523942	8525075	18.52798364694836
chr12	8547236	8547905	12.032639326714257
chr12	8620014	8620340	9.720186485103303
chr12	8633516	8633764	13.125532650178478
chr12	8638635	8638849	24.07283779839489
chr12	8640522	8641487	35.477995620490354
chr12	8674030	8675089	33.49417288602805
chr12	8726654	8726949	8.579591892533383
chr12	8758898	8759251	13.525436531045282
chr12	8770837	8773152	38.25342900963356
chr12	8807131	8808116	12.76548570836256
chr12	8860297	8861294	19.794573727916692
chr12	8862013	8862566	17.971238477751747
chr12	8868795	8869135	13.020261091344496
chr12	8888805	8889175	10.568710829760578
chr12	8896877	8897669	29.79069181283315
chr12	8900999	8901527	24.18497170823993
chr12	8921235	8922791	40.99954496435151
chr12	8941095	8941829	14.931281791395973
chr12	8947413	8948485	16.0446228607377
chr12	8969738	8969972	11.442073915758703
chr12	8973768	8974276	13.670773064996315
chr12	9029947	9030677	25.659195195812067
chr12	9066132	9067063	16.593725512798567
chr12	9580877	9581463	11.350289448943155
chr12	9584727	9585243	15.67459351702254
chr12	10390741	10391680	31.60326387224614
chr12	10422249	10422852	10.144791924142917
chr12	11149450	11150786	12.29077965467276
chr12	11230357	11230832	14.506627558657998
chr12	11265362	11267006	38.996748430015394
chr12	11437869	11438322	10.263421584965114
chr12	11455586	11456417	13.844758422796478
chr12	12176454	12176835	12.362197897252761
chr12	12261121	12262615	30.283742820402704
chr12	12274162	12274613	17.977310753714484
chr12	12275970	12276472	17.832981240701866
chr12	12291743	12292133	12.514127787565574
chr12	12323346	12324156	19.67169378068712
chr12	12420607	12421212	12.133872416787897
chr12	12580285	12581520	24.454430819522997
chr12	12787897	12789206	31.01524352735923
chr12	12941443	12943279	26.14166608950751
chr12	12982888	12983396	22.42063335170896
chr12	12986512	12987715	24.098641179941737
chr12	12994124	12995276	34.09499356895685
chr12	13120422	13121063	11.37822119345345
chr12	13212361	13212616	10.510514745525285
chr12	13212981	13213312	11.591058353643042
chr12	13248734	13249604	18.896733953760958
chr12	13269132	13269543	13.998337279271036
chr12	14152154	14152552	8.949077005961433
chr12	15566410	15566713	8.603787875411534
chr12	15707354	15707608	9.671851743863323
chr12	15764678	15764966	9.421947734223473
chr12	15800550	15801768	34.86302903837758
chr12	15815672	15817438	24.460158565337466
chr12	16150988	16152111	27.99905635327605
chr12	16210286	16211235	15.714598990340882
chr12	16568308	16568924	17.012511683748915
chr12	16578169	16578407	9.079753424940991
chr12	16589410	16590101	16.088228501735305
chr12	16591205	16591961	18.16921968308706
chr12	16642199	16642530	8.822080701499548
chr12	16653517	16653968	9.047431197240453
chr12	16723567	16724070	11.931300999393047
chr12	16800373	16801036	16.841850798593928
chr12	16810537	16811806	23.664001786492772
chr12	16840232	16841602	29.627492028953384
chr12	16850508	16851486	27.43210083234042
chr12	16856307	16856549	12.543078391019963
chr12	16859842	16860249	10.64323157233161
chr12	16870280	16871193	21.74745353915997
chr12	16893747	16895471	99.1255236783454
chr12	16908173	16908443	13.772543765880444
chr12	16999440	17000364	28.76082993792249
chr12	17011343	17012200	10.99181795064599
chr12	17035471	17037243	34.117110539691524
chr12	17044368	17044685	24.01799091555719
chr12	17087206	17087936	15.039300150414036
chr12	17090175	17090535	12.23620625336965
chr12	17142757	17143939	25.574531262296105
chr12	17165843	17166135	8.941002633473644
chr12	17176075	17176931	17.23930799181216
chr12	17180826	17181278	15.464853459754876
chr12	17222015	17222273	14.88340313490047
chr12	17253249	17253488	13.807310615124562
chr12	17266103	17266978	20.297801177978517
chr12	17324307	17325018	21.845815752461323
chr12	17339330	17339988	18.71324831808954
chr12	17347754	17348763	49.03059559605639
chr12	17390341	17391044	14.902459578697238
chr12	17420329	17420549	10.972851159355857
chr12	17468587	17469092	14.25521853843538
chr12	17509905	17510862	40.67619542368029
chr12	17544042	17545261	52.92548836636876
chr12	17552935	17553529	14.504193860673745
chr12	17554378	17554682	14.619663658894991
chr12	17556980	17557343	15.625026613555992
chr12	17565376	17565834	10.782624509136749
chr12	17578490	17579254	15.866521580681127
chr12	17593731	17594428	15.406331007586662
chr12	17622313	17623077	21.780344035612973
chr12	17689991	17691163	55.5879496136623
chr12	17691837	17692216	19.168919117909937
chr12	17711708	17712160	10.54487815472932
chr12	17749578	17749916	10.296743872603015
chr12	17762012	17763025	27.232610721343363
chr12	17772668	17772909	11.61545182857276
chr12	17778119	17778358	8.986878299314109
chr12	17881366	17882682	35.077154229114846
chr12	17891550	17892282	12.560474833504099
chr12	17992002	17993672	13.498263593381147
chr12	18135988	18136453	5.665102711544242
chr12	18386848	18388207	21.628737877711732
chr12	18514049	18515471	22.94309650560639
chr12	18523597	18524962	18.908727978437376
chr12	18609670	18610891	16.331879672801076
chr12	18798667	18798937	11.361732673645019
chr12	19125764	19126090	7.589383498291297
chr12	19175422	19176660	39.96156638504423
chr12	19192598	19193356	20.703957928831155
chr12	19288048	19289730	39.96095853264897
chr12	19291946	19292550	22.59049415588379
chr12	19387724	19388421	16.76364087716408
chr12	19606337	19607248	17.653926985454873
chr12	19703575	19704650	13.167551949966786
chr12	19874983	19876212	12.805432856228412
chr12	19881800	19883012	18.99235722255392
chr12	19908794	19909021	8.474817448250523
chr12	19927670	19928390	9.469390047921074
chr12	19953782	19955279	23.95128792289423
chr12	20071990	20072216	8.630820502222111
chr12	20196235	20197121	16.749963968117672
chr12	20234917	20235269	12.032973966815256
chr12	20264775	20265233	18.012813353642628
chr12	20293242	20293490	12.583403602723152
chr12	20311776	20313050	31.123445466698808
chr12	20415163	20416271	11.358251360349277
chr12	20614878	20615637	20.41241307817743
chr12	20727577	20728069	13.062288280425033
chr12	20814987	20816342	40.4363358472986
chr12	20905846	20906182	14.748168837456475
chr12	20914467	20915672	24.523994942819428
chr12	20920436	20922010	35.47060574297681
chr12	20947172	20947391	10.910632329444363
chr12	20990048	20990945	13.102699377066315
chr12	21076933	21077847	12.641337342543988
chr12	21091905	21092231	8.893679923075108
chr12	21110828	21112424	35.847342603487476
chr12	21133938	21134947	23.114036900319004
chr12	21135610	21136585	27.200354923346104
chr12	21139858	21140196	18.101764140044445
chr12	21144569	21145250	13.14238794329583
chr12	21166329	21167428	20.741269730350123
chr12	21226276	21227938	23.406070709515422
chr12	21285432	21286668	17.76531372949915
chr12	21315842	21317059	36.93409326924784
chr12	21373267	21374161	26.14049934540819
chr12	21375781	21376266	16.252764497344028
chr12	21417134	21418088	43.21536414228395
chr12	21424211	21424748	10.166262534299598
chr12	21430282	21430493	10.251966232372121
chr12	21431846	21432131	12.305534279137326
chr12	21445241	21445537	11.163236679257574
chr12	21518797	21519766	14.650831162991047
chr12	21528451	21529017	12.948699521512951
chr12	21778145	21779468	13.202641044524432
chr12	21783955	21785119	26.147497931706535
chr12	21890279	21890555	8.726650251858477
chr12	21898468	21899758	36.56664389972539
chr12	22030889	22031134	12.608114884824168
chr12	22745250	22746137	19.52842772934321
chr12	22905963	22907017	28.444942891484647
chr12	23001505	23002254	13.796778218290994
chr12	23009771	23010907	32.935629599530934
chr12	23189077	23189326	11.758069160951669
chr12	23634569	23634841	15.64038851331262
chr12	23790569	23790827	8.299632582553597
chr12	23800441	23801466	17.767272585426888
chr12	24087322	24087597	22.17123276797208
chr12	24096647	24097860	19.22045036160248
chr12	24252019	24252698	23.175587756644294
chr12	24470819	24471856	15.377663235310303
chr12	24498199	24499042	20.003118900783264
chr12	24571512	24572805	66.23070646641519
chr12	24600595	24601372	19.62863809322912
chr12	24620944	24621183	14.918665666460493
chr12	24623381	24624383	23.954580847612636
chr12	24632289	24632909	20.660576585031325
chr12	24650728	24652345	74.0011896795156
chr12	24675343	24675873	13.429168206340862
chr12	24680496	24681163	19.947104429733987
chr12	24697050	24697711	12.081534123096091
chr12	24707000	24708669	68.12439725356931
chr12	24716394	24717502	23.635441177588508
chr12	24723613	24724516	13.50890788947493
chr12	24783516	24784643	29.13580029816784
chr12	24830778	24832021	48.632349178470726
chr12	24844090	24844906	13.042370353259292
chr12	24859111	24859876	21.899045084037034
chr12	24928491	24928846	11.378602097739636
chr12	24962414	24963290	18.6169426179912
chr12	24974520	24975853	36.94588652680176
chr12	25020564	25020900	12.669396512565159
chr12	25054957	25055392	12.962171892188062
chr12	25092506	25093211	46.76821127817141
chr12	25096257	25096928	57.39946054666124
chr12	25098619	25099471	36.353837449785686
chr12	25108332	25109466	49.76311437583264
chr12	25114366	25115566	41.53625210126241
chr12	25124394	25125091	16.65465351840858
chr12	25143412	25143638	36.8448084012597
chr12	25144344	25145796	60.071191496100305
chr12	25163889	25164152	9.527900634156433
chr12	25169413	25169703	15.743826672126508
chr12	25231581	25232085	15.327772810345603
chr12	25273052	25273442	9.946843695029234
chr12	25387364	25388555	24.792525558087327
chr12	26329214	26329890	13.252531562683851
chr12	26414818	26415597	15.142873619579076
chr12	26469008	26470201	21.940434859564398
chr12	27309853	27310244	10.391064582883244
chr12	27311484	27312477	19.376758564875086
chr12	27339255	27339647	17.67019934556922
chr12	27341702	27343389	16.315541084104826
chr12	27490168	27491078	13.745524223034199
chr12	27502818	27503679	16.300051767790084
chr12	27538026	27538499	10.567793567891353
chr12	28378224	28378587	8.69930503782162
chr12	28560193	28560486	10.97350598032564
chr12	28579016	28579232	18.177173199477018
chr12	28589270	28590036	21.926825641652
chr12	28626844	28627343	11.925076135891473
chr12	28635131	28636452	21.97165160572592
chr12	28649359	28650150	16.925836748781457
chr12	28674723	28675887	15.599574518367596
chr12	28703986	28704875	25.190168377519058
chr12	28727050	28727922	14.487426275507026
chr12	28750103	28750971	20.208995906988047
chr12	28751309	28752226	14.08043653182401
chr12	28797915	28798184	10.026487442640567
chr12	28804805	28805870	18.497333369904283
chr12	28830987	28831496	13.58593494625129
chr12	29076681	29077014	10.684411575844338
chr12	29096435	29096644	8.17702237726969
chr12	29178040	29178441	15.045232706236423
chr12	29748943	29749666	13.035831717864442
chr12	29772109	29772525	11.26166901909388
chr12	29937822	29938464	13.207802276373652
chr12	29938682	29938898	12.031245960129631
chr12	30373054	30373308	12.124782990282915
chr12	30584234	30584835	12.132782109366875
chr12	30911629	30912175	19.51892211585691
chr12	31073645	31074331	14.69894392844887
chr12	31116400	31116715	9.317032889714318
chr12	31175218	31175536	13.570431373404256
chr12	31236947	31237397	20.457201493581135
chr12	31264584	31265809	42.87645749461894
chr12	31270768	31272177	51.75585125692353
chr12	31310243	31310843	11.161964750289917
chr12	31316267	31317316	13.242796543783182
chr12	31350615	31351754	18.893899314753103
chr12	31375041	31375700	10.15433771331683
chr12	31499151	31500566	42.63781253895574
chr12	31559011	31559873	9.562373146933359
chr12	31634091	31635443	17.0172117736918
chr12	31644429	31644876	12.922310080304241
chr12	31654368	31655342	19.838916013862562
chr12	31726680	31726932	15.740935484568277
chr12	31949045	31950881	64.33558939273222
chr12	31964360	31964848	13.826750202257125
chr12	31973537	31973766	11.88046944714009
chr12	32060605	32061846	50.38289232430777
chr12	32111459	32111984	15.475636395045688
chr12	32113361	32113769	8.887808393029605
chr12	32292047	32292283	16.717783341973515
chr12	32378677	32379940	47.152567276762106
chr12	32497046	32497262	5.938453294612743
chr12	32819619	32821283	53.946714381494466
chr12	32826780	32827192	12.944270779785601
chr12	32926657	32926923	13.379706515405411
chr12	32953613	32954846	45.366833922733456
chr12	33027026	33027843	25.644072924862584
chr12	33028071	33028418	13.35296803730022
chr12	33040559	33040782	15.395945720073888
chr12	33057530	33057957	11.31073790244252
chr12	33146952	33148213	21.731162669448793
chr12	33157645	33158802	23.02462588864972
chr12	33159022	33159317	14.096753285294872
chr12	33173821	33174418	21.08486547741658
chr12	33175792	33176728	30.077815930048626
chr12	33181539	33182561	28.52809977018203
chr12	33217148	33217779	14.394258378235927
chr12	33235075	33235854	10.334956297060339
chr12	33255485	33255926	13.018806598083772
chr12	33285546	33286200	14.941819377630859
chr12	33302734	33303533	16.115457249523253
chr12	33322785	33323039	9.09305703921581
chr12	33333867	33334303	8.904925781105636
chr12	33379635	33380368	15.858304825193397
chr12	33394711	33395244	9.54632498846716
chr12	33429223	33430191	17.97451391200389
chr12	33955971	33956206	12.823663395009142
chr12	33957263	33958291	16.700527914767136
chr12	33963760	33963969	9.097491948798513
chr12	34902234	34902449	11.200032478155093
chr12	34907069	34907783	24.459872873557384
chr12	35046769	35048124	28.094047699819193
chr12	35534402	35535295	26.303191791589956
chr12	35642840	35643079	8.575258422596185
chr12	36041889	36042557	13.50288167256795
chr12	36081540	36082252	16.343691626291598
chr12	36156535	36157830	17.38133396973481
chr12	36165163	36165883	18.387690819634333
chr12	36381227	36382529	56.9129693570408
chr12	36425777	36427207	25.1212575445642
chr12	36476288	36476910	9.843689095935638
chr12	38778332	38779226	18.739125959025134
chr12	40037194	40038641	91.81433937478741
chr12	40222294	40223953	37.17752005811051
chr12	40244190	40244540	11.024285302843367
chr12	40257164	40257628	9.742127184210153
chr12	40445362	40446617	36.9819818945045
chr12	40459277	40459865	11.299593203732757
chr12	40788207	40788445	7.940760862927477
chr12	40788702	40789004	9.506356030899957
chr12	40814042	40814311	9.10611821993576
chr12	40887737	40888833	23.523720685582962
chr12	40899330	40899560	13.841465079266092
chr12	40917258	40918232	10.72690391516049
chr12	41023695	41024450	13.279584562541633
chr12	41084037	41084755	12.043443881701625
chr12	41729677	41730493	15.175567862742087
chr12	42364960	42365342	14.754867787136458
chr12	43204545	43205080	15.067874124116987
chr12	43211650	43211976	19.81755462014602
chr12	43212214	43212565	20.025409388745953
chr12	43920432	43920915	13.610060745144482
chr12	43982241	43983345	20.867145680862926
chr12	44209284	44210775	22.67053655551473
chr12	44268757	44270047	46.29148844637612
chr12	44280176	44280650	8.683369017854522
chr12	44328654	44329438	13.992269298251795
chr12	44581135	44581566	16.487180424400382
chr12	44728402	44729293	11.743331545798734
chr12	45073901	45075097	15.330250775136278
chr12	45080307	45080881	10.373587305122136
chr12	46025384	46025965	13.167512885469577
chr12	46455585	46456594	10.478860102748966
chr12	46635285	46635587	11.694281129647564
chr12	46818614	46819143	11.221943964354256
chr12	46819515	46820221	13.530092939101266
chr12	49383122	49384093	26.48445980237024
chr12	49384960	49385589	14.479988149694494
chr12	49391649	49391898	12.80942508973271
chr12	49401188	49401754	9.76801431726651
chr12	50648334	50649467	20.384151297970778
chr12	50982693	50983646	11.767306970274086
chr12	50999584	51000053	11.481786988183126
chr12	51012225	51013417	19.519639100004362
chr12	51347745	51348897	28.399136362804306
chr12	51377131	51377782	9.430364453847508
chr12	51554788	51555238	15.242097881105211
chr12	51593096	51593377	16.244185074368406
chr12	51616619	51617289	9.739653388066078
chr12	51690765	51692442	60.17588038278509
chr12	51721061	51722499	15.093797418769444
chr12	51741734	51742151	12.204521874443804
chr12	51785076	51785287	13.722829452623124
chr12	51828651	51830164	44.163427966837055
chr12	51844306	51845314	19.780257975298262
chr12	51858403	51859178	13.886085625925372
chr12	51865394	51865805	15.296174499530283
chr12	51866050	51866405	26.287301399338414
chr12	51869831	51870916	18.27826663953368
chr12	51947318	51947541	10.815407603310897
chr12	51970451	51971854	27.671617163306717
chr12	52006028	52006767	14.372464840725085
chr12	52097770	52098297	14.706520239813731
chr12	52196278	52196587	10.037415575441033
chr12	52231385	52232664	21.50566681406291
chr12	52379940	52380534	22.81623173723317
chr12	52381328	52381965	26.3809880057534
chr12	52382602	52383585	22.119717403927993
chr12	52475980	52476470	11.917682820436905
chr12	52503182	52504649	37.06975798681632
chr12	52602764	52603527	25.093090582331385
chr12	52603856	52604522	27.13280941272999
chr12	52749636	52750577	21.998251629179773
chr12	52923521	52923733	7.563764781322119
chr12	53252717	53253964	20.913196785505427
chr12	53983758	53984128	12.147723277839454
chr12	54112918	54113275	8.612824016592416
chr12	54164232	54164847	8.8715570042773
chr12	54203407	54203893	15.576105072665117
chr12	54233172	54233437	14.488187987849397
chr12	54312889	54313814	22.58142465024381
chr12	54348398	54349277	10.900126257582873
chr12	54354171	54354411	10.08346773783366
chr12	54414016	54414830	14.575014120237833
chr12	54545940	54546344	9.50069530175464
chr12	54620222	54621326	23.385431327681612
chr12	54655718	54656943	64.43203249717246
chr12	54671277	54671517	18.24953595797221
chr12	54695156	54696456	59.59107946102436
chr12	54795270	54796400	19.820159734877866
chr12	54807789	54808013	8.002752844776426
chr12	54834654	54835316	11.70085468393078
chr12	54862156	54863375	55.929841444470824
chr12	54879632	54879922	12.932016948173786
chr12	54984727	54985067	14.936324153226964
chr12	54985623	54986605	24.01390736943107
chr12	54993259	54994166	28.315306754990214
chr12	54995793	54996032	13.901070347390913
chr12	55026800	55027527	10.278064589388924
chr12	55079984	55080514	25.266180511690536
chr12	55302193	55303460	40.2671991286545
