chr	start	end	EPI_E65_Tfap2c_ds
chr3	88336351	88336813	10.651801402434643
chr3	88458682	88458919	8.796744515624228
chr3	88492777	88493367	11.88283190646414
chr3	88502909	88503277	9.361141353845596
chr3	88509707	88510123	23.1349451312652
chr3	88531661	88532202	16.625267633448686
chr3	88552831	88553805	14.14184760264058
chr3	88607364	88607728	11.243845308219994
chr3	88685333	88685588	14.371256553425509
chr3	88950688	88951177	10.368110930749
chr3	89177286	89177809	13.435351200359046
chr3	89196204	89196645	12.137171971284342
chr3	89251409	89251643	10.268203606972328
chr3	89279451	89279878	13.180073025634194
chr3	89349591	89350135	9.903303802889937
chr3	89378421	89379067	17.378225118383167
chr3	89393840	89395312	23.525500768552657
chr3	89418033	89418323	15.705745016295335
chr3	89418565	89418949	22.015206029017765
chr3	89430437	89430816	12.437739623882525
chr3	89436395	89437073	11.09658800817169
chr3	89772862	89773264	14.332099767466683
chr3	90231569	90232004	16.158309642747902
chr3	90247840	90248392	16.66838254444841
chr3	90254883	90255218	11.29419425281126
chr3	90265237	90265516	15.836304469775127
chr3	90292604	90292851	18.287603575208408
chr3	90464973	90465317	15.543743119683377
chr3	90465958	90466661	19.834645643003636
chr3	90476186	90476434	15.020990590895376
chr3	90613741	90614392	11.913677362069922
chr3	93443693	93443946	17.85174713210155
chr3	93444392	93444696	21.241289703469526
chr3	93447315	93447802	15.146282393829534
chr3	94310038	94310448	11.820540535159227
chr3	94372907	94373447	15.422984054353503
chr3	94649255	94649629	9.4355238682446
chr3	94837415	94837685	11.856051904183847
chr3	95015739	95016232	18.32028164196208
chr3	95160088	95160653	13.663378735770166
chr3	95174173	95174680	12.669699659479205
chr3	95217449	95217692	13.092616983892496
chr3	95310986	95311337	16.22654773027469
chr3	95317655	95317900	16.47144909294284
chr3	95624605	95625313	22.257201624455426
chr3	95819488	95819813	17.543119236872748
chr3	96058047	96058393	9.942181596866233
chr3	96172199	96172498	12.241832458853322
chr3	96197220	96197643	12.590489748240081
chr3	96278192	96278560	14.503331339877585
chr3	96328776	96329017	22.060184486674075
chr3	96487990	96488259	12.609688539044122
chr3	96593924	96594184	17.16978574165931
chr3	96696442	96697636	13.593273248305072
chr3	97158361	97159087	12.398559806103878
chr3	97227853	97228147	12.394384465250027
chr3	97609998	97610259	12.41532831082399
chr3	99141038	99141537	14.62141378704675
chr3	99235638	99235883	34.86158233953982
chr3	99240744	99241933	49.8771509534677
chr3	99256700	99257093	45.840335273257345
chr3	100489450	100489733	11.758490906166104
chr3	100922058	100922412	17.131963414660955
chr3	100969372	100969616	8.501914714203506
chr3	102011586	102013160	15.879771084947764
chr3	103171753	103172036	12.294193496973692
chr3	103278801	103279200	12.366466592726551
chr3	103383471	103383723	9.292384946157062
chr3	103913876	103914355	13.51391236617819
chr3	104220593	104221084	15.225052643210727
chr3	104511942	104512383	14.004429741511268
chr3	104541587	104541907	15.838685861229896
chr3	105052706	105053002	22.078837832889043
chr3	105451027	105451362	12.186279097599769
chr3	106721704	106722252	11.747673311372743
chr3	107333378	107333804	14.766385262001288
chr3	107356812	107357056	9.603762698955224
chr3	107581541	107581888	23.50612537592907
chr3	107582475	107583865	27.996656870670456
chr3	107595589	107596794	25.733183859987378
chr3	107597260	107598125	29.448275362136048
chr3	108210182	108210913	21.12123046854126
chr3	108256855	108257432	13.022902573002067
chr3	108369581	108369835	10.40221623923835
chr3	108389540	108389782	13.194035746834494
chr3	108401918	108402164	9.215329930065124
chr3	108433655	108433988	12.644301013545588
chr3	108458756	108459007	12.099564677690605
chr3	108554245	108554787	11.687545856426564
chr3	108562156	108562400	13.617810007001532
chr3	108591333	108591570	14.46413097301113
chr3	108840334	108840616	13.368526766486202
chr3	108911683	108912003	11.092507657408714
chr3	115604820	115605085	9.579436788019144
chr3	115714633	115715014	11.902979845762879
chr3	116007318	116007673	15.38160919135725
chr3	116251845	116252283	9.527229805515237
chr3	116423690	116424436	9.950600895741031
chr3	116594548	116594852	15.592379435112601
chr3	116807908	116808244	14.548844377199808
chr3	121291408	121292064	16.360986961097254
chr3	122433031	122433355	9.40540885925293
chr3	122620466	122620723	11.744931525293492
chr3	122924109	122924474	11.322124907088606
chr3	126596498	126596804	13.6940414921131
chr3	127552991	127553347	23.3607102029779
chr3	127627593	127628880	32.52878755659861
chr3	127632367	127632707	36.06612454582663
chr3	127639975	127640324	26.851285136531622
chr3	129203650	129204267	44.39514571302714
chr3	129207073	129207370	43.083565760140466
chr3	129213932	129214268	48.728269236428396
chr3	129220910	129221421	39.363623751586196
chr3	130730623	130730890	13.459844542799818
chr3	131564694	131565098	14.084319848825436
chr3	132085714	132086023	11.681540797829243
chr3	135438187	135438640	14.035547412257584
chr3	138143462	138143717	13.030379957311293
chr3	138442717	138442998	14.460212534432733
chr3	138644372	138644715	13.17874821699048
chr3	142882161	142882685	13.762510565401033
chr3	144332576	144332843	12.896127850821848
chr3	144381293	144381612	8.574980978681749
chr3	145118526	145118785	13.713481984083257
chr3	145684752	145685066	12.796339773068762
chr3	145950223	145950533	17.94516671396071
chr3	146117585	146117820	7.286650819981352
chr3	146327809	146328327	11.81953307560512
chr3	147181624	147182039	11.789821792510619
chr3	148986773	148987012	11.2261940545118
chr3	153724782	153725136	10.26899081569607
chr3	154329839	154330669	42.08500717576728
chr3	154596722	154597082	16.1056560198466
chr3	158561698	158562062	11.666336759106143
chrX	7679953	7680199	11.163922782835922
chrX	7789723	7789962	12.538204029514201
chrX	7841348	7841644	13.57083461091325
chrX	7947534	7948024	12.472662988000987
chrX	8206250	8206490	10.509121676286062
chrX	12288355	12288621	14.925058232214218
chrX	13070863	13071329	16.78144695011843
chrX	13280551	13280916	11.452100518631608
chrX	13347141	13347482	12.544382154067591
chrX	17571833	17572247	13.185596037602078
chrX	20687580	20688023	8.592462508457778
chrX	37110040	37110277	13.338945602062886
chrX	38564657	38564960	10.92655870544635
chrX	48072182	48072479	10.506476957789976
chrX	48284862	48285402	15.316939330984045
chrX	48410020	48410289	15.642494889440146
chrX	48462831	48463109	10.228034348796598
chrX	49288001	49288237	11.36428969189272
chrX	58015726	58016049	13.30590632825444
chrX	71663169	71663445	13.732259121494018
chrX	73786547	73786936	10.86751231313671
chrX	75874700	75874935	10.709514922284065
chrX	76598903	76599180	33.24990226516655
chrX	77510560	77510948	11.626379287119994
chrX	94366403	94366882	12.590593166789331
chrX	95968396	95968706	11.459141288265105
chrX	97494501	97494794	5.630201053293899
chrX	101222280	101222560	9.28049281665257
chrX	101273704	101273941	9.431818434960732
chrX	102251796	102252076	14.948106125422887
chrX	105764709	105765109	11.176691200733185
chrX	106026653	106027020	10.924592405314018
chrX	112370776	112371320	23.211975364562342
chrX	137037840	137038262	11.50121059575917
chrX	137098436	137098692	15.606055874377489
chrX	137118131	137118469	21.813549995422363
chrX	137123294	137123669	18.47897747039795
chrX	150813371	150813625	10.047979189654974
chrX	159255234	159255501	12.859369488691122
chrX	164076235	164076503	11.091934631119914
chrX	167207229	167207525	16.19801907281618
chr17	3010344	3010579	10.203620650920461
chr17	3029824	3030061	13.207764623537345
chr17	3081582	3082406	16.91078280708165
chr17	3557415	3557814	14.240310248276943
chr17	5189928	5190212	9.174742913581955
chr17	6079440	6080049	12.001916111787944
chr17	8283197	8284170	15.7806179658237
chr17	8388735	8389889	16.454668339245035
chr17	8433589	8434040	30.56071484009601
chr17	8434285	8434866	29.561853605785796
chr17	8799313	8800457	28.615010783388897
chr17	8801122	8801533	27.67162028774438
chr17	12960410	12960762	19.18133672800931
chr17	12992416	12992866	10.726201286315918
chr17	13668439	13668726	14.159800662396261
chr17	15208035	15208584	13.188457699204186
chr17	15247970	15248251	13.573302272375793
chr17	15376186	15376655	13.962522736490408
chr17	15396030	15396407	14.168662197710033
chr17	17624503	17625092	16.56014593024003
chr17	17837568	17838296	12.097071346345839
chr17	20945149	20945757	12.08624194013445
chr17	22876271	22876615	11.506018008603606
chr17	22877621	22878008	7.275399378873889
chr17	23293651	23294359	18.177952858014294
chr17	23328926	23329978	20.603634067361345
chr17	23330397	23330983	17.673232779974825
chr17	23432764	23433028	14.767511584542014
chr17	23433358	23434055	13.174965654589354
chr17	23511460	23511862	17.727567485315884
chr17	23513016	23513299	19.664944847565238
chr17	23518979	23519684	20.710488740095855
chr17	23592427	23592785	15.111047827331713
chr17	23600962	23601370	14.570424869948743
chr17	23673565	23673837	16.83932821890887
chr17	23695708	23696035	12.08917036260669
chr17	23726382	23726707	11.039330071669358
chr17	23771354	23771606	11.96282218373011
chr17	23802730	23803327	13.0525008909267
chr17	24152083	24152319	13.314576595516527
chr17	24350976	24351403	12.146867142348993
chr17	24351969	24352506	14.53930795481307
chr17	24426699	24427025	12.340381432164666
chr17	24454828	24455685	10.573961639070456
chr17	24478805	24479255	19.062604406144885
chr17	24549842	24550522	14.237339831801021
chr17	24632393	24632654	14.832783604033605
chr17	24707743	24708098	10.69783239767585
chr17	24804037	24804564	9.18176263921401
chr17	24849914	24850617	15.987023258616201
chr17	24874420	24874809	9.50346795697445
chr17	24886653	24886894	13.029284730491796
chr17	25221947	25222213	17.15355326358537
chr17	25273637	25274307	22.01377474514406
chr17	25433931	25434330	13.875377879704448
chr17	25570890	25571284	16.149771707312105
chr17	25579203	25579457	13.663504510413944
chr17	25808668	25808951	11.263245518552962
chr17	25832762	25833412	18.45258620628944
chr17	25919662	25920576	20.397688659066965
chr17	25985235	25986162	12.069802148442438
chr17	26011922	26012278	19.21551661544971
chr17	26090178	26090534	15.62333101904794
chr17	26243839	26244252	18.377772021813197
chr17	26466745	26467083	11.190727146419547
chr17	26508670	26509337	18.104909835369334
chr17	26548996	26549365	15.072926094861534
chr17	26676388	26676803	11.846320634864899
chr17	26715882	26716707	17.698051323168205
chr17	26781053	26781317	10.497747486287897
chr17	26837842	26838547	33.262548454771654
chr17	26839378	26839668	32.1937939347892
chr17	26848287	26848651	44.594921028221044
chr17	26856075	26856654	21.063826572503864
chr17	26932965	26933257	13.448562795168733
chr17	26939288	26939981	16.60645882907884
chr17	27512435	27512677	12.65769342548591
chr17	27555564	27556532	19.38542605924212
chr17	27564970	27565586	11.87970621245248
chr17	27708060	27708364	16.26507584672225
chr17	27768997	27769320	11.112753747048393
chr17	28232790	28233270	14.519631336132685
chr17	28245169	28245402	8.86116524315699
chr17	28350839	28351325	16.80675071747705
chr17	28375510	28375798	11.385826645625961
chr17	28486206	28486571	13.11800165307032
chr17	28522986	28523273	16.930183001926967
chr17	28690959	28691239	13.45233700616019
chr17	28880017	28880296	11.149135955345674
chr17	29007616	29008217	16.53437588417193
chr17	29263962	29264329	16.428505777987862
chr17	29451177	29451814	17.53387133929194
chr17	29549616	29549945	10.762560431355764
chr17	29660427	29660876	9.86831569034432
chr17	29887190	29887619	16.146589934964837
chr17	29963798	29964146	15.712963682481613
chr17	30004351	30004986	19.290384167949046
chr17	30576027	30576724	13.222693533603225
chr17	30612196	30612581	9.748099770484032
chr17	30874553	30874902	13.45376421592297
chr17	31057283	31057825	12.970403363343975
chr17	31247352	31247737	16.738330994643174
chr17	31254252	31255010	18.161633339280502
chr17	31276833	31277110	15.480148194929322
chr17	31296779	31297188	18.65751231037317
chr17	32162277	32162642	15.614608610492864
chr17	32165700	32166340	14.826384015381336
chr17	32320816	32321649	14.671764737847043
chr17	32388956	32389507	18.94728983032725
chr17	32891379	32891692	12.025306668144445
chr17	33628918	33629388	15.661663471384252
chr17	33759977	33760640	14.969255204294242
chr17	33817860	33818130	10.745170487297905
chr17	33908749	33909698	14.968360825509492
chr17	33916143	33916470	18.488148193476032
chr17	33929564	33929839	18.458212699890137
chr17	33951197	33951620	19.281511856872704
chr17	33968787	33969061	10.54056266450534
chr17	33996185	33996441	15.407947137951851
chr17	34121761	34122612	21.394434853810402
chr17	34187264	34187769	15.376383653961787
chr17	34197703	34198130	17.257985041348103
chr17	34204566	34204799	11.063575036535958
chr17	34205373	34205853	11.147627437114716
chr17	34586543	34587512	16.059067724166887
chr17	34593004	34593295	18.623972614196568
chr17	34603540	34604531	22.57349881731297
chr17	34627503	34628030	14.08359919010575
chr17	34850365	34850600	9.09670311339358
chr17	34959380	34959695	21.63175702473474
chr17	34972327	34972878	12.73874882215164
chr17	35000849	35001232	14.292690795021954
chr17	35030496	35030780	10.795388151222552
chr17	35065022	35065712	15.511323290976925
chr17	35089268	35089729	10.53650718759301
chr17	35121434	35122024	18.86224169165401
chr17	35135223	35135836	13.538270244785078
chr17	35165080	35165430	22.7639828818185
chr17	35241440	35241733	17.599722985928377
chr17	35266874	35267273	17.51506385588108
chr17	35301827	35302088	11.22644025429912
chr17	35505002	35505386	23.049060692389805
chr17	35516533	35516848	13.971061918470594
chr17	35517233	35517467	14.348914859641312
chr17	35532589	35533036	14.138538168580741
chr17	35667169	35667881	11.534817347365818
chr17	35697787	35698445	13.768545171047778
chr17	35823361	35823649	13.709194504552418
chr17	35865799	35866198	17.43580951308248
chr17	35909819	35910154	12.658361763740654
chr17	35916458	35916731	24.714013997451726
chr17	35918775	35919063	19.389809360106785
chr17	35969459	35969907	12.34680393657514
chr17	35997276	35997513	10.129023266241017
chr17	36083487	36083755	12.03000239471891
chr17	36161357	36161674	11.288679384658765
chr17	36198252	36198512	9.564399007650522
chr17	36215689	36216059	18.825966525722194
chr17	36231210	36231691	81.57735337735214
chr17	37028726	37028980	16.619954623575286
chr17	39843330	39846719	192.9301258841869
chr17	39847508	39848742	232.8435716304439
chr17	44737669	44738287	22.434770331027824
chr17	44776817	44777494	12.123907657634561
chr17	45506798	45507128	15.725582226839933
chr17	45526423	45527003	12.362270305074494
chr17	45555733	45555978	13.235041427612305
chr17	45573453	45573855	21.912554434875943
chr17	45629875	45630346	13.01517332081076
chr17	45873369	45873762	13.469726800311916
chr17	46032495	46032866	18.348951118654316
chr17	46160392	46160828	13.105635593790527
chr17	46161082	46161367	18.22194881439209
chr17	46266141	46266472	11.452101384765072
chr17	46327647	46328395	13.560549616176177
chr17	46552984	46553356	24.194273543614212
chr17	46618668	46618934	9.514712512941289
chr17	46629663	46629982	11.889753670528018
chr17	46645630	46646389	17.902044703366727
chr17	46650244	46650813	14.691545255154843
chr17	46680374	46681344	15.634908794127789
chr17	46704812	46705468	11.236793132816873
chr17	46751999	46752735	14.635962456464767
chr17	46890103	46890360	12.016542124841
chr17	47140048	47140446	17.1178692429509
chr17	47140933	47141371	23.35243968005594
chr17	47395486	47395751	11.948046939777878
chr17	47502018	47502338	19.606623455882072
chr17	47521819	47522160	12.285307722007774
chr17	47629076	47629758	15.79800704637231
chr17	47694587	47695311	14.138877001915189
chr17	47739221	47739641	13.619183270136515
chr17	47873551	47873785	11.26334340755756
chr17	47887517	47887767	19.94847101211548
chr17	47924137	47924502	17.293955397932496
chr17	47924908	47925165	15.704484256788914
chr17	47976302	47976538	11.687797788846291
chr17	48001676	48002200	13.08605109189303
chr17	48095930	48096341	22.345599975029046
chr17	48096840	48097137	25.021292522700147
chr17	48409619	48410429	16.6765785805973
chr17	48931781	48932039	10.551663395046264
chr17	55959115	55959413	22.11000119279695
chr17	55999899	56000664	11.658125400543213
chr17	56074712	56075052	18.642543456133673
chr17	56079048	56079569	28.54495744467239
chr17	56256128	56256577	11.86262968866225
chr17	56290116	56290550	16.812508624819568
chr17	56302955	56303219	14.625004092852274
chr17	56303480	56303963	10.091579243756723
chr17	56325769	56326279	12.265841098860198
chr17	56425289	56425665	12.6254582430454
chr17	56461907	56462903	30.555374419354052
chr17	56509491	56509736	13.039147497683155
chr17	56584612	56584901	12.26539257405951
chr17	56626987	56627360	28.209926825106624
chr17	56717086	56717320	15.751892077617157
chr17	56764573	56765067	11.94886621772519
chr17	56830768	56831615	12.062470948963549
chr17	56935608	56935973	24.55516205095265
chr17	56997322	56997591	20.631628802274683
chr17	57031666	57032255	20.90709876528418
chr17	57059959	57060569	17.069095724137103
chr17	57087134	57087571	12.305682743168532
chr17	57247370	57248442	15.85397711262774
chr17	57275288	57275670	12.621309150575968
chr17	62882719	62882980	16.60877890970515
chr17	63863428	63863762	9.084622338860335
chr17	65613433	65614043	14.335252871278856
chr17	65884566	65885391	14.464358834931344
chr17	66479553	66480372	12.954949016827221
chr17	68837124	68837502	14.102348761583762
chr17	70747980	70748281	16.26594863777541
chr17	70755217	70755453	13.883012363466166
chr17	70771991	70772644	19.294798405575715
chr17	70851224	70851548	13.709196964899698
chr17	71002232	71002690	18.100954665887823
chr17	71475575	71475975	16.019312620162964
chr17	71552082	71552417	10.213298994035863
chr17	72836434	72836936	12.668804478360363
chr17	74527981	74528246	14.168505740615556
chr17	74994208	74994523	9.85071528601268
chr17	78417751	78418043	7.419964943030109
chr17	78736609	78736946	11.871217071125699
chr17	78916486	78916723	14.484824104148124
chr17	83122618	83123106	11.608561128866477
chr17	83166846	83167127	9.041748725646755
chr17	83862258	83862625	12.52791081722166
chr17	84188148	84188506	12.183293984588964
chr17	84790607	84790859	13.724355652218772
chr17	84956901	84957928	17.674909171946673
chr17	85090333	85090957	11.394425776524422
chr17	85608683	85609228	33.637880062838214
chr17	85614621	85615010	47.90146877220173
chr17	85616897	85617147	43.45475698852539
chr17	85623207	85623872	40.54201816759611
chr17	85625051	85625510	40.37523085151623
chr17	85645630	85646253	10.898010645785263
chr17	85683242	85683827	40.630046371720795
chr17	85685395	85685961	46.79505012566125
chr17	85686808	85687122	46.45102257941179
chr17	85688549	85688921	45.85387773411248
chr17	85800291	85800531	12.974506497383118
chr17	86753117	86753472	18.060684179923904
chr17	86754126	86754731	16.44487934427813
chr17	86962606	86962926	11.554357020556926
chr17	87025537	87025811	16.827876738388174
chr17	87107015	87107467	13.647938920333322
chr17	87530231	87530758	15.730991667543009
chr17	87635878	87636441	13.709014887496378
chr17	87672065	87672508	15.887435521282946
chr17	87877478	87877826	12.434652525803138
chr17	88066039	88066484	16.994954119907337
chr17	88530191	88530448	10.429324762366624
chr17	91566525	91566976	9.932168317739821
chr17	93202055	93202450	16.82266218451005
chr17	93680510	93681080	18.383639379551536
chr19	3388798	3389299	12.625522152868335
chr19	3575891	3576145	16.566265444117267
chr19	3719269	3719712	13.32571083912731
chr19	3842488	3842801	14.36173946027177
chr19	3912478	3912809	18.852875983246864
chr19	3942943	3943426	17.534388747521316
chr19	4000336	4000614	14.851643479985299
chr19	4096818	4097597	20.995876681972987
chr19	4282735	4283415	11.055128693580627
chr19	4397084	4397372	13.586115012566248
chr19	4397684	4397975	11.064176674151339
chr19	4510308	4510890	16.084665952269564
chr19	4755842	4756215	13.466778026509221
chr19	4811322	4812067	16.505820707026743
chr19	4878199	4878468	13.011081964996224
chr19	4927996	4928548	13.663088306136753
chr19	4942854	4943097	14.553587293428649
chr19	4962173	4962560	12.4652808753711
chr19	5001999	5002324	21.432628831129808
chr19	5023719	5024382	15.99659342068173
chr19	5041081	5041459	13.072253683887462
chr19	5050480	5050944	16.173278237211292
chr19	5058690	5058971	8.779754180500941
chr19	5072285	5072923	13.169326345001268
chr19	5087986	5088363	33.488405513510465
chr19	5117619	5118111	17.947388226423808
chr19	5273254	5273491	14.595276023768172
chr19	5295117	5295427	15.272995635001891
chr19	5388372	5388758	9.758164927131771
chr19	5424287	5425343	13.385058653174024
chr19	5488094	5488347	25.30974804271351
chr19	5510284	5510941	13.274051948588006
chr19	5567370	5567610	15.326277951399485
chr19	5602301	5602544	11.734877923879113
chr19	5609763	5610320	16.424762287516568
chr19	5637459	5637762	9.479534470208801
chr19	5688491	5689237	16.015109680932586
chr19	5716223	5716595	11.688111834628607
chr19	5771170	5771425	14.745511784273035
chr19	5797172	5797420	16.346955868505663
chr19	5846094	5846332	16.745104505234405
chr19	6067307	6067592	9.97871666623835
chr19	6085065	6085514	15.68728494113166
chr19	6127942	6128276	22.633180721077377
chr19	6140710	6141568	17.190875957062193
chr19	6235634	6236290	15.97940949550489
chr19	6242069	6242354	11.639622892413223
chr19	6306207	6306738	14.404733043605999
chr19	6363549	6363977	15.970259432480715
chr19	6398629	6399008	13.571601407194516
chr19	6418271	6418723	20.2402562630915
chr19	6428724	6429123	12.087658719610152
chr19	6909661	6910331	13.49916976886009
chr19	6921462	6922054	26.10439585028468
chr19	6951652	6952041	11.46753205370474
chr19	6974507	6974820	15.952442431221375
chr19	6979621	6980488	22.85263868791697
chr19	6992242	6992992	19.19082175954183
chr19	7039652	7040691	15.164500046969607
chr19	7205991	7206474	15.827236329546626
chr19	7341835	7342260	16.89907657398897
chr19	7382845	7383355	11.815678002787571
chr19	7417084	7417365	14.687254518800783
chr19	8252229	8252495	24.673499860261614
chr19	8578392	8578626	11.738742481948982
chr19	8735802	8736051	12.906361847996234
chr19	8741354	8741699	16.27480090320974
chr19	8786100	8786359	16.193814579584423
chr19	8802247	8802777	20.171354040109886
chr19	8819504	8820143	19.180729075030357
chr19	8871452	8871717	10.95614726588411
chr19	9982703	9982966	19.478749819128232
chr19	9992855	9993092	10.085301861984318
chr19	10017863	10018096	16.830609415733765
chr19	10041478	10041807	11.926160406559072
chr19	10231662	10232011	19.10715488171509
chr19	10276933	10277228	9.420483889822233
chr19	10388724	10388973	17.904183253705742
chr19	10402755	10403372	12.093786456789731
chr19	10525292	10526100	13.4039782911244
chr19	10576927	10577437	15.352880511564367
chr19	10688702	10689136	15.082253190229565
chr19	10881517	10882044	11.435530125981716
chr19	11912336	11912608	13.749750659746283
chr19	11965269	11965711	17.443427636073185
chr19	11999224	11999520	9.517630720460737
chr19	12795824	12796361	12.45747383213576
chr19	14597828	14598299	13.187695942613477
chr19	16873415	16873752	36.70596421012539
chr19	16876063	16876386	32.86383318236738
chr19	17356351	17356631	13.099809043748039
chr19	19286025	19286460	37.08301924563002
chr19	21271833	21272087	13.176153599746584
chr19	21778397	21778756	12.579243826002795
chr19	22138993	22139338	14.333709340855695
chr19	23140637	23140987	16.02203854697091
chr19	24225282	24225546	18.692308472864557
chr19	24271544	24271883	10.036475804703073
chr19	24280712	24281044	20.351633057536848
chr19	24556422	24556734	8.56460686830374
chr19	24899065	24900309	35.89107227632087
chr19	24999547	24999808	9.544474943387554
chr19	25406547	25407157	15.376747429957156
chr19	25451136	25451456	11.915635123848915
chr19	25606333	25606569	48.43113362587104
chr19	25609074	25609503	46.735130443439616
chr19	25609948	25610794	41.71968242744464
chr19	25635657	25635935	9.72781072246085
chr19	25665749	25666798	28.166807585608062
chr19	25671913	25672875	43.35497304357263
chr19	26606074	26606439	14.990082866198396
chr19	28011283	28011566	16.70315145351019
chr19	29334499	29334745	9.159909490647355
chr19	30549174	30549487	15.896697742108719
chr19	31664246	31664497	8.723239619418445
chr19	31664778	31665030	10.253219301738437
chr19	31764471	31764752	9.736511478220441
chr19	32388680	32388985	13.704985337179215
chr19	32712433	32712741	10.331316387498534
chr19	32749280	32749547	15.161242560054479
chr19	32867581	32867922	14.940043821362806
chr19	34550729	34551072	11.447331210267093
chr19	34878165	34878504	13.168559397919692
chr19	34922160	34922615	10.894779299641703
chr19	36904357	36904789	15.654514524671766
chr19	36925572	36925886	12.756394331622275
chr19	37434204	37434524	17.191804945468903
chr19	37437235	37437541	20.6640522838418
chr19	37550480	37550741	12.847826062491114
chr19	37686881	37687521	25.529515054821967
chr19	37697648	37698309	32.02151682301116
chr19	38054461	38055233	15.658700031320048
chr19	38096150	38096577	14.556817954820549
chr19	41980884	41981591	17.988456941898676
chr19	42085997	42086318	12.16223845972079
chr19	42128674	42129366	15.901504538651835
chr19	42170614	42170883	9.872850974696277
chr19	42255755	42255991	10.426124661655749
chr19	42752259	42752785	12.610168594824497
chr19	42779700	42779984	11.962895934010895
chr19	42795136	42795466	19.27524494113344
chr19	43385358	43385758	16.459683883190156
chr19	43388075	43388456	15.995160090328827
chr19	43524399	43525200	17.330323639582755
chr19	43530420	43530906	15.847353344591557
chr19	43600996	43601370	46.10296353426847
chr19	43606636	43607265	55.07484827814876
chr19	43612365	43612630	52.599430516081036
chr19	43615156	43616248	43.561654321439974
chr19	43662402	43662829	9.605357899319651
chr19	43675135	43675461	20.92694535284686
chr19	43753022	43753386	14.743616801041822
chr19	44247745	44248442	15.319550009334788
chr19	44284105	44284654	20.443729306830736
chr19	44293719	44294301	15.799824014971756
chr19	44407824	44408381	19.020269553151977
chr19	44545553	44545817	9.98960212685845
chr19	44555053	44555616	10.471845658168489
chr19	44562833	44563167	12.186840260100222
chr19	44655619	44655873	14.552377888536828
chr19	44669748	44670049	19.70283552657726
chr19	44672113	44672380	21.791066087587048
chr19	44684150	44684421	15.11652392566864
chr19	44692618	44693030	18.974329957684265
chr19	44734268	44734549	12.760153145976762
chr19	44741922	44742591	40.44878587309377
chr19	44746586	44746860	43.09366649432774
chr19	44750052	44750785	50.69118535665015
chr19	44756200	44756987	58.955460884065154
chr19	44759416	44760331	42.05721891434466
chr19	44836286	44836619	14.530894737701875
chr19	44930804	44931500	15.330587772117264
chr19	44988980	44989329	15.68512732661556
chr19	45017087	45017572	15.865408991784165
chr19	45047588	45047864	20.035274128982987
chr19	45058120	45058930	18.41695465276271
chr19	45074442	45075609	23.58179355382715
chr19	45079402	45079656	21.407746269946962
chr19	45081072	45081392	22.515657964348794
chr19	45114022	45114278	14.879631407558918
chr19	45143387	45143681	27.417162869252316
chr19	45152213	45153104	52.115017981909205
chr19	45153685	45154151	47.69137469279408
chr19	45159993	45160600	40.15738746165444
chr19	45208384	45208776	11.69695377836422
chr19	45220846	45221151	22.258740456377872
chr19	45224051	45224285	35.01353500235794
chr19	45234223	45235121	56.33624810896366
chr19	45242274	45243104	30.931860620429717
chr19	45363490	45364154	16.340437096285534
chr19	45544693	45545098	13.183721072585495
chr19	45649934	45650360	49.39026989903248
chr19	45733505	45733741	16.6305018319922
chr19	45783888	45784245	11.271836248766474
chr19	45813506	45813889	15.09433688071627
chr19	45998316	45998584	18.742984134759475
chr19	46045468	46046366	16.148818164731985
chr19	46056786	46057090	11.335498828636972
chr19	46147837	46148640	17.619929646198656
chr19	46304308	46304628	22.200395292043687
chr19	46328192	46328719	15.864489296581985
chr19	46338389	46339087	14.220989077002407
chr19	46395353	46395756	18.128782416691557
chr19	46396912	46397270	17.584875676884998
chr19	46444121	46444355	13.449371174869375
chr19	46500026	46500454	17.382029762891964
chr19	46501449	46501751	17.900459472706775
chr19	46573101	46573704	14.11187349860348
chr19	46760937	46761773	17.78285496200671
chr19	47050664	47050901	12.342591794734263
chr19	47450639	47450987	12.130648747257803
chr19	47837188	47837554	9.953168340068046
chr19	47854569	47855075	10.462736698949762
chr19	48204172	48204562	10.990667731945331
chr19	53142328	53142671	19.452514259182678
chr19	53314239	53314573	14.142870997240443
chr19	53902872	53903159	12.573187093701511
chr19	53925282	53925645	12.95290513866204
chr19	53944189	53944627	22.15467972733659
chr19	54044640	54044942	16.726722752021637
chr19	54045248	54045681	17.949568752879085
chr19	55218447	55219145	11.543524026870728
chr19	55254195	55254741	11.887575429001133
chr19	55741435	55741700	15.279764283378169
chr19	55754243	55754521	10.43989150301158
chr19	56723842	56724237	22.461045361772367
chr19	57008060	57008509	12.456543047337862
chr19	58113328	58113620	11.73037572103004
chr19	58454961	58455252	13.800258131780986
chr19	58762645	58763449	10.95627453078085
chr19	58860641	58860949	10.156047036121418
chr19	58943105	58943708	14.90682012959697
chr19	59168911	59169769	44.003344778136494
chr19	59172179	59172450	40.6387923969114
chr19	59194009	59194658	35.35288556808683
chr19	59451439	59452064	23.26545483703613
chr19	59461656	59462283	46.11892408161072
chr19	59943247	59943602	11.180198032755248
chr19	60889499	60890084	12.278975163973294
chr19	61266599	61267272	82.57213530108267
chrM	98	4694	3141.8201545588317
chrM	5806	6484	2550.1865731298394
chrM	10963	16277	3040.488015693755
chr9	3000456	3000709	9.90878668604161
chr9	4309537	4309970	16.69266893021229
chr9	4376329	4376782	11.130676221110699
chr9	7836737	7837108	9.777876401525944
