chr	start	end	Morula_Tfap2c_ds
chr16	18356880	18357777	20.332612758496136
chr16	18392095	18393070	27.250288068331205
chr16	18426102	18426702	17.868362623850505
chr16	18472025	18472214	15.881392998670144
chr16	18479598	18479836	18.992126929659804
chr16	18498042	18499070	17.49079049700429
chr16	18581894	18582171	29.99380642584515
chr16	18582404	18582881	24.378030886939985
chr16	18590414	18592223	25.591516913172185
chr16	18615619	18615810	19.378583298927825
chr16	18626339	18626926	19.5017312438159
chr16	18678146	18678392	14.140035210586175
chr16	18687097	18687512	13.983706738575396
chr16	18804015	18804314	26.623184408232518
chr16	18811324	18812446	19.803820760492336
chr16	18819775	18820181	16.34947989139651
chr16	18836260	18836894	18.613467162339845
chr16	18876224	18877705	28.032613620333056
chr16	18970562	18970876	13.134069248369546
chr16	19760242	19760692	11.670069266425239
chr16	19811253	19811651	10.108158436252843
chr16	19844318	19844538	11.125875143571333
chr16	20097588	20098471	31.472122447271985
chr16	20227481	20227706	8.538311061859131
chr16	20271557	20271796	10.575083876254668
chr16	20321843	20322335	17.74387252427698
chr16	20332954	20333616	15.765013255381513
chr16	20362383	20362586	14.586995510044943
chr16	20371662	20371917	14.371423208947276
chr16	20390247	20390522	11.979508365284312
chr16	20414146	20414510	14.632881258870219
chr16	20425198	20426565	24.934763724906826
chr16	20448051	20448886	25.807955788709446
chr16	20469327	20469558	17.839047848920284
chr16	20475056	20475285	26.78236731483426
chr16	20475686	20476023	29.174323373449308
chr16	20498206	20498706	24.29340518951416
chr16	20524901	20525153	24.866851360078844
chr16	20535476	20535929	46.86555726849217
chr16	20536845	20537555	28.61980733065538
chr16	20547707	20548496	32.3575222271628
chr16	20611595	20611860	18.809154312565642
chr16	20619654	20619914	19.525911162449763
chr16	20622304	20622500	18.76720091761375
chr16	20651399	20651996	15.456626625316627
chr16	20672241	20672570	23.72900890072066
chr16	20673650	20673973	21.540057031731855
chr16	20693245	20693693	21.20087712790285
chr16	20701768	20702025	20.83996700034531
chr16	20706410	20706693	21.01377005290648
chr16	20715753	20716613	30.130760766184608
chr16	20717005	20717641	42.66242547305125
chr16	20732806	20733956	23.099706732708476
chr16	20765429	20765799	11.55368832253121
chr16	20829245	20830113	16.17067341705621
chr16	20889262	20890002	16.29709780667279
chr16	20901986	20902699	10.477353319379423
chr16	20937880	20938255	12.774699389139812
chr16	20955705	20955894	12.02301861495568
chr16	20959187	20959516	10.031532012220573
chr16	21109378	21110163	12.193279888371753
chr16	21140512	21140959	14.952510119017871
chr16	21142680	21143004	14.883307663010962
chr16	21173656	21173993	9.890642791544295
chr16	21179320	21179512	16.5493044257164
chr16	21204587	21205171	32.010116642468596
chr16	21209591	21209936	20.445150767893033
chr16	21248413	21248604	18.208892372890293
chr16	21256812	21257015	20.64943142125172
chr16	21321162	21321370	14.202217436753786
chr16	21333140	21333806	16.738191474307406
chr16	21355498	21356084	14.14627303361079
chr16	21368207	21368399	8.70567367474238
chr16	21382302	21382921	17.85378713407501
chr16	21396255	21396770	17.79783345194696
chr16	21425552	21425776	30.12114131450653
chr16	21440202	21440521	11.464159077611463
chr16	21470449	21470788	11.263129284951539
chr16	21701677	21702035	13.02733050511536
chr16	21714337	21715080	20.744562263283402
chr16	21755599	21756298	17.696100660659724
chr16	21768624	21768845	12.479436136478752
chr16	21787455	21788149	19.18840157401665
chr16	21865642	21866087	12.132635236590096
chr16	21906734	21907559	16.166015702449915
chr16	21946708	21947879	20.11379811175352
chr16	21996871	21997192	13.681484769066547
chr16	22008979	22009334	16.924159495931278
chr16	22021927	22022188	17.144766522550036
chr16	22098371	22098947	13.854160469439295
chr16	22110353	22110554	15.058249335976976
chr16	22162714	22163713	20.506082137664396
chr16	22172782	22172975	11.369113862823328
chr16	22187574	22187948	14.964583042471167
chr16	22302682	22302985	11.490836025464652
chr16	22313867	22314214	12.670531646662555
chr16	22319178	22319558	15.244353562907168
chr16	22334388	22334589	15.324578308940527
chr16	22346968	22347425	14.466358777469827
chr16	22358341	22358888	20.80099096245914
chr16	22376403	22376830	14.451656312518153
chr16	22402846	22403061	20.44201394901719
chr16	22412770	22413304	14.135714495226685
chr16	22428855	22429458	16.59098386685449
chr16	22476910	22477287	12.80835431450558
chr16	22496180	22496410	10.461632894433063
chr16	22517225	22517556	16.74031160245129
chr16	22531795	22532212	11.61640046940719
chr16	22572584	22573256	14.976844462610426
chr16	22798707	22798924	10.655419881442725
chr16	22844354	22844629	14.591517288901589
chr16	22857585	22858258	17.33271867205094
chr16	22869209	22870086	17.474646655292577
chr16	22875877	22876595	16.595618784593672
chr16	22920161	22920423	12.27784284198557
chr16	22941595	22942269	15.079907564451858
chr16	23030953	23031762	22.44978013409967
chr16	23032359	23032735	16.029777712010322
chr16	23040114	23040474	11.830615156226688
chr16	23072532	23072879	11.408028478924754
chr16	23087999	23088531	12.669246359875327
chr16	23107033	23107578	27.88021495364128
chr16	23127763	23128058	17.311133982771533
chr16	23135392	23135605	14.633028907954973
chr16	23165694	23165978	11.50177976447092
chr16	23224918	23225129	12.54534750301126
chr16	23342303	23342538	13.59552691033546
chr16	23415949	23416757	19.32115986736694
chr16	23428906	23429292	14.536168209629356
chr16	23476703	23477119	9.094339053218182
chr16	23711695	23712133	11.918716378407936
chr16	23728173	23728501	13.237963112389169
chr16	23898830	23899178	8.62208824733208
chr16	23913473	23913860	12.70180200359926
chr16	23924249	23924448	16.612218804095857
chr16	23982464	23982915	17.170775402940297
chr16	23988418	23988853	18.444027135563992
chr16	23991121	23991538	14.499560855275435
chr16	24056921	24057116	14.048135879712227
chr16	24083917	24084142	14.461963005065918
chr16	24090049	24090523	11.957310322467787
chr16	24174835	24175182	15.03650553975394
chr16	24180347	24180540	12.631397113898876
chr16	24186118	24186933	12.834256873394082
chr16	24341828	24342056	10.606122753076386
chr16	24367152	24368176	21.796730179339647
chr16	24378572	24379214	18.92690179949609
chr16	24392521	24392824	17.097422587202722
chr16	24393016	24393318	20.96508873377415
chr16	24394423	24395099	19.67508855656054
chr16	24406571	24407241	15.76020386396949
chr16	24484426	24484912	9.568151546603858
chr16	24548776	24548982	8.954594940815157
chr16	24931786	24931985	15.250736164687266
chr16	25026033	25026651	18.106299244470193
chr16	25037632	25037850	12.142521258887895
chr16	25038275	25038884	15.17269416082473
chr16	25039891	25040124	19.21915714116567
chr16	25058845	25059837	16.80784031268089
chr16	26105558	26105772	12.47670699057178
chr16	26581756	26582077	10.320670221453515
chr16	26946782	26947049	9.455849204617047
chr16	28254560	28254755	10.784704624078213
chr16	28898716	28899190	10.751903688857324
chr16	28936279	28936596	11.053997096955213
chr16	28982647	28983048	9.935815499607761
chr16	29714834	29715040	16.485254014579994
chr16	29728769	29728979	15.661453778403146
chr16	29760616	29761225	13.688257045150781
chr16	29775213	29775611	22.90358707293793
chr16	29782084	29783147	25.640831899777517
chr16	29795454	29795742	14.816731284062067
chr16	29822994	29823482	14.589494867403
chr16	29881751	29881960	10.038763046264648
chr16	29908027	29908426	13.827084048947595
chr16	29945770	29946747	22.975562665699204
chr16	29977564	29978149	15.91095317938389
chr16	29992375	29992604	16.38955806748836
chr16	30008264	30009201	14.062284422785902
chr16	30009511	30009761	10.559879997253418
chr16	30034253	30034632	17.495490099320627
chr16	30034936	30035541	14.679817354186508
chr16	30064580	30065063	29.02641066557132
chr16	30069878	30070193	34.26042454431927
chr16	30070680	30071200	35.81012852375324
chr16	30080738	30081611	25.75768016539898
chr16	30090397	30090656	12.675261202926341
chr16	30108136	30108341	13.642634205701874
chr16	30143563	30143752	12.901631380515123
chr16	30145561	30145861	22.437664063771567
chr16	30159208	30159414	13.417297215137667
chr16	30159605	30159799	20.63037257833579
chr16	30171507	30171745	17.608145569552896
chr16	30188058	30188301	18.83961881629724
chr16	30200511	30200706	12.21893677344689
chr16	30236095	30236929	22.594231169858425
chr16	30265413	30265722	15.855046963614553
chr16	30280817	30281415	23.167631567122545
chr16	30284197	30284395	23.328246347831957
chr16	30285567	30285801	22.39810210822994
chr16	30297482	30297910	15.307442295217069
chr16	30308393	30308673	14.430432077816555
chr16	30308874	30309452	18.800802795119765
chr16	30371011	30371221	10.26147731145223
chr16	30388657	30389078	19.280528045889884
chr16	30394245	30394452	31.813775564737366
chr16	30396867	30397857	34.0449955468226
chr16	30407322	30407579	25.010065583403474
chr16	30431807	30432311	29.298538819191947
chr16	30464696	30464887	21.446283959593448
chr16	30470337	30470566	9.646229398302637
chr16	30512047	30512646	17.962029186433465
chr16	30522497	30523152	16.456375666611066
chr16	30539659	30539978	10.527501575625429
chr16	30540839	30541041	14.467217195152056
chr16	30559472	30559743	15.024589197222157
chr16	30572033	30572343	15.860304869374922
chr16	30587616	30588060	14.861621160764951
chr16	30693974	30694276	23.80477507698615
chr16	30720721	30721140	12.081109895911023
chr16	30756835	30757115	9.217768277440753
chr16	30774965	30775689	18.475530818681033
chr16	30784884	30785099	13.239289093017579
chr16	30888875	30889080	16.014109448688785
chr16	30964513	30965099	14.632844684067033
chr16	30977139	30977349	16.80072381609962
chr16	30982228	30982723	20.071769510134303
chr16	31000747	31001045	16.654770902339244
chr16	31081217	31081750	24.496686452325246
chr16	31192844	31193054	10.446156910487584
chr16	31200699	31201205	20.45587186662576
chr16	31280326	31280552	17.017984985250287
chr16	31291102	31291353	11.682101147108344
chr16	31352322	31352516	16.564534855872086
chr16	31353276	31353463	13.320040432527103
chr16	31354878	31355082	15.174185014238544
chr16	31358701	31359204	23.300390882473106
chr16	31415516	31415712	20.160656763582814
chr16	31459721	31460642	25.80486909988519
chr16	31493055	31493344	11.743172434374536
chr16	31507183	31508214	18.73741089176137
chr16	31509067	31509428	18.867163296221367
chr16	31520270	31520484	13.176096341320287
chr16	31532607	31533494	21.977014102957295
chr16	31533708	31533931	23.85566763599892
chr16	31549717	31549960	15.377850175394443
chr16	31550291	31550936	12.000303598152575
chr16	31557513	31557848	19.18357464804578
chr16	31587121	31587438	14.877668898188354
chr16	31617164	31617446	16.48980383500985
chr16	31663525	31663814	20.12388059424694
chr16	31861592	31861877	10.119780256037126
chr16	31870227	31870422	12.905225920065856
chr16	31878781	31879216	15.670125299212577
chr16	31926482	31926737	47.4756113688151
chr16	31926970	31927188	29.333997210231395
chr16	31932692	31934246	35.03307437098931
chr16	32002810	32003442	17.068213924576966
chr16	32027430	32027916	15.241856184515933
chr16	32068954	32069164	20.76227151325771
chr16	32078732	32079730	31.089066579967795
chr16	32116426	32116643	26.201825743996054
chr16	32147790	32148052	9.442416303940401
chr16	32173784	32174065	11.173588966559684
chr16	32201300	32201722	12.72916105912195
chr16	32246430	32246764	21.069433988925226
chr16	32246997	32247450	23.801763195602046
chr16	32255529	32255758	13.93027590872419
chr16	32312734	32312945	24.381400537716832
chr16	32313449	32313677	17.618576560104103
chr16	32330981	32331217	15.410420967360674
chr16	32355009	32355422	18.44117438244762
chr16	32361220	32361407	15.259638322228417
chr16	32361651	32361922	18.104487496548472
chr16	32419623	32419998	18.63619352467855
chr16	32449820	32450079	12.52550863391184
chr16	32456333	32456639	22.00483829834882
chr16	32487337	32488149	14.839920272968085
chr16	32499307	32500119	19.35716027814179
chr16	32571166	32571756	21.71437135712575
chr16	32595153	32595663	8.956170126971077
chr16	32608320	32609209	28.624360523288242
chr16	32635452	32635668	14.020114978154501
chr16	32642006	32642299	20.56317189447709
chr16	32644431	32645799	23.982985336181017
chr16	32659684	32659885	19.012378369990866
chr16	32665080	32665509	12.948017965107809
chr16	32672810	32673362	17.10755605455758
chr16	32682191	32682662	13.865873530159078
chr16	32689770	32690335	15.981099407229804
chr16	32723512	32724011	13.358218850497014
chr16	32813203	32813483	12.181127139500209
chr16	32826503	32826889	14.724378619169324
chr16	32867930	32868384	14.65819287825261
chr16	32877407	32878055	21.109424541025987
chr16	33041365	33041911	13.609928974738487
chr16	33047811	33048011	12.192032685279846
chr16	33053123	33053421	15.35151154242906
chr16	33061777	33062321	27.78484907921623
chr16	33100286	33100634	12.979440620575827
chr16	33159352	33160164	27.158540784431796
chr16	33160378	33160725	30.92306720832583
chr16	33173151	33173379	34.3219712742588
chr16	33176692	33176883	40.97930324015193
chr16	33177087	33177779	43.829313008082394
chr16	33185097	33185326	17.33412634337313
chr16	33195905	33196459	15.816267617773063
chr16	33243997	33244255	17.191670576731365
chr16	33257346	33257684	16.1738317619414
chr16	33271931	33272168	14.711565927111147
chr16	33292885	33293327	25.626241804787476
chr16	33326443	33326728	11.654997086106686
chr16	33374691	33374960	17.749695855888735
chr16	33380431	33380646	17.55077141162961
chr16	33386931	33387582	18.047684388226628
chr16	33400027	33400768	23.470556261729293
chr16	33508016	33508222	22.740475543494362
chr16	33536311	33536554	22.26090452013683
chr16	33542595	33542878	18.1436112474637
chr16	33560019	33560422	22.38763071348886
chr16	33604449	33604645	11.916928948188314
chr16	33781878	33782207	12.387497730892843
chr16	33818630	33818868	28.358507677286614
chr16	33819072	33819319	20.836665010645323
chr16	33827872	33828695	26.757712684019513
chr16	33829195	33829422	25.343556307485976
chr16	33833935	33834476	30.511595995721446
chr16	33840169	33840407	14.610727975348464
chr16	33844945	33845140	13.501884680527906
chr16	33860103	33860456	17.267646919228874
chr16	33866171	33866435	20.89567878752044
chr16	33877729	33878230	33.60073927919308
chr16	33878434	33879101	24.710127799049847
chr16	33892019	33893074	20.83368920240357
chr16	33923714	33924349	16.420703860530704
chr16	33966623	33967457	15.8251907922667
chr16	34030289	34031210	16.858671551806918
chr16	34035633	34035929	17.931760282129854
chr16	34036294	34036694	18.376838059425353
chr16	34054201	34054388	26.751081793066014
chr16	34058270	34058689	27.546589057030143
chr16	34058914	34059110	23.55793523788452
chr16	34073260	34073450	15.955910607388144
chr16	34081773	34082025	15.190632195699783
chr16	34085928	34086329	19.03797659790724
chr16	34093791	34094711	28.88473477519077
chr16	34095597	34096226	29.53681865140251
chr16	34112763	34112958	24.031690206283177
chr16	34119285	34119489	15.731138280793733
chr16	34323491	34324064	11.840890262763537
chr16	34343954	34344205	13.305567483028092
chr16	34493818	34494229	10.92742643565157
chr16	34541411	34541598	13.211950975305895
chr16	34573688	34574293	10.51124650939437
chr16	34667279	34667668	12.762880017640965
chr16	34668448	34668838	13.175557928818924
chr16	34675672	34676143	14.609278693067546
chr16	34690290	34690484	14.734357568406567
chr16	34690715	34691358	15.603907757191042
chr16	34745210	34745613	15.11847337244758
chr16	35021951	35022283	27.32508847799646
chr16	35023814	35024428	21.88867192936254
chr16	35042088	35042276	25.61219289455008
chr16	35129919	35130272	10.957258543279286
chr16	35156573	35156817	28.943921730166576
chr16	35212083	35212279	10.841148974944135
chr16	35363251	35364184	19.918678127301085
chr16	35421425	35422536	21.621897317180753
chr16	35439159	35440092	20.998271673310864
chr16	35448805	35449040	11.157207803523287
chr16	35488616	35490230	28.799690674376457
chr16	35490610	35491054	20.913310334489154
chr16	35595996	35596439	22.374819899789365
chr16	35681705	35681902	15.108913145694636
chr16	35770351	35770584	26.20070011319009
chr16	35778095	35778286	23.751364073828253
chr16	35808608	35808928	14.734789249300956
chr16	35834087	35834290	12.458528316666927
chr16	35842333	35842605	14.465270757675171
chr16	35861960	35862218	10.547895960105482
chr16	35871106	35872132	14.941168967278612
chr16	35935515	35935945	15.50428363334301
chr16	35942398	35942625	14.072266061925678
chr16	35956015	35956352	16.986894791487064
chr16	35966285	35967156	26.157353671081577
chr16	35978226	35978554	21.318292963795546
chr16	35982806	35983683	24.44619298715276
chr16	36102590	36102812	28.59878613068177
chr16	36128096	36128530	18.43995558611259
chr16	36134485	36135402	23.511481222695586
chr16	36315918	36316335	12.606716974747838
chr16	36334021	36334293	9.012935780427036
chr16	36486993	36487447	18.108889432730653
chr16	36487842	36488156	16.674181142430395
chr16	36651991	36652667	11.995433149958503
chr16	36790427	36790630	12.55809253542294
chr16	36816390	36816582	12.654513205091158
chr16	36828131	36828702	14.67190007695801
chr16	36846561	36846826	13.385936254825232
chr16	36875161	36875780	26.522120791606255
chr16	37011741	37011983	17.551865833849945
chr16	37071437	37071985	15.54487309142621
chr16	37166881	37167397	14.014820586803348
chr16	37384315	37385226	20.938135705062248
chr16	37472983	37473507	21.016630729646174
chr16	37521982	37522209	14.334553315250885
chr16	37533525	37533978	12.005187036712176
chr16	37539898	37540113	16.389689179353937
chr16	37584451	37584737	12.164314163314712
chr16	37591050	37591303	17.974053303714797
chr16	37611357	37611596	19.212040170964837
chr16	37615017	37615609	15.989472599448385
chr16	37676158	37676497	11.098782701126593
chr16	37684954	37685153	12.711714164695548
chr16	37854952	37855321	13.195586186437426
chr16	37867707	37869020	20.331879540245133
chr16	37972416	37972673	21.339447511309316
chr16	37982132	37982552	24.232187400545392
chr16	37989400	37990299	15.340247960456619
chr16	38012682	38013200	18.944352532905963
chr16	38088554	38089418	32.08771234861127
chr16	38114002	38114237	13.488605251718075
chr16	38135764	38136143	11.512807186801075
chr16	38158084	38158273	22.895771914689
chr16	38168374	38169083	25.369656600467913
chr16	38199611	38199840	13.13356940090396
chr16	38280480	38280667	11.25776779460397
chr16	38289077	38289335	19.588371868281403
chr16	38304592	38305095	17.94984647436123
chr16	38306444	38306897	14.883484947760374
chr16	38341877	38342134	12.193659344535858
chr16	38346794	38347243	14.227754943354888
chr16	38350317	38350515	22.713033348622947
chr16	38350793	38351094	14.684929619595854
chr16	38370569	38371116	13.03082929102115
chr16	38383516	38383784	14.899286739861788
chr16	38399334	38399683	13.998723765157354
chr16	38434747	38434950	22.23161412694771
chr16	38439235	38439456	16.013923908250902
chr16	38444847	38445149	22.482588291168213
chr16	38452846	38453205	10.626543132707601
chr16	38522278	38523010	19.934726440189966
chr16	38538875	38539626	18.217164812964224
chr16	38548513	38549231	15.726047329583873
chr16	38550058	38550630	16.521798872447516
chr16	38568816	38569200	12.796772119899591
chr16	38584786	38585321	15.2589428179732
chr16	38603369	38603563	15.978886761616186
chr16	38618847	38619323	13.01791967864798
chr16	38632033	38632223	16.08243209939254
chr16	38648360	38648584	11.59780804174287
chr16	38703378	38703575	9.518952957869786
chr16	38712686	38713853	13.57825046946273
chr16	38793515	38793765	10.411294498443603
chr16	38902019	38902802	20.604278303806506
chr16	42493813	42494018	17.663472733846525
chr16	42782373	42782731	12.687079642738045
chr16	42807538	42807739	11.490029448893532
chr16	42874925	42876068	22.275343966713518
chr16	43572365	43573561	24.3701805677701
chr16	43606983	43607208	12.845106421576606
chr16	43615935	43616582	17.103931393100083
chr16	43698798	43699669	17.029338091030187
chr16	43771420	43771788	12.685194435326949
chr16	43773292	43773585	10.958320028545913
chr16	43801481	43802276	22.639008297710298
chr16	43889471	43890146	24.726392803898563
chr16	43926101	43926887	16.155036922629552
chr16	43974387	43974810	17.807632038215655
chr16	43979394	43979744	13.498321541377477
chr16	44063151	44063436	17.038806982207717
chr16	44139065	44139671	19.40408995521344
chr16	44172629	44173016	23.49812385647796
chr16	44173259	44173831	16.575270694452566
chr16	44182842	44183038	16.378789454090352
chr16	44470189	44471725	18.574591999252636
chr16	44483166	44483431	9.6756279639478
chr16	44704719	44705104	17.922283395544277
chr16	44723871	44724962	17.9157217971564
chr16	44746125	44746398	12.167297978104253
chr16	44764940	44765143	17.54959108324474
chr16	44773586	44773832	11.852920284116172
chr16	45158336	45158729	23.99556217727467
chr16	45158918	45159603	15.175052524483117
chr16	45653484	45654090	10.613795315865243
chr16	45742477	45743061	12.016313374859013
chr16	45844420	45844726	13.245388255399817
chr16	45979054	45979432	13.603932887788803
chr16	46010218	46011304	15.007975313984009
chr16	46101960	46102162	12.717631179507416
chr16	46496334	46496583	9.610712782924912
chr16	46496985	46497454	12.094114218185197
chr16	48213766	48214320	12.060630174320098
chr16	48214769	48215251	12.254089078467912
chr16	48243728	48244088	11.677341776423985
chr16	48266204	48266745	12.719988346981253
chr16	48274243	48274432	14.444989769547075
chr16	48297087	48298098	26.782972109423902
chr16	48309235	48309488	31.34931711340139
chr16	48314040	48314904	23.538841061018132
chr16	48332801	48333108	14.335656594764139
chr16	48334646	48334835	19.285966237386067
chr16	48561092	48561448	12.505173551902342
chr16	48993743	48994078	12.777096759739207
chr16	49855099	49855952	11.627892697681995
chr16	50184885	50185182	12.328075935543588
chr16	50432212	50432673	14.748436003083004
chr16	50459041	50459645	21.20924742806037
chr16	50484847	50485176	15.721379975779803
chr16	50528480	50529018	18.543675819737317
chr16	50529239	50529672	13.360765963723974
chr16	50661067	50661288	12.385525012987232
chr16	50736007	50736887	13.433117972178893
chr16	50942855	50943677	15.684752774064558
chr16	50943949	50944189	13.706038892269135
chr16	51367625	51367818	12.925753954161017
chr16	51368590	51368898	16.066170296111665
chr16	51369099	51369343	12.682121749784125
chr16	52031232	52031718	13.082744203967813
chr16	52741992	52742256	13.999428149425622
chr16	54094891	54095379	11.226990670454306
chr16	55791339	55791668	15.122012460123079
chr16	55813909	55814109	13.817108430862426
chr16	55821408	55822681	22.05293320598138
chr16	55838716	55838905	10.540371531531925
chr16	55893684	55893912	15.694787477192126
chr16	55894694	55895011	15.870204732997184
chr16	55895609	55895949	18.05638056081884
chr16	55934596	55935116	19.5322205387629
chr16	55951834	55952078	12.720189047641442
chr16	55963687	55963922	10.436637285922435
chr16	55966005	55966218	15.825533280350234
chr16	55973193	55973635	22.18198407289669
chr16	55973927	55975091	25.193132567651492
chr16	55986333	55986692	15.897224099523177
chr16	56022617	56022819	20.419042124606595
chr16	56037470	56037840	17.745367501233076
chr16	56075171	56075489	9.641618143837407
chr16	56081032	56081243	10.03679922745691
chr16	56716860	56717804	21.033651738853777
chr16	57001119	57001333	9.45451584931846
chr16	57121124	57122053	23.061959078802104
chr16	57177461	57178046	9.819210686642899
chr16	57231119	57231714	16.826910182407925
chr16	57278968	57279301	11.12324569461582
chr16	57280431	57280637	10.00995117946736
chr16	57383444	57383959	18.600740427183872
chr16	57391460	57391676	163.80817776256137
chr16	57549246	57549661	14.824787861467843
chr16	58408218	58408567	9.932466993359235
chr16	58494952	58495285	11.156051313554919
chr16	58514542	58514866	16.103923367865292
chr16	58518289	58518512	33.29114974667673
chr16	58523114	58523303	15.158840139076192
chr16	58539423	58539643	12.265531821684403
chr16	58561309	58562070	16.280918602561197
chr16	58586487	58587127	13.64999142214656
chr16	58670313	58670656	15.891869275284925
chr16	58728030	58728594	11.77995337831213
chr16	59471455	59472107	10.03419795650646
chr16	59547977	59548568	12.853696920746676
chr16	59601180	59601636	10.203633983929953
chr16	59639129	59639811	16.89654216528638
chr16	60116967	60117171	18.028536712422092
chr16	62755552	62755755	20.396497670065592
chr16	62757392	62757624	17.05346323292831
chr16	62827018	62827315	11.204311823604083
chr16	62832421	62832612	9.120183899764616
chr16	62846405	62847076	18.895283997503018
chr16	62854372	62854791	11.055126497455314
chr16	62938077	62938563	13.076017721199696
chr16	63031669	63032064	8.005504465706741
chr16	63668945	63669337	18.173574992588588
chr16	64770498	64770770	13.143856318557964
chr16	64851474	64851730	17.938389528542757
chr16	64851942	64852416	17.811533658313348
chr16	64873738	64874012	13.913144236933576
chr16	64884189	64884843	10.291668015517955
chr16	65562812	65563021	17.746217161844793
chr16	65764880	65766266	12.643485296340216
chr16	65814787	65815518	15.506895801763365
chr16	65815885	65816094	10.754887302526447
chr16	70214188	70214386	12.99108840961649
chr16	70214686	70214899	12.227524269354735
chr16	70313746	70314397	11.59015603951778
chr16	71434709	71434934	12.832960997687445
chr16	72973605	72973819	15.279345909011699
chr16	72975251	72975458	12.676944069240404
chr16	73495926	73496369	18.36741380713056
chr16	73540305	73540731	11.167117745663639
chr16	75592886	75593300	11.357527417261243
chr16	75766917	75767376	25.93740111914076
chr16	76133297	76133922	10.572551301574707
chr16	76134212	76134462	14.508102409362793
chr16	76296705	76296955	12.913073043823243
chr16	76365145	76365387	11.911163073925932
chr16	76894625	76894938	11.577460221970043
chr16	77013289	77013953	15.20747126441404
chr16	77060499	77061048	28.54170594276192
chr16	78208124	78208793	13.41835667092704
chr16	78239430	78239635	11.56427055451928
chr16	78271809	78272102	14.280497384966436
chr16	78280376	78281080	15.362967919219624
chr16	78297578	78298074	27.09936304630772
chr16	78301220	78301842	20.485701548708214
chr16	78347303	78347737	15.603034026062433
chr16	78376218	78376497	18.887319417837272
chr16	78376948	78377374	24.39992241120674
chr16	78537066	78538058	14.758344788705148
chr16	78576415	78576948	15.036408325968273
chr16	78619131	78619319	17.250082198609697
chr16	79191158	79191720	16.88672968670991
chr16	81792557	81792933	13.605118388825275
chr16	81793212	81793515	14.501458268747864
chr16	84559829	84560345	11.374677083288976
chr16	84702385	84702960	16.681652973009193
chr16	84735191	84735566	10.532929538726806
chr16	84769661	84769868	18.614322961816466
chr16	84779234	84780017	20.371272454925577
chr16	84793376	84793603	10.549380079765152
chr16	84807986	84808507	17.49640695421801
chr16	84814071	84814307	22.374933060953172
chr16	84835094	84835321	25.834426090055626
chr16	84838316	84838693	23.33323156169618
chr16	84879087	84879855	23.312560989211004
chr16	85173505	85174019	10.644210072342988
chr16	87354233	87354483	19.491974758148192
chr16	87432274	87432499	13.641400311787923
chr16	87440409	87440618	14.278003834081039
chr16	87455217	87455450	11.435832445201955
chr16	87495600	87496208	13.050424439342398
chr16	87597480	87597963	11.706236241026694
chr16	87603937	87604145	16.26636764177909
chr16	87617042	87617506	13.50997704473035
chr16	87629432	87629632	12.708212690353394
chr16	87651290	87651631	20.329358699384674
chr16	87697979	87698800	31.53279774952748
chr16	87698990	87699214	39.76567167895181
chr16	89678738	89678955	11.259542662976525
chr16	89679385	89679585	12.590780067443848
chr16	89814120	89814420	9.57736996014913
chr16	89831571	89831779	10.073891199552095
chr16	89960144	89960806	16.61653914552441
chr16	89975597	89976367	28.08729535387708
chr16	89979262	89979550	22.78268787595961
chr16	90010573	90011026	13.606520933820711
chr16	90030292	90030483	12.005821287944055
chr16	90143520	90144656	22.13612690442045
chr16	90174337	90174548	13.148550499107035
chr16	90197512	90197787	21.809812722639602
chr16	90220370	90221509	33.749283844175
chr16	90284012	90284418	17.334329652081568
chr16	90349916	90350142	14.43907709037308
chr16	90386419	90386762	12.982302446059514
chr16	90387078	90387767	17.419381847575373
chr16	90405393	90406269	15.010333113474388
chr16	90532340	90532530	13.253481362995348
chr16	90533433	90533660	10.291895288727883
chr16	90727436	90727782	21.015972278021664
chr16	90737158	90737387	13.131183082880412
chr16	90810084	90810427	19.05145898713315
chr16	90820225	90820445	16.312665700912476
chr16	90829843	90830921	20.707910873894345
chr16	90849233	90849614	10.944836839290428
chr16	90868201	90868794	15.730376808076443
chr16	90878289	90878538	13.713003288789926
chr16	90924942	90925183	13.245731591189056
chr16	90934163	90935262	27.720964449118007
chr16	90940423	90940666	19.950053513295366
chr16	90941225	90941595	14.061948570045265
chr16	90994981	90995722	21.326144796312256
chr16	91003175	91003699	19.050594588272443
chr16	91006593	91007256	23.216365876061165
chr16	91010658	91011040	17.110710381213284
chr16	91011252	91011570	17.764771461486816
chr16	91044630	91045218	21.875543753306072
chr16	91045424	91045955	18.67086849464086
chr16	91076520	91076794	10.910810923054271
chr16	91091060	91091591	25.54462172441788
chr16	91160904	91161093	12.00855768799151
chr16	91188330	91188938	16.5488710026992
chr16	91196112	91196424	13.47387590775123
chr16	91200084	91200397	17.952575046795246
chr16	91225073	91225579	14.24214277154372
chr16	91255843	91256053	14.098155793689546
chr16	91367938	91368168	11.452011477428934
chr16	91434877	91435336	11.62809589693489
chr16	91448201	91449018	9.873743071842076
chr16	91484505	91485394	26.69746978210518
chr16	91534584	91534841	96.72675773420222
chr16	91542083	91542426	14.530257636534577
chr16	91545584	91545825	16.63419867155463
chr16	91587733	91588465	22.994242943701195
chr16	91611743	91611964	10.193142726949976
chr16	91620470	91620769	15.59428952449939
chr16	91636618	91636835	14.423716575868669
chr16	91646742	91648210	20.771189946894424
chr16	91688340	91689083	17.46418597271433
chr16	91710386	91710597	12.193274674257395
